year,plusieurs_DET oeufs_NOUN,plusieurs_DET jeux_NOUN
1864,5.274200631788517e-09,3.1165733105353866e-08
1865,4.706844358715045e-10,4.424433797112215e-08
1866,9.731225825149181e-10,5.1088935748566655e-08
1867,0.0,3.008743121313273e-08
1868,4.93987406535723e-10,4.29769041465633e-08
1869,9.767038289254515e-10,5.176530382122735e-08
1870,5.734048791339319e-10,3.1537268796455464e-08
1871,6.37270636261178e-09,2.230447138096281e-08
1872,6.047339295989218e-10,3.023669659096839e-08
1873,2.9930022904522957e-09,4.3697831131339626e-08
1874,1.1949218281515073e-09,4.3614645395262386e-08
1875,0.0,3.318485752856759e-08
1876,0.0,3.808989390563511e-08
1877,2.4739263970730008e-09,3.401648807077606e-08
1878,1.2078177347163432e-09,4.8312707834341495e-08
1879,6.10932526790009e-10,3.3601287641182864e-08
1880,1.9253538763308597e-09,5.1342769591400383e-08
1881,0.0,7.251407524444531e-08
1882,3.3276925659464496e-09,4.192892744114829e-08
1883,1.8958017378167824e-09,4.802697617378726e-08
1884,1.9805090900604227e-09,4.291103028464249e-08
1885,1.933690763067375e-09,5.156508531278803e-08
1886,0.0,6.38892925231005e-08
1887,0.0,3.13388383021973e-08
1888,0.0,3.4239320712003973e-08
1889,0.0,3.320522468097664e-08
1890,3.9326319978272295e-09,5.3745969452734244e-08
1891,0.0,7.011642233489823e-08
1892,7.522214851007902e-09,4.638699246939382e-08
1893,3.079208221734575e-09,4.1877232459519576e-08
1894,1.2603078580752936e-09,3.213785149114301e-08
1895,6.018614495673091e-10,3.4306101071024386e-08
1896,1.179405795248556e-09,3.184395680477792e-08
1897,0.0,3.088158351260972e-08
1898,5.6583548957434e-10,4.130599151608294e-08
1899,5.527578395003729e-10,4.4220627160029835e-08
1900,2.07642125715779e-09,4.4123951603580736e-08
1901,1.676621730339889e-09,3.520905544895925e-08
1902,1.4730852093691738e-09,1.1244550185418589e-07
1903,5.400220270956879e-10,2.322094760920379e-08
1904,2.6873125946735854e-09,2.956043942958786e-08
1905,1.5482277682110634e-09,2.4255567776521048e-08
1906,1.5432553013283723e-09,3.343719878756701e-08
1907,5.142843373384665e-10,2.725706893524915e-08
1908,9.822778146428846e-10,3.290630701258124e-08
1909,1.1001967115120692e-09,2.4754425509421196e-08
1910,3.740905363258662e-09,3.580581120488091e-08
1911,3.1922244847493175e-09,1.9685383989553884e-08
1912,0.0,4.7926674184850526e-08
1913,5.30298971401777e-10,2.2802856491921375e-08
1914,2.0090231700464756e-09,3.147469485043075e-08
1915,1.1780761921542648e-09,2.238344798399794e-08
1916,8.789969641043172e-09,1.7579939282086343e-08
1917,0.0,3.070598852961126e-08
1918,5.743188147278033e-09,3.790504177203502e-08
1919,1.8415696745321952e-09,4.327688746252889e-08
1920,3.028892692213958e-09,3.104614876292544e-08
1921,2.2718242842501013e-09,3.483463828501954e-08
1922,7.377935595798135e-09,4.131643949190078e-08
1923,3.1847844361720945e-09,4.352538729435196e-08
1924,2.578324886925998e-09,4.2542360745301266e-08
1925,3.299453377181294e-09,3.2994532217500705e-08
1926,5.57306911730393e-09,3.4553028882555736e-08
1927,3.3447675740205796e-09,2.229845030843336e-08
1928,0.0,3.884854038460617e-08
1929,5.570202965543558e-09,1.67106100068537e-08
1930,4.201441416995522e-09,3.4661892245324566e-08
1931,3.4216069977333063e-09,2.5091784650044247e-08
1932,1.0959536611565568e-09,3.507051715700982e-08
1933,0.0,6.997103918493508e-08
1934,3.5944740517379614e-09,4.193553237996639e-08
1935,1.196828414151696e-09,4.0692166969336085e-08
1936,6.0623572828433225e-09,4.001155939903356e-08
1937,3.777335333410292e-09,2.6441348555117372e-08
1938,7.779128452511941e-09,3.889564470505036e-08
1939,1.6823456405745674e-08,2.5999885799876665e-08
1940,2.5357829169792012e-09,2.2822046474857416e-08
1941,5.9030051957620344e-09,2.6563522936839945e-08
1942,0.0,4.2478965012193726e-08
1943,0.0,4.645176332473966e-08
1944,3.2131861615880553e-09,5.1410976809052045e-08
1945,1.089252066321933e-08,1.5249527862692958e-08
1946,6.960552134671616e-09,3.062642850437669e-08
1947,1.1920870957027319e-09,4.649139762058496e-08
1948,4.348755133776194e-09,4.892349725338363e-08
1949,0.0,3.0432726338958105e-08
1950,0.0,3.6160227701032e-08
1951,3.1984206394497505e-09,3.305034668166229e-08
1952,1.1599284199803606e-08,4.956057986227336e-08
1953,2.1547654771580937e-09,3.663101466599983e-08
1954,2.9317608341017376e-09,4.397641317765988e-08
1955,2.815682353940474e-09,2.9095383435873146e-08
1956,8.72114158667614e-10,3.575667983923836e-08
1957,8.835037590415595e-09,6.184526546437752e-08
1958,8.272243445794913e-10,4.0533993328484286e-08
1959,2.325224457422337e-09,5.4255234749334136e-08
1960,1.3841666701708277e-09,5.74429168676005e-08
1961,2.08444772553662e-09,4.099413997149526e-08
1962,2.5367825617905737e-09,4.756467308908441e-08
1963,4.526237162849611e-09,5.496145449868095e-08
1964,3.041984220075733e-09,4.076258947049993e-08
1965,1.0944086747954884e-09,7.058936279946693e-08
1966,4.431259803538978e-09,3.9881336899583175e-08
1967,1.9721342336964653e-09,5.028942390294944e-08
1968,7.635406973349745e-09,4.7609006681437194e-08
1969,1.3625273131978588e-09,4.587175481129968e-08
1970,1.3796175313274261e-09,5.794393453939506e-08
1971,3.083038491169532e-09,5.755005116903078e-08
1972,2.0520587451500205e-09,7.643918820132711e-08
1973,1.102640756478479e-09,4.631091010676158e-08
1974,1.1251143350321513e-09,4.6692243405033196e-08
1975,2.8557400888473694e-09,7.082235731203923e-08
1976,1.142705374768127e-09,5.2564448682623777e-08
1977,1.7630346071939584e-09,7.345977248718327e-08
1978,2.970295565063452e-09,7.306927685135634e-08
1979,1.1703946700691858e-09,7.314966421478886e-08
1980,3.411090521154847e-09,4.491269073314541e-08
1981,0.0,6.135782931737666e-08
1982,1.8622506869903077e-09,6.455802470384242e-08
1983,1.89459470334441e-09,8.588829947253629e-08
1984,4.639206796497319e-09,6.32091912144972e-08
1985,5.414002135495366e-09,7.278825275847112e-08
1986,2.3977941854269602e-09,6.174319833185393e-08
1987,1.8332451112712533e-09,6.355249415612718e-08
1988,7.195864348830128e-09,7.79551990737204e-08
1989,2.1952488715726304e-09,5.433240823915497e-08
1990,4.90378582185258e-09,3.541622972669245e-08
1991,1.7584396161396398e-09,5.0408601737217396e-08
1992,1.65298330578878e-09,5.895640231567967e-08
1993,3.877445031719162e-09,5.594599450375881e-08
1994,2.637463358823311e-09,6.435410315752677e-08
1995,0.0,7.428757359262406e-08
1996,1.6014276571496566e-09,7.419948233611251e-08
1997,3.3564262480467733e-09,6.664903651198983e-08
1998,1.43043876743576e-09,7.390600054169028e-08
1999,1.3710603763428253e-09,7.12951375436699e-08
2000,1.3254094488601709e-09,6.538686714296915e-08
2001,4.3812117822561447e-10,5.3450784631703385e-08
2002,1.3143663935011318e-09,5.914649164884267e-08
2003,8.333845835650777e-10,8.250507549378838e-08
2004,0.0,6.827426518585256e-08
2005,0.0,5.899912114415429e-08
2006,3.294311934354255e-09,8.276958601838302e-08
2007,3.994479469415779e-10,8.068848522668759e-08
2008,1.2772318758180745e-09,6.939627023028194e-08
2009,0.0,8.678110585691456e-08
2010,0.0,7.18016543999056e-08
2011,0.0,9.215772134307798e-08
2012,0.0,9.08935459120741e-08
2013,0.0,6.191857637727338e-08
2014,0.0,6.777843389316196e-08
2015,1.329945265027277e-09,7.04870985607231e-08
2016,4.1426800878596737e-10,6.48329425700922e-08
2017,2.515611330355938e-10,7.798395335045782e-08
2018,0.0,8.802801332308263e-08
2019,0.0,6.50501867371922e-08
