year,quelques_DET ans_NOUN,quelques_DET gens_NOUN
1896,3.125425407368709e-08,3.6679521286941963e-07
1897,7.982597294287075e-08,3.979645484264438e-07
1898,1.4145887239358501e-08,3.451596519710165e-07
1899,5.638130140539488e-08,3.460264146326608e-07
1900,3.529916137168243e-08,3.5195341752114473e-07
1901,3.688567695725453e-08,3.0067416290080473e-07
1902,3.240787266323153e-08,2.3814876115579864e-07
1903,5.4542223182352245e-08,2.5705048933843955e-07
1904,3.117282609821359e-08,2.1659739068979889e-07
1905,3.354493349760901e-08,3.2306350306043896e-07
1906,4.784091645060329e-08,2.6338225111999236e-07
1907,3.188562835987341e-08,2.699992656118866e-07
1908,5.991894691526056e-08,3.241516779439735e-07
1909,3.300590289967431e-08,3.6361502431248027e-07
1910,3.7409055186898854e-08,2.7896467003074576e-07
1911,2.128149745317387e-08,3.107098596188962e-07
1912,2.6047105361470813e-08,3.5424065814027017e-07
1913,3.4469432752537443e-08,2.8052816958279436e-07
1914,2.6117300322425763e-08,3.783660105227682e-07
1915,1.4136914527895783e-08,2.297248560267917e-07
1916,3.625862321499085e-08,2.010705619781561e-07
1917,3.3995917192441993e-08,2.3358483502988747e-07
1918,2.5270027848023346e-08,2.0445749271402747e-07
1919,2.2098836149897494e-08,2.762354478491602e-07
1920,3.407504101105019e-08,1.8249077982090967e-07
1921,3.104826579169995e-08,2.0597872918415305e-07
1922,3.2462917132214386e-08,2.3830731166185615e-07
1923,3.927900760203329e-08,2.6433710331730254e-07
1924,3.351822286390416e-08,3.4420637007315236e-07
1925,5.2791253146722283e-08,4.267292901261044e-07
1926,4.6813780962828844e-08,2.630488680210874e-07
1927,6.912519356916391e-08,3.5454534952350514e-07
1928,5.8272810354864646e-08,3.107883301822767e-07
1929,6.015819509208598e-08,3.6651938373211124e-07
1930,6.72230648923744e-08,2.447339575439855e-07
1931,6.158892773555635e-08,2.8741499846773877e-07
1932,5.150982262946968e-08,2.1809477956935552e-07
1933,5.964744387298992e-08,2.0188365823514687e-07
1934,6.11060571031885e-08,1.9649792193376925e-07
1935,3.2314367182095793e-08,1.9388620842164528e-07
1936,4.7286387694356335e-08,1.612587050559e-07
1937,4.5328027109547975e-08,2.0901256547745106e-07
1938,6.871563829058402e-08,2.3467037557622916e-07
1939,5.199977159975333e-08,1.6517575129881834e-07
1940,2.5357829613881222e-08,1.67361678293787e-07
1941,4.427253941230447e-08,3.099077687807039e-07
1942,5.765002475399683e-08,3.9444753596740156e-07
1943,3.774205836748479e-08,3.1354940865924164e-07
1944,2.5705489292704442e-08,1.4780655810398002e-07
1945,3.485606603348401e-08,2.069578894925428e-07
1946,1.3921104269343232e-08,1.8654279898555615e-07
1947,2.8610090296865565e-08,2.0503897779633462e-07
1948,2.5005341797168512e-08,1.5003204900665423e-07
1949,1.47255123650325e-08,2.5327882013925773e-07
1950,1.914365110877725e-08,2.8396414819553684e-07
1951,2.1322803078760444e-08,2.739980224930605e-07
1952,3.690681360524195e-08,2.0140575784921566e-07
1953,1.939288907237824e-08,2.0147057000485802e-07
1954,1.8567819282111486e-08,1.534288216475943e-07
1955,2.0648337706319353e-08,1.4735404185728385e-07
1956,3.750090726839517e-08,2.328544788099407e-07
1957,3.710716001137371e-08,1.157389935002584e-07
1958,2.481672983778438e-08,1.9191604216928226e-07
1959,3.642851353902188e-08,1.4261376435342754e-07
1960,3.045166674375821e-08,2.034724975175095e-07
1961,3.821487437605242e-08,1.7300916610452077e-07
1962,3.741754373010053e-08,1.6996442653294253e-07
1963,2.90972388405919e-08,1.9139517526411964e-07
1964,3.3461826975944575e-08,2.6282742737748777e-07
1965,3.3379464525751246e-08,2.3475066690537005e-07
1966,3.323444852654234e-08,2.4815055610361014e-07
1967,3.451234892315469e-08,2.8891767911432e-07
1968,4.626158478515663e-08,2.775694998291556e-07
1969,5.0867688172751e-08,2.752305139352984e-07
1970,3.6329927954881214e-08,2.2809675925827833e-07
1971,4.830093669472291e-08,2.7490427356724467e-07
1972,3.642404422521395e-08,2.2983057590408862e-07
1973,4.465695235822409e-08,1.8083308717109503e-07
1974,3.600365872102884e-08,1.6707948091720937e-07
1975,3.369773260430975e-08,1.9533262651805217e-07
1976,2.399681336973103e-08,1.6912039768612885e-07
1977,1.82180240893004e-08,1.4750722776568637e-07
1978,1.9009891771837317e-08,1.7881180447432143e-07
1979,2.4578287849408298e-08,1.7321840850570425e-07
1980,3.183684260665842e-08,1.4440282392058634e-07
1981,2.9097527054489092e-08,1.3852952829296328e-07
1982,2.9796011546956436e-08,1.3284055100371006e-07
1983,1.5156758848000607e-08,9.78874012957931e-08
1984,1.5077422255149742e-08,1.1250076603630532e-07
1985,2.285912037436333e-08,1.0166293007429772e-07
1986,3.2969669661042644e-08,1.3907206231067448e-07
1987,2.3832186002437084e-08,1.4421527438912563e-07
1988,2.2786904585458956e-08,1.139345240375178e-07
1989,1.7013178421620978e-08,1.437888066391224e-07
1990,2.942271454253742e-08,1.1987032166871359e-07
1991,2.9307326343541718e-08,1.4126130665204073e-07
1992,2.3141765059797592e-08,1.3113667840514154e-07
1993,3.268132309219851e-08,1.6451445361553851e-07
1994,1.9517228500021133e-08,1.5613782800016907e-07
1995,2.4943273557731516e-08,1.3230780382400553e-07
1996,3.469759835006414e-08,1.1209993644456517e-07
1997,3.06873251254558e-08,8.774657178634016e-08
1998,2.6224710625299963e-08,1.172959827044906e-07
1999,3.244842794458691e-08,1.2933669246706359e-07
2000,2.3415566707818414e-08,1.1442701630670626e-07
2001,1.883921035839009e-08,1.1522587151091557e-07
2002,1.840113017514966e-08,1.5772396810831424e-07
2003,2.291807565946158e-08,1.3292484446481012e-07
2004,1.4976290207968646e-08,1.3082230232441816e-07
2005,2.5220997068586826e-08,1.3060873627068759e-07
2006,2.635449503074483e-08,1.2312491026733596e-07
2007,3.2355283563489934e-08,1.621758620728997e-07
2008,2.000996635054264e-08,1.1069343308633961e-07
2009,1.7165492360859957e-08,1.316021158714875e-07
2010,1.5588516810716158e-08,1.303766898885783e-07
2011,1.3001504706178224e-08,8.795135553185673e-08
2012,1.9063814638009546e-08,1.5387221985463384e-07
2013,1.7292575871241667e-08,1.193745546856917e-07
2014,2.187099648609525e-08,1.37938858557618e-07
2015,2.1057465660057062e-08,1.7311453248680664e-07
2016,2.1127669169729302e-08,2.1210522227477213e-07
2017,1.6854595330517697e-08,1.1194470328490524e-07
2018,1.626323964387666e-08,1.0119349802550914e-07
2019,2.2448692738041842e-08,1.6249791912059663e-07
