year,deux_DET oies_NOUN,deux_DET joies_NOUN
1896,2.5357223876198987e-08,2.5946927273423626e-08
1897,4.4283022804236793e-08,8.15739897852552e-09
1898,1.867257115595322e-08,7.355861253444118e-09
1899,8.291367592505594e-09,1.2713430308508578e-08
1900,2.3359739032002835e-08,2.07642125715779e-09
1901,2.0678334156087885e-08,7.265360757457984e-09
1902,1.8659078282468045e-08,1.2275709337927765e-08
1903,1.8360748255119574e-08,4.320176216765503e-09
1904,3.815983884436491e-08,1.6123875568041512e-09
1905,7.741138396966107e-09,9.805441791854719e-09
1906,3.3951617239846854e-08,7.716276506641861e-09
1907,2.1085658274966335e-08,9.257118349648152e-09
1908,2.4065805792616857e-08,5.893666665812702e-09
1909,3.960708327976903e-08,9.901770070541716e-09
1910,1.2825962070195374e-08,1.336037680488289e-08
1911,2.128149700908466e-08,1.1704822888702893e-08
1912,2.9693701220079305e-08,4.688478938419394e-09
1913,1.8560464554173706e-08,1.007568084521182e-08
1914,3.683208982252495e-08,9.37544086809794e-09
1915,2.4739600035239562e-08,1.0602685840410686e-08
1916,1.8678685265172135e-08,1.4283700444650549e-08
1917,3.728584163642523e-08,1.315970976634162e-08
1918,1.722956533001252e-08,1.1486376294556067e-08
1919,1.0128633542993981e-08,1.3811772170413406e-08
1920,8.329454903588385e-09,9.086677632552664e-09
1921,8.330022005509363e-09,1.3630945261411398e-08
1922,1.7707045385506603e-08,6.640141769764796e-09
1923,1.0615948120573648e-08,7.431163684401554e-09
1924,2.1915761205804074e-08,1.1602462102189293e-08
1925,2.3096173862313663e-08,7.698724324711748e-09
1926,3.343841470382358e-08,8.916910432255065e-09
1927,2.2298449531277242e-08,1.1149224876660924e-08
1928,2.5137290915466792e-08,1.2568645679778001e-08
1929,1.1140406153131721e-08,5.570202965543558e-09
1930,1.575540586884472e-08,1.470504518152893e-08
1931,9.124285327288817e-09,9.124285327288817e-09
1932,1.5343351700281005e-08,6.575722188983946e-09
1933,1.7205993074753678e-08,4.588264879146209e-09
1934,2.3963160344919743e-08,5.990790086229936e-09
1935,2.752705441366743e-08,1.3165112555668657e-08
1936,1.333718646634452e-08,3.6374143697059935e-09
1937,2.0145789370040745e-08,1.1332006333297784e-08
1938,6.4826072287971215e-09,6.482607339819424e-09
1939,1.5294050470515685e-08,6.117620188206274e-09
1940,2.0286263113789005e-08,0.0
1941,2.6563524713196784e-08,0.0
1942,2.1239482617119165e-08,6.068423541449874e-09
1943,2.0322646676618206e-08,5.806470415592457e-09
1944,1.927911696952833e-08,6.4263723231761105e-09
1945,1.089252066321933e-08,6.535512131478072e-09
1946,1.1136883415474585e-08,1.1136883415474585e-08
1947,3.5762612871081956e-09,1.1920871401116528e-08
1948,5.435944139264848e-09,1.195907639583993e-08
1949,1.079870937115146e-08,1.3743811866362421e-08
1950,1.4889506294579746e-08,7.444752814222966e-09
1951,1.4925962910083967e-08,1.5992101864981123e-08
1952,8.43584291310151e-09,3.163441175679793e-09
1953,1.4005975490505307e-08,0.0
1954,1.9545072449389522e-08,6.840775279570721e-09
1955,2.9095383879962355e-08,1.3139850985055546e-08
1956,1.2209597999301991e-08,8.72114114258693e-09
1957,1.7670074847764283e-08,5.301022731885041e-09
1958,1.9026159758794847e-08,3.3088973783179654e-09
1959,1.860179499324488e-08,7.750747599288843e-09
1960,2.2838750723952472e-08,6.2287499602575735e-09
1961,1.5980766210343944e-08,5.55852741612739e-09
1962,1.3318108227355907e-08,1.9025869768540815e-09
1963,1.9398159301076134e-08,6.466053470433053e-09
1964,1.64267148772268e-08,1.1559539991878864e-08
1965,1.8604947471523303e-08,4.3776345326485e-09
1966,1.9386760863326913e-08,6.092982340888398e-09
1967,1.0353704338328384e-08,6.902469651404175e-09
1968,1.706738025908372e-08,4.491415683816058e-09
1969,3.451735930415367e-08,7.266812429573832e-09
1970,1.1036939917552502e-08,9.657322275202773e-09
1971,1.592903242642052e-08,1.0790634608071059e-08
1972,1.6929484925043425e-08,7.69522046084603e-09
1973,1.6539610570021068e-08,1.6539611902288698e-09
1974,2.137717214356627e-08,3.937900283634832e-09
1975,1.599214494163448e-08,9.709516746170266e-09
1976,2.1140049488721502e-08,5.713526873840635e-09
1977,2.4094805706198485e-08,2.938390863960194e-09
1978,2.198018778098998e-08,4.158414057542359e-09
1979,1.755592016206009e-08,4.096381456264453e-09
1980,1.5349906457018392e-08,3.4110904101325445e-09
1981,1.644642921849737e-08,6.958104314946922e-09
1982,1.738100685599875e-08,8.069752976958e-09
1983,8.841442022955448e-09,6.315316047889041e-10
1984,1.1018116474748041e-08,2.8995041922996734e-09
1985,1.0828004493035337e-08,6.015557829641693e-09
1986,1.9781802029772422e-08,1.7983456945813714e-09
1987,1.1610552075325131e-08,6.721898704320495e-09
1988,1.2592763276586538e-08,3.5979322854373663e-09
1989,5.488122178931576e-09,4.939309850016116e-09
1990,2.0160008995517842e-08,5.448650919337439e-09
1991,1.6412102732399347e-08,5.275318681885466e-09
1992,1.4325855057784054e-08,8.2649165289439e-09
1993,2.437251223064152e-08,6.09312805766038e-09
1994,1.582477948680605e-08,6.329912094482637e-09
1995,1.3013882305124014e-08,2.7112254663563817e-09
1996,1.3345230476247139e-08,5.871901187504136e-09
1997,8.630809844589749e-09,4.79489448146353e-09
1998,1.4304387785379902e-08,5.72175506974304e-09
1999,1.7823783837744855e-08,2.285100553223174e-09
2000,8.836062770356534e-09,5.743440834038438e-09
2001,1.0076786682855499e-08,6.133696550669754e-09
2002,1.3143664601145133e-08,3.9430991805033955e-09
2003,2.0001230061073016e-08,5.833692307000149e-09
2004,1.673820693159911e-08,6.607186797680242e-09
2005,1.666387328125296e-08,1.8014998381943315e-09
2006,1.0706514064207084e-08,2.0589450144825605e-09
2007,1.5179021789490932e-08,3.5950314947186257e-09
2008,1.362380658287421e-08,3.405951826129794e-09
2009,1.668867311011013e-08,2.384096253749135e-09
2010,1.7478034408657805e-08,3.7790344187271785e-09
2011,2.5620612964516454e-08,5.353560705856353e-09
2012,2.7574446503919603e-08,2.723402198201441e-09
2013,2.5102124379117186e-08,6.972812771621761e-09
2014,2.252062950014455e-08,4.330890313042346e-09
2015,1.662431570181866e-08,7.314698846627721e-09
2016,2.1334802369210593e-08,6.628288279353356e-09
2017,2.037645163710522e-08,4.276539233849519e-09
2018,2.297505452553139e-08,3.614053500911041e-09
2019,2.1683395745597522e-08,6.377469219387422e-09
