year,des_DET iles_NOUN,des_DET gilles_NOUN
1926,3.421864506192307e-07,0.0
1927,3.389364319206223e-07,0.0
1928,3.7934457652877285e-07,2.2852082448565625e-09
1929,3.8322997597539654e-07,0.0
1930,3.3821604183970067e-07,0.0
1931,3.786578508524485e-07,0.0
1932,3.945433156848921e-07,1.0959536611565568e-09
1933,3.544434568070187e-07,0.0
1934,3.1032292646671067e-07,0.0
1935,4.3085821399557744e-07,0.0
1936,3.394920011778879e-07,0.0
1937,3.437375163395373e-07,0.0
1938,3.5265383513394255e-07,0.0
1939,4.236451891515003e-07,0.0
1940,4.6911983586639394e-07,0.0
1941,4.604344150394013e-07,0.0
1942,5.582949653692992e-07,0.0
1943,4.761305880673916e-07,2.9032352077962287e-09
1944,3.373845327558911e-07,0.0
1945,3.899522149630741e-07,0.0
1946,2.54756209905338e-07,0.0
1947,2.7894838017239465e-07,0.0
1948,3.098488061681337e-07,0.0
1949,3.848267143835571e-07,0.0
1950,5.200691852724759e-07,0.0
1951,4.147285166400394e-07,0.0
1952,3.2688892559473715e-07,0.0
1953,3.555362915186322e-07,0.0
1954,3.2933446703076186e-07,0.0
1955,3.707314979450871e-07,0.0
1956,4.6047627311196493e-07,0.0
1957,2.871387184133489e-07,0.0
1958,3.1434524905282757e-07,0.0
1959,3.325070978554834e-07,0.0
1960,2.6022332927366776e-07,0.0
1961,2.7375748085090024e-07,0.0
1962,2.4416532529158985e-07,6.341956404476434e-10
1963,2.508828623737358e-07,0.0
1964,2.579602567109873e-07,0.0
1965,2.22712167929906e-07,0.0
1966,2.9855612926343866e-07,0.0
1967,2.4207947352250514e-07,0.0
1968,3.0721284627333034e-07,0.0
1969,2.4434656620275774e-07,1.3625273131978588e-09
1970,3.2742922262407603e-07,4.5987250119061684e-10
1971,2.0861894356460908e-07,0.0
1972,2.6317653811780417e-07,0.0
1973,2.475428494408405e-07,0.0
1974,2.4640003593034976e-07,0.0
1975,2.890008938827293e-07,1.7134440533084216e-09
1976,2.2796971899108343e-07,1.142705374768127e-09
1977,2.8796230316929794e-07,0.0
1978,2.156434619760006e-07,0.0
1979,2.0013748391889408e-07,0.0
1980,2.109190956334217e-07,5.685150683554241e-10
1981,2.2329190269010368e-07,0.0
1982,2.278153385937287e-07,6.207502289967692e-10
1983,1.9766939629572988e-07,0.0
1984,2.6037547817825413e-07,0.0
1985,2.1174764142095626e-07,0.0
1986,1.834312574056085e-07,0.0
1987,2.352664495441914e-07,6.110816852533674e-10
1988,2.422607744412275e-07,2.398621523624911e-09
1989,1.7616871561543235e-07,1.6464366536794728e-09
1990,1.427546527654755e-07,0.0
1991,1.5591497648514974e-07,0.0
1992,1.3719761166042233e-07,0.0
1993,1.4069587184195598e-07,0.0
1994,1.2290579309848226e-07,5.274926606624319e-10
1995,1.198361637144707e-07,5.422450821690461e-10
1996,1.0889708468297954e-07,5.338092190498855e-10
1997,9.493891051093328e-08,0.0
1998,1.0728290666950357e-07,0.0
1999,8.409170007550593e-08,0.0
2000,9.233685660525737e-08,4.4180314962005696e-10
2001,8.280490079726199e-08,4.3812117822561447e-10
2002,1.06025561996681e-07,4.38122149670761e-10
2003,7.708807425732545e-08,0.0
2004,9.998875899475124e-08,8.809582507929292e-10
2005,8.467049295024509e-08,1.3511248786457486e-09
2006,7.123949535836616e-08,8.235779835885637e-10
2007,6.311277447879071e-08,3.994479469415779e-10
2008,6.93962661779679e-08,4.257439678578834e-10
2009,9.011883905785112e-08,0.0
2010,3.30665506087513e-08,0.0
2011,4.512286755353756e-08,3.82397197240536e-10
2012,2.9276573776382264e-08,3.404252713057332e-10
2013,3.1238200304262165e-08,0.0
2014,3.70291119711208e-08,0.0
2015,4.012001621200856e-08,0.0
2016,4.080539783846149e-08,6.21402013178951e-10
2017,2.4904552170523786e-08,5.031222660711876e-10
2018,1.8586560124322915e-08,0.0
2019,2.7550668413311996e-08,2.55098775436835e-10
