year,trois_DET ans_NOUN,trois_DET gens_NOUN
1800,1.93460442687865e-05,9.432493897065797e-09
1801,1.921852387454237e-05,9.524730337773235e-09
1802,1.812650532428961e-05,2.2378401354217203e-09
1803,1.9860304064422962e-05,3.900678446910888e-09
1804,1.925324747276136e-05,1.9774807569206132e-08
1805,1.8291075008392e-05,2.2743021688143017e-08
1806,1.8307243692561315e-05,0.0
1807,2.1013375345546592e-05,0.0
1808,2.1681795999484166e-05,0.0
1809,2.4754456489972654e-05,2.259030518203531e-09
1810,1.842849906097399e-05,4.680253518074551e-09
1811,2.4130613496708975e-05,2.5070767684098882e-09
1812,1.9804021121672122e-05,2.6672082320544632e-09
1813,2.2189222022461763e-05,1.1502966579257645e-08
1814,1.9811480115095037e-05,6.293354282149721e-09
1815,1.827638595841563e-05,2.697223555614414e-09
1816,1.7952158827938547e-05,4.6352077731626196e-09
1817,1.7735900939896965e-05,1.0898113522728181e-08
1818,2.3205764250633365e-05,3.5763532135746345e-09
1819,2.2830276066088118e-05,2.6912729822470283e-08
1820,2.1085551111355016e-05,1.1866481131050932e-09
1821,2.109963963903283e-05,2.1695274909916407e-08
1822,1.938653258548584e-05,1.2030739071633434e-08
1823,1.908445744902565e-05,5.929612356680991e-09
1824,1.858034329416114e-05,1.0947446504872005e-08
1825,2.2171224827616243e-05,8.805443485471187e-09
1826,2.0900465926843026e-05,4.580151724553616e-08
1827,2.194909291119984e-05,6.452091305675367e-09
1828,1.975897180273023e-05,8.255071293206129e-09
1829,2.0981134241537802e-05,3.257806824308318e-08
1830,1.92455246406098e-05,3.1310507520032616e-09
1831,2.031845974670432e-05,1.5591206103948707e-09
1832,2.134758483407495e-05,1.0823975493678972e-08
1833,2.0980268345738295e-05,5.791814139399776e-09
1834,2.182319985877257e-05,8.401078055442213e-09
1835,1.990907207982673e-05,8.31939672707449e-09
1836,2.112533366016578e-05,4.032449929525228e-09
1837,2.2794051346863853e-05,1.6003149028165353e-08
1838,2.111228877765825e-05,2.3354999711955315e-08
1839,2.050669559139351e-05,6.292327547896548e-09
1840,2.202765739411916e-05,7.0066574764382494e-09
1841,2.1867745886083867e-05,1.926164561183441e-09
1842,2.238548006516794e-05,1.408735705865638e-08
1843,2.2683129827782977e-05,1.7720733769266417e-09
1844,2.318697545433679e-05,2.7442807137845193e-08
1845,2.1413566400951822e-05,1.2834524554250493e-08
1846,2.2437375776007684e-05,1.0538101946622191e-08
1847,2.2942233385947475e-05,1.5640349459999925e-08
1848,2.399246011464129e-05,1.1263310173426078e-08
1849,2.2808766573234607e-05,1.4245005175439474e-08
1850,2.3167448205185792e-05,1.0862393651223101e-08
1851,2.4214417294388113e-05,6.449438760824933e-09
1852,2.2298618773675116e-05,2.6042181744401205e-09
1853,2.2237085147480684e-05,3.5831591027601917e-09
1854,2.141912614206376e-05,1.506742641765868e-08
1855,2.3691758997301804e-05,3.1841622671890946e-09
1856,2.2106079882178165e-05,5.177189066341015e-09
1857,2.161092913866014e-05,1.1715622250108026e-08
1858,2.193443492615188e-05,5.3830437884982985e-09
1859,2.1087199911562493e-05,4.582956236731661e-09
1860,2.104177292494569e-05,1.8308735638683515e-09
1861,2.051019737336901e-05,1.414789119191795e-09
1862,2.2135422227620438e-05,9.035972858839614e-09
1863,2.3288418901756813e-05,6.493007020935693e-09
1864,2.312832930329023e-05,6.712618905169165e-09
1865,2.2560845991392853e-05,1.3649848362717876e-08
1866,2.119947566825431e-05,9.244664589402873e-09
1867,2.270048128139024e-05,9.7056229719783e-10
1868,2.237170212993078e-05,3.951899252285784e-09
1869,2.2142363320654113e-05,4.395167341186834e-09
1870,2.3080692812982306e-05,1.490852596930381e-08
1871,2.110427908519341e-05,4.248470908407853e-09
1872,2.2592858954340045e-05,1.0885210954825197e-08
1873,2.293477791681653e-05,2.3944017879529156e-09
1874,2.4774911025815527e-05,1.1949218670093131e-08
1875,2.381757360581105e-05,8.58229043387837e-09
1876,2.354560041339937e-05,1.209202959984168e-09
1877,2.3249342348208302e-05,9.895705588292003e-09
1878,2.304455892954138e-05,7.2469064082980594e-09
1879,2.5270002311117423e-05,2.993569381271044e-08
1880,2.438589001485525e-05,1.3477476912271413e-08
1881,2.4694529884072836e-05,1.324776466304911e-08
1882,2.5368331648678577e-05,1.0648616211028639e-08
1883,2.5234384679606592e-05,9.479008689083912e-09
1884,2.6099149067704275e-05,7.922036360241691e-09
1885,2.59469069305851e-05,1.1602144356359645e-08
1886,2.535694977723324e-05,4.517424601058195e-09
1887,2.574420284418011e-05,6.528924512139156e-09
1888,2.613855019717448e-05,8.242799331981132e-09
1889,2.535500766498444e-05,6.891650361495749e-09
1890,2.684217861315119e-05,1.1142456735058204e-08
1891,2.418952783500572e-05,5.099376032546843e-09
1892,2.4509883246537356e-05,1.1283322720601063e-08
1893,2.524519766211597e-05,3.6950498771837204e-09
1894,2.5070673700611223e-05,6.9316934414587195e-09
1895,2.583430057256919e-05,1.8657704048408164e-08
1896,2.653898934568133e-05,8.255840455717589e-09
1897,2.5237243789888453e-05,2.9133566670225264e-09
1898,2.6292112238479604e-05,1.2448381103702388e-08
1899,2.762849510418164e-05,8.291367592505594e-09
1900,2.6809194423549343e-05,6.7483690857628176e-09
1901,2.6167034434365632e-05,8.941982265753268e-09
1902,2.3879693230810517e-05,3.4371986368242347e-09
1903,2.6142466367673478e-05,1.6200660812870638e-09
1904,2.649851501246303e-05,1.0749250378694342e-09
1905,2.6482950715944753e-05,4.644683193610888e-09
1906,2.6181327143603994e-05,9.259531807970234e-09
1907,2.5561474330970668e-05,9.257118183114699e-09
1908,2.555199364451255e-05,6.875944702500192e-09
1909,2.5955841465474805e-05,4.400786735025974e-09
1910,2.5955471642191696e-05,2.137660271017694e-09
1911,2.5373928224325937e-05,3.1922244847493175e-09
1912,2.6378425786788284e-05,6.251305251225858e-09
1913,3.145574316931743e-05,2.121195941118259e-09
1914,3.0512372518387565e-05,8.036092680185902e-09
1915,2.3767686400333332e-05,0.0
1916,2.2189180413079157e-05,1.0987462051303964e-09
1917,3.0912156830709137e-05,0.0
1918,2.9761200266875676e-05,1.1486376294556067e-09
1919,2.5794866019168694e-05,8.287063479883727e-09
1920,2.347846157135791e-05,2.2716695191604686e-09
1921,2.324984893675719e-05,1.5145494858259667e-09
1922,2.4451953322568443e-05,6.640141769764796e-09
1923,2.3331730176323617e-05,6.369568872344189e-09
1924,2.347435952287924e-05,0.0
1925,2.392103704096371e-05,6.598906754362588e-09
1926,2.3410234689436038e-05,4.458455382660986e-09
1927,2.3821433273951698e-05,5.574612327308159e-09
1928,2.3230283773045812e-05,4.570416489713125e-09
1929,2.4733930899856205e-05,4.4561625500705304e-09
1930,2.3167798985923582e-05,1.1553964007759987e-08
1931,2.3871410689935146e-05,2.2810713318222042e-09
1932,2.4644709128551767e-05,1.2055489939655217e-08
1933,2.4466921672683384e-05,1.1470662197865522e-09
1934,2.255652350413584e-05,3.5944740517379614e-09
1935,2.3047324020808446e-05,0.0
1936,2.2615017769567203e-05,3.6374143697059935e-09
1937,2.2642607177658647e-05,8.813782592653752e-09
1938,2.1637645772898395e-05,1.0372171899142302e-08
1939,2.0906966142320016e-05,1.5294050470515685e-09
1940,2.1067284592390934e-05,5.0715658339584024e-09
1941,2.1129806668795936e-05,2.9515025978810172e-09
1942,2.195859110543097e-05,0.0
1943,2.144039217455429e-05,0.0
1944,2.175648410229769e-05,6.4263723231761105e-09
1945,2.2120530275060446e-05,6.535512131478072e-09
1946,2.2322490394799388e-05,2.7842208538686464e-09
1947,2.2332559410642716e-05,5.960435700558264e-09
1948,2.2080804683355382e-05,7.610321262063735e-09
1949,2.4222486786129593e-05,6.8719057111366055e-09
1950,2.2786261808960262e-05,4.2541445921528975e-09
1951,2.2842054136162915e-05,1.0661401539380222e-08
1952,2.1641100829583593e-05,5.272402070488624e-09
1953,2.1768518763565226e-05,3.2321482157371406e-09
1954,2.1434103132378368e-05,6.840775057526116e-09
1955,2.1927595184934034e-05,2.815682353940474e-09
1956,2.211071011970489e-05,1.0465369904011368e-08
1957,2.1420548364403658e-05,0.0
1958,2.2601422870138776e-05,5.790570245522986e-09
1959,2.264458544232184e-05,5.425523585955716e-09
1960,2.1691275833291e-05,8.997083078554624e-09
1961,2.222299212917278e-05,6.94815938118154e-09
1962,2.2427060230256757e-05,5.707760764028791e-09
1963,2.2090624383963586e-05,7.1126584622049904e-09
1964,2.2542928491020575e-05,1.2167936658258327e-09
1965,2.1709785301027296e-05,9.849678406226303e-09
1966,2.1010263935750118e-05,4.985167278981351e-09
1967,2.188625296639657e-05,3.944268467392931e-09
1968,2.198817458065605e-05,3.5931326802796093e-09
1969,2.206431292961497e-05,4.5417578031781147e-10
1970,2.254478999930143e-05,4.598724956395017e-09
1971,2.213673053574894e-05,0.0
1972,2.2983057874625956e-05,3.0780880067027283e-09
1973,2.248119187697739e-05,3.859242703185828e-09
1974,2.3857486326051003e-05,1.6876715580593782e-09
1975,2.4234380816778867e-05,2.8557400888473694e-09
1976,2.3469454731639416e-05,9.712995741040231e-09
1977,2.24357902425254e-05,4.11374712072643e-09
1978,2.2778008883506118e-05,5.940591130126904e-09
1979,2.1723696363551426e-05,1.7555920051037788e-09
1980,2.14853218949429e-05,1.0233271119375331e-08
1981,2.1374032144194643e-05,1.2651099057237047e-09
1982,2.168156379411812e-05,6.207502289967692e-10
1983,2.2520416564475454e-05,1.2630632095778083e-09
1984,2.4002676809686818e-05,5.799008606643952e-09
1985,2.4357596544177795e-05,4.812446441349039e-09
1986,2.3507974674430443e-05,4.795588426365072e-09
1987,2.3487535941058013e-05,2.4443267410134695e-09
1988,2.3617427359567955e-05,0.0
1989,2.493528404556855e-05,2.744061089465788e-09
1990,2.4277009401885152e-05,0.0
1991,2.3243054897648108e-05,2.344586080837985e-09
1992,2.3078401454768027e-05,0.0
1993,2.323420642369456e-05,2.2156829704300662e-09
1994,2.415863696114684e-05,1.0549853213248639e-09
1995,2.363537896599155e-05,3.795715741716776e-09
1996,2.3839920118007285e-05,3.736664311304594e-09
