year,nos_DET ans_NOUN,nos_DET gens_NOUN
1800,1.226224086714467e-07,2.792018079844638e-06
1801,7.857902772911984e-08,2.1287771971856273e-06
1802,1.2755688771903806e-07,2.2870725899792888e-06
1803,1.5212645965156923e-07,1.2482170461680653e-06
1804,1.5819846055364906e-07,1.957705904942486e-06
1805,8.812921237222326e-08,1.2423375608250353e-06
1806,1.3543845511776453e-07,2.953710804831644e-06
1807,1.5088862381773538e-07,1.3693854441498843e-06
1808,1.450287405724282e-07,1.7448770250894086e-06
1809,8.810219243038375e-08,2.414903548242364e-06
1810,1.2168659679900884e-07,6.4493891329675535e-06
1811,1.4039629903095374e-07,2.1535790040161373e-06
1812,5.3344166417446104e-08,2.1044272671133513e-06
1813,1.3803560250380542e-07,3.5774226034845924e-06
1814,6.293354459785405e-08,1.6173920442952294e-06
1815,5.124724800076308e-08,2.3627677876447706e-06
1816,1.2978581764855335e-07,3.096318778261775e-06
1817,1.2143612515558289e-07,1.6129208972870401e-06
1818,1.1801965627000754e-07,1.4925314388847255e-06
1819,7.452755745873674e-08,3.6145866033621132e-06
1820,7.831877635311457e-08,3.7355682138695556e-06
1821,1.0058718102889941e-07,2.65767107521242e-06
1822,7.719724237631453e-08,5.309566347477812e-06
1823,1.0475648082319822e-07,5.4285599730974354e-06
1824,1.802118072546932e-07,5.0947732859185635e-06
1825,1.3296219081304628e-07,5.16439217790321e-06
1826,7.839105875540042e-08,2.527010735775548e-06
1827,9.032927539287527e-08,3.0546042779633353e-06
1828,7.613009955775851e-08,2.639788277747357e-06
1829,5.572564276690173e-08,1.8380889059699257e-06
1830,5.7402597564149005e-08,2.6279952010099805e-06
1831,4.365537709105638e-08,1.9426642410280692e-06
1832,1.0282777063164161e-07,2.689757835128148e-06
1833,1.0888610546544442e-07,7.47954879898316e-06
1834,6.720862222309165e-08,2.4680499564055935e-06
1835,6.201732105637348e-08,3.849611857731361e-06
1836,1.1290860263413194e-07,5.414908514467243e-06
1837,4.592208013853849e-08,2.9661488980536888e-06
1838,7.322107919982557e-08,4.041677257760057e-06
1839,3.495737432857027e-08,2.939915404454041e-06
1840,4.9046602779156956e-08,2.3039163181692857e-06
1841,8.73194618833395e-08,2.756983491281062e-06
1842,5.702025340781347e-08,1.7448197127123422e-06
1843,4.489252369843655e-08,1.6816975900724174e-06
1844,3.841992773923053e-08,1.220655988731778e-06
1845,5.636030275812942e-08,1.5172640246419178e-06
1846,5.0348710534109387e-08,1.8722695074302464e-06
1847,2.534815113364175e-08,1.1805766533257156e-06
1848,4.907585093860689e-08,1.5060655584875349e-06
1849,1.0306680486849018e-07,1.443773214759858e-06
1850,6.245876349453283e-08,2.7142405656377377e-06
1851,5.868989294555149e-08,1.6994270879422402e-06
1852,4.6224873262445954e-08,1.2799732616031179e-06
1853,3.3442819624696085e-08,1.5473274999067144e-06
1854,6.442623751157228e-08,2.2601141012046355e-06
1855,5.094659627502551e-08,1.7666793183934715e-06
1856,6.678573938323495e-08,1.035955548900347e-06
1857,6.980557848423885e-08,2.256233500474991e-06
1858,5.18729667553508e-08,2.209494780913701e-06
1859,5.194016750031949e-08,1.7776776957134643e-06
1860,6.224970103274607e-08,1.518709609626967e-06
1861,4.6216444282709546e-08,1.5704159039842125e-06
1862,8.629353992484212e-08,1.3956059348174676e-06
1863,8.34101649416219e-08,1.7501151887699962e-06
1864,6.04135705906117e-08,1.5347923749686743e-06
1865,5.365802618895188e-08,1.4275859143708658e-06
1866,5.3521741094630926e-08,1.6630665271577527e-06
1867,7.327745521479301e-08,2.408935557696168e-06
1868,4.2482918516384416e-08,2.0505417381855295e-06
1869,5.46954153080037e-08,1.7058132044667218e-06
1870,7.454263339923273e-08,1.8727403414686705e-06
1871,6.691341436493303e-08,1.8194076432109796e-06
1872,4.233137351761229e-08,1.891002995080271e-06
1873,4.369783174196229e-08,1.4450214536054773e-06
1874,3.8237498112270174e-08,2.3330848506475377e-06
1875,7.437985516389745e-08,1.841759640797136e-06
1876,4.9577319805038655e-08,1.321054241998354e-06
1877,6.246663986075873e-08,1.5598106131164968e-06
1878,5.918306911212312e-08,1.474141598123424e-06
1879,4.3376210623335965e-08,2.3343731356817443e-06
1880,4.235778638950194e-08,1.5884169641822155e-06
1881,6.972507465841105e-08,1.8658430462892284e-06
1882,5.457415808152177e-08,1.2671852829271302e-06
1883,4.7395042834796897e-08,1.5671960227336967e-06
1884,4.819238963449379e-08,1.4629360833851024e-06
1885,4.9631395993010585e-08,1.2369174839932384e-06
1886,5.937186853266496e-08,1.506883833712891e-06
1887,2.7421483750345033e-08,1.445503883701349e-06
1888,3.6775564593583e-08,1.1305315510412584e-06
1889,4.51089832154139e-08,1.4109088226632593e-06
1890,2.5562107652810084e-08,1.5245502424932056e-06
1891,2.549687994068961e-08,1.2213005504690955e-06
1892,3.886477561998447e-08,1.162809027732692e-06
1893,3.325545000487651e-08,1.599956604536601e-06
1894,2.8987081401865566e-08,9.055312091277301e-07
1895,1.9259566386153892e-08,1.0941841139811004e-06
1896,2.063960063969361e-08,1.15110005083352e-06
1897,2.3889524691789177e-08,1.278963665640731e-06
1898,2.5462597474934512e-08,1.0484931749488169e-06
1899,1.6582735185011188e-08,1.0762195188362966e-06
1900,2.6474371694895638e-08,1.050669126811954e-06
1901,2.123720777014171e-08,1.2054909745984332e-06
1902,1.9641135329262482e-08,8.558624671195503e-07
1903,2.5381034607363517e-08,9.995807488394348e-07
1904,1.666133808697623e-08,1.3114085675169918e-06
1905,2.3223416079076742e-08,8.530734660894268e-07
1906,2.1605574218597212e-08,9.084629652988951e-07
1907,4.834272726572664e-08,8.91254742896308e-07
1908,2.5539223402759603e-08,9.822778395118803e-07
1909,3.190570296851547e-08,9.164638612446652e-07
1910,3.259932035426516e-08,9.838581433996296e-07
1911,3.564650674636738e-08,8.321065223526602e-07
1912,4.9489502940147645e-08,1.0986669138901561e-06
1913,4.030272293675807e-08,9.073415299098997e-07
1914,3.884111277052682e-08,9.147751853788577e-07
1915,1.767114277129167e-08,8.22297181457543e-07
1916,1.7579939282086343e-08,9.405267604734036e-07
1917,2.19328495365545e-08,8.564777687070091e-07
1918,3.675640503075783e-08,1.1026921669099465e-06
1919,3.6831394434333475e-08,1.0321998047402303e-06
1920,2.8017257402979112e-08,1.1237192438784405e-06
1921,2.120369302360814e-08,8.345167614720594e-07
1922,4.205423248526685e-08,1.0152039493505072e-06
1923,7.006525448716161e-08,9.214642915367222e-07
1924,8.121723371612433e-08,1.2891624407984636e-06
1925,3.4094350676028284e-08,9.95335113884721e-07
1926,4.346993842663238e-08,8.682841894369631e-07
1927,2.5643217327342427e-08,1.204116344410977e-06
1928,2.5137291137511397e-08,9.426484126606738e-07
1929,4.0105462062456354e-08,9.948383024038776e-07
1930,4.9366935983563565e-08,8.812523546453122e-07
1931,3.193499864551086e-08,2.229747138926541e-06
1932,1.6439305028370654e-08,1.0575952842373226e-06
1933,2.982372171445036e-08,9.738592439134663e-07
1934,2.156684431042777e-08,9.022129674463031e-07
1935,1.555876849579363e-08,9.335261879073187e-07
1936,3.8799087942464894e-08,6.935336713809193e-07
1937,1.6368453259474336e-08,8.108680304985683e-07
1938,4.148868626430158e-08,8.881171851271574e-07
1939,2.4470481641003516e-08,7.677613638179537e-07
1940,3.0429394115571995e-08,7.987716230672959e-07
1941,5.607854847156091e-08,1.3311277200500626e-06
1942,4.2478965012193726e-08,1.301676846310329e-06
1943,4.3548528783077245e-08,1.492262867941463e-06
1944,2.5705489292704442e-08,1.2917008689328213e-06
1945,3.267756198965799e-08,1.7123041402555828e-06
1946,5.986074924635432e-08,1.0259853553407083e-06
1947,2.8610089852776355e-08,6.759133910350101e-07
1948,3.0441285714388755e-08,7.512474695658966e-07
1949,2.1597417965146803e-08,6.98970971768631e-07
1950,8.295581821471387e-08,6.3599460986552e-07
1951,4.371174844308712e-08,7.121816167909856e-07
1952,2.1089607171731473e-08,8.636194266387065e-07
1953,1.939288907237824e-08,7.218464190827945e-07
1954,4.104465145537972e-08,6.498736482285494e-07
1955,1.8771216581114913e-08,5.922318706552687e-07
1956,1.4825940475304833e-08,6.471087061754588e-07
1957,1.6786571077620493e-08,5.981320718717598e-07
1958,3.3916197239580725e-08,6.295177428228271e-07
1959,2.40273188012452e-08,5.580538271487967e-07
1960,5.1906251297140216e-08,6.007283204212399e-07
1961,4.5163034867456986e-08,6.510425407668663e-07
1962,4.819886784135363e-08,7.166410611603169e-07
1963,4.0736133799512686e-08,7.326038584665184e-07
1964,4.9888540409881443e-08,7.343349750499328e-07
1965,4.3776346048129966e-08,7.381786488735997e-07
1966,3.6003986569888013e-08,6.591498902253079e-07
1967,3.993571850990918e-08,1.0836878061581956e-06
1968,5.569355751577909e-08,8.910969242492683e-07
1969,3.406318194176805e-08,7.103309158651427e-07
1970,3.2650948611490094e-08,6.475004639128201e-07
1971,2.774734608745888e-08,8.421833470606543e-07
1972,2.2059630899740057e-08,7.212986687932244e-07
