year,nos_DET ans_NOUN,nos_DET gens_NOUN
1973,2.5360736732871203e-08,6.32364454133949e-07
1974,1.8001828638869455e-08,6.37939834291501e-07
1975,1.5420996479775795e-08,5.248850385441983e-07
1976,2.4568166112626244e-08,5.667818783194889e-07
1977,1.3516598063034735e-08,6.687777869274214e-07
1978,1.7227714810275074e-08,6.784155530681346e-07
1979,1.345953837272873e-08,6.080200236624478e-07
1980,1.4212876431329846e-08,6.282091575826598e-07
1981,2.024175771442316e-08,5.035137462527928e-07
1982,1.8622506203769262e-08,4.860474192014408e-07
1983,2.9681985536100797e-08,5.601685586498206e-07
1984,2.4355835570588624e-08,5.787410302104945e-07
1985,1.924978509926234e-08,5.702749277247676e-07
1986,2.6975184141964093e-08,6.617912191586584e-07
1987,1.833245094617908e-08,5.542510876921369e-07
1988,1.6190695006912392e-08,4.653325831327493e-07
1989,2.030605161795762e-08,5.888755012506408e-07
1990,1.1987032311200352e-08,5.029104954701324e-07
1991,2.9307326621097474e-08,6.166261456996835e-07
1992,2.093778761480536e-08,6.215217069893697e-07
1993,2.437251228615267e-08,6.890774102430441e-07
1994,1.4769794220992338e-08,6.867954525091591e-07
1995,1.9520823790752928e-08,5.102526117184425e-07
1996,2.56228422923499e-08,5.113892420638422e-07
1997,1.870008814464086e-08,4.4976109236927186e-07
1998,3.0516027038629545e-08,4.362838375016054e-07
1999,3.473352708227573e-08,4.337120955710816e-07
2000,2.032294532661183e-08,4.4180314873187854e-07
2001,1.6648604800328926e-08,5.11287407078953e-07
2002,1.9277373808357368e-08,5.643013238909589e-07
2003,2.4584844826591734e-08,4.550279939508073e-07
2004,1.4535811138083332e-08,5.682180486132893e-07
2005,2.0717248361279417e-08,4.994658269197316e-07
2006,1.2765458912156191e-08,4.3443737496318136e-07
2007,1.797515847279385e-08,5.264723981213137e-07
2008,1.3198063086861112e-08,4.206350503466183e-07
2009,1.1920481268745675e-08,3.757335704790421e-07
2010,1.511613750837526e-08,5.14421067521198e-07
2011,1.1471915861704929e-08,3.5333499681655667e-07
2012,1.361701096325163e-08,4.633187842273401e-07
2013,1.3108887808588321e-08,5.511311158556964e-07
2014,1.7973194821330196e-08,5.413612953475422e-07
2015,1.4851054830344879e-08,6.00913587334162e-07
2016,2.1749071099641526e-08,7.357399738339154e-07
2017,7.295272969054523e-09,3.763354534669361e-07
2018,1.2907333535316923e-08,4.734410019580082e-07
2019,1.5561025135113482e-08,4.714225418922524e-07
