year,deux_DET îles_NOUN,deux_DET iles_NOUN
1952,7.486811059997933e-08,4.2179215675730575e-09
1953,1.1635733221382338e-07,3.2321482157371406e-09
1954,1.1140691213995524e-07,1.074978994708431e-08
1955,1.1356585893906868e-07,7.508486277174597e-09
1956,1.1773540808945882e-07,9.593255523299149e-09
1957,7.774832999629666e-08,5.3010225653515874e-09
1958,7.279574543161971e-08,3.3088973783179654e-09
1959,8.758344938186724e-08,6.200598479111363e-09
1960,1.0865708577334487e-07,8.304999965513815e-09
1961,1.174238932755145e-07,1.3896318873385383e-08
1962,1.0971584796237721e-07,8.878738855244706e-09
1963,1.0410345918643316e-07,5.1728423766661535e-09
1964,1.472320305673236e-07,1.034274621503073e-08
1965,8.91943088277003e-08,9.849678184181698e-09
1966,9.084082641663827e-08,1.0524241811360469e-08
1967,1.0008581252662907e-07,1.627010748350699e-08
1968,1.064465555700167e-07,1.077939790206095e-08
1969,7.039724514434909e-08,7.26681231855153e-09
1970,9.565347847129146e-08,1.0577067277584007e-08
1971,1.0225410829178827e-07,1.0276795192609711e-08
1972,1.1542830513633362e-07,6.156176124427759e-09
1973,1.0530218874649222e-07,1.488565032348177e-08
1974,1.1926212017954185e-07,1.5751600412894362e-08
1975,1.0452008503136767e-07,1.77055889949429e-08
1976,9.99867171280755e-08,6.856232415142216e-09
1977,9.461618510897551e-08,3.526069047854463e-09
1978,8.613857227501853e-08,9.504946163474415e-09
1979,1.0240953152163002e-07,1.1118749254634963e-08
1980,1.0233270941739647e-07,5.68515062804309e-09
1981,1.037390129354776e-07,5.692994575756671e-09
1982,1.1421804302358396e-07,9.311253434951539e-09
1983,1.1367568575337827e-07,5.68378455412244e-09
1984,1.1887967232837582e-07,1.0438215403141271e-08
1985,1.1489716200685507e-07,1.0828004493035337e-08
1986,1.5166048594750237e-07,1.0790073612376716e-08
1987,1.1060578231081308e-07,5.49973533381376e-09
1988,1.091372818784464e-07,5.396898372644898e-09
1989,1.2183631525886085e-07,5.488122289953878e-09
1990,1.2640870972191465e-07,7.62811153132148e-09
1991,1.3246911301223463e-07,2.9307326565586322e-09
1992,1.4656451075012455e-07,4.407955389584828e-09
1993,1.0801454752851214e-07,5.539207537097468e-09
1994,1.3398313392087857e-07,4.7474339459618875e-09
1995,1.72976174717121e-07,3.2534704930142766e-09
1996,1.6227800969659256e-07,5.871901409548741e-09
1997,1.3809295573707914e-07,1.438468344439059e-09
1998,1.3112355912170415e-07,5.244942036242151e-09
1999,1.2156734907620148e-07,1.3710603485872497e-09
2000,1.3740077520196792e-07,3.97622823555821e-09
2001,1.6122860024836427e-07,5.257454249729676e-09
2002,1.283697885767765e-07,4.8193437018895224e-09
2003,1.5667630304250224e-07,2.500153750695233e-09
2004,1.6650111334115536e-07,2.2023956547378987e-09
2005,1.1934936061663848e-07,4.503749706508131e-09
2006,1.4083184218804945e-07,3.7061009261485367e-09
2007,1.426029241358151e-07,3.994479441660204e-09
2008,1.6816887082882204e-07,3.831695738476526e-09
2009,1.3446303093189726e-07,2.860915504498962e-09
2010,1.634432393871066e-07,4.723792967897822e-09
2011,1.9808174478441742e-07,7.64794394481072e-10
2012,1.7940411378702947e-07,3.404252713057332e-10
2013,1.366671305014222e-07,0.0
2014,1.4984880714052906e-07,6.496335691608124e-10
2015,2.5025136807244053e-07,1.5516027768169849e-09
2016,1.733711583185027e-07,1.657072062899445e-09
2017,1.3056022218904673e-07,1.0062445321423752e-09
2018,1.5282282550543869e-07,1.0325866828253538e-09
2019,1.4744708831671005e-07,1.2754939326953263e-09
