year,seules_ADJ joies_NOUN
1927,1.5608915049369898e-08
1928,2.2852082892654835e-08
1929,3.5649300400564243e-08
1930,2.2057568216382606e-08
1931,1.4826963656844327e-08
1932,1.0959536389520963e-08
1933,1.8353059516584835e-08
1934,2.036868629318178e-08
1935,1.795242710045386e-08
1936,2.182448710641438e-08
1937,1.6368453259474336e-08
1938,2.7226949583791793e-08
1939,1.3764645423464117e-08
1940,7.607348528892999e-09
1941,3.246652724442356e-08
1942,2.1239483061208375e-08
1943,1.4516175816936538e-08
1944,1.927911696952833e-08
1945,2.832055301382752e-08
1946,2.3665876369705074e-08
1947,2.7418003867296648e-08
1948,2.391815279167986e-08
1949,2.1597418964347526e-08
1950,1.914365022059883e-08
1951,1.9190522948520083e-08
1952,1.370824520563474e-08
1953,1.723812381726475e-08
1954,2.6385848173049453e-08
1955,1.407841132561316e-08
1956,1.3081712602058815e-08
1957,1.4136060322300636e-08
1958,1.3235589513271862e-08
1959,2.015194411342236e-08
1960,2.2146666722733244e-08
1961,2.570818935510033e-08
1962,1.0781326054143392e-08
1963,1.8104948651398445e-08
1964,1.8251904876365188e-08
1965,9.302473458205895e-09
1966,2.1048483844765542e-08
1967,1.5284040699725665e-08
1968,1.5719955115400808e-08
1969,1.9529558414888015e-08
1970,1.103694025061941e-08
1971,1.798439086542203e-08
1972,1.2312352026810913e-08
1973,1.7642252103655665e-08
1974,8.438357568252286e-09
1975,1.0851811893530794e-08
1976,1.542652228181396e-08
1977,1.1753563455840776e-08
1978,9.504946163474415e-09
1979,1.404473604083023e-08
1980,1.193881615790815e-08
1981,1.2018544381930951e-08
1982,3.7245013739806154e-09
1983,9.47297440490047e-09
1984,8.118611560803402e-09
1985,7.820225356169885e-09
1986,1.2588419195935785e-08
1987,5.49973533381376e-09
1988,1.139345240375178e-08
1989,6.585746614717891e-09
1990,1.0897301727652575e-08
1991,8.20605094986604e-09
1992,1.4876849085965205e-08
1993,1.3848018731721368e-08
1994,1.1077346151466827e-08
1995,9.760411145975922e-09
1996,8.007138063703678e-09
1997,1.1507746755512471e-08
1998,1.0013071261028017e-08
1999,6.8553016596695215e-09
2000,5.3016377954406835e-09
2001,1.0514908055370142e-08
2002,9.63868718173444e-09
2003,1.3334153337041244e-08
2004,4.404791198453495e-09
2005,6.305249655724765e-09
2006,8.235780057930242e-09
2007,9.18730247434496e-09
2008,5.5346713878634546e-09
2009,8.105927484791664e-09
2010,8.030448306328708e-09
2011,8.412738061736036e-09
2012,1.2595735121578855e-08
2013,1.6455837581474952e-08
2014,1.667392801607548e-08
2015,1.5959342292148904e-08
2016,1.6156452176119274e-08
2017,1.3835862233690932e-08
2018,1.2391040193904246e-08
2019,9.94885240857002e-09
