year,telles_ADJ oies_NOUN,telles_ADJ joies_NOUN
1800,0.0,1.2576657937302116e-08
1801,0.0,2.3811825844433088e-09
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,2.3401266702194334e-08
1811,0.0,7.521229861140455e-09
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,1.401186100480345e-08
1818,0.0,0.0
1819,0.0,1.035105001712111e-09
1820,0.0,2.610625848831205e-08
1821,0.0,7.88919063410276e-09
1822,0.0,5.012807946513931e-09
1823,0.0,9.882686891060644e-10
1824,0.0,1.6842225392110777e-09
1825,0.0,2.0252519661312363e-08
1826,0.0,2.642395191543301e-09
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,3.429270423183084e-09
1830,0.0,2.0873671680021744e-09
1831,0.0,4.677361609140007e-09
1832,0.0,2.705993873419743e-09
1833,0.0,1.1583628500844156e-09
1834,0.0,6.534171426153534e-09
1835,0.0,1.5126175867408165e-08
1836,0.0,1.008112526790228e-08
1837,0.0,1.6003149028165353e-08
1838,0.0,1.5780404538645598e-08
1839,0.0,8.38977065598101e-09
1840,0.0,8.280594876453051e-09
1841,0.0,1.2841097074556274e-09
1842,0.0,4.695785538189057e-09
1843,0.0,5.31621990873532e-09
1844,0.0,5.488561161115513e-09
1845,0.0,6.696273757711424e-09
1846,0.0,3.5127007969038004e-09
1847,0.0,8.629157832729106e-09
1848,0.0,1.126331028444838e-08
1849,0.0,1.3407063903514427e-08
1850,0.0,2.7155984128057753e-09
1851,0.0,5.8044946626978344e-09
1852,0.0,1.6276363368206148e-08
1853,0.0,1.1943863675867306e-08
1854,0.0,2.5978321716024766e-09
1855,0.0,3.714855978387277e-09
1856,0.0,4.659470143053568e-09
1857,0.0,1.3180074809326925e-08
1858,0.0,1.2723557318849998e-08
1859,0.0,2.0877910955618972e-08
1860,0.0,6.408057640072684e-09
1861,0.0,8.960331143725853e-09
1862,9.035972525772706e-10,1.2650361647104091e-08
1863,0.0,6.99246927027275e-09
1864,0.0,4.794728170054441e-09
1865,0.0,4.706844247692743e-09
1866,0.0,1.1677471434268227e-08
1867,0.0,1.7955402498159856e-08
1868,0.0,5.433861360870651e-09
1869,0.0,5.371870948067681e-09
1870,0.0,6.307453670473251e-09
1871,0.0,6.37270636261178e-09
1872,0.0,1.3908880269752899e-08
1873,0.0,1.7958012854535355e-09
1874,0.0,1.1949218503559678e-08
1875,0.0,4.005069165202713e-09
1876,0.0,3.627608879952504e-09
1877,0.0,5.566334504436554e-09
1878,0.0,1.268208649207736e-08
1879,0.0,9.163987790827832e-09
1880,0.0,7.059631101924424e-09
1881,6.972507571312292e-10,2.7890030285249168e-09
1882,0.0,3.3276925659464496e-09
1883,0.0,1.0742875922176154e-08
1884,0.0,6.601696966868076e-09
1885,2.5782542767416317e-09,9.023890079618013e-09
1886,0.0,9.034849313138693e-09
1887,0.0,5.223139698529167e-09
1888,1.268122939990235e-09,5.07249175996094e-09
1889,0.0,7.51816386923565e-09
1890,0.0,3.2771931834929546e-09
1891,0.0,5.099376032546843e-09
1892,0.0,8.149066310636499e-09
1893,0.0,1.3548516086814288e-08
1894,0.0,8.192000855444803e-09
1895,0.0,6.6204757231957956e-09
1896,5.89702897624278e-10,4.717623180994224e-09
1897,0.0,2.9133566670225264e-09
1898,0.0,3.3950129374460403e-09
1899,0.0,4.4220627160029835e-09
1900,0.0,7.786579381274805e-09
1901,0.0,1.397184767881754e-08
1902,0.0,7.856454153909453e-09
1903,0.0,9.720396931811592e-09
1904,0.0,6.987012746151322e-09
1905,0.0,6.708986699521802e-09
1906,0.0,9.773950537805831e-09
1907,0.0,1.1828539925318182e-08
1908,0.0,6.384805573134145e-09
1909,0.0,1.5952851484257735e-08
1910,0.0,1.8170112525695004e-08
1911,0.0,7.448523575703803e-09
1912,0.0,9.897900277167082e-09
1913,0.0,1.6969567084856862e-08
1914,0.0,8.036092680185902e-09
1915,0.0,2.0027295377644805e-08
1916,0.0,2.5271162940043723e-08
1917,0.0,6.57985488317081e-09
1918,0.0,1.722956355365568e-08
1919,0.0,3.6831393490643904e-09
1920,0.0,1.2115570768855832e-08
1921,0.0,6.815472630705699e-09
1922,0.0,6.640141769764796e-09
1923,0.0,1.3800733000834953e-08
1924,0.0,1.933743654092268e-08
1925,1.0998177923937646e-09,3.299453377181294e-09
1926,0.0,4.458455382660986e-09
1927,0.0,7.804457524684949e-09
1928,0.0,1.2568645679778001e-08
1929,0.0,6.684243825105796e-09
1930,0.0,3.1510811737689437e-09
1931,0.0,2.2810713318222042e-09
1932,0.0,1.0959536611565568e-09
1933,0.0,2.1794258842078307e-08
1934,1.1981580172459871e-09,4.7926320689839486e-09
1935,0.0,5.98414207075848e-09
1936,0.0,9.699771652549316e-09
1937,0.0,1.3850230295986421e-08
1938,0.0,7.779128452511941e-09
1939,1.5294050470515685e-09,1.070583532936098e-08
1940,0.0,7.607348528892999e-09
1941,0.0,8.854508237732261e-09
1942,3.034211770724937e-09,3.034211770724937e-09
1943,0.0,1.1612940831184915e-08
1944,0.0,3.2131861615880553e-09
1945,0.0,1.5249527862692958e-08
1946,0.0,1.2528993842408909e-08
1947,0.0,1.549713246618012e-08
1948,0.0,1.195907639583993e-08
1949,0.0,7.853606653895895e-09
1950,0.0,3.190608444114673e-09
1951,0.0,1.4925962688039363e-08
1952,0.0,4.2179215675730575e-09
1953,0.0,1.2928593307037772e-08
1954,0.0,1.4658803948464083e-08
1955,0.0,2.815682353940474e-09
1956,0.0,5.232684952005684e-09
1957,0.0,4.417518795207798e-09
1958,0.0,9.926692356998501e-09
1959,0.0,7.750747599288843e-09
1960,0.0,1.038124963770315e-08
1961,0.0,9.03260666262895e-09
1962,0.0,1.1415521861124489e-08
1963,0.0,4.526237162849611e-09
1964,0.0,8.517555549758526e-09
1965,2.188817349590977e-09,6.5664522708175355e-09
1966,0.0,5.539074976468328e-09
1967,0.0,6.902469706915326e-09
1968,0.0,8.533690198930799e-09
1969,0.0,6.358460868938209e-09
1970,9.197450023812337e-10,7.3579600190498695e-09
1971,0.0,1.3873672877195986e-08
1972,0.0,3.0780880067027283e-09
1973,0.0,3.859242703185828e-09
1974,0.0,5.06301445213353e-09
1975,0.0,3.4268881066168433e-09
1976,0.0,2.856763492431469e-09
1977,5.876781838942691e-10,2.938390863960194e-09
1978,5.940591352171509e-10,4.752473081737207e-09
1979,0.0,4.096381456264453e-09
1980,0.0,7.390696055153967e-09
1981,0.0,5.69299452024552e-09
1982,0.0,5.586751949948621e-09
1983,0.0,3.157658134966823e-09
1984,1.1598016991243298e-09,4.639206796497319e-09
1985,0.0,1.8046674155058895e-09
1986,0.0,2.3977941854269602e-09
1987,0.0,4.277571630240118e-09
1988,5.996553809062277e-10,4.797243047249822e-09
1989,0.0,2.7440609784434855e-09
1990,0.0,5.993515905799995e-09
1991,0.0,5.2753188484189195e-09
1992,0.0,6.060938417817852e-09
1993,0.0,3.877445031719162e-09
1994,0.0,5.274926717646622e-09
1995,0.0,4.337960657352369e-09
1996,0.0,3.2028553142993132e-09
1997,0.0,2.876936688878118e-09
1998,0.0,4.7681290027412615e-09
1999,0.0,5.0272213059088244e-09
2000,0.0,8.836062992401139e-10
2001,0.0,3.5049694258049158e-09
2002,0.0,5.6955880012310445e-09
2003,0.0,3.7502307925763034e-09
2004,0.0,3.9643119897903034e-09
2005,1.3511248786457486e-09,2.702249757291497e-09
2006,0.0,3.294311934354255e-09
2007,0.0,1.1983438685803094e-09
2008,1.7029758714315335e-09,4.6831836186811415e-09
2009,0.0,4.291373478793048e-09
2010,9.447586046817946e-10,5.668551850135373e-09
2011,0.0,5.353560705856353e-09
2012,3.404252713057332e-10,7.489355802192676e-09
2013,2.789125042035323e-10,5.578249862026041e-09
2014,6.496335691608124e-10,6.063246349441442e-09
2015,8.866301581811342e-10,5.984753581600444e-09
2016,6.214020409345267e-10,8.699628573083373e-09
2017,2.515611330355938e-10,4.528100561174142e-09
2018,2.5814667070633845e-10,5.421080029321956e-09
2019,2.55098775436835e-10,5.101975730781305e-09
