year,ses_DET iles_NOUN,ses_DET gilles_NOUN
1877,2.10283740420536e-08,6.184815992682502e-10
1878,3.442280588350499e-08,4.22736201599605e-09
1879,1.0996785482220162e-08,6.10932526790009e-10
1880,2.0537108236240442e-08,0.0
1881,2.9284530911333206e-08,5.5780060570498335e-09
1882,1.7304001120876933e-08,1.9966155395678697e-09
1883,1.4534479342298567e-08,0.0
1884,3.9610180913030035e-08,0.0
1885,3.6095559041715575e-08,1.2891271383708158e-09
1886,3.291266648108859e-08,0.0
1887,1.1752064210668323e-08,1.9586774424595887e-09
1888,3.4239319379736344e-08,0.0
1889,3.069916942877171e-08,1.2530273485467092e-09
1890,3.86708803867819e-08,0.0
1891,2.1034926134255727e-08,0.0
1892,2.2566644553023707e-08,0.0
1893,2.5865349195797194e-08,0.0
1894,1.9534771134033235e-08,0.0
1895,2.4074457094513946e-08,0.0
1896,3.656157909759372e-08,0.0
1897,2.5637540090883704e-08,6.992056267307589e-09
1898,2.3199255072547942e-08,2.26334195829736e-09
1899,2.1004797901014172e-08,5.527578395003729e-10
1900,1.9726001831976703e-08,0.0
1901,2.6825947019304408e-08,1.1177477832191585e-09
1902,2.5533476499806085e-08,1.4730852093691738e-09
1903,2.6461079549733313e-08,1.0800440541913758e-09
1904,3.7622376325430196e-08,6.987012746151322e-09
1905,4.386645163778624e-08,1.0321518084666081e-09
1906,2.674975996264095e-08,0.0
1907,2.5714217366523684e-08,0.0
1908,2.504808449543816e-08,9.822778146428846e-10
1909,1.650295078370334e-08,0.0
1910,1.1757131934686527e-08,2.6720753387721174e-09
1911,1.702519769608557e-08,1.5961122423746588e-09
1912,1.614920552839294e-08,0.0
1913,2.1742257327872494e-08,0.0
1914,2.611730059998152e-08,6.696743715117748e-10
1915,1.7671142660269368e-08,0.0
1916,1.3184954017475548e-08,0.0
1917,1.4256351654751143e-08,0.0
1918,1.378365155346728e-08,3.44591288836682e-09
1919,2.394040543585163e-08,0.0
1920,2.953170508135372e-08,1.514446346106979e-09
1921,4.240738565863822e-08,7.572747429129834e-10
1922,4.795658092859867e-08,0.0
1923,2.1231896241147297e-08,3.1847844361720945e-09
1924,4.383152218956354e-08,1.289162443462999e-09
1925,4.839198441963788e-08,0.0
1926,3.3438415592002e-08,0.0
1927,3.12178303207844e-08,1.1149224876660924e-09
1928,2.170947821511504e-08,3.4278122562625413e-09
1929,1.7824650200282122e-08,5.570203187588163e-09
1930,2.10072067519107e-08,0.0
1931,2.0529641986399838e-08,0.0
1932,2.0823119339929974e-08,0.0
1933,1.7205993296798283e-08,6.882397318719313e-09
1934,1.677421224144382e-08,0.0
1935,1.795242621227544e-08,1.196828414151696e-09
1936,1.6974600391961303e-08,9.699771652549316e-09
1937,2.5182235741105785e-08,8.813782592653752e-09
1938,1.9447822019458272e-08,6.4826072287971215e-09
1939,1.6823455517567254e-08,3.058810094103137e-09
1940,1.7750480196809804e-08,0.0
1941,3.836953510472085e-08,0.0
1942,3.034211704111556e-08,0.0
1943,1.4516176261025748e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,2.832055345791673e-08,0.0
1946,1.809743643832462e-08,0.0
1947,5.960435478513659e-09,0.0
1948,1.7395020979193987e-08,0.0
1949,8.835307152565974e-09,3.9268033269479474e-09
1950,9.57182533234402e-09,3.190608444114673e-09
1951,1.3859822178829972e-08,1.0661401761424827e-09
1952,1.1599284088781303e-08,0.0
1953,7.541679059031026e-09,1.0773827385790469e-09
1954,2.5408594339637602e-08,0.0
1955,2.2525458831523792e-08,0.0
1956,1.7442283395396885e-08,0.0
1957,1.4136059989233729e-08,8.835037701437898e-10
1958,1.0753916424022236e-08,2.481673033738474e-09
1959,1.007597205671118e-08,2.325224457422337e-09
1960,1.1073333472388924e-08,6.920833350854139e-10
1961,1.389631831827387e-08,2.08444772553662e-09
1962,8.878738910755857e-09,6.341956404476434e-10
1963,2.0044764847959584e-08,1.939815863494232e-09
1964,9.734349160073208e-09,1.825190498738749e-09
1965,1.0396882466068291e-08,1.0944086747954884e-09
1966,1.1078149397825143e-08,0.0
1967,1.0846738118797106e-08,3.944268467392931e-09
1968,2.066051230098509e-08,0.0
1969,1.2262745652247276e-08,9.083515606356229e-10
1970,2.4373243201480932e-08,0.0
1971,1.3359833683779243e-08,3.083038491169532e-09
1972,1.8981543503659992e-08,5.130146862875051e-10
1973,1.2129048043707513e-08,1.6539611347177186e-09
1974,2.2502287144732236e-08,1.1251143350321513e-09
1975,1.0851812337620004e-08,0.0
1976,1.599787524675378e-08,0.0
1977,1.880570227319467e-08,1.7630346071939584e-09
1978,1.3663359776927564e-08,4.158414057542359e-09
1979,1.931151227818617e-08,2.925986564150662e-09
1980,1.591842174741842e-08,2.8425752862659692e-09
1981,1.138598904049104e-08,0.0
1982,1.738100652293184e-08,6.207502289967692e-10
1983,1.8314416205811312e-08,1.8945948143667124e-09
1984,9.858314609090257e-09,2.319603453759811e-09
1985,1.9249785321306945e-08,0.0
1986,8.99172813983995e-09,0.0
1987,1.0999470501094066e-08,3.0554083707556856e-09
1988,2.0388283172856347e-08,1.7989661427186832e-09
1989,2.3050113373557224e-08,1.0976244357863152e-09
1990,8.172976739828641e-09,3.269190529398003e-09
1991,1.4653663171770859e-08,2.344586080837985e-09
1992,1.1570882751943401e-08,2.754972139307199e-09
1993,9.970573366935298e-09,5.539207426075166e-10
1994,1.2659823855898367e-08,5.274926606624319e-10
1995,9.21816623034033e-09,7.0491861237087505e-09
1996,1.0142375161947825e-08,1.067618438099771e-09
1997,7.671830948297043e-09,4.79489448146353e-10
1998,1.1443510361530684e-08,0.0
1999,5.027221250397673e-09,0.0
2000,9.719669069596648e-09,2.2090156370779823e-09
2001,7.886181346838939e-09,4.3812117822561447e-10
2002,1.0076809164871747e-08,1.3143663935011318e-09
2003,1.1667384169911088e-08,1.2500768753476166e-09
2004,7.047665895321131e-09,8.809582507929292e-10
2005,1.3511248342368276e-08,0.0
2006,7.823990788580204e-09,8.235779835885637e-10
2007,1.637736560256009e-08,3.994479469415779e-10
2008,7.66339136593075e-09,1.2772318758180745e-09
2009,8.105927040702454e-09,1.430457752249481e-09
2010,3.306655116386281e-09,1.4171379625338432e-09
2011,1.529588788962144e-09,1.147191591721608e-09
2012,4.765953715013538e-09,0.0
2013,5.857162532763027e-09,5.578250084070646e-10
2014,4.547434873103384e-09,1.5158116151159362e-09
2015,3.7681782416587595e-09,1.5516027351836215e-09
2016,5.592618201877286e-09,1.449938086262037e-09
2017,2.0124890642847504e-09,1.2578056929335446e-09
2018,3.0977600484760615e-09,7.744400121190154e-10
2019,1.02039510174734e-09,1.02039510174734e-09
