year,des_DET ans_NOUN,des_DET gens_NOUN
2007,8.827799291566407e-08,2.2705420974489243e-05
2008,1.1367363794700935e-07,2.228641903911921e-05
2009,1.3017166211604092e-07,2.2864437028147222e-05
2010,1.2376337044095465e-07,2.6100372679138673e-05
2011,9.292251743064917e-08,2.6468386749911588e-05
2012,1.0382971105116212e-07,3.109716817562003e-05
2013,9.064656347756994e-08,3.2353013921238016e-05
2014,1.0762262636632158e-07,3.3938372780539794e-05
2015,1.2102501556476852e-07,3.252536203035561e-05
2016,1.278016874550758e-07,3.180501266797364e-05
2017,7.320429240564863e-08,3.125898683720152e-05
2018,1.032586713356487e-07,3.3606308988964884e-05
2019,1.119883612510364e-07,3.299677109680488e-05
