year,des_DET ans_NOUN,des_DET gens_NOUN
1800,2.4210066706942257e-07,2.098415461659897e-05
1801,1.2144031291683177e-07,2.359037540600184e-05
1802,1.544109693440987e-07,2.200691972120694e-05
1803,1.677291692203653e-07,1.910942444283137e-05
1804,2.298821382140659e-07,2.3613592134097416e-05
1805,2.2743021221849347e-07,2.1605870699659135e-05
1806,9.221341379372916e-08,2.5289528707617137e-05
1807,1.7366426563469872e-07,2.0335800684279093e-05
1808,3.2178249620429256e-07,2.2361619016919576e-05
1809,1.671682585691059e-07,2.241410157921564e-05
1810,1.6848911998934568e-07,2.3139174004427332e-05
1811,3.4096242984560376e-07,2.346874543945887e-05
1812,1.1735716398675322e-07,1.8177023832777195e-05
1813,2.1280487771946355e-07,2.1602571962375805e-05
1814,2.0453401017306305e-07,1.884859545953077e-05
1815,1.645306344499886e-07,1.857847558994763e-05
1816,1.7382028794088455e-07,1.871001677500317e-05
1817,1.603579571352043e-07,2.4712252354675002e-05
1818,1.5497530236885382e-07,2.4966522346403508e-05
1819,1.387040714506682e-07,2.4251474542325013e-05
1820,1.9342364865337913e-07,2.690012564698918e-05
1821,1.2031015916846854e-07,2.7238417601438414e-05
1822,1.6843034700286807e-07,2.515126209345908e-05
1823,1.6207605924023483e-07,2.722779055375213e-05
1824,2.5263338887526743e-07,2.3620379465683072e-05
1825,2.0164464720195951e-07,2.5048843099284568e-05
1826,1.655901114006042e-07,2.7003517629964335e-05
1827,1.3457219222301475e-07,2.2616422256760416e-05
1828,1.008953154912895e-07,2.1600768661755865e-05
1829,1.285976387599419e-07,2.3755412826176325e-05
1830,1.4298465544904104e-07,2.2606185666518286e-05
1831,7.171954852225326e-08,2.132097432649971e-05
1832,1.1500473751091533e-07,2.192937483869173e-05
1833,1.4711208606854598e-07,2.0998801005589485e-05
1834,1.7642263561157279e-07,2.0614378684058465e-05
1835,1.3084142835850798e-07,2.4190535896195797e-05
1836,1.458402760223798e-07,2.2006424501341826e-05
1837,1.1897993812404195e-07,2.159381364208457e-05
1838,1.117252639293298e-07,2.3665557137064752e-05
1839,1.244482580320394e-07,2.050319926638622e-05
1840,1.2293498929949465e-07,2.0893852990866435e-05
1841,1.0016055718153893e-07,1.713580172690854e-05
1842,1.3148199817791806e-07,1.8159943834916703e-05
1843,1.3585894986789526e-07,1.8922198762538756e-05
1844,9.824524904722409e-08,1.8586464477721165e-05
1845,1.5457230917448328e-07,1.9134044180191268e-05
1846,1.1065007576860353e-07,1.8606190735681594e-05
1847,8.089835112912169e-08,1.5950997891422958e-05
1848,1.1585119558121804e-07,1.7152413363419328e-05
1849,1.055806320149344e-07,1.4908654833334367e-05
1850,1.0251383653070434e-07,1.7652068692086686e-05
1851,1.2060450571560466e-07,1.734770052053136e-05
1852,1.1979403624629015e-07,1.7114921547545237e-05
1853,1.1107793307374436e-07,1.872140848035997e-05
1854,1.1638288199833369e-07,1.9369956675063804e-05
1855,1.3001995569084102e-07,1.7899768636198132e-05
1856,1.0354378376931095e-07,1.928399450434881e-05
1857,1.7719877498656444e-07,2.2372933301539888e-05
1858,1.1549075340511195e-07,2.005183677056266e-05
1859,1.9961319530636956e-07,1.9912434822799696e-05
1860,1.2953430317264036e-07,1.9308850141896983e-05
1861,1.5421200871834628e-07,1.9572664257339056e-05
1862,1.6716549666728753e-07,1.9680799709931307e-05
1863,1.4883970655965584e-07,1.938312504989881e-05
1864,2.1528328186803947e-07,1.9141034101721743e-05
1865,1.308502746155682e-07,2.116526655981943e-05
1866,1.5083400217719145e-07,1.9821534749553393e-05
1867,1.3199647597161857e-07,1.893712652645263e-05
1868,1.126291309105909e-07,1.7262883659441286e-05
1869,1.411337060552853e-07,1.8512444739826606e-05
1870,1.25002265427554e-07,1.788851176343087e-05
1871,1.1258447574213903e-07,1.828541951454099e-05
1872,1.118757751994437e-07,1.8684463839235832e-05
1873,1.5743191833506032e-07,1.6720705502848432e-05
1874,1.0336073774652732e-07,1.8831967622645607e-05
1875,1.6363567656441091e-07,1.8532026331286033e-05
1876,1.1245587638875065e-07,1.9242651490003482e-05
1877,1.490540659787598e-07,1.8200058320871904e-05
1878,1.1172314384744197e-07,1.740103067504606e-05
1879,1.429582063838808e-07,2.096598240086678e-05
1880,1.764907728851739e-07,1.727748309576782e-05
1881,1.7082643788413066e-07,1.8330721843540232e-05
1882,1.5507047379514916e-07,1.900045964475794e-05
1883,1.4787252844428167e-07,1.8240139752379037e-05
1884,1.353347940380445e-07,1.7889277899030276e-05
1885,1.3471379101126502e-07,1.7226606303211156e-05
1886,1.1616234929512359e-07,1.7819305071498093e-05
1887,1.3514873686837348e-07,1.6902733705137507e-05
1888,1.8134157908633597e-07,1.7046109348939353e-05
1889,1.4159209094088965e-07,1.6964111523520842e-05
1890,1.1404632793698966e-07,1.6303380164117698e-05
1891,1.4278253157584686e-07,1.586160954047955e-05
1892,1.4731003838974743e-07,1.6326966601809545e-05
1893,1.5272873232774486e-07,1.5938597755393857e-05
1894,1.354831011823876e-07,1.681439806588969e-05
1895,1.5768769712209973e-07,1.7408241092198296e-05
1896,1.5214335458146877e-07,1.7270038199512783e-05
1897,1.7829743748087878e-07,1.66550772746632e-05
1898,1.6239478961566078e-07,1.6546161077712895e-05
1899,1.5200841119167308e-07,1.678836031260289e-05
1900,1.4275396598151247e-07,1.6648745770453388e-05
1901,1.5536694175644072e-07,1.6076566794254177e-05
1902,1.458354356165259e-07,1.400756639213796e-05
1903,1.6632678656591793e-07,1.5963590669798577e-05
1904,1.6715084427687543e-07,1.5132794942473993e-05
1905,1.826908637703184e-07,1.64948188512426e-05
1906,1.9547901342065188e-07,1.6904819688079442e-05
1907,2.2731367899098132e-07,1.629664228630645e-05
1908,1.6502266664275567e-07,1.749240391291096e-05
1909,2.2113953734859138e-07,1.6861064636941592e-05
1910,1.6727191454180002e-07,1.8288753324213758e-05
1911,1.8408494040222934e-07,1.7244929267690168e-05
1912,1.9743707069252991e-07,1.687644032699609e-05
1913,1.8878643670561246e-07,1.6655629394790594e-05
1914,2.0224166386029196e-07,1.7015755702232127e-05
1915,1.4961568284288518e-07,1.599474029490011e-05
1916,2.2304548275009495e-07,1.7796391716728976e-05
1917,2.8732033285905345e-07,1.910460878207232e-05
1918,2.0790340560239429e-07,1.8177190554524714e-05
1919,2.6150289067494725e-07,1.7642237480686163e-05
1920,2.415541935363308e-07,1.66248340178754e-05
1921,2.0294963065659033e-07,1.670548073207101e-05
1922,2.6265450348006425e-07,1.7316014691459714e-05
1923,2.781378469762785e-07,1.7376183507167298e-05
1924,2.5138667858470853e-07,1.8035383163805818e-05
1925,2.397602791859299e-07,1.818108722773104e-05
1926,2.3964197293224743e-07,1.760644033765857e-05
1927,2.1963973440009e-07,2.0278210740798386e-05
1928,2.513729078224003e-07,1.6596325451700977e-05
1929,1.8604478735362306e-07,1.7859186300483998e-05
1930,1.7961161535851033e-07,1.7255320699405274e-05
1931,1.5739392367208893e-07,1.6311941180902068e-05
1932,1.3918611330154818e-07,1.600421148850728e-05
1933,2.087660520011525e-07,1.5332834550463303e-05
1934,1.5576054757104885e-07,1.5628773212483793e-05
1935,1.962798581445213e-07,1.6185907270482858e-05
1936,1.74595886193174e-07,1.4161666229028924e-05
1937,1.7375742622505186e-07,1.3971104976917559e-05
1938,1.8280952396310113e-07,1.4781640857108869e-05
1939,1.2847002484051018e-07,1.4540053484779492e-05
1940,1.3946806109998988e-07,1.3472614455167786e-05
1941,2.5382921764460775e-07,1.5811199375548313e-05
1942,1.6384744117026173e-07,1.6927867363847326e-05
1943,3.0483970370198676e-07,1.669069888521335e-05
1944,2.9561313041881476e-07,1.7023460486598196e-05
1945,2.6142048348276603e-07,1.9403935652917426e-05
1946,1.8654279099195037e-07,1.839256356106489e-05
1947,1.478188063064323e-07,1.8988755414284242e-05
1948,1.7395021001398447e-07,1.6282826436508913e-05
1949,1.6590744289501913e-07,1.6180392265141563e-05
1950,2.180249101257914e-07,1.7346274148621887e-05
1951,1.1940770017204727e-07,1.751348384004814e-05
1952,1.5079068971246556e-07,1.5163427747211244e-05
1953,1.4867881814595307e-07,1.5725478078820743e-05
1954,1.7101937910268816e-07,1.7234843994629045e-05
1955,1.6800238666903056e-07,1.5457157360287965e-05
1956,1.500036306278929e-07,1.670098595241143e-05
1957,1.5814717224671426e-07,1.4329547241231921e-05
1958,1.5303650968689908e-07,1.5792540011716483e-05
1959,1.3253778630151203e-07,1.56689118284703e-05
1960,1.536425056070101e-07,1.5245903568938957e-05
1961,1.5146986953595842e-07,1.6803427797640325e-05
1962,1.173261940934367e-07,1.729388054627634e-05
1963,1.538920644250652e-07,1.6985675301839365e-05
1964,1.3871447324120822e-07,1.8617552086652722e-05
1965,1.9371033399551152e-07,1.778523630946438e-05
1966,1.445698574187304e-07,1.8165395204050583e-05
1967,1.6418017434460808e-07,1.9479755337670213e-05
1968,2.0391028376920417e-07,1.945366977906815e-05
1969,1.44427902526445e-07,1.7156035596599395e-05
1970,1.991247882138225e-07,1.7834776201652858e-05
1971,2.0193902772192018e-07,1.839083898858007e-05
1972,1.3338381932292975e-07,1.711827354711204e-05
1973,1.1687991730013891e-07,1.7116292781338416e-05
1974,1.5076531889590683e-07,1.707923536287126e-05
1975,1.1308730929471267e-07,1.644792109800619e-05
1976,1.1541324052011248e-07,1.6488667938574508e-05
1977,1.469195431980097e-07,1.7435235577067942e-05
1978,1.2950488903484825e-07,1.7814050693232275e-05
1979,1.5566249178533553e-07,1.842259814566205e-05
1980,1.3644361129827587e-07,1.8448314335728355e-05
1981,1.2714354746812262e-07,1.7973415992855735e-05
1982,1.5518755125398798e-07,1.8734863260760903e-05
1983,1.0230811975375786e-07,1.790581495697552e-05
1984,1.2525858084089236e-07,1.8956958228955045e-05
1985,1.666309557002421e-07,1.781808367695703e-05
1986,1.3967151102356468e-07,2.0552093587866693e-05
1987,1.448263584613585e-07,1.9288793396299297e-05
1988,1.6370591726655448e-07,1.9017470094695454e-05
1989,1.2677562333252013e-07,2.0681988075921254e-05
1990,9.80757208779437e-08,1.9196142034161312e-05
1991,1.383305781033073e-07,2.120619535617152e-05
1992,1.2893269341063274e-07,1.9774086808865832e-05
1993,1.4401939374408812e-07,1.996164257889177e-05
1994,1.2818071448705837e-07,2.1464731617015786e-05
1995,1.5670882458351798e-07,1.9883042455148825e-05
1996,1.50534193998908e-07,1.9558769849936652e-05
1997,1.352160230450039e-07,2.003019289986696e-05
1998,1.1681916367578538e-07,2.0259305074432632e-05
1999,1.3070775040091576e-07,1.964500927442714e-05
2000,1.2193766951718032e-07,2.0626463083317503e-05
2001,1.0252035509417112e-07,2.1071437913633417e-05
2002,1.3275101173881865e-07,2.1635347479787015e-05
2003,1.4250876523291822e-07,2.1986351157465833e-05
2004,1.1981032513319612e-07,2.1900621845816204e-05
2005,1.1124261511952227e-07,2.1264904717099853e-05
2006,1.1077123884817297e-07,2.1875465790799353e-05
