year,les_DET ans_NOUN,les_DET gens_NOUN
1953,3.6727976748807123e-06,3.295498254374252e-05
1954,3.7956531286909012e-06,3.412862770346692e-05
1955,3.6472472402238054e-06,3.0227289244066924e-05
1956,4.090215497853933e-06,3.325720126667875e-05
1957,3.8370567381207366e-06,3.0209644592105178e-05
1958,3.7183733638812555e-06,3.3672994049993576e-05
1959,3.6630033264373196e-06,3.103709514107322e-05
1960,3.618903747337754e-06,3.214588650735095e-05
1961,3.8020327792764874e-06,3.483251157376799e-05
1962,3.980846031481633e-06,3.558344860721263e-05
1963,4.063268079335103e-06,3.5556826787797036e-05
1964,4.051923042425187e-06,3.4550248074083356e-05
1965,3.946985088987276e-06,3.6050369544682326e-05
1966,3.998104148195125e-06,3.6880822790408274e-05
1967,4.4999173951509874e-06,3.874356389133027e-05
1968,4.706554591393797e-06,4.182810744168819e-05
1969,5.346103080228204e-06,3.700079196278239e-05
1970,4.393161816551583e-06,3.7288763451215345e-05
1971,4.0300451473740395e-06,3.7787774999742396e-05
1972,4.065128450747579e-06,3.5361075333639747e-05
1973,4.028498096886324e-06,3.491126062726835e-05
1974,3.973341335949954e-06,3.8318580664054025e-05
1975,3.6307878872321453e-06,3.5670478609972633e-05
1976,3.633231699495809e-06,3.76875645997643e-05
1977,3.6729886687680846e-06,3.797223826040863e-05
1978,3.816235675913049e-06,4.013641637357068e-05
1979,3.885710157192079e-06,3.9885293972474756e-05
1980,3.6618055219150847e-06,4.212128123981529e-05
1981,3.5764658150583273e-06,4.1242583847633796e-05
1982,3.7611255265801447e-06,4.397022030389053e-05
1983,3.298489673397853e-06,4.124659290027921e-05
1984,3.4475106076570228e-06,4.2447001760592684e-05
1985,3.517296818245086e-06,4.188392267678864e-05
1986,3.406066753086634e-06,4.428905549502815e-05
1987,3.5094421946268994e-06,4.225202201268985e-05
1988,3.40424367095693e-06,4.114715375180822e-05
1989,3.7884508401475614e-06,4.625444353223429e-05
1990,3.3607279874559026e-06,4.300456703276723e-05
1991,3.2032908166002017e-06,4.7507763156318106e-05
1992,3.353351985424524e-06,4.5169420445745345e-05
1993,3.5124114674545126e-06,4.58363874713541e-05
1994,3.367513045304804e-06,4.9525758186064195e-05
1995,3.470368483249331e-06,4.662277569877915e-05
1996,3.361930566825322e-06,4.6343716348928865e-05
1997,3.134422513539903e-06,4.823807739740005e-05
1998,3.479303813946899e-06,4.7314622406702256e-05
1999,3.5309374197822763e-06,4.765668654727051e-05
2000,3.3987917049671523e-06,4.923365941067459e-05
2001,3.2508592084923293e-06,4.985599935025675e-05
2002,3.469489229246392e-06,5.111614973429823e-05
2003,3.536467374942731e-06,5.1964030717499554e-05
2004,3.4000584037130466e-06,5.217475336394273e-05
2005,3.3805144994403236e-06,5.1992636144859716e-05
2006,3.566916348063387e-06,5.330485055310419e-05
2007,3.7528134271269664e-06,5.463729121402139e-05
2008,4.069260739925085e-06,5.306132425175747e-05
2009,4.024354439025046e-06,5.651881565427175e-05
2010,3.916497007594444e-06,6.547649536514655e-05
2011,4.301968601794215e-06,6.929801838850835e-05
2012,4.583145255310228e-06,7.5771515184897e-05
2013,4.036142854602076e-06,8.103217260213569e-05
2014,4.123224243812729e-06,8.326785973622464e-05
2015,4.473713943298208e-06,7.804473352734931e-05
2016,4.857292424276238e-06,7.798222304700175e-05
2017,3.7947997952869628e-06,8.200918273360003e-05
2018,3.977265805588104e-06,8.618381252745166e-05
2019,4.157599960308289e-06,8.343209265149198e-05
