year,premiers_ADJ oeufs_NOUN,premiers_ADJ jeux_NOUN
1957,9.718541527092839e-09,4.152467814044769e-08
1958,3.3088973783179654e-09,6.948684738716793e-08
1959,4.650448914844674e-09,4.805463671431198e-08
1960,2.076250060767393e-09,9.481541818345818e-08
1961,6.948159270159238e-10,4.7247482148904396e-08
1962,8.244543714397423e-09,4.5027889250537356e-08
1963,2.5864212993553792e-09,6.854016498802906e-08
1964,1.2167936880302932e-08,5.353892318371578e-08
1965,1.0944086747954884e-09,8.372226378838832e-08
1966,1.1078149508847446e-09,9.02869194963074e-08
1967,7.395503320850594e-09,1.08960413580661e-07
1968,9.88111459321317e-09,9.072659823416984e-08
1969,8.175163657142548e-09,5.949702563956549e-08
1970,2.7592350626548523e-09,1.0485093149270597e-07
1971,4.1107179882260425e-09,6.7826846916752e-08
1972,4.6171320100540925e-09,7.38741131600662e-08
1973,2.7566018356850464e-09,7.6633535406323e-08
1974,3.3753431161187564e-09,6.019361598053052e-08
1975,5.140332159925265e-09,1.0052204935107056e-07
1976,1.7140580066410394e-09,7.256179002101959e-08
1977,1.1753563677885381e-09,8.521333400013376e-08
1978,5.346532105932056e-09,1.0158411489769037e-07
1979,4.096381456264453e-09,7.373486221595726e-08
1980,5.116635559687666e-09,8.982537869073326e-08
1981,4.427884725544118e-09,7.843681376629164e-08
1982,8.690503427999374e-09,7.511077770860908e-08
1983,8.209910973278056e-09,1.0420271712163753e-07
1984,4.639206796497319e-09,1.391762050051426e-07
1985,3.0077789148208467e-09,1.2452205400137473e-07
1986,7.792831269171074e-09,1.1929026255685926e-07
1987,5.49973533381376e-09,1.0816145590286652e-07
1988,7.195864348830128e-09,1.2532797488695735e-07
1989,4.390497743145261e-09,1.273244323307665e-07
1990,4.90378582185258e-09,1.1278707306994207e-07
1991,3.5168792322792797e-09,1.201600330347219e-07
1992,1.1019888335184191e-09,1.5042147838428832e-07
1993,1.661762283333701e-09,1.1576943637070514e-07
1994,2.637463358823311e-09,1.1235593921909981e-07
1995,4.337960657352369e-09,9.055492622422889e-08
1996,5.338092190498855e-10,1.857656055648249e-07
1997,5.753873377756236e-09,1.7357517956284596e-07
1998,5.2449422582867555e-09,1.25401799611069e-07
1999,9.140402323914998e-10,1.1654012688211424e-07
2000,0.0,1.4358602618003147e-07
2001,1.7524847129024579e-09,1.0032974762097524e-07
2002,1.752488598683044e-09,1.174167316153607e-07
2003,1.2500769308587678e-09,1.187573017702448e-07
2004,4.404791253964646e-10,1.576915236167764e-07
2005,1.3511248786457486e-09,1.216012361915375e-07
2006,1.2353669198716943e-09,1.1859522919266396e-07
2007,0.0,1.4420070759690873e-07
2008,0.0,1.9711945253853003e-07
2009,0.0,1.5925762530955012e-07
2010,0.0,1.6013658266089692e-07
2011,3.82397197240536e-10,1.6481318831917946e-07
2012,6.808505426114664e-10,2.0085091123611676e-07
2013,2.789125042035323e-10,1.4503450235237025e-07
2014,0.0,1.442186459144068e-07
2015,2.2165753954528356e-10,1.4030922312890937e-07
2016,2.0713400439298368e-10,1.439581309714555e-07
2017,2.515611330355938e-10,1.4313828100576131e-07
2018,5.162933414126769e-10,1.6340684227955649e-07
2019,0.0,1.6581419970407296e-07
