year,premiers_ADJ oeufs_NOUN,premiers_ADJ jeux_NOUN
1800,9.432493897065797e-09,1.3519907327008696e-07
1801,9.524730337773235e-09,8.572257570449437e-08
1802,1.1189200677108602e-08,9.622712582313397e-08
1803,1.950339223455444e-09,8.386458461018265e-08
1804,9.887403784603066e-09,8.898663139689234e-08
1805,1.7057265822018053e-08,5.970043304159844e-08
1806,5.76333825108577e-09,1.0085842205853623e-07
1807,2.8469551160981155e-09,4.27043254092041e-08
1808,0.0,6.118399697996324e-08
1809,0.0,3.162642769893864e-08
1810,1.8721014072298203e-08,2.3401266702194334e-08
1811,2.5070767684098882e-09,9.777599530025327e-08
1812,0.0,1.0935553973467904e-07
1813,0.0,1.4378707646756084e-07
1814,3.776012391654149e-08,2.2026739543434815e-08
1815,0.0,8.091670622434322e-08
1816,0.0,7.416332437060191e-08
1817,0.0,2.80237220096069e-08
1818,7.152706427149269e-09,3.099506074022429e-08
1819,1.0351049795076506e-08,4.968503919400291e-08
1820,0.0,3.678609239443631e-08
1821,9.86148829262845e-10,7.987805616949117e-08
1822,0.0,7.719724237631453e-08
1823,0.0,4.9413433012013286e-08
1824,0.0,5.894778709603088e-08
1825,0.0,3.5221771055304885e-08
1826,8.807984341885344e-10,4.844391554570393e-08
1827,9.217273055917019e-10,6.820781806027298e-08
1828,1.8344602503717056e-09,3.944089499441361e-08
1829,0.0,4.200856196234781e-08
1830,1.0436835840010872e-09,5.4271545479878114e-08
1831,0.0,1.0134284167406804e-07
1832,0.0,1.0823975316043288e-07
1833,0.0,7.066013285594863e-08
1834,0.0,6.16079063320285e-08
1835,2.2689263801112247e-09,9.680752555141225e-08
1836,6.720750067579218e-10,7.325617445985699e-08
1837,0.0,7.51452233771488e-08
1838,1.8936485712828244e-09,8.900148174006972e-08
1839,0.0,4.894032579194629e-08
1840,0.0,5.350538501147639e-08
1841,0.0,6.998397727997485e-08
1842,0.0,4.628702754416736e-08
1843,0.0,7.147362168780091e-08
1844,3.2931368743049916e-09,4.720162749549672e-08
1845,2.2320911785556063e-09,6.752075681903946e-08
1846,0.0,6.498496518680952e-08
1847,5.393223645455691e-10,6.202207458727571e-08
1848,0.0,3.137636589434223e-08
1849,0.0,5.362825405974547e-08
1850,0.0,4.955967014552698e-08
1851,0.0,5.804495017969202e-08
1852,0.0,6.575650957074686e-08
1853,5.971931837933653e-10,7.10659904257227e-08
1854,5.195664454227256e-10,5.507404310378661e-08
1855,5.306937111981824e-10,7.641989441253827e-08
1856,0.0,4.7630141608578924e-08
1857,0.0,8.884346414106403e-08
1858,4.893676019968041e-10,4.79580251067091e-08
1859,0.0,4.53203412575931e-08
1860,4.577183909670879e-10,7.82698421630812e-08
1861,9.431927461278633e-10,5.564837124438782e-08
1862,0.0,4.834245359575107e-08
1863,0.0,5.294298033309275e-08
1864,2.8768367688059016e-09,7.71951220723821e-08
1865,0.0,8.660593547871187e-08
1866,4.865612912574591e-10,5.303518213484182e-08
1867,0.0,5.774845668327089e-08
1868,1.4819622196071691e-09,3.6061081232219294e-08
1869,4.883519144627257e-10,4.0044857207988116e-08
1870,2.2936195165357276e-09,7.052879968938441e-08
1871,2.1242354542039266e-09,6.478917913277371e-08
1872,0.0,3.5679303067581714e-08
1873,5.986004469882289e-10,3.352162636360845e-08
1874,1.1949218281515073e-09,4.241972462182275e-08
1875,2.8607636259891933e-09,5.32102030770254e-08
1876,0.0,4.474051129577106e-08
1877,0.0,4.762308236649915e-08
1878,0.0,2.1740719446938783e-08
1879,1.832797580370027e-09,4.7041805562031414e-08
1880,1.2835692508872398e-09,3.8507078414795615e-08
1881,4.183504653809678e-09,3.137628357130495e-08
1882,0.0,3.2611386702185996e-08
1883,1.2638677882037541e-09,5.497824950850827e-08
1884,6.601696966868076e-10,4.951272636333215e-08
1885,0.0,4.060750313783501e-08
1886,6.453463874400711e-10,4.2592862070645054e-08
1887,2.6115698492645834e-09,4.504958106554824e-08
1888,6.340614699951175e-10,3.804368642335021e-08
1889,6.265136742733546e-10,4.385595886446936e-08
1890,6.554386366985909e-09,2.0974037007182034e-08
1891,1.9122659011827636e-09,4.461954006274027e-08
1892,0.0,4.638699024894777e-08
1893,1.4780200174868696e-08,3.325545017140996e-08
1894,0.0,3.150769645188234e-08
1895,6.018614495673091e-10,3.4306104179648855e-08
1896,5.89702897624278e-10,4.009979592822788e-08
1897,0.0,2.73855541577106e-08
1898,0.0,4.3003496319471424e-08
1899,5.527578395003729e-10,3.6482019183381453e-08
1900,1.038210628578895e-09,3.0627212765921286e-08
1901,1.1177477832191585e-09,3.297355988252093e-08
1902,0.0,3.535404502486017e-08
1903,0.0,4.3741785304973746e-08
1904,5.374625189347171e-10,5.697102700708001e-08
1905,1.0321518084666081e-09,2.8900250192975818e-08
1906,0.0,4.8355333737148953e-08
1907,0.0,3.8571326299585706e-08
1908,0.0,4.125566643864431e-08
1909,4.950885035270858e-09,4.5658164971040804e-08
1910,1.6032452032632705e-09,5.2372678194245736e-08
1911,5.852411444351446e-09,3.617854338333615e-08
1912,1.0418842455450772e-09,6.92852987205228e-08
1913,3.181793939432964e-09,3.712092955243662e-08
1914,5.357394972094198e-09,5.4243623814898e-08
1915,2.3561523843085297e-09,7.068456930880984e-09
1916,1.0987462051303964e-09,3.186363883855847e-08
1917,1.0966424435210342e-09,3.947912929902486e-08
1918,0.0,4.9391417178412667e-08
1919,2.762354567309444e-09,5.248473478047799e-08
1920,3.028892692213958e-09,3.483226596046052e-08
1921,7.572747429129834e-10,5.679560644011872e-08
1922,1.4755870969551665e-09,3.91030597901576e-08
1923,3.1847844361720945e-09,5.4141335414925607e-08
1924,1.289162443462999e-09,7.21930950575711e-08
1925,0.0,7.478760721824074e-08
1926,1.2260752413340015e-08,5.6845307905284415e-08
1927,1.1149224876660924e-09,5.6861046204836896e-08
1928,4.570416489713125e-09,5.2559789076589425e-08
1929,1.1140406375176326e-09,4.2333544891803854e-08
1930,6.302162347537887e-09,6.092090121256888e-08
1931,1.2545892325022123e-08,4.448088919417614e-08
1932,4.383814644626227e-09,5.041386907933543e-08
1933,2.2941324395731044e-09,4.932384722877714e-08
1934,4.7926320689839486e-09,4.4331846638101524e-08
1935,3.590485242455088e-09,4.547948062594287e-08
1936,1.2124714565686645e-09,6.668593188763339e-08
1937,1.0072894518486919e-08,5.162358496235697e-08
1938,3.8895642262559704e-09,5.056433616257294e-08
1939,2.141167065872196e-08,3.058810094103137e-08
1940,5.0715658339584024e-09,1.5214697057785997e-08
1941,2.9515025978810172e-09,4.132103725851266e-08
1942,0.0,2.1239483061208375e-08
1943,0.0,5.8064703267746154e-08
1944,0.0,7.069009555493722e-08
1945,1.089252066321933e-08,2.3963544482086263e-08
1946,1.3921104269343232e-09,5.150808490839154e-08
1947,1.1920870957027319e-09,4.2915136333476767e-08
1948,8.697510267552389e-09,4.457474100938441e-08
1949,5.890204768377316e-09,5.0066742640630935e-08
1950,1.1698897850465073e-08,4.679559073572648e-08
1951,1.3859822622919182e-08,4.584402679697064e-08
1952,8.435843135146115e-09,4.534265707345497e-08
1953,7.54167928107563e-09,4.20179255833375e-08
1954,3.9090144454689835e-09,4.9839935734041774e-08
1955,5.631364707880948e-09,5.34979642807798e-08
1956,8.72114114258693e-09,5.1454736693656855e-08
