year,aux_ADP oeufs_NOUN,aux_ADP jeux_NOUN
1930,2.835972989778668e-08,1.4085332704638631e-06
1931,3.649714130915527e-08,1.3469726383164016e-06
1932,4.6030052880396966e-08,1.3798056457403618e-06
1933,5.391211344019098e-08,1.633422268554341e-06
1934,6.949316322391041e-08,1.5252551328615027e-06
1935,3.4708023122220766e-08,1.3572034571751601e-06
1936,7.517323252770325e-08,1.448903432788029e-06
1937,6.29555889641864e-08,1.2314113533307136e-06
1938,3.630259959308546e-08,1.292631885085882e-06
1939,6.72938211820906e-08,1.3978762289923452e-06
1940,1.2678914629304927e-07,1.3921448669407255e-06
1941,8.854507527189526e-08,1.3990122660345605e-06
1942,1.0923162463427616e-07,1.3229162867389732e-06
1943,4.645176421291808e-08,1.4341981344756505e-06
1944,1.1888788264968753e-07,1.6258721942108423e-06
1945,4.1391577276783664e-08,1.2940313744991272e-06
1946,4.315542145860718e-08,1.3183286000639782e-06
1947,4.1723048349595615e-08,1.3613635196918494e-06
1948,5.979538308942267e-08,1.5122796446220832e-06
1949,6.479225422850732e-08,1.3655459056849395e-06
1950,4.4668517329427004e-08,1.3453731924073509e-06
1951,4.904244754744269e-08,1.2697729845356776e-06
1952,4.217921489857446e-08,1.2200337842216413e-06
1953,5.063698715890297e-08,1.4189131114505926e-06
1954,6.547599129547166e-08,1.299747339089663e-06
1955,9.10403965548312e-08,1.4040869817932844e-06
1956,3.488456634670456e-08,1.2619491567278374e-06
1957,3.8874164776103726e-08,1.2333712451351175e-06
1958,5.707847910985109e-08,1.348375681331504e-06
1959,5.1154935065689244e-08,1.190514828053324e-06
1960,4.706166573109627e-08,1.5779499733525881e-06
1961,4.029932254567825e-08,1.3653133112967453e-06
1962,4.566208766654256e-08,1.4009381104074237e-06
1963,5.3668242627757934e-08,1.4729669466362338e-06
1964,5.293052529609099e-08,1.520992055858983e-06
1965,7.496699661047046e-08,1.5124728030002643e-06
1966,7.699313608888758e-08,1.4578844922397138e-06
1967,5.4726723708320435e-08,1.8020376018057505e-06
1968,4.760900745859331e-08,1.8751661805538333e-06
1969,7.221394821010918e-08,1.3561689051755366e-06
1970,5.4724827003305165e-08,1.4398608509935684e-06
1971,4.521789676026344e-08,1.4998982447167464e-06
1972,5.0788452887751134e-08,1.8181240957204636e-06
1973,5.1824113778131675e-08,1.5718143480114577e-06
1974,5.738083264095195e-08,1.3810778547451719e-06
1975,7.59626854751616e-08,1.5198249272430076e-06
1976,8.113208344040501e-08,1.836327562898532e-06
1977,9.931761013604046e-08,1.6966269171803106e-06
1978,1.0039599462885462e-07,1.801781317922746e-06
1979,7.549045388799414e-08,1.7889482553101743e-06
1980,8.300319986886961e-08,2.1171500677041877e-06
1981,7.021359871295374e-08,1.7876003006733754e-06
1982,5.4005270366808134e-08,1.5872583265519324e-06
1983,8.399370632350411e-08,1.7771299631874626e-06
1984,1.1076105943530479e-07,2.2772706032014867e-06
1985,9.324114802478078e-08,1.949040790094614e-06
1986,1.1809136524210118e-07,1.9044480854546464e-06
1987,1.0816145917802444e-07,1.8185791343938718e-06
1988,1.6850316275629496e-07,2.259501483692361e-06
1989,1.4049593144438433e-07,1.7825421139150421e-06
1990,1.0624869695163852e-07,1.898854890214352e-06
1991,1.3246910790520872e-07,1.9278358731611434e-06
1992,1.1791280640771618e-07,2.059617127514457e-06
1993,1.002596525800925e-07,1.9630951051397005e-06
1994,1.2290578732532254e-07,1.8921161988316726e-06
1995,1.4044148127778655e-07,2.017151746969148e-06
1996,1.6601466601429138e-07,2.3482267685892566e-06
1997,1.1555695667020416e-07,2.176882123450241e-06
1998,1.0013071694014997e-07,2.1966771690529185e-06
1999,9.597422359619578e-08,2.0140876095808835e-06
2000,7.510653243780752e-08,2.305770676613861e-06
2001,4.731708569405413e-08,2.0688082127406915e-06
2002,4.906968231743747e-08,2.130588059756633e-06
2003,5.6670153458782124e-08,2.2363875249453713e-06
2004,5.065510055857203e-08,2.412063643930651e-06
2005,5.0892369651833747e-08,2.16900578564605e-06
2006,4.77675232701813e-08,2.4402615874663525e-06
2007,3.2355285395357924e-08,2.507334754042745e-06
2008,4.129716399403627e-08,2.726890121707015e-06
2009,3.242370882894363e-08,2.4551422903584808e-06
2010,2.3618965450111773e-08,2.5602958366732764e-06
2011,5.8506770511668194e-08,2.530322296578902e-06
2012,3.029784986785522e-08,2.9640828280719234e-06
2013,2.6496688509958233e-08,2.19643592735963e-06
2014,3.226513423104649e-08,2.566918796631512e-06
2015,1.9949178850509064e-08,2.5366488927147657e-06
2016,3.894119321445899e-08,2.311201212634728e-06
2017,1.5093667926624477e-08,2.308325003141931e-06
2018,3.7173120415179284e-08,2.449037474150373e-06
2019,2.678537114331192e-08,2.4604276500639344e-06
