year,nos_DET iles_NOUN,nos_DET gilles_NOUN
1886,3.355801142523873e-08,0.0
1887,8.487601899087593e-09,0.0
1888,1.521747572397203e-08,0.0
1889,1.3783301056058406e-08,0.0
1890,1.9007720730712663e-08,0.0
1891,2.230977025341474e-08,0.0
1892,2.3820346806147086e-08,0.0
1893,1.9706933418461858e-08,0.0
1894,1.827446372004715e-08,0.0
1895,1.745398225949657e-08,0.0
1896,1.1794058341063618e-08,0.0
1897,2.388952524690069e-08,0.0
1898,9.053367611144836e-09,0.0
1899,2.04520400615138e-08,0.0
1900,1.0901211600078398e-08,0.0
1901,1.1736351668290013e-08,0.0
1902,1.86590785600238e-08,0.0
1903,2.052083702963614e-08,0.0
1904,1.289910045443321e-08,5.374625189347171e-10
1905,1.3417973898643965e-08,0.0
1906,1.7490227210981146e-08,0.0
1907,1.0799971361663552e-08,5.142843373384665e-10
1908,8.840500553830566e-09,0.0
1909,1.4302557360679202e-08,0.0
1910,1.4429207051414039e-08,0.0
1911,1.3832972434180135e-08,0.0
1912,1.0939784356178706e-08,0.0
1913,1.7499866000747488e-08,0.0
1914,1.607218474974914e-08,0.0
1915,8.246533234057551e-09,0.0
1916,2.0876177675432928e-08,0.0
1917,2.4126133979507358e-08,0.0
1918,4.479686666059024e-08,0.0
1919,1.6574126959767455e-08,0.0
1920,2.4988364710765154e-08,0.0
1921,2.650461700115514e-08,0.0
1922,5.1645547283207804e-09,0.0
1923,5.307974060286824e-09,1.0615948120573648e-09
1924,7.734974438733389e-09,0.0
1925,1.979672092922158e-08,0.0
1926,1.560459372829115e-08,2.229227691330493e-09
1927,1.44939923396592e-08,0.0
1928,3.08503115276082e-08,0.0
1929,1.8938690837799754e-08,0.0
1930,1.575540553577781e-08,0.0
1931,8.097803405604509e-08,0.0
1932,7.671675850140502e-09,0.0
1933,1.032359597807897e-08,0.0
1934,3.5944740517379614e-09,0.0
1935,2.0346083040578833e-08,0.0
1936,2.3036956786626206e-08,1.2124714565686645e-09
1937,1.762756551837441e-08,0.0
1938,1.0372171899142302e-08,1.2965214457594243e-09
1939,4.28233404292655e-08,7.647025235257843e-09
1940,1.2678914584896006e-08,5.0715658339584024e-09
1941,6.788455886308498e-08,0.0
1942,6.068423519245414e-08,0.0
1943,6.967764720755554e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,1.5249528306782167e-08,0.0
1946,5.568441707737293e-08,0.0
1947,3.337843779149807e-08,3.5762612871081956e-09
1948,9.784699050996437e-09,3.2615663503321457e-09
1949,2.846932423139492e-08,0.0
1950,1.914365066468804e-08,2.1270722960764488e-09
1951,2.5587364671508794e-08,0.0
1952,1.2653764924763777e-08,0.0
1953,1.2928592973970865e-08,0.0
1954,2.0522326282801373e-08,0.0
1955,1.0324168631115072e-08,0.0
1956,1.5698055078061657e-08,0.0
1957,8.835037590415595e-09,0.0
1958,1.3235589513271862e-08,0.0
1959,2.9452842387200917e-08,2.325224457422337e-09
1960,2.0762500052562416e-09,0.0
1961,2.779263652552544e-09,0.0
1962,8.87873907728931e-09,1.9025869213429303e-09
1963,7.759263898066138e-09,0.0
1964,1.0951142881410192e-08,1.2167936658258327e-09
1965,7.1136563306595235e-09,0.0
1966,1.0524242144427376e-08,5.539074754423723e-10
1967,8.874604107145245e-09,0.0
1968,1.8414805180722027e-08,0.0
1969,3.088395228445506e-08,0.0
1970,9.657322413980651e-09,4.5987250119061684e-10
1971,1.0276795081587409e-08,0.0
1972,2.616374938924082e-08,1.0260293725750103e-09
1973,1.268036875501366e-08,0.0
1974,1.0126029126311664e-08,0.0
1975,1.770558810676448e-08,0.0
1976,1.5426522614880867e-08,0.0
1977,5.876781949964993e-09,5.876781838942691e-10
1978,1.603959642881847e-08,0.0
1979,1.345953837272873e-08,1.1703946700691858e-09
1980,1.0233271396931087e-08,1.1370301367108482e-09
1981,4.427884781055269e-09,0.0
1982,4.966001831974154e-09,0.0
1983,5.052252616266628e-09,1.89459470334441e-09
1984,1.3917620667047714e-08,5.799008495621649e-10
1985,1.0828004715079942e-08,0.0
1986,9.591176797218992e-09,0.0
1987,1.283271516827611e-08,6.110816852533674e-10
1988,7.795519785247507e-09,0.0
1989,9.329807815205982e-09,1.0976244357863152e-09
1990,2.45189291092629e-08,1.089730194969718e-09
1991,3.5168791212569772e-09,0.0
1992,5.509944334125549e-09,0.0
1993,1.6617621612091682e-08,5.539207426075166e-10
1994,3.6924485691258724e-09,0.0
1995,3.795715630694474e-09,4.3379608238858225e-09
1996,2.6690460952494277e-09,0.0
1997,2.8769365778558154e-09,0.0
1998,4.7681292247858664e-09,4.768129224785866e-10
1999,5.027221139375371e-09,9.140402323914998e-10
2000,2.6508188977203417e-09,0.0
2001,6.133696495158603e-09,0.0
2002,2.190610692842654e-09,4.38122149670761e-10
2003,4.166923084358842e-09,0.0
2004,1.5504865250037803e-07,0.0
2005,1.3511248786457486e-09,0.0
2006,1.6471559116659762e-09,0.0
2007,1.5977917877663117e-09,3.994479469415779e-10
2008,8.514879357157668e-10,0.0
2009,1.430457752249481e-09,0.0
2010,9.447586046817946e-10,0.0
2011,1.147191591721608e-09,0.0
2012,2.7234021704458655e-09,0.0
2013,8.367375126105969e-10,0.0
2014,2.1654451842767486e-09,0.0
2015,1.773260274728905e-09,0.0
2016,3.728412162340433e-09,0.0
2017,1.0062445321423752e-09,0.0
2018,1.0325866828253538e-09,2.5814667070633845e-10
2019,2.5509878098795014e-09,0.0
