year,les_DET îles_NOUN,les_DET iles_NOUN,les_DET gilles_NOUN
1800,1.8465677726453578e-05,1.3016840654245243e-06,6.288328968651058e-09
1801,1.7735047549649607e-05,1.776362196892478e-06,0.0
1802,1.946249471984629e-05,1.4322177150916104e-06,4.475680270843441e-09
1803,2.0076791088285972e-05,1.2930749153650112e-06,1.950339223455444e-09
1804,2.2081043880461948e-05,1.5696252999575222e-06,2.4718509461507665e-09
1805,1.2394947134453105e-05,9.324638874375069e-07,1.7057266488151868e-08
1806,1.2587130754582176e-05,9.653591570568665e-07,8.645007376628655e-09
1807,1.6791341977295815e-05,1.5601314018454104e-06,3.701041606518629e-08
1808,1.982588059945556e-05,1.2259460362429309e-06,1.5862518409903714e-08
1809,1.7371945205013617e-05,1.2447258184167254e-06,0.0
1810,1.1915925824723672e-05,1.2355869429825361e-06,4.680253518074551e-09
1811,1.6220787074416876e-05,1.7975740078668423e-06,2.5070767684098882e-09
1812,1.4306904859040515e-05,9.415245187938126e-07,2.6672082320544632e-09
1813,1.7734697848936776e-05,1.4234921295042113e-06,3.450889907163912e-08
1814,1.1123503782073385e-05,1.0446967912969285e-06,3.1466771410748606e-09
1815,1.7143553122878075e-05,1.1544116735873189e-06,2.697223555614414e-09
1816,1.8726239318311855e-05,9.919344758912985e-07,1.1588019432906549e-08
1817,1.6057592688412115e-05,1.0804701418010154e-06,3.892183553233508e-08
1818,1.4238653989195882e-05,9.250833867824326e-07,1.7881766067873173e-08
1819,1.261482447034723e-05,7.701181243824351e-07,9.315945015409e-09
1820,1.7993146002481808e-05,1.1427421213738853e-06,1.5426425470366212e-08
1821,1.2167103932370082e-05,8.332957381895767e-07,4.141825171721791e-08
1822,1.2964123982328601e-05,1.1990636892278417e-06,1.804610860745015e-08
1823,1.3094560358695162e-05,1.305502955517568e-06,3.063633013944411e-08
1824,1.1698610023813671e-05,1.0374810957003433e-06,3.3684450784221553e-09
1825,1.5953702131810132e-05,1.7276279447031584e-06,1.5849797252442954e-08
1826,1.8236931737192208e-05,1.7334113504574589e-06,1.7615968683770689e-09
1827,1.584817891853163e-05,1.2931834527663e-06,1.2904182056239222e-08
1828,1.4728881751580047e-05,1.4629820253020398e-06,1.834460272576166e-08
1829,1.460097655581194e-05,2.082424478189182e-06,1.9718304600235825e-08
1830,1.4773341490581515e-05,1.3463518362399896e-06,8.349468672008697e-09
1831,1.2505706195042876e-05,1.0025145353864673e-06,3.1182412207897414e-09
1832,1.2643756292618491e-05,1.5789474296923345e-06,3.5177921464679685e-08
1833,2.4092788180496427e-05,3.2874338788957402e-06,5.791814250422078e-09
1834,1.696270896900387e-05,1.6662138371259516e-06,4.573920087125316e-08
1835,1.3907006064073357e-05,1.8983350216217332e-06,5.294161553592858e-09
1836,1.3791650758321339e-05,1.582064548699691e-06,1.0753200108126748e-08
1837,1.3495525081452797e-05,1.9983063177519966e-06,6.957891041103892e-09
1838,1.1000835513641505e-05,2.006636307783083e-06,2.0830134062066463e-08
1839,1.3762719277110591e-05,2.2260856979983146e-06,8.389770322914103e-09
1840,1.247885734301235e-05,2.1440371433811833e-06,1.592422194107712e-08
1841,1.1915896095615608e-05,1.8542543935851086e-06,4.494383976094696e-09
1842,1.1824659054582298e-05,1.5522925451705305e-06,2.683306021822318e-09
1843,1.2501977380452445e-05,2.031977416550035e-06,1.4767277289884362e-08
1844,1.1029263987438753e-05,1.69706311581308e-06,0.0
1845,9.930015494319377e-06,1.697505346953676e-06,5.580227946389016e-10
1846,1.1536880606399791e-05,1.7926482769325958e-06,8.781752214304106e-09
1847,1.1509139653753664e-05,2.0273127852021844e-06,7.550513103637968e-09
1848,1.2083922740657727e-05,1.8849954379618339e-06,8.045221711050488e-10
1849,1.0589904945845774e-05,2.047929022808148e-06,7.54147322368226e-09
1850,8.287327432299207e-06,1.8045151213286204e-06,2.0366988096043315e-09
1851,9.187870489313354e-06,1.46402260980949e-06,1.2898877521649865e-09
1852,8.387536070131318e-06,1.8815476305888978e-06,2.6042181744401205e-09
1853,1.1822036242392642e-05,1.894893941312148e-06,4.777545470346922e-09
1854,9.806297384784557e-06,1.5638949619756204e-06,2.0782657816909023e-09
1855,1.088134393967266e-05,1.675400088885226e-06,8.491099379170919e-09
1856,8.754109671826882e-06,1.7731873018789202e-06,1.2942972915652717e-08
1857,9.036649885274528e-06,1.5933246153565506e-06,5.857811125054013e-09
1858,7.913074114185292e-06,1.379527233780209e-06,2.9362056119808244e-09
1859,9.18424365181636e-06,1.737958751135693e-06,1.018434669930457e-09
1860,8.61471767166222e-06,1.2376705669225885e-06,6.865775753484016e-09
1861,8.548155790322198e-06,1.5661715284664979e-06,3.3011746669586728e-09
1862,9.031906586187688e-06,1.3391311188826194e-06,1.2198563104082183e-08
1863,9.370408406539354e-06,1.584793196229839e-06,3.4962345241140724e-09
1864,1.0455383346652525e-05,1.8023382288845369e-06,6.712619016191468e-09
1865,9.191525407459267e-06,1.3503936031611374e-06,1.882737743486018e-09
1866,9.141513885424501e-06,1.5088265854501515e-06,2.4328064562872953e-09
1867,8.949555194703862e-06,1.4306088687021656e-06,2.3778776281346836e-08
1868,8.377038625440036e-06,1.3851406670539745e-06,2.469937032678615e-09
1869,8.775195908583555e-06,1.1398133601403515e-06,1.025539020371724e-08
1870,8.246709114700934e-06,1.3733046682062877e-06,9.17447806614291e-09
1871,6.097617671230182e-06,9.028000729216501e-07,2.1242354542039266e-09
1872,8.044775313464925e-06,1.195558960276344e-06,6.652073336610442e-09
1873,9.447112518046197e-06,1.5952701986066131e-06,1.4965011618794932e-08
1874,8.277223400909861e-06,1.118446856906985e-06,1.7923826867161097e-09
1875,8.224122723277105e-06,1.1174142482417437e-06,1.2015207218052382e-08
1876,9.849563014086016e-06,1.4177904859025148e-06,9.67362345782874e-09
1877,9.836331400947529e-06,1.3810694170501847e-06,1.917292880015964e-08
1878,1.0681939954793052e-05,1.5605004684005053e-06,1.2682086159010453e-08
1879,8.900064699446375e-06,1.467459910031721e-06,1.3440515367335593e-08
1880,1.1099023481619952e-05,1.5678798668261607e-06,1.2835692508872398e-09
1881,1.2162842153884412e-05,1.9369625974263727e-06,2.0220271956805647e-08
1882,9.88990188943717e-06,1.4442185900520599e-06,3.4608001797664656e-08
1883,8.734590096537431e-06,1.4155319227882046e-06,2.4013487476270967e-08
1884,1.1316628558688535e-05,1.6174157337900397e-06,1.650424241717019e-08
1885,1.031301752618674e-05,1.6713533455003926e-06,5.801072233690974e-09
1886,8.60246723277669e-06,2.545246125862377e-06,5.1627709884982664e-09
1887,9.043866725733096e-06,1.4833716974749223e-06,1.109917147079642e-08
1888,7.5668895078706555e-06,1.6339764279393876e-06,1.9021844099853524e-08
1889,8.635864276129723e-06,1.6571286636235527e-06,8.144677710042458e-09
1890,8.30571872256769e-06,1.6890654102041935e-06,6.554386478008212e-09
1891,7.579584973882447e-06,1.7503608304991758e-06,1.4660705982549871e-08
1892,8.013666217721038e-06,1.827898174155962e-06,1.7551834652351772e-08
1893,9.755547296208533e-06,1.9509863804501038e-06,2.0322774796355247e-08
1894,7.733249105967843e-06,1.595549704802579e-06,7.561846926407156e-09
1895,7.829615697119152e-06,2.5470776279234997e-06,1.8055843042930064e-08
1896,8.195690895718144e-06,1.9660694228207376e-06,1.4152869765027276e-08
1897,7.106842588200379e-06,1.6926602910416477e-06,9.322741356676545e-09
1898,6.540492393014574e-06,1.8276486102308809e-06,9.053368055234046e-09
1899,6.95866839350856e-06,2.0247519501026545e-06,1.0502398950507086e-08
1900,8.085065303475858e-06,1.9123840111490154e-06,1.297763296825849e-08
1901,6.624890914963544e-06,1.8023683487911057e-06,5.029865079997364e-09
1902,6.494832689440955e-06,1.8280986537888566e-06,4.4192554615740676e-09
1903,6.772416384137614e-06,1.775592423314265e-06,1.566063834168574e-08
1904,6.416227449790313e-06,1.6521597743235361e-06,2.6873125946735854e-09
1905,6.988183628209299e-06,1.8805805694910305e-06,6.708986810544104e-09
1906,7.256386652443325e-06,1.5854376762547417e-06,9.773950537805831e-09
1907,6.721181904367768e-06,1.8596521584868242e-06,3.08570607954195e-09
1908,6.483524771283555e-06,1.6374570961374957e-06,1.2278472238946847e-08
1909,6.183655614222516e-06,1.4671123054199597e-06,1.1552065415365576e-08
1910,6.111036213951593e-06,1.588816019193473e-06,6.412980924075384e-09
1911,6.904249573835841e-06,1.6732576604283622e-06,1.0108710979395141e-08
1912,5.921548932974474e-06,1.4122741269773087e-06,6.251305417759312e-09
1913,6.846689814210549e-06,2.133392705161441e-06,4.242391771214216e-09
1914,7.797688340360764e-06,1.84763162636159e-06,4.68772043404897e-09
1915,7.564427050965605e-06,1.7211692764362851e-06,1.2958838224719216e-08
1916,6.048598038432829e-06,1.7173403286108169e-06,8.789969863087777e-09
1917,6.311177230600151e-06,1.6932159851990036e-06,1.7546279096336548e-08
1918,6.897568823660549e-06,2.0422776820794297e-06,1.1486376294556067e-08
1919,7.123191494429193e-06,1.444711411835442e-06,1.1049418047193171e-08
1920,6.844540422434875e-06,2.267126134825048e-06,1.2872793941909322e-08
1921,6.313399381951967e-06,2.112039279467126e-06,1.6660044788174844e-08
1922,6.376749638548063e-06,1.9153121257886596e-06,5.164554783831932e-09
1923,6.369568779973633e-06,1.846113434567087e-06,2.3355086309351236e-08
1924,6.501246360812729e-06,1.866707282971447e-06,1.0313299547703991e-08
1925,7.049831879157864e-06,2.4173995498699696e-06,1.2097995494286806e-08
1926,6.200596885719278e-06,2.031941049196462e-06,1.8948435376309192e-08
1927,7.1054009822546504e-06,2.332417825101629e-06,1.0034302500017134e-08
1928,7.457777144281863e-06,2.1846590883001227e-06,1.2568645457733396e-08
1929,7.118719736354251e-06,2.498793172378555e-06,3.119313873867213e-08
1930,7.584651939396281e-06,2.346505034722668e-06,1.155396367469308e-08
1931,6.884273204832425e-06,2.611826730003486e-06,2.2810713318222042e-09
1932,7.63660528946275e-06,2.3004066846965543e-06,3.287861094491973e-09
1933,8.541054626221012e-06,2.6141639288823626e-06,3.785318525295622e-08
