year,les_DET îles_NOUN,les_DET iles_NOUN,les_DET gilles_NOUN
1934,7.985723186720861e-06,2.681477646149233e-06,5.990790086229936e-09
1935,8.864908465966437e-06,2.1554879943153082e-06,7.180970484910176e-09
1936,7.377888891824114e-06,2.5461900463596976e-06,2.3036958562983045e-08
1937,6.547381673271957e-06,2.4439360082340045e-06,3.2736907185082487e-08
1938,7.063448833832808e-06,2.0614691251807926e-06,1.9447822019458272e-08
1939,6.816558311584231e-06,2.529635974468647e-06,3.6705720241059225e-08
1940,6.6158574441033124e-06,2.2035953612942194e-06,7.607348750937604e-09
1941,7.665052066840872e-06,2.703576443607858e-06,8.854507793643052e-09
1942,7.691726864322845e-06,2.2180087917433866e-06,1.517105863158008e-08
1943,7.0258292623748275e-06,2.334201090192778e-06,2.9032352077962287e-09
1944,7.727712699079348e-06,2.45808745980014e-06,3.2131861615880553e-09
1945,8.88611799609862e-06,2.3658553374161784e-06,1.5249527862692958e-08
1946,7.005099888601762e-06,1.9865415694653166e-06,5.568441707737293e-09
1947,6.340711138363986e-06,1.9216444631098284e-06,1.0728783639279982e-08
1948,6.252422537045277e-06,1.8503953622683866e-06,3.0441285714388755e-08
1949,7.409877923691965e-06,2.1518881965221226e-06,1.8652315247891238e-08
1950,6.8736342768715986e-06,1.888840227337596e-06,2.552486777496199e-08
1951,6.929911222641749e-06,2.317788766248441e-06,7.462981344019681e-09
1952,7.063964289955038e-06,2.4105421836395635e-06,1.4762725375483399e-08
1953,7.455488628238527e-06,2.4865993122347163e-06,1.292859275192626e-08
1954,6.804616930367047e-06,2.37765803312584e-06,1.172704333640695e-08
1955,8.162662993527192e-06,2.7011778769292505e-06,1.8771215692936494e-09
1956,6.77109426305833e-06,2.7724508413484727e-06,6.104799332717903e-09
1957,6.6033072414484195e-06,2.2962263415138295e-06,3.534015080575159e-09
1958,7.13398259222231e-06,2.1971078290050627e-06,1.1581141046157484e-08
1959,7.2539247639724636e-06,2.8421992599447776e-06,1.0386002280426965e-07
1960,6.041887729679729e-06,1.7807303667183305e-06,1.7302083821224556e-08
1961,6.492360171250766e-06,1.5862647231301708e-06,1.5285950394350323e-08
1962,6.622270802836283e-06,1.8315570571303397e-06,3.678334759005253e-08
1963,6.2875902244741155e-06,1.7988560081505511e-06,1.7458343659626507e-08
1964,6.487335440397146e-06,1.6688325654712344e-06,1.3384730102039555e-08
1965,5.23127346241381e-06,1.492226211041725e-06,4.3776345326485e-09
1966,7.0102530003168795e-06,1.8622368980203419e-06,1.218596445973219e-08
1967,5.768492769675504e-06,1.6122197763479562e-06,1.429797347185513e-08
1968,5.9717864360209205e-06,1.6142148560049918e-06,1.661823809118168e-08
1969,6.185419891835409e-06,1.5914319710930158e-06,9.083515356556049e-09
1970,6.289216145205501e-06,2.390417272124523e-06,1.6555410486951416e-08
1971,5.390179069308942e-06,1.4228222795509282e-06,1.2845993269117173e-08
1972,7.155528862767824e-06,1.7734917676648365e-06,1.692948464748767e-08
1973,6.089333652425921e-06,1.7950991342274847e-06,1.2680368977058265e-08
1974,7.196231308626011e-06,2.2485410759998103e-06,4.106667300662892e-08
1975,6.230653838201761e-06,2.3588412840780393e-06,1.4278700000147637e-08
1976,6.379724254657049e-06,1.9465986120792422e-06,1.0855701060297207e-08
1977,5.735151262342697e-06,2.1156414824474723e-06,1.3516598007523584e-08
1978,6.358214960755504e-06,2.0904941155919232e-06,7.722768868845264e-09
1979,5.6149684724005056e-06,1.8223044691012547e-06,1.7555920273082393e-08
1980,7.190578799054492e-06,1.7322653960150092e-06,2.1603572486483813e-08
1981,6.10099237974282e-06,1.5586153896407495e-06,9.488324237416634e-09
1982,8.34536615457182e-06,1.7474118791938054e-06,9.311253323929236e-09
1983,7.239246997414739e-06,1.756289368159969e-06,5.683784221055532e-09
1984,7.372859386123309e-06,1.9560055370959617e-06,1.681712447076933e-08
1985,7.11640501549482e-06,1.7270666656798994e-06,2.0452897375733414e-08
1986,7.440355318522052e-06,1.4476682608233205e-06,1.1988970982645952e-08
1987,7.680074702420825e-06,2.0740112187667137e-06,1.649920516877401e-08
1988,8.06176677770054e-06,1.6898288262012784e-06,8.754968472413083e-08
1989,7.305788074063457e-06,1.5086848108580853e-06,2.1403676941922356e-08
1990,8.242174374117894e-06,1.4101108494202208e-06,1.4166492257050578e-08
1991,7.345588358020905e-06,1.4208191743136922e-06,1.4653663005237405e-08
1992,8.569616227305232e-06,1.2920819063566569e-06,4.297756472926295e-08
1993,7.40038109370289e-06,1.2601697090275366e-06,7.754890618549837e-09
1994,7.755197032111028e-06,1.0776674841395106e-06,2.3209677457725064e-08
1995,8.487762556796952e-06,1.1322077622111237e-06,3.1992460569618686e-08
1996,9.453227278299892e-06,1.1823874501715181e-06,1.6014276571496566e-08
1997,8.799111185453512e-06,9.719250932960222e-07,1.3905194329311144e-08
1998,8.028099330203986e-06,9.016532427352786e-07,1.811889094316399e-08
1999,8.794894995389768e-06,8.496003705005251e-07,1.8280804536807693e-08
2000,1.0068251697248343e-05,9.326464471826057e-07,1.4579503826439577e-08
2001,9.564623610458511e-06,7.123850407353416e-07,1.6648605105640257e-08
2002,9.062995161457366e-06,7.43493268728912e-07,2.4096718120869554e-08
2003,8.540108922261425e-06,6.612906808811658e-07,1.3334153226018941e-08
2004,8.676557399667217e-06,6.541115062930203e-07,1.2773894386697293e-08
2005,8.42921781440964e-06,6.593489283446274e-07,1.801499815989871e-08
2006,8.318961079112341e-06,6.032708732561787e-07,1.4412614324221806e-08
2007,8.00094215946956e-06,5.628221622089313e-07,2.716246083611651e-08
2008,8.855048633904516e-06,5.63685008447834e-07,1.7881246705542253e-08
2009,8.83832160525344e-06,6.122359277327405e-07,1.2397300741540107e-08
2010,7.776780478252476e-06,3.3113789443817154e-07,1.0392344707010892e-08
2011,9.286133320074441e-06,3.1165371416896903e-07,2.7914995426314704e-08
2012,9.980247966723255e-06,2.927657314355514e-07,9.872333117666443e-09
2013,7.5646650543603755e-06,2.4432734746504536e-07,9.76193764712363e-09
2014,7.616736809268332e-06,2.802086127573489e-07,8.22869179739616e-09
2015,8.475297931909154e-06,2.3828186002106122e-07,1.9062548456405537e-08
2016,8.348536255198269e-06,2.839807158316887e-07,1.5120782792532594e-08
2017,7.123959790078516e-06,1.8841928817181497e-07,3.345763160966797e-08
2018,7.720908911323932e-06,1.6056722529356193e-07,1.3423626932240751e-08
2019,7.993519943738647e-06,1.6938559088686134e-07,1.5050827861795568e-08
