year,autres_ADJ oies_NOUN,autres_ADJ joies_NOUN
1882,6.655385131892899e-10,3.8601232432711186e-08
1883,2.5277355764075082e-09,4.9922778799782463e-08
1884,1.9805090900604227e-09,3.498899303622238e-08
1885,1.2891271383708158e-09,5.1565084646654213e-08
1886,5.808117542471791e-09,3.484870347847391e-08
1887,3.9173548849191775e-09,4.113222473733913e-08
1888,3.804368819970705e-09,3.61415040117663e-08
1889,1.2530273485467092e-09,4.385595886446936e-08
1890,2.6217545912032847e-09,5.89894781910516e-08
1891,2.549687905251119e-09,4.971891698346553e-08
1892,9.402768341715273e-09,5.4536059224119526e-08
1893,1.539604183031784e-08,6.466337509891673e-08
1894,1.8904617871129403e-09,5.293292915098391e-08
1895,4.213030146971164e-09,4.33340261452031e-08
1896,1.5332275227208925e-08,5.307326134129653e-08
1897,1.1653427112179315e-09,4.3700350005337896e-08
1898,5.6583546736987955e-09,5.714938566825367e-08
1899,5.527578395003729e-10,3.979856444402685e-08
1900,1.1939421895590385e-08,4.5162163786471865e-08
1901,1.676621730339889e-09,4.750427962108006e-08
1902,9.820567692386817e-10,5.450415230257022e-08
1903,1.6200660812870638e-09,3.564145245604777e-08
1904,4.837162670412454e-09,5.159640181773284e-08
1905,5.160759042333041e-10,4.954328858275403e-08
1906,0.0,5.452835694086389e-08
1907,1.028568674676933e-09,3.857132568896304e-08
1908,1.4734167219643268e-09,7.416197433940397e-08
1909,2.7504918342913243e-09,6.821219500352527e-08
1910,2.137660271017694e-09,5.50447509795049e-08
1911,4.788336838146279e-09,5.3735778493546604e-08
1912,5.2094213387476884e-09,5.83455168623459e-08
1913,6.3635876568213234e-09,5.88631863251976e-08
1914,7.366418253162976e-09,5.2904276515164383e-08
1915,1.1780761921542648e-09,5.419150639340842e-08
1916,3.2962386153911893e-09,6.262853702310167e-08
1917,0.0,6.68951898319392e-08
1918,0.0,5.283732917860107e-08
1919,1.8415696745321952e-09,9.299926517769563e-08
1920,0.0,6.209229752585088e-08
1921,0.0,6.966927657003907e-08
1922,0.0,7.156597092716765e-08
1923,1.0615948120573648e-09,6.688047449188161e-08
1924,0.0,6.187979550986711e-08
1925,2.1996355847875293e-09,7.588742789721437e-08
1926,3.343841648018042e-09,6.35329868714507e-08
1927,5.574612549352764e-09,8.696395070728613e-08
1928,4.5704163786908225e-09,4.34189573184085e-08
1929,1.1140406375176326e-09,3.8991423423340166e-08
1930,3.1510811737689437e-09,5.7769820926978355e-08
1931,3.4216069977333063e-09,3.763767608688795e-08
1932,1.0959536611565568e-09,4.603005265835236e-08
1933,5.735331098932761e-09,4.473558234963093e-08
1934,0.0,7.188948103475923e-08
1935,3.590485242455088e-09,7.180970840181544e-08
1936,3.6374143697059935e-09,5.456121598967911e-08
1937,0.0,4.0291578073947676e-08
1938,1.2965214457594243e-09,6.352954784460962e-08
1939,3.058810094103137e-09,5.352917753498332e-08
1940,0.0,3.0429394115571995e-08
1941,3.836953510472085e-08,5.60785480274717e-08
1942,0.0,6.371844563091145e-08
1943,0.0,6.67744117777147e-08
1944,0.0,1.124615138792251e-07
1945,0.0,5.2284097051824574e-08
1946,4.1763312808029696e-09,6.821341003160342e-08
1947,1.1920870957027319e-09,1.001353169272079e-07
1948,2.174377566888097e-09,6.305695166020087e-08
1949,0.0,5.5956945743673714e-08
1950,2.1270722960764488e-09,5.7430952438153327e-08
1951,6.396841056854896e-09,2.4521224162299404e-08
1952,0.0,6.326882129314981e-08
1953,2.1547654771580937e-09,5.2791754967529414e-08
1954,5.86352189024808e-09,5.863521579385633e-08
1955,1.8771215692936494e-09,4.974372203037092e-08
1956,8.72114158667614e-10,5.930376190121933e-08
1957,3.5340151360863103e-09,4.4175187952077977e-08
1958,4.963346011965797e-09,4.053399393910695e-08
1959,5.425523585955716e-09,4.2629114460623896e-08
1960,3.460416619915918e-09,4.775375117560543e-08
1961,2.08444772553662e-09,6.600751589758147e-08
1962,6.341956404476434e-10,5.644341172228451e-08
1963,3.879631726988464e-09,4.9142006020019835e-08
1964,6.083968218106861e-09,4.4412967525886415e-08
1965,0.0,3.939871362490521e-08
1966,5.539074754423723e-10,4.652822838124848e-08
1967,4.930335584241163e-10,4.042875190179984e-08
1968,1.796566312384229e-09,6.108325578679796e-08
1969,9.99186730576973e-09,4.087582183842642e-08
1970,6.898087545614828e-09,5.0126104156333895e-08
1971,1.0276794970565106e-09,3.7510300643361916e-08
1972,8.721249833421041e-09,2.7189777540570503e-08
1973,3.859242647674677e-09,4.6310912438229934e-08
1974,3.375343005096454e-09,2.81278591529599e-08
1975,2.2845920710778955e-09,3.484002775167028e-08
1976,4.570821499072508e-09,2.742492810625663e-08
1977,6.464460078348111e-09,4.113747209544272e-08
1978,3.5643548113029055e-09,4.277225684745645e-08
1979,4.0963813452421505e-09,2.5163485517509798e-08
1980,5.116635559687666e-09,2.615169236719339e-08
1981,6.325549528618524e-10,2.213942273954217e-08
1982,8.069752865935698e-09,2.855450986771757e-08
1983,5.683784221055532e-09,3.726036368334462e-08
1984,2.319603453759811e-09,3.943325666000419e-08
1985,1.8046674155058895e-09,2.8273122509858695e-08
1986,4.795588481876223e-09,3.416856841909066e-08
1987,5.499735000746853e-09,3.116516467116526e-08
1988,1.7989661427186832e-09,2.278690480750356e-08
1989,2.7440609784434855e-09,3.0733485090195245e-08
1990,8.717841448735442e-09,2.0160008773473237e-08
1991,7.033758298025106e-09,2.6962739596569918e-08
1992,3.305966445044106e-09,3.0855687782604946e-08
1993,3.3235245111562506e-09,3.212740296021366e-08
1994,6.8574046441227665e-09,3.006708126918056e-08
1995,7.591431261388948e-09,2.331653803366862e-08
1996,2.135236876199542e-09,2.989331449043675e-08
1997,5.753873377756236e-09,2.7330898433319817e-08
1998,5.244942036242151e-09,2.7178336026167926e-08
1999,9.140402212892695e-09,2.970630674781205e-08
2000,4.4180314962005696e-09,1.7230322058026104e-08
2001,1.7524847129024579e-09,2.716351232834313e-08
2002,4.81934359086722e-09,3.4611648658255945e-08
2003,3.333538334260311e-09,2.5001536840818517e-08
2004,5.726228602398464e-09,3.479784993487556e-08
2005,6.3052495447024626e-09,1.8915748967174295e-08
2006,5.353256948836815e-09,3.253132874192488e-08
2007,2.7961355453243186e-09,2.3567428897308673e-08
2008,5.108927725316903e-09,3.278228533076799e-08
2009,2.860915504498962e-09,2.145686650578682e-08
2010,6.140930985942816e-09,2.8342757474320024e-08
2011,1.7207874236646603e-08,3.4415748473293206e-08
2012,1.0553183549255607e-08,4.9702091331482734e-08
2013,1.0319762933086452e-08,4.3231437985014054e-08
2014,7.57905826986871e-09,5.110450729262084e-08
2015,7.314698624583116e-09,3.79034403863443e-08
2016,1.2428039930512114e-08,5.4890509915139774e-08
2017,5.7859059765519305e-09,3.823729244345486e-08
2018,4.904786798931582e-09,4.4917520369835984e-08
2019,6.377469219387422e-09,3.035675533169524e-08
