year,cents_ADJ ans_NOUN,cents_ADJ gens_NOUN
1928,3.1307354220189154e-07,2.2852082448565625e-09
1929,3.007909583629953e-07,5.570202965543558e-09
1930,2.3423035599989817e-07,3.1510811737689437e-09
1931,2.9767980436190555e-07,1.1405356659111021e-09
1932,3.1782656151335686e-07,2.1919073223131136e-09
1933,2.9020776537436177e-07,1.1470662197865522e-09
1934,2.7797267421192373e-07,3.5944740517379614e-09
1935,3.027975878922007e-07,1.4361940969820353e-08
1936,2.1581992371011438e-07,0.0
1937,2.3545391059087706e-07,1.1332006444320086e-08
1938,2.593043006982043e-07,2.5930428915188486e-09
1939,2.6305767164558347e-07,1.2235240376412548e-08
1940,2.637214322476211e-07,1.0143131667916805e-08
1941,1.534781404188834e-07,2.9515025978810172e-09
1942,2.912843228841666e-07,0.0
1943,3.483882267119043e-07,8.709705845433291e-09
1944,2.538417049890995e-07,3.2131861615880553e-09
1945,3.1152606538853433e-07,0.0
1946,2.770299829535361e-07,1.3921104269343232e-09
1947,4.053096063216799e-07,4.7683483828109274e-09
1948,2.968025398786267e-07,1.0871887834440486e-09
1949,2.1793758264720964e-07,0.0
1950,2.520580721920851e-07,1.0635361480382244e-09
1951,2.8785785843865597e-07,0.0
1952,2.836552255303104e-07,2.1089607837865287e-09
1953,3.0382193472178187e-07,0.0
1954,2.8828981157857925e-07,0.0
1955,3.1535643074676045e-07,1.8771215692936494e-09
1956,2.703554002891906e-07,8.72114158667614e-10
1957,2.6328413582632493e-07,6.184526224473075e-09
1958,2.539578645155416e-07,8.272243445794913e-10
1959,2.4724886316107586e-07,2.325224457422337e-09
1960,2.3669250026614463e-07,2.7683333403416555e-09
1961,3.5018723565372056e-07,6.948159270159238e-10
1962,2.860222423350933e-07,0.0
1963,2.5928872560143645e-07,3.2330267352165265e-09
1964,3.3157627399305056e-07,6.083968329129164e-10
1965,2.610164813177107e-07,1.6416130677043839e-09
1966,2.5645917389738315e-07,2.769537488234164e-09
1967,2.67224180561243e-07,0.0
1968,3.0811114015705243e-07,2.245707841908029e-09
1969,2.3662558135129075e-07,1.3625273131978588e-09
1970,2.621273154090886e-07,3.6789800095249348e-09
1971,2.584613980616268e-07,5.138397263237948e-09
1972,2.554813249844301e-07,3.5911027485013847e-09
1973,2.4919680186030746e-07,0.0
1974,1.9239455184560939e-07,2.2502286700643026e-09
1975,1.9590376609812665e-07,5.711480177694739e-10
1976,2.0168749870208558e-07,3.9994687561772935e-09
1977,2.391850273397722e-07,5.876781727920388e-09
1978,2.607919498132105e-07,6.534650598410963e-09
1979,2.5573123707545165e-07,2.3407893401383717e-09
1980,2.421874114588718e-07,3.411090521154847e-09
1981,2.4543132326471095e-07,4.427884725544118e-09
1982,3.128581056444091e-07,3.1037510339615437e-09
1983,2.848207429906324e-07,6.315316047889041e-10
1984,2.6443478873261483e-07,4.059305780401701e-09
1985,3.031841231404542e-07,1.8046674155058895e-09
1986,2.5656396474005305e-07,5.395036861699509e-09
1987,2.340442790682573e-07,6.110816852533674e-10
1988,2.5065594400075497e-07,0.0
1989,2.9361453357523715e-07,3.841685636274406e-09
1990,3.2691906426407513e-07,5.44865097484859e-10
1991,3.4641260526768747e-07,1.1722930404189924e-09
1992,3.4106554380741727e-07,2.2039776670368383e-09
1993,3.0576424592254625e-07,4.985286850001103e-09
1994,3.2599047017356497e-07,1.0549853213248639e-09
1995,3.188401080933545e-07,1.0844901643380922e-09
1996,3.8434262705777655e-07,4.804283193493575e-09
1997,3.2461434784636367e-07,1.917957792585412e-09
1998,3.6333145203570894e-07,4.768129224785866e-10
1999,3.6333099728835805e-07,1.3710603763428253e-09
2000,3.697892339005193e-07,3.092622158362701e-09
2001,3.198284730387968e-07,1.3143635069212678e-09
2002,3.6013639714838064e-07,2.6287327870022636e-09
2003,2.9668490242329426e-07,1.2500769308587678e-09
2004,3.41371332979179e-07,8.809582507929292e-10
2005,3.3823158673840226e-07,4.954124666056714e-09
2006,3.3766696105885785e-07,2.8825228870488218e-09
2007,3.702882338529889e-07,2.3966877371606188e-09
2008,3.68694287544713e-07,1.2772318758180745e-09
2009,3.809785766861751e-07,4.76819250749827e-10
2010,3.920748099517368e-07,2.8342759250676863e-09
2011,4.38609589537009e-07,3.823971805871906e-09
2012,4.728507008167071e-07,4.085103366691101e-09
2013,4.434708955614042e-07,1.3945624655065103e-09
2014,4.783468625646492e-07,4.980523993225461e-09
2015,5.067091137789248e-07,4.43315073539452e-09
2016,5.182492941457895e-07,2.6927420293532123e-09
2017,4.7041930884006433e-07,1.509366853724714e-09
2018,4.822179562324891e-07,2.8396134332808742e-09
2019,4.821366701435181e-07,3.3162841361900064e-09
