year,deux_DET ans_NOUN,deux_DET gens_NOUN
1800,2.2854931899018993e-05,2.829747991484055e-08
1801,2.3223673565553327e-05,1.2858386355674156e-07
1802,2.085667028950411e-05,6.265952379180817e-08
1803,2.4190056933548476e-05,8.191424916148549e-08
1804,2.3707521563665068e-05,8.404292906050159e-08
1805,2.2211403233995952e-05,1.4498676392804555e-07
1806,2.2747895627617254e-05,0.0
1807,2.258774270558206e-05,1.1387820464392462e-08
1808,2.4518920781702036e-05,9.744118045773575e-08
1809,2.840279148585978e-05,9.2620252800657e-08
1810,2.6696166401052324e-05,1.2168658791722464e-07
1811,3.280509974956658e-05,6.518399686683551e-08
1812,2.6082628437507083e-05,6.668020802180763e-08
1813,3.1233429126587e-05,4.026038169513413e-08
1814,2.4880776663849247e-05,5.664018942752591e-08
1815,2.3681622224103194e-05,3.236668177919455e-08
1816,2.473346808073984e-05,3.9399267848239106e-08
1817,2.219478722054191e-05,5.1376821907922476e-08
1818,3.026667786798498e-05,5.364529775953031e-08
1819,2.980895442306064e-05,4.7614829412623294e-08
1820,2.7404452112023137e-05,6.526564888531539e-08
1821,2.7602306658991438e-05,7.297501347647284e-08
1822,2.485450363565178e-05,6.616906489398389e-08
1823,2.552006230871484e-05,2.668325471688604e-08
1824,2.455596381878422e-05,4.6316121604661475e-08
1825,2.67033868794897e-05,3.698286188402733e-08
1826,2.652524437962711e-05,7.48678701256722e-08
1827,2.612636023968662e-05,5.622536392024813e-08
1828,2.5398102252438548e-05,9.814362300630819e-08
1829,2.4340104346265434e-05,7.201467866480016e-08
1830,2.482610079823644e-05,5.5315229730013016e-08
1831,2.5248398742405698e-05,2.9623292041591753e-08
1832,2.9634691827595816e-05,9.470978312720035e-08
1833,2.7282920427751378e-05,5.444305539725747e-08
1834,2.739498177106725e-05,3.733812281581095e-08
1835,2.686635718873731e-05,4.235329242874286e-08
1836,2.6696162990447192e-05,3.830827632889111e-08
1837,2.8485605525929714e-05,3.339787546519091e-08
1838,2.7173224907528493e-05,5.3653377296569715e-08
1839,2.7301010732116993e-05,2.3771015378315496e-08
1840,2.7588395710154145e-05,4.076600673696973e-08
1841,2.8096961841583834e-05,2.3113974734201292e-08
1842,2.8579222544067306e-05,2.2137275124123335e-08
1843,2.9381567173913936e-05,5.43435814126525e-08
1844,2.8093749506297172e-05,3.84199286829201e-08
1845,2.7340885026205797e-05,1.1718478631905782e-08
1846,2.7226357588006067e-05,2.751615646445771e-08
1847,2.8703275120278704e-05,1.6179671824545494e-08
1848,2.6990914420821355e-05,2.815827571112095e-08
1849,2.7888368208550673e-05,2.6814127807028854e-08
1850,3.013160096543288e-05,3.6660580349234806e-08
1851,2.796025250972889e-05,1.3543820953643149e-08
1852,2.756174353635288e-05,3.125061653896921e-08
1853,2.838459215581679e-05,3.58315901394235e-08
1854,2.7388944317863206e-05,4.208488119106235e-08
1855,2.8526910000437056e-05,4.8823821430232783e-08
1856,2.7127954467687232e-05,4.4523826847608916e-08
1857,2.754928391368594e-05,5.5649203467567077e-08
1858,2.9581783110188553e-05,3.376636437124603e-08
1859,2.6821495794138173e-05,4.481112658716313e-08
1860,2.7797695111075882e-05,1.2358396972445007e-08
1861,2.742851677339786e-05,2.829578199525784e-08
1862,2.87727953036665e-05,6.776979710743092e-08
1863,2.9034730005150777e-05,3.995696618019906e-08
1864,2.896159435294976e-05,2.9247839705703882e-08
1865,2.775767245566385e-05,3.624270195068391e-08
1866,2.68596435262225e-05,2.578774882522339e-08
1867,2.9428904326778138e-05,3.0572714138088486e-08
1868,2.9551809120675898e-05,2.8157282727647726e-08
1869,2.830145899679337e-05,5.567211946999606e-08
1870,3.1369834005090524e-05,3.2110673231500186e-08
1871,2.669208049610461e-05,1.593176635061866e-08
1872,2.914938397680089e-05,1.0885210843802895e-08
1873,2.9397268122011155e-05,3.831042894031356e-08
1874,2.866796694434015e-05,4.4809568666703825e-08
1875,3.0118691029201727e-05,2.574687130163511e-08
1876,2.98455477150128e-05,4.171750189740919e-08
1877,3.3209986895599286e-05,6.43220854357196e-08
1878,2.9792636951242457e-05,4.4689256295527e-08
1879,3.0991385528977844e-05,4.2765276209166814e-08
1880,3.225737805223616e-05,5.0700986520269e-08
1881,3.171235971421993e-05,4.532130026824177e-08
1882,3.1965148309609503e-05,1.7304001787010748e-08
1883,3.178627571287507e-05,4.107570461542309e-08
1884,3.18584695833124e-05,5.41339142401398e-08
1885,3.1833060688768455e-05,4.769770400869788e-08
1886,3.253578302064852e-05,2.7749893938278092e-08
1887,3.179912778250582e-05,3.3297517243457975e-08
1888,3.195225986019068e-05,3.1069012029760756e-08
1889,3.074615801779146e-05,2.7566601890072207e-08
1890,3.231377991141926e-05,2.949473953961501e-08
1891,3.154346518385864e-05,3.8882741248968955e-08
1892,3.065239866373304e-05,3.949162685756846e-08
1893,3.1418393291460234e-05,2.894455741753177e-08
1894,3.152282101837045e-05,2.6466464575491955e-08
1895,3.274788468843326e-05,2.5880042109349688e-08
1896,3.278040458098985e-05,1.1794058063507862e-08
1897,3.210926990959706e-05,3.262959613614669e-08
1898,3.32315192963506e-05,2.3765091228256097e-08
1899,3.468334239187243e-05,2.1557555740514545e-08
1900,3.3337982358716545e-05,1.9206896184620348e-08
1901,3.3795664421631955e-05,2.123720777014171e-08
1902,3.1959074135556875e-05,2.0623192487079223e-08
1903,3.471207753591443e-05,9.1803746826713e-09
1904,3.506029383970599e-05,7.524475265086039e-09
1905,3.591010840864328e-05,1.7546581076999246e-08
1906,3.436212386986881e-05,1.7490227044447693e-08
1907,3.316722597901389e-05,1.2342823985100893e-08
1908,3.454523653090291e-05,2.3083529532286207e-08
1909,3.37133274115331e-05,2.4204328319399337e-08
1910,3.3754188734747004e-05,1.6566866989364826e-08
1911,3.3795017770898994e-05,1.0640748726586935e-08
1912,3.3738815545802936e-05,1.2502610835518624e-08
1913,3.5336472137714736e-05,1.6969567750990677e-08
1914,3.413932836338063e-05,8.036092680185902e-09
1915,2.880278543671011e-05,2.3561524287174507e-08
1916,3.375677863459714e-05,8.789969641043172e-09
1917,3.629228478985169e-05,1.4256351654751143e-08
1918,3.277867313045135e-05,1.9526840588923733e-08
1919,3.135364443096478e-05,1.1970202606903513e-08
1920,3.053881027881289e-05,7.572231730534895e-09
1921,3.2526465020055184e-05,1.060184651180407e-08
1922,3.241569652345788e-05,1.8444838267850372e-08
1923,3.0924257202968874e-05,1.8047112249064412e-08
1924,3.166698650147737e-05,2.578324886925998e-09
1925,3.0753105420444626e-05,1.3197813952814386e-08
1926,3.0308580107885064e-05,2.0063049221974438e-08
1927,3.102717823821877e-05,1.2264147142282411e-08
1928,3.161014262786921e-05,1.4853853147478446e-08
1929,3.247651284254971e-05,1.7824650200282122e-08
1930,3.192990504885529e-05,2.3107928015519974e-08
1931,3.186314438607951e-05,3.4216069977333063e-09
1932,3.183416583851795e-05,7.6716757391182e-09
1933,3.212588285350648e-05,6.882397318719313e-09
1934,3.025828209501924e-05,1.1981580172459871e-08
1935,3.052989586649346e-05,8.377798899061872e-09
1936,2.985468540828151e-05,9.699771652549316e-09
1937,3.0250160534706083e-05,1.3850230073941816e-08
1938,2.9403809890027333e-05,2.3337385357535823e-08
1939,2.8419404770829715e-05,1.3764645423464117e-08
1940,2.8238477625563974e-05,1.0143131667916805e-08
1941,2.830786206686753e-05,8.854508237732261e-09
1942,2.9547154781539575e-05,6.068423541449874e-09
1943,2.72352497177053e-05,2.322588166236983e-08
