year,deux_DET ans_NOUN,deux_DET gens_NOUN
1944,2.6357765818829648e-05,3.2131861615880553e-09
1945,3.167109116475331e-05,1.742803235060819e-08
1946,2.8896035473735537e-05,9.744772988540262e-09
1947,3.090605014222092e-05,1.549713202209091e-08
1948,2.8923570425831713e-05,2.174377655705939e-08
1949,3.0817552215012256e-05,6.8719057111366055e-09
1950,2.9563114708253124e-05,8.5082894063504e-09
1951,2.901074094552314e-05,1.9190522948520083e-08
1952,2.819891517447104e-05,1.2653764258629963e-08
1953,2.8738107403114554e-05,1.939288951646745e-08
1954,2.967430668832094e-05,2.1499578783945594e-08
1955,3.0218841402529506e-05,1.0324168187025862e-08
1956,2.8564355375237938e-05,2.52913103793162e-08
1957,2.7685474378813524e-05,1.3252556385623393e-08
1958,2.8815533710258023e-05,1.2408365002158916e-08
1959,3.0154283535921422e-05,1.0851047171911432e-08
1960,2.7950478170168935e-05,1.4533749814749086e-08
1961,2.8317917212916655e-05,2.0844477421899654e-08
1962,2.8539438403640816e-05,7.610347740882872e-09
1963,2.8809499553972273e-05,2.909724017285953e-08
1964,2.898706770793069e-05,1.8251904654320583e-08
1965,2.7918912564928178e-05,2.134096988015699e-08
1966,2.7853237270392128e-05,1.9940669782059217e-08
1967,2.82567400518019e-05,2.5637744816009445e-08
1968,2.878683199014631e-05,1.3025106326836067e-08
1969,2.9208952128101373e-05,1.816703096291228e-08
1970,2.94916239909071e-05,1.4256047897731605e-08
1971,2.9077164299451397e-05,2.1067429134546956e-08
1972,2.9384454819592065e-05,2.1546616935097518e-08
1973,2.9168707897042623e-05,7.718485517393958e-09
1974,3.0379213058040477e-05,9.563471847773286e-09
1975,3.079972702835221e-05,1.8276736124533954e-08
1976,3.0367395879693504e-05,1.1998406601598788e-08
1977,2.945560663647484e-05,1.586731068758951e-08
1978,2.9466521709764493e-05,1.485147826940647e-08
1979,2.8042656367688323e-05,9.36315702748658e-09
1980,2.771567733361735e-05,1.534990734519681e-08
1981,2.9305006364666042e-05,1.3283654287654656e-08
1982,2.9563850603153696e-05,1.1794254461960918e-08
1983,3.001859249707195e-05,5.683784443100137e-09
1984,3.0197757041605655e-05,1.2757818468323023e-08
1985,2.9871455808461178e-05,9.624892882698077e-09
1986,3.0494546535919653e-05,1.4386764723983703e-08
1987,2.9938114721517195e-05,1.5277041853778428e-08
1988,3.1518486593995476e-05,1.7989661205142227e-08
1989,3.1872269119048724e-05,1.042743191792539e-08
1990,3.098811225754616e-05,8.172976073694826e-09
1991,3.103704398199625e-05,1.4067516262983304e-08
1992,3.092235738222371e-05,1.2121876835635703e-08
1993,3.151255145894538e-05,7.20096987594232e-09
1994,3.140796889056219e-05,1.2132331583813993e-08
1995,3.1086910212252405e-05,1.572510655023507e-08
1996,3.155079343741818e-05,6.939519847648512e-09
1997,3.172781612192921e-05,7.67183128136395e-09
1998,3.189639960510249e-05,1.0966697439052098e-08
1999,3.065827991122205e-05,1.4624643718263997e-08
2000,3.055157048947876e-05,9.719668958574346e-09
2001,3.080167039115622e-05,1.1829272117402923e-08
2002,3.058968832192477e-05,9.200564976552528e-09
2003,3.0203524147509597e-05,1.8334460616387105e-08
2004,3.1639175404052367e-05,5.285749532513151e-09
2005,3.0624595638073515e-05,1.1709748837240852e-08
2006,3.0840113595331786e-05,3.7061008706373855e-09
2007,3.0767078897042666e-05,1.3980678170710803e-08
2008,3.1596162898495095e-05,1.3623807054718995e-08
2009,2.983982540172292e-05,1.0013204265746367e-08
2010,2.999041703333205e-05,1.4171379181249222e-08
2011,2.901056268456159e-05,7.265546803081335e-09
2012,2.9604743531308486e-05,1.0893608792805765e-08
2013,2.9754664637948736e-05,9.483025253942401e-09
2014,3.193771794940403e-05,1.1693403911827716e-08
2015,3.0203721735233557e-05,2.194409687295007e-08
2016,2.9458390372383292e-05,1.802065807687825e-08
2017,3.022280566256086e-05,7.043711613974324e-09
2018,2.9940882996015716e-05,8.776987137082415e-09
2019,2.963125416499679e-05,1.1224346341265345e-08
