year,des_DET oies_NOUN,des_DET joies_NOUN
1904,1.795124813241955e-07,6.067951634491919e-07
1905,2.1417150541935825e-07,6.481913161771047e-07
1906,2.1142598782830646e-07,7.088686500011931e-07
1907,2.0571374115263552e-07,6.454268599576096e-07
1908,2.3329098497448797e-07,7.096957375107849e-07
1909,2.06286882686868e-07,7.376818906834615e-07
1910,2.3353938516379458e-07,7.460434336969968e-07
1911,1.5961122912244718e-07,6.517458248644914e-07
1912,1.963951848926726e-07,6.886854855281399e-07
1913,2.0310450832283777e-07,6.050710996685638e-07
1914,2.05590032109626e-07,6.649866741703647e-07
1915,2.2265640298169131e-07,5.266000360215628e-07
1916,2.0326804528458808e-07,5.021269906535508e-07
1917,2.006855638336802e-07,5.614809515108732e-07
1918,1.780388352301543e-07,6.076293228574059e-07
1919,1.556126307811212e-07,7.467564948626659e-07
1920,2.0672191913817528e-07,6.746858445261239e-07
1921,1.8098865894877747e-07,6.217225578808439e-07
1922,1.9403969986342418e-07,6.972148760553409e-07
1923,1.7940952901085438e-07,8.004424998375725e-07
1924,1.753260949755031e-07,7.348226023218274e-07
1925,2.144644692947395e-07,7.951682841067509e-07
1926,1.905989606143521e-07,6.654244906201257e-07
1927,1.97341287533348e-07,9.621780883151132e-07
1928,1.999557204257485e-07,8.969442513162562e-07
1929,1.7267630436634818e-07,7.330387155057849e-07
1930,1.2709360419638216e-07,6.522737532321798e-07
1931,1.6081552534075172e-07,6.250135591301387e-07
1932,1.3699420930990414e-07,6.268854919611044e-07
1933,1.9156006159093408e-07,5.242092364632356e-07
1934,1.833181748622792e-07,7.260837815437071e-07
1935,1.555876947278989e-07,6.235476233129589e-07
1936,1.4549657834095342e-07,6.341225651240734e-07
1937,1.4353875066319688e-07,4.998674025813443e-07
1938,1.8669909152002617e-07,5.976963981524364e-07
1939,1.6058752638770102e-07,5.291741471680211e-07
1940,1.5721854085271048e-07,4.1840419218175384e-07
1941,3.099077856560939e-07,5.283189787874676e-07
1942,1.9115534288793867e-07,6.189791768029806e-07
1943,2.5548469428926524e-07,8.216155720219831e-07
1944,1.8636479559575037e-07,6.876218208162754e-07
1945,1.655663024457965e-07,7.42869882941477e-07
1946,1.8654280431462666e-07,6.918788733045744e-07
1947,1.5497132821451487e-07,6.80681708553621e-07
1948,1.5764236893645034e-07,6.80580196643632e-07
1949,1.4431001538195432e-07,5.311001523011782e-07
1950,1.8611882524055545e-07,5.019890467750088e-07
1951,1.7271470653668075e-07,6.226258708608157e-07
1952,1.4868173003890206e-07,4.681892824542899e-07
1953,2.090122475095768e-07,5.268401617186669e-07
1954,1.6515585476994943e-07,6.606234261852251e-07
1955,1.4735403697230254e-07,4.214137834246401e-07
1956,1.447709490065563e-07,6.287943019600561e-07
1957,1.6433170024754418e-07,4.258488175423736e-07
1958,1.5055483104653433e-07,4.682089840279957e-07
1959,1.8601795304107327e-07,4.89847266749166e-07
1960,1.6333167007775984e-07,5.024525009389436e-07
1961,1.8412622465602269e-07,5.093000536859904e-07
1962,1.3888884398127743e-07,5.010145773809427e-07
1963,1.5065903680167025e-07,5.612534330623475e-07
1964,1.8981980876020543e-07,5.481655582784128e-07
1965,1.4665075670494687e-07,5.034280095017607e-07
1966,1.5287846633071922e-07,4.946394032145918e-07
1967,1.0846737996672573e-07,4.422511143964414e-07
1968,1.4642015400134767e-07,5.784943484243854e-07
1969,1.8348700825399078e-07,4.6325929003998567e-07
1970,1.292241685324491e-07,4.5159478911926954e-07
1971,1.8755150177351965e-07,5.18978132468817e-07
1972,1.2671462146229828e-07,4.406796136890989e-07
1973,1.2735500609650785e-07,3.969506736645201e-07
1974,1.3895161798949118e-07,3.2234525582097717e-07
1975,1.1537190047761214e-07,3.2155632245789434e-07
1976,1.3826734579502897e-07,3.2852780851300167e-07
1977,1.53384004442092e-07,3.361519249622802e-07
1978,1.5207913484083235e-07,3.7544536368727677e-07
1979,1.3576577662099965e-07,3.7920787043788096e-07
1980,1.3928618591840802e-07,3.7180886280907544e-07
1981,1.448550888683009e-07,3.441098952450261e-07
1982,1.4463480058068967e-07,3.550691447529175e-07
1983,1.0925496984892646e-07,3.827081611618155e-07
1984,1.6121243034961097e-07,3.1894545937660723e-07
1985,1.3354538586085596e-07,3.140121327405154e-07
1986,1.1569356783702744e-07,3.7225754834224745e-07
1987,1.3504905882477658e-07,3.263176155954284e-07
1988,1.3132452536535055e-07,3.5079840099427884e-07
1989,1.388494883514113e-07,3.808756803280744e-07
1990,1.482033047395248e-07,3.443547464954122e-07
1991,1.6587946483070937e-07,3.346896546574385e-07
1992,1.6089037568889353e-07,3.768801692949353e-07
1993,1.5952916765371583e-07,3.6337201159142296e-07
1994,1.5455535029573753e-07,3.296829040877469e-07
1995,1.6538474323368746e-07,3.1612888395926575e-07
1996,1.4306086804083407e-07,3.1441362313699983e-07
1997,1.246672529653381e-07,2.9296804271439214e-07
1998,1.5162651001432437e-07,3.5379520113565377e-07
1999,1.3710602941863215e-07,3.0300433717656006e-07
2000,1.3828438072405191e-07,3.12354819342886e-07
2001,1.5903799188698997e-07,3.51811313858974e-07
2002,1.8313505278921838e-07,3.474308769568779e-07
2003,1.6501014521441704e-07,3.708561271409394e-07
2004,1.4932242076159952e-07,3.131806569633966e-07
2005,1.5132599084921594e-07,3.2021659324144025e-07
2006,1.6512738998386567e-07,3.216072035350237e-07
2007,1.4340181364591587e-07,3.6269873149308296e-07
2008,1.8008970226190968e-07,3.870012781348464e-07
2009,1.8738996199196833e-07,3.566608119953685e-07
2010,1.9603741474583103e-07,4.071909547320729e-07
2011,2.661484601595987e-07,4.5772944012867356e-07
2012,2.6042533352033104e-07,5.191485268341012e-07
2013,2.8058596573954375e-07,4.931173105404696e-07
2014,2.6743247116822744e-07,6.624096631213661e-07
2015,3.189651867074872e-07,6.412552622236944e-07
2016,2.730026037733868e-07,6.479151686278328e-07
2017,2.098019905583115e-07,4.5054597563876086e-07
2018,2.689888269902241e-07,5.384939605335148e-07
2019,2.9361868286725823e-07,5.989719191745735e-07
