year,mes_DET oeufs_NOUN,mes_DET jeux_NOUN
1949,0.0,4.712163848008544e-08
1950,0.0,8.082874813908347e-08
1951,0.0,5.543928971452061e-08
1952,0.0,8.224946856927318e-08
1953,0.0,4.9559604642368527e-08
1954,9.772536113672459e-10,7.231676946162224e-08
1955,9.385607846468247e-10,5.819076864810313e-08
1956,0.0,5.1454734917300016e-08
1957,1.7670075402875796e-09,5.831124827437861e-08
1958,8.272243445794913e-10,6.452350104213522e-08
1959,1.5501495642666896e-09,6.045583467173543e-08
1960,0.0,6.574792010827224e-08
1961,0.0,6.670233143601934e-08
1962,1.2683912808952869e-09,8.498221443220544e-08
1963,1.2932106496776896e-09,5.108181988511262e-08
1964,6.083968329129164e-10,7.300761906137154e-08
1965,5.472043373977442e-10,4.8701185084709664e-08
1966,5.539074754423723e-10,7.366969745348229e-08
1967,4.930335584241163e-10,6.458739487680276e-08
1968,3.1439910674890825e-09,6.692209508774027e-08
1969,4.5417578031781147e-10,7.039724447821527e-08
1970,1.3796175313274261e-09,6.530189722298019e-08
1971,5.138397485282553e-10,8.426971698227703e-08
1972,9.747279428040656e-09,5.797065866230966e-08
1973,4.410563025913916e-09,7.167165283483712e-08
1974,7.875800456247362e-09,4.387945862216469e-08
1975,7.4249242310031605e-09,5.425905991174318e-08
1976,9.712995741040231e-09,7.027638115886248e-08
1977,5.876781838942691e-10,5.4654072045856594e-08
1978,1.2475242172627077e-08,5.999997310102145e-08
1979,4.681578680276743e-09,6.027532473140695e-08
1980,2.2740602734216964e-09,6.310517286500783e-08
1981,1.2651099057237047e-09,5.18695064677388e-08
1982,2.483000915987077e-09,5.648827161586212e-08
1983,5.052252838311233e-09,5.683784354282295e-08
1984,9.278413592994639e-09,7.248760969247314e-08
1985,6.015558051686298e-10,6.25618034044706e-08
1986,1.0790073723399018e-08,6.533989016510588e-08
1987,2.4443267410134695e-09,6.049708745070603e-08
1988,4.797243047249822e-09,6.476277952804921e-08
1989,2.7440609784434855e-09,5.982053119524267e-08
1990,1.089730194969718e-09,5.666596880615771e-08
1991,2.9307325455363298e-09,6.85791423649107e-08
1992,3.856960972825618e-09,6.06093855659573e-08
1993,1.2186256448387667e-08,6.924008966180395e-08
1994,3.6924485691258724e-09,5.8024191396111036e-08
1995,2.1689803286761844e-09,5.151328430486046e-08
1996,4.270473752399084e-09,7.153043446450624e-08
1997,4.794894259418925e-09,6.952597175757802e-08
1998,1.43043876743576e-09,5.8647991130200694e-08
1999,1.8280804647829996e-09,6.398281859887334e-08
2000,1.7672125984802278e-09,7.068850538249905e-08
2001,2.6287270138425356e-09,5.827011526071679e-08
2002,2.1906108038649563e-09,6.834705246205885e-08
2003,1.6667691671301554e-09,6.208715075395332e-08
2004,1.7619165015858584e-09,9.029821806949556e-08
2005,3.602999676388663e-09,7.02584926903782e-08
2006,3.706100981659688e-09,9.059357886087582e-08
2007,1.5977917877663117e-09,8.028903897283612e-08
2008,0.0,9.0257722185072e-08
2009,9.53638501499654e-10,8.010563434801554e-08
2010,0.0,1.0439582515120449e-07
2011,1.529588788962144e-09,1.1204237926332183e-07
2012,6.808505426114664e-10,1.160850169601435e-07
2013,3.0680376017500066e-09,1.3415690741647168e-07
2014,4.547434873103384e-09,1.6544000769336265e-07
2015,1.10828768384863e-09,1.2678810812349894e-07
2016,0.0,1.476865453264864e-07
2017,5.031222660711876e-10,1.338305291587183e-07
2018,1.5488800242380307e-09,1.5127395469605176e-07
2019,1.7856913725466939e-09,1.234678095318742e-07
