year,mes_DET oeufs_NOUN,mes_DET jeux_NOUN
1800,0.0,8.803660600520402e-08
1801,0.0,1.857322375897752e-07
1802,0.0,1.544109693440987e-07
1803,1.950339223455444e-09,1.3262306941541624e-07
1804,0.0,1.8538881896290604e-07
1805,8.528632911009026e-09,1.1087223361627707e-07
1806,0.0,1.9307183762862223e-07
1807,0.0,1.1672515976002273e-07
1808,0.0,1.1103762709296916e-07
1809,0.0,1.581321340538011e-07
1810,0.0,1.5444835987921124e-07
1811,2.5070767684098882e-09,1.2284675943163847e-07
1812,0.0,7.468182872116813e-08
1813,0.0,1.4378707646756084e-07
1814,0.0,8.181360611203559e-08
1815,0.0,2.6972235778188747e-08
1816,0.0,7.416332614695875e-08
1817,0.0,9.496927866337046e-08
1818,0.0,8.34482416500748e-08
1819,0.0,6.003608921112402e-08
1820,1.1866481131050932e-09,7.713212557547422e-08
1821,9.86148829262845e-10,9.171184034428848e-08
1822,4.010246357211145e-09,1.3334069137727056e-07
1823,2.9648061783404955e-09,9.09207182875349e-08
1824,5.052667617633233e-09,1.4736946685189878e-07
1825,8.805443041381977e-10,1.505730757855872e-07
1826,0.0,9.336463147047169e-08
1827,0.0,9.678136403401538e-08
1828,3.668920500743411e-09,8.346794289071369e-08
1829,0.0,8.058785572195859e-08
1830,0.0,8.140732177253085e-08
1831,0.0,8.107427174053328e-08
1832,0.0,1.0823975293838828e-07
1833,0.0,9.151066615586956e-08
1834,0.0,1.2601616883323175e-07
1835,1.5126175867408165e-09,8.092504089063368e-08
1836,6.720750067579218e-10,8.669767392888161e-08
1837,6.957890930081589e-10,5.5663128328831135e-08
1838,1.2624323808552163e-09,4.5447564378520156e-08
1839,6.9914751765765e-10,8.319855271388121e-08
1840,1.2739377330817092e-09,6.751869818799605e-08
1841,0.0,9.566617409362266e-08
1842,6.708265054555795e-10,4.695785538189057e-08
1843,5.906911071384968e-10,5.96598004332094e-08
1844,0.0,6.91558686982674e-08
1845,0.0,4.63158926766738e-08
1846,0.0,3.6883359255668324e-08
1847,5.393223645455691e-10,4.530307862182781e-08
1848,8.045221711050488e-10,4.585776280929821e-08
1849,4.1897072478036534e-09,7.792855671873156e-08
1850,0.0,4.752297222410107e-08
1851,6.449438760824933e-10,4.2566297153712185e-08
1852,0.0,5.989701823416738e-08
1853,0.0,5.852493178970519e-08
1854,0.0,6.390667484090784e-08
1855,0.0,8.066544410212373e-08
1856,0.0,8.852993271801779e-08
1857,4.881509085841174e-10,7.07818784695391e-08
1858,4.893676019968041e-10,7.291577586165943e-08
1859,0.0,5.0412515939513014e-08
1860,9.154367819341758e-10,7.735440599176968e-08
1861,4.715963730639317e-10,5.8006352610107115e-08
1862,9.035972525772706e-10,5.8282023041034137e-08
1863,0.0,5.4940827887151045e-08
1864,1.4384183844029508e-09,9.445614068681607e-08
1865,4.706844358715045e-10,6.024760701439646e-08
1866,0.0,5.011581427627476e-08
1867,0.0,4.949867715708933e-08
1868,4.93987406535723e-10,7.014621095091655e-08
1869,0.0,6.93459691891718e-08
1870,0.0,3.4977696738991426e-08
1871,1.0621177271019633e-09,2.761506068260644e-08
1872,6.047339295989218e-10,5.079765186266627e-08
1873,0.0,3.052862274088852e-08
1874,0.0,4.36146482263311e-08
1875,5.721527140956084e-10,3.7189927637459874e-08
1876,6.04601479992084e-10,6.166934896079113e-08
1877,6.184815992682502e-10,5.504486211282966e-08
1878,0.0,5.193616176013549e-08
1879,1.832797580370027e-09,7.453376982269333e-08
1880,0.0,5.519347689997289e-08
1881,0.0,4.8807553554297556e-08
1882,6.655385131892899e-10,7.121261935694179e-08
1883,6.319338941018771e-10,5.371438016599228e-08
1884,6.601696966868076e-10,4.2250861476134105e-08
1885,0.0,4.898683081400179e-08
1886,6.453463874400711e-10,4.517424856409491e-08
1887,1.3057849246322917e-09,2.8074376434705783e-08
1888,6.340614699951175e-10,2.916682828590922e-08
1889,0.0,3.257871100670329e-08
1890,1.9663159989136147e-09,4.7191583640859847e-08
1891,6.374220040683554e-10,2.868399096023211e-08
1892,0.0,4.889439497723913e-08
1893,0.0,3.448713337128595e-08
1894,0.0,3.843939100356408e-08
1895,0.0,4.5139607385280556e-08
1896,0.0,3.1254253685109035e-08
1897,0.0,4.8944392094796285e-08
1898,5.6583548957434e-10,2.9423445457865682e-08
1899,5.527578395003729e-10,3.6482017407024614e-08
1900,1.038210628578895e-09,2.8031687526741678e-08
1901,5.588738916095792e-10,2.291382916741469e-08
1902,2.455141867585553e-09,3.093478756488466e-08
1903,4.860198465905796e-09,4.806195974538241e-08
1904,0.0,3.278521276683932e-08
1905,0.0,6.141303343643045e-08
1906,1.0288369045596824e-09,4.526882219080264e-08
1907,5.142843373384665e-10,4.628559069352889e-08
1908,4.911389073214423e-10,5.795439106393019e-08
1909,0.0,6.271121327783291e-08
1910,5.344150677544235e-10,4.9700600857072175e-08
1911,0.0,4.362706951255291e-08
1912,1.0418842455450772e-09,3.281935262444691e-08
1913,1.060597942803554e-09,5.40904952495147e-08
1914,1.3393487430235496e-09,4.95559018265368e-08
1915,0.0,4.3588819442774707e-08
1916,0.0,8.570220222381408e-08
1917,0.0,3.3995915083018247e-08
1918,0.0,7.695872294988249e-08
1919,2.762354567309444e-09,4.6039242029838334e-08
1920,7.572231730534895e-10,7.042175331761769e-08
1921,0.0,7.724202633063726e-08
1922,7.377935484775833e-10,5.976127609441662e-08
1923,2.1231896241147297e-09,7.32500433642258e-08
1924,0.0,8.121723737986031e-08
1925,0.0,1.1218141349189636e-07
1926,0.0,6.130376117852165e-08
1927,1.1149224876660924e-09,6.243565842112275e-08
1928,0.0,9.026572322934356e-08
1929,1.1140406375176326e-09,7.575476224097599e-08
1930,1.0503603542488804e-09,4.621585625308455e-08
1931,0.0,5.018357018826691e-08
1932,0.0,5.370173117302812e-08
1933,1.1470662197865522e-09,5.161797900221643e-08
1934,0.0,6.230421512043449e-08
1935,0.0,5.266044844631779e-08
1936,1.2124714565686645e-09,4.243650186808168e-08
1937,0.0,3.651424385076041e-08
1938,0.0,5.834346583633021e-08
1939,0.0,2.141167065872196e-08
1940,0.0,6.593035806190528e-08
1941,2.9515025978810172e-09,8.559357667081713e-08
1942,0.0,7.585529360198962e-08
1943,0.0,7.83873519427658e-08
1944,0.0,7.390327994016843e-08
1945,0.0,7.842614424546923e-08
1946,0.0,1.0440828290825266e-07
1947,0.0,4.887556981358898e-08
1948,1.0871887834440486e-09,6.414413888933268e-08
