year,tes_DET oies_NOUN,tes_DET joies_NOUN
1964,6.083968329129164e-10,1.5818317322668918e-08
1965,1.6416130677043839e-09,1.4227312938874803e-08
1966,1.1078149508847446e-09,1.9940668782858495e-08
1967,1.9721342336964653e-09,2.0214376728056038e-08
1968,1.3474247273492779e-09,3.2338192984537883e-08
1969,9.083515606356229e-10,2.0892086172175084e-08
1970,9.197450023812337e-10,1.563566487394752e-08
1971,0.0,3.185806474181874e-08
1972,1.5390440033513642e-09,1.539044047760285e-08
1973,0.0,2.0398854161385316e-08
1974,0.0,1.5751600912494723e-08
1975,0.0,1.2565256835017635e-08
1976,5.713526873840635e-10,1.6569227712093237e-08
1977,1.7630346071939584e-09,1.0578207310096843e-08
1978,1.1881182704343018e-09,1.6039596317796168e-08
1979,5.851973350345929e-10,1.5800328379000916e-08
1980,5.685150683554241e-10,1.4212876431329846e-08
1981,0.0,1.7711538680131866e-08
1982,6.207502289967692e-10,1.1173503788874939e-08
1983,6.315316047889041e-10,1.9577479193344516e-08
1984,5.799008495621649e-10,1.3337719928507852e-08
1985,1.2031116103372597e-09,1.3835783185811579e-08
1986,5.994485463567401e-10,1.0790073723399018e-08
1987,6.110816852533674e-10,1.283271516827611e-08
1988,0.0,1.2592763276586538e-08
1989,1.0976244357863152e-09,1.8110802857407293e-08
1990,0.0,2.1249739357021014e-08
1991,0.0,1.523980985851381e-08
1992,2.7549720282848966e-09,2.2039776226279173e-08
1993,0.0,1.550978068198816e-08
1994,5.274926606624319e-10,1.002236066360851e-08
1995,0.0,1.301388213859056e-08
1996,4.804283193493575e-09,1.8683322666745994e-08
1997,4.79489448146353e-10,1.2946214766884623e-08
1998,1.43043876743576e-09,1.859570453177639e-08
1999,1.3710603763428253e-09,2.2851005310187134e-08
2000,1.7672125984802278e-09,1.3695897749244068e-08
2001,8.762423564512289e-10,1.7086725451198603e-08
2002,4.38122149670761e-10,1.92773752516473e-08
2003,2.9168460979889232e-09,1.5417615628621206e-08
2004,8.809582507929292e-10,1.409533237350935e-08
2005,0.0,1.261049886736032e-08
2006,4.1178899179428186e-10,1.8942294122137326e-08
2007,7.988958938831558e-10,2.0771292602583813e-08
2008,1.2772318758180745e-09,2.8524845041566493e-08
2009,9.53638501499654e-10,1.8119131084404216e-08
2010,0.0,2.220182748757793e-08
2011,1.911985902935953e-09,2.9826981662317564e-08
2012,3.404252713057332e-10,2.5872320091879786e-08
2013,1.3945624655065103e-09,3.876883813980214e-08
2014,8.661780737106994e-10,4.46081710459012e-08
2015,2.659890530054554e-09,3.945504334357253e-08
2016,1.0356699942093428e-09,4.3291007334467224e-08
2017,7.54683426862357e-10,4.024978039751659e-08
2018,1.290733298020541e-09,5.214562637245734e-08
2019,2.5509878653906526e-09,4.4132087984039003e-08
