year,tes_DET oies_NOUN,tes_DET joies_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,4.7623651688866175e-09
1802,2.2378401354217203e-09,2.2378401354217203e-09
1803,0.0,0.0
1804,0.0,2.4718509461507665e-09
1805,0.0,2.2743021688143017e-08
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,2.039466551195801e-08
1809,0.0,6.7770917766551975e-09
1810,0.0,2.3401267590372754e-09
1811,0.0,0.0
1812,0.0,1.600324850414836e-08
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,1.3486118000116676e-08
1816,0.0,2.3176038865813098e-09
1817,0.0,1.0898113522728181e-08
1818,0.0,2.384235475716423e-09
1819,0.0,2.070210003424222e-09
1820,0.0,1.4239777357261119e-08
1821,8.875339574387908e-09,2.9584463767662328e-09
1822,1.0025615893027862e-09,7.017931125119503e-09
1823,0.0,9.882686669016039e-09
1824,0.0,7.57900142644985e-09
1825,0.0,2.3774695989686734e-08
1826,0.0,1.6735169694470642e-08
1827,0.0,7.373818444733615e-09
1828,9.172301140836225e-09,9.172301251858528e-10
1829,0.0,5.143905745796928e-09
1830,0.0,2.2961038625979313e-08
1831,0.0,1.2472964883158966e-08
1832,0.0,1.2176972319366541e-08
1833,0.0,3.938433579264711e-08
1834,9.334530925997342e-10,2.42697808516823e-08
1835,7.563087933704082e-10,1.739510224751939e-08
1836,3.36037508930076e-09,1.6129799718100912e-08
1837,0.0,1.0436836284100082e-08
1838,0.0,1.1361890983607736e-08
1839,2.7965900706306e-09,3.146163862766116e-08
1840,0.0,9.554533164646273e-09
1841,0.0,2.6966304744746594e-08
1842,0.0,4.02495916596024e-08
1843,0.0,1.2995204023980023e-08
1844,1.097712254427563e-09,1.3721402902788782e-08
1845,5.580227946389016e-10,2.287893385855e-08
1846,5.854501328173001e-10,1.3465353276842507e-08
1847,5.3932236454556914e-09,1.5640348571821505e-08
1848,1.6090443422100975e-09,3.2985410181041175e-08
1849,0.0,1.1731181359664333e-08
1850,6.788996032014438e-10,1.3577992064028876e-08
1851,3.2247193804124663e-09,2.837752988149589e-08
1852,0.0,3.2552726736412296e-08
1853,5.971931837933653e-10,2.26933418723263e-08
1854,2.0782657816909023e-09,2.026309059433018e-08
1855,5.306937111981824e-10,2.175844215912548e-08
1856,3.6240324075009767e-09,2.7439103156279288e-08
1857,4.881509085841174e-10,2.245494101771328e-08
1858,0.0,2.6425849952715907e-08
1859,1.5276520048956854e-09,1.7822607167872206e-08
1860,1.373155145145688e-09,2.471679233506663e-08
1861,1.4147891747029462e-09,2.216502920093788e-08
1862,9.035972525772706e-10,1.9879140139567042e-08
1863,1.4983863039219614e-09,1.3485476124674989e-08
1864,4.794727948009836e-10,1.582260222843246e-08
1865,4.706844358715045e-10,2.3063537857304084e-08
1866,0.0,1.9949013108089275e-08
1867,4.85281148598915e-10,1.9896527092555516e-08
1868,0.0,1.877152122631287e-08
1869,0.0,3.1742874440077173e-08
1870,2.8670243956696595e-09,2.5229814681893004e-08
1871,0.0,1.911811864374613e-08
1872,0.0,2.116568786902917e-08
1873,5.986004469882289e-10,1.0176207432266438e-08
1874,0.0,1.2546679251101978e-08
1875,1.1443054281912168e-09,1.6592428764283795e-08
1876,6.04601479992084e-10,1.3301232115736639e-08
1877,3.710889595609501e-09,1.4225077227258964e-08
1878,0.0,1.69094480639842e-08
1879,0.0,1.649517855639715e-08
1880,1.2835692508872398e-09,1.9253539651487017e-08
1881,6.972507571312292e-10,3.346803723047742e-08
1882,6.655385131892899e-10,1.7969540522244642e-08
1883,3.159669414998234e-09,8.21514056781325e-09
1884,7.2618666635548834e-09,2.5086448474098688e-08
1885,0.0,2.191516146332617e-08
1886,1.2906927748801422e-09,2.6459201052375647e-08
1887,0.0,1.8933882017790893e-08
1888,0.0,2.2192152115962926e-08
1889,3.759081934617825e-09,1.7542383545787743e-08
1890,1.0487018364813139e-08,1.4419650362640368e-08
1891,6.374220040683554e-10,1.3385862529524672e-08
1892,6.268512375839919e-10,2.570090007480985e-08
1893,6.158416554491453e-10,1.0469308087124318e-08
1894,0.0,8.822155450616265e-09
1895,0.0,1.444467478961542e-08
1896,0.0,2.5357224264777045e-08
1897,0.0,3.96216535136773e-08
1898,5.6583548957434e-10,1.923840653450526e-08
1899,6.633094074004475e-09,1.4371703827009696e-08
1900,5.19105292084987e-09,1.0382106396811253e-08
1901,5.588738916095792e-10,1.620734302321125e-08
1902,0.0,2.7006560543441083e-08
1903,0.0,1.7280704422972804e-08
1904,5.374625189347171e-10,2.5260739278110123e-08
1905,0.0,1.8062657147766004e-08
1906,5.144184522798412e-10,2.0576738535282857e-08
1907,0.0,1.1828539925318182e-08
1908,2.9468334439286537e-09,1.5716444368152338e-08
1909,1.1001967115120692e-09,2.3654228797909127e-08
1910,3.206490406526541e-09,2.885841365873887e-08
1911,2.128149656499545e-09,2.1813533868098034e-08
1912,1.0418842455450772e-09,1.8753915753677575e-08
1913,0.0,1.0605979205990934e-08
1914,6.696743715117748e-10,3.2144369221942526e-08
1915,0.0,4.712304768617059e-09
1916,0.0,2.197492321442951e-08
1917,4.386569774084137e-09,2.52227767560953e-08
1918,3.44591288836682e-09,1.4932290071101306e-08
1919,2.762354567309444e-09,2.8544329566670967e-08
1920,0.0,1.9687803387569147e-08
1921,0.0,2.2718242898012164e-08
1922,1.4755870969551665e-09,4.279202414636529e-08
1923,0.0,2.1231896241147297e-08
1924,0.0,2.3204924093356283e-08
1925,0.0,4.6192346836448905e-08
1926,0.0,4.124071395494866e-08
1927,0.0,4.571182032897525e-08
1928,1.1426041224282812e-09,9.14083297942625e-09
1929,4.4561625500705304e-09,2.2280812750352652e-08
1930,0.0,2.2057568216382606e-08
1931,0.0,1.9389106320488736e-08
1932,4.383814644626227e-09,2.6302887423668153e-08
1933,1.1470662197865522e-09,1.6058926410877916e-08
1934,3.5944740517379614e-09,1.1981580172459871e-08
1935,0.0,3.949533766700597e-08
1936,3.6374143697059935e-09,2.7886842612900864e-08
1937,1.2591118148108649e-09,1.6368453259474336e-08
1938,0.0,2.2040865133021725e-08
1939,0.0,1.3764645423464117e-08
1940,0.0,0.0
1941,0.0,1.1806010391524069e-08
1942,9.102635090130207e-09,2.4273694165799498e-08
1943,2.9032352077962287e-09,2.0322646676618206e-08
1944,0.0,3.855823393905666e-08
1945,0.0,3.92130714566008e-08
1946,0.0,2.0881657292193267e-08
1947,0.0,3.933887415819015e-08
1948,0.0,5.001068514864926e-08
1949,0.0,2.4542520904446974e-08
1950,0.0,1.0635361036293034e-08
1951,0.0,2.238894425410365e-08
1952,1.0544803918932644e-09,1.3708244983590134e-08
1953,0.0,1.4005975268460702e-08
1954,0.0,1.4658803948464083e-08
1955,9.385607846468247e-10,3.754243138587299e-09
1956,0.0,2.0058624983221307e-08
1957,0.0,1.501956425897788e-08
1958,1.6544486891589827e-09,4.0533993772573496e-08
1959,2.325224457422337e-09,3.2553142403912716e-08
1960,1.3841666701708277e-09,2.8375417127080027e-08
1961,6.948159270159238e-10,3.2656349402415685e-08
1962,6.341956404476434e-10,1.9025868547295488e-08
1963,1.939815863494232e-09,2.0044764847959584e-08
