year,six_DET ans_NOUN,six_DET gens_NOUN
1800,6.759953720347767e-06,0.0
1801,7.886476510066132e-06,0.0
1802,7.107380127990837e-06,0.0
1803,7.389835104731901e-06,2.145373123596528e-08
1804,7.1930861622604425e-06,1.2359254952798437e-08
1805,7.68145565643863e-06,5.685755422035754e-09
1806,6.962112436781354e-06,0.0
1807,6.9693459607833574e-06,2.8469551160981155e-09
1808,8.413932434336857e-06,1.1330369531492579e-08
1809,9.476632953919761e-06,1.129515236897305e-08
1810,7.1186657208954784e-06,1.6380887757350138e-08
1811,9.504328119191996e-06,0.0
1812,7.758908907362638e-06,0.0
1813,8.233248465217002e-06,0.0
1814,8.341840668890654e-06,0.0
1815,8.078184919213527e-06,2.697223555614414e-09
1816,7.103455928358926e-06,0.0
1817,7.508800294431239e-06,1.0898113522728181e-08
1818,9.274676045833985e-06,1.4305412854298538e-08
1819,8.741461670069839e-06,0.0
1820,9.78510053073478e-06,3.085285271708926e-08
1821,9.401943003695123e-06,1.97229765852569e-09
1822,8.174887526024577e-06,7.017931125119503e-09
1823,8.049448595670583e-06,1.2847492847356534e-08
1824,8.182794758226919e-06,0.0
1825,8.92431688725992e-06,8.805443041381977e-10
1826,8.252200728975367e-06,7.0463874735082754e-09
1827,8.277110993049064e-06,9.217273055917019e-10
1828,8.341290694602321e-06,3.668920500743411e-09
1829,8.215674355938063e-06,0.0
1830,7.826583114933783e-06,0.0
1831,8.09495422515738e-06,1.2472964883158966e-08
1832,8.316872239788609e-06,1.3529969367098715e-09
1833,8.112014782568622e-06,0.0
1834,8.397344146260366e-06,3.733812370398937e-09
1835,7.983595736504867e-06,1.5126175867408165e-09
1836,9.062259721304144e-06,1.3441500135158435e-09
1837,9.680513755938591e-06,1.530736071231331e-08
1838,8.56118555248031e-06,6.312161904276081e-10
1839,8.098225379171708e-06,6.9914751765765e-10
1840,8.282506257728528e-06,1.9109065441114126e-09
1841,8.23692136009413e-06,9.630822361827995e-09
1842,8.677811962343185e-06,3.3541325272778977e-09
1843,9.178749195370983e-06,4.134837805480629e-09
1844,8.18783567524406e-06,1.0977122322231025e-08
1845,8.483620376864565e-06,1.674068439427856e-09
1846,8.659393159859974e-06,3.5127007969038004e-09
1847,8.745651399522103e-06,5.9325460100012606e-09
1848,9.116845689050024e-06,0.0
1849,7.959606250551587e-06,8.379414939696517e-10
1850,8.359969399407419e-06,2.0366988096043315e-09
1851,7.934099699014041e-06,7.094382858952031e-09
1852,8.295086217913195e-06,1.3021090872200602e-09
1853,8.6885632697431e-06,5.971931837933653e-10
1854,8.29332003604577e-06,8.313063126763609e-09
1855,8.936351576949164e-06,5.306937111981824e-09
1856,8.318707813259607e-06,5.177189232874468e-10
1857,8.520673929979239e-06,2.4407544874094356e-09
1858,8.792957231662513e-06,6.361778659424999e-09
1859,8.425509747667093e-06,0.0
1860,8.256781939053326e-06,3.204028820036342e-09
1861,8.391113908601255e-06,1.8863854922557266e-09
1862,8.504657046159991e-06,4.066187830886747e-09
1863,9.00729875752404e-06,0.0
1864,8.913879014471604e-06,6.712618905169165e-09
1865,8.438900920282322e-06,0.0
1866,8.401940647217998e-06,1.4596839292835284e-09
1867,9.219371634117124e-06,0.0
1868,8.474848101513999e-06,1.975949626142892e-09
1869,8.290750784567535e-06,1.953407657850903e-09
1870,9.004749870200612e-06,9.17447806614291e-09
1871,7.561216136764415e-06,2.1242354542039266e-09
1872,8.254617711145329e-06,3.628403577593531e-09
1873,8.536042628293217e-06,5.986004469882289e-10
1874,8.848395907534723e-06,2.9873046258899194e-09
1875,9.37243396492704e-06,2.8607636259891933e-09
1876,1.0109541591418747e-05,6.04601479992084e-10
1877,8.723682753952744e-06,2.4739263970730008e-09
1878,9.005488635693837e-06,1.2078177347163432e-09
1879,9.308778459171663e-06,2.443730107160036e-09
1880,9.038252812842984e-06,4.492492600149944e-09
1881,8.993837383286518e-06,1.3945015142624584e-09
1882,9.235012072394966e-06,8.652000893505374e-09
1883,9.712824123653263e-06,1.8958017378167824e-09
1884,9.60612931066862e-06,7.2618666635548834e-09
1885,9.295251317098518e-06,0.0
1886,8.962570746007259e-06,2.5813855497602844e-09
1887,9.25409787555509e-06,5.223139698529167e-09
1888,9.33401850033988e-06,0.0
1889,8.90589154778354e-06,6.265136853755848e-09
1890,8.727821324328033e-06,1.9663159989136147e-09
1891,8.660015652139919e-06,6.374220040683554e-10
1892,9.039194992510602e-06,1.2537024751679837e-09
1893,8.597765742024421e-06,8.005941687372342e-09
1894,8.841059724318256e-06,1.8904617871129403e-09
1895,8.795001605221842e-06,1.2037228991346183e-09
1896,8.83846732335769e-06,0.0
1897,8.67306337681839e-06,0.0
1898,8.799873086218213e-06,2.26334195829736e-09
1899,9.519595380425017e-06,5.527578395003729e-10
1900,9.252533004655561e-06,3.633737311048435e-09
1901,8.830207377741317e-06,5.029864968975062e-09
1902,7.725840589500876e-06,3.928227076954727e-09
1903,8.553949015777107e-06,2.7001101354784396e-09
1904,9.039582124614753e-06,1.0749250378694342e-09
1905,9.115964360262296e-06,2.0643036169332163e-09
1906,9.140701195065049e-06,0.0
1907,9.28437549418959e-06,1.5428529565042481e-09
1908,9.266317562151016e-06,9.822778146428846e-10
1909,9.199295163853094e-06,6.60118004702781e-09
1910,8.924197516080312e-06,7.481810726517324e-09
1911,9.115396665038134e-06,5.3203743632934675e-09
1912,9.872894793261366e-06,2.6047106693738442e-09
1913,9.067052019418043e-06,1.590896969716482e-09
1914,9.057345749852175e-06,0.0
1915,6.9506495208315755e-06,0.0
1916,6.81881874697865e-06,2.197492410260793e-09
1917,6.603980949648758e-06,0.0
1918,6.936622725106645e-06,0.0
1919,7.513604458608825e-06,0.0
1920,8.302195169562765e-06,0.0
1921,7.881715504254316e-06,2.2718242842501013e-09
1922,7.11675654940791e-06,0.0
1923,7.289971534873985e-06,1.3800733000834953e-08
1924,7.915457615581545e-06,0.0
1925,8.166147040356009e-06,1.0998177923937646e-09
1926,7.673001761077103e-06,0.0
1927,8.101026736540007e-06,8.919379901328739e-09
1928,7.646306698916305e-06,1.1426041224282812e-09
1929,8.35307687907516e-06,2.2280812750352652e-09
1930,8.281041317559357e-06,1.0503603542488804e-09
1931,8.560860919715196e-06,0.0
1932,8.659129548505007e-06,0.0
1933,7.585548985389323e-06,1.1470662197865522e-09
1934,7.029593177776405e-06,0.0
1935,7.556774704653435e-06,2.393656828303392e-09
1936,7.696768733467252e-06,3.6374143697059935e-09
1937,7.2235244488183525e-06,2.5182236296217297e-09
1938,6.880639119799525e-06,0.0
1939,6.9832632618727075e-06,0.0
1940,6.937902242043492e-06,0.0
1941,6.726474225615675e-06,2.9515025978810172e-09
1942,6.9089000476196816e-06,0.0
1943,6.662924818101601e-06,5.806470415592457e-09
1944,6.410306468751514e-06,0.0
1945,7.78161637526864e-06,0.0
1946,7.978184697776669e-06,0.0
1947,7.5077644510201935e-06,0.0
1948,7.035198734683945e-06,0.0
1949,7.725003882796955e-06,4.908504269707237e-09
1950,7.0055124865575635e-06,1.0635361480382244e-09
1951,7.440592469265539e-06,0.0
1952,7.144104500866888e-06,2.1089607837865287e-09
1953,7.245399046951206e-06,2.1547654771580937e-09
1954,6.996158447236667e-06,9.772536113672459e-10
1955,6.984769157725168e-06,9.385607846468247e-10
1956,7.222849291110833e-06,1.744228317335228e-09
1957,6.597122762741492e-06,0.0
1958,7.1645901016381686e-06,0.0
1959,7.522875876020407e-06,0.0
1960,7.4025233516294975e-06,0.0
1961,7.574883341021632e-06,6.948159270159238e-10
1962,7.210804341184485e-06,1.2683912808952869e-09
1963,7.304053582402048e-06,6.466053248388448e-10
1964,7.651806782860149e-06,4.258777774879263e-09
1965,7.128431093406107e-06,1.6416130677043839e-09
1966,7.239016696303224e-06,1.6617224263271169e-09
1967,7.428536520137641e-06,4.930335584241163e-10
1968,7.658313080582957e-06,1.7965663401398047e-09
1969,7.3544682663850836e-06,1.8167031212712459e-09
1970,7.620087359327954e-06,4.5987250119061684e-10
1971,7.716331481333327e-06,4.1107179882260425e-09
1972,7.689064261739986e-06,1.5390440033513642e-09
1973,7.4979571991207195e-06,2.205281512956958e-09
1974,7.482572868866555e-06,2.812785782069227e-09
1975,7.6202567811378685e-06,1.1422960355389478e-09
1976,7.636699990598572e-06,5.713526873840635e-10
1977,7.18083981610107e-06,2.3507127355770763e-09
1978,7.406729224612718e-06,1.1881182704343018e-09
1979,7.044020520652339e-06,1.1703946700691858e-09
1980,7.2963225079547556e-06,0.0
1981,7.269321571357068e-06,1.8976649140967083e-09
1982,7.458934646820126e-06,0.0
1983,7.215879918476276e-06,6.315316047889041e-10
1984,7.240641991757002e-06,0.0
1985,7.67284419112002e-06,1.8046674155058895e-09
1986,7.674140249491757e-06,2.997242676272549e-09
1987,7.637909988034153e-06,0.0
1988,7.595834659923639e-06,5.996553809062277e-10
1989,8.255782063315564e-06,1.0976244357863152e-09
1990,8.078714387238506e-06,1.089730194969718e-09
1991,7.856121783333947e-06,4.10302547493302e-09
1992,7.919993919358603e-06,5.509944167592096e-10
1993,7.532214397087955e-06,0.0
1994,7.59694933094579e-06,5.274926606624319e-10
1995,7.62396564368828e-06,5.422450821690461e-10
1996,8.184897012597503e-06,0.0
1997,7.957606953823415e-06,0.0
1998,8.393814994178683e-06,0.0
1999,7.698960786228781e-06,4.570201161957499e-10
2000,7.680305770918494e-06,0.0
2001,7.92561212392684e-06,4.3812117822561447e-10
2002,7.602295653441615e-06,1.3143663935011318e-09
2003,7.675888923586172e-06,2.083461403401543e-09
2004,7.529990540433573e-06,1.3214374039449694e-09
2005,7.52756716337899e-06,9.007499190971657e-10
2006,8.04553349098569e-06,4.1178899179428186e-10
2007,8.097608827029035e-06,1.5977917877663117e-09
2008,8.237293855017924e-06,1.2772318758180745e-09
2009,8.09448346217323e-06,4.76819250749827e-10
2010,8.470233694879425e-06,0.0
2011,7.940860314192832e-06,0.0
2012,8.63386549099232e-06,6.808505426114664e-10
2013,8.719083496089297e-06,8.367375126105969e-10
2014,9.545498869556468e-06,1.0827225782605865e-09
2015,9.12608402359183e-06,8.866301581811342e-10
2016,8.932861476296239e-06,6.214020409345267e-10
2017,8.926898260597227e-06,7.54683426862357e-10
2018,8.934197921917075e-06,1.290733298020541e-09
2019,9.003711227251188e-06,7.65296326310505e-10
