year,ces_DET iles_NOUN,ces_DET gilles_NOUN
1911,1.4258602731853642e-07,4.788336838146279e-09
1912,1.0835596098157652e-07,4.688478938419394e-09
1913,1.5802909164586154e-07,0.0
1914,1.1116594267335245e-07,0.0
1915,1.1309531267045259e-07,0.0
1916,9.998590644322292e-08,0.0
1917,8.115154259691337e-08,0.0
1918,1.1371512442792664e-07,0.0
1919,1.0036554504155859e-07,0.0
1920,1.7037521571339198e-07,1.514446346106979e-09
1921,1.6508589406605267e-07,7.572747429129834e-10
1922,9.001081335835437e-08,2.951174193910333e-09
1923,9.872831530088888e-08,0.0
1924,9.668718337074722e-08,0.0
1925,8.248633420748774e-08,1.0998177923937646e-09
1926,9.585679239254574e-08,1.1146138456652466e-09
1927,1.259862441038706e-07,0.0
1928,1.0283436902014387e-07,0.0
1929,9.580749726900706e-08,0.0
1930,1.0608639833264988e-07,0.0
1931,8.55401767196895e-08,5.7026783295555106e-09
1932,1.0740346167992243e-07,0.0
1933,1.3076554816748853e-07,0.0
1934,1.4258080227591563e-07,0.0
1935,9.095895858735048e-08,0.0
1936,1.297344409678658e-07,3.6374143697059935e-09
1937,9.695160829714666e-08,1.2591118148108649e-09
1938,9.205302364811985e-08,0.0
1939,9.329370698196726e-08,7.647025235257843e-09
1940,6.339457292448003e-08,0.0
1941,7.378756494702543e-08,0.0
1942,6.371844696317908e-08,0.0
1943,1.56774703663487e-07,0.0
1944,8.032965403970138e-08,0.0
1945,8.496165815330414e-08,0.0
1946,1.5034792077983639e-07,0.0
1947,1.084799259309932e-07,1.1920870957027319e-09
1948,6.631851645622078e-08,7.61032148410834e-09
1949,6.282885378627867e-08,3.9268033269479474e-09
1950,6.062156199249102e-08,9.57182533234402e-09
1951,7.569595217304936e-08,2.1322803522849654e-09
1952,1.1388388321265097e-07,0.0
1953,9.696444491780198e-08,2.1547654771580937e-09
1954,9.577085613443614e-08,1.9545072227344917e-09
1955,8.916327454144835e-08,0.0
1956,1.1947964129177535e-07,8.72114158667614e-10
1957,6.537927843552893e-08,0.0
1958,8.52041096566225e-08,3.3088974338291166e-09
1959,1.0928554283751168e-07,0.0
1960,7.612916752552934e-08,0.0
1961,6.114380102228978e-08,0.0
1962,8.307962834352978e-08,6.341956404476434e-10
1963,8.147227070764984e-08,6.466053248388448e-10
1964,7.239922172885827e-08,2.4335873316516654e-09
1965,7.387258538216201e-08,0.0
1966,8.36400282366867e-08,5.539074754423723e-10
1967,5.669885938530683e-08,1.479100675272349e-09
1968,9.072660200892813e-08,4.4914158503495116e-10
1969,8.402251860939458e-08,4.5417578031781147e-10
1970,1.9590568678395925e-07,0.0
1971,6.885452541460779e-08,1.0276794970565106e-09
1972,7.028301163281014e-08,0.0
1973,6.836372912211175e-08,0.0
1974,1.0519818893772737e-07,1.1251143350321513e-09
1975,6.910891059419555e-08,1.7134440533084216e-09
1976,6.513420647280554e-08,0.0
1977,5.994317442414854e-08,2.3507127355770763e-09
1978,7.366333409919434e-08,1.1881182704343018e-09
1979,6.027532428731774e-08,0.0
1980,5.685150505918557e-08,0.0
1981,4.680906712239974e-08,6.325549528618524e-10
1982,6.952402453741513e-08,6.207502289967692e-10
1983,6.06270340597348e-08,0.0
1984,4.697196881453536e-08,0.0
1985,5.353846654898575e-08,3.007779025843149e-09
1986,9.531231848214361e-08,5.994485463567401e-10
1987,4.033139089365534e-08,6.110816852533674e-10
1988,5.037105260674579e-08,2.9982768490199874e-09
1989,5.049072360208129e-08,2.1952488715726304e-09
1990,5.012758941269624e-08,0.0
1991,4.5133281112441637e-08,5.861465202094962e-10
1992,3.195767639407876e-08,5.509944167592096e-10
1993,2.326467091195994e-08,1.1078414852150331e-09
1994,2.584714065001492e-08,2.6374633033121597e-09
1995,2.7654498579998688e-08,2.168980273165033e-09
1996,2.7224270171544163e-08,1.067618438099771e-09
1997,2.3015493511024943e-08,4.79489448146353e-10
1998,1.716526476513991e-08,4.768129224785866e-10
1999,2.5593126312672965e-08,0.0
2000,2.3415566707818414e-08,4.4180314962005696e-10
2001,2.4972906631504088e-08,2.190605918883648e-09
2002,2.0591740756970012e-08,3.504977197366088e-09
2003,2.125130676988718e-08,1.6667691671301554e-09
2004,5.0214619573552e-08,0.0
2005,2.4770622997216662e-08,0.0
2006,2.058944986726985e-08,4.1178899179428186e-10
2007,2.0771293240962052e-08,3.994479469415779e-10
2008,1.2346575040123042e-08,4.257439678578834e-10
2009,1.430457752249481e-08,4.76819250749827e-10
2010,8.502827442136152e-09,1.4171379625338432e-09
2011,8.030341003273378e-09,1.147191591721608e-09
2012,6.808505204070059e-09,3.404252713057332e-10
2013,3.62586255464592e-09,5.578250084070646e-10
2014,9.74450325985643e-09,0.0
2015,5.984753609356019e-09,1.994917786518613e-09
2016,1.0978102538139467e-08,2.0713400439298368e-10
2017,9.810884216143734e-09,5.031222660711876e-10
2018,6.195520207974425e-09,5.162933414126769e-10
2019,9.438654691162895e-09,0.0
