year,petits_ADJ oeufs_NOUN,petits_ADJ jeux_NOUN
1881,6.972507571312292e-10,8.785359706386942e-08
1882,1.9966155395678697e-09,1.0315847176478599e-07
1883,6.319338941018771e-10,9.731782013577828e-08
1884,6.601696966868076e-10,1.0958816876183164e-07
1885,0.0,7.605849816627597e-08
1886,6.453463874400711e-10,1.1358096280167373e-07
1887,2.6115698492645834e-09,8.357023517646667e-08
1888,6.340614699951175e-10,8.24279926536775e-08
1889,6.265136742733546e-10,1.2843530300399308e-07
1890,6.554386478008212e-10,8.127439299343564e-08
1891,0.0,1.1537338107103778e-07
1892,1.2537024751679837e-09,1.0217675217027988e-07
1893,6.158416554491453e-10,1.1454654469389425e-07
1894,1.2603078580752936e-09,1.0082463153260335e-07
1895,6.018614495673091e-10,8.907549142733728e-08
1896,0.0,1.1086414541949807e-07
1897,1.7480140668268973e-09,9.20620742972389e-08
1898,3.960848538042683e-09,1.1939128508053898e-07
1899,3.3165470370022376e-09,1.2160672824279573e-07
1900,1.5573159428683425e-09,7.007921520862936e-08
1901,3.353243460679778e-09,1.0730378452450395e-07
1902,2.9461704187383475e-09,1.0311595988188316e-07
1903,1.0800440541913758e-09,9.558389812980295e-08
1904,3.7622376325430196e-09,1.0534265459938297e-07
1905,3.6125313851442797e-09,1.1663315613308356e-07
1906,1.0288369045596824e-09,8.024927811156601e-08
1907,3.599990305858114e-09,9.102832743135281e-08
1908,1.4734167219643268e-09,9.626322583500269e-08
1909,3.300590023513905e-09,1.4577606649579522e-07
1910,1.6032452032632705e-09,1.389479126201465e-07
1911,1.0640748282497725e-09,1.2556082618075948e-07
1912,3.646594803896619e-09,1.1460726828671497e-07
1913,5.833288518886093e-09,1.2408995586632443e-07
1914,6.027069510139427e-09,1.1116594311744166e-07
1915,2.3561523843085297e-09,1.3665684006625156e-07
1916,6.592477230782379e-09,1.472319857143134e-07
1917,6.57985488317081e-09,6.579854527899442e-08
1918,5.743188147278033e-09,1.1486376383373909e-07
1919,8.287063479883727e-09,1.114149625891514e-07
1920,5.300562211374427e-09,1.0071068379247095e-07
1921,7.572747429129834e-10,9.996026650860301e-08
1922,2.2133805899215986e-09,1.1878476458004883e-07
1923,1.0615948120573648e-09,1.454384941368403e-07
1924,2.578324886925998e-09,1.4567535000509224e-07
1925,1.0998177923937646e-09,1.6717229978091552e-07
1926,2.229227691330493e-09,1.4489979993648205e-07
1927,8.919379901328739e-09,1.6166376459736398e-07
1928,2.2852082448565625e-09,1.622497882713958e-07
1929,5.570202965543558e-09,1.4816740590006816e-07
1930,1.0503603542488804e-09,1.1659000220820559e-07
1931,7.983749661377715e-09,9.352392371653195e-08
1932,3.287861094491973e-09,9.75398731783983e-08
1933,1.0323596200123575e-08,1.3535381837570526e-07
1934,3.5944740517379614e-09,1.0184342968955207e-07
1935,1.196828414151696e-09,1.4960354910442675e-07
1936,3.6374143697059935e-09,1.2488455469750193e-07
1937,1.2591118148108649e-09,1.2968851148542626e-07
1938,0.0,1.063147591073843e-07
1939,0.0,9.023489955239938e-08
1940,0.0,3.803674530900025e-08
1941,1.4757512545315876e-08,1.3872061588315887e-07
1942,3.3376331032286544e-08,1.153000468434584e-07
1943,0.0,1.1322617154974068e-07
1944,3.2131861615880553e-09,1.0282195539446093e-07
1945,2.178504043826024e-09,1.2199623133923865e-07
1946,2.7842208538686464e-09,1.545242591660667e-07
1947,0.0,1.5139505649131024e-07
1948,2.5005341797168512e-08,1.3046265379124122e-07
1949,3.9268033269479474e-09,9.12981783507405e-08
1950,3.190608444114673e-09,1.4995860198041555e-07
1951,5.330700769690111e-09,1.4925961822065403e-07
1952,6.326882129314981e-09,1.054480373019473e-07
1953,3.232148326759443e-09,8.942276452650333e-08
1954,2.9317608341017376e-09,1.2802021998048474e-07
1955,8.447047505910632e-09,1.2858282616434735e-07
1956,3.488456634670456e-09,1.0552581497513813e-07
1957,4.417518795207798e-09,1.1397198634854888e-07
1958,7.445019267748876e-09,1.3401033838178478e-07
1959,7.750747599288843e-09,1.3486301608800488e-07
1960,6.2287499602575735e-09,1.224987502546071e-07
1961,5.55852741612739e-09,1.1742389172120227e-07
1962,6.976152100435229e-09,1.2430233981008953e-07
1963,7.759263453976928e-09,9.311116722088286e-08
1964,9.734349326606662e-09,1.0707783970609341e-07
1965,1.6416130677043839e-09,1.1491291118659319e-07
1966,2.215629901769489e-09,1.174283879024074e-07
1967,2.465167847631733e-09,1.484030975884565e-07
1968,4.042274071025531e-09,1.3204762561169758e-07
1969,2.7250546263957176e-09,1.0536878078393208e-07
1970,8.277704743875347e-09,1.3934136555704413e-07
1971,5.138397263237948e-09,1.2845994223908974e-07
1972,1.4364410994005539e-08,9.84988162144873e-08
1973,7.1671650836435674e-09,1.0144295004010928e-07
1974,2.812785782069227e-09,9.507216458537471e-08
1975,1.028066431985053e-08,9.366827535828293e-08
1976,9.712995741040231e-09,1.3026841627628016e-07
1977,3.526069214387917e-09,1.2635080326450776e-07
1978,1.1881182260253809e-08,1.1465341276384322e-07
1979,2.3407893401383717e-09,1.4044735818785625e-07
1980,3.411090521154847e-09,1.0233270963944108e-07
1981,6.325549417596221e-09,1.0879945300246163e-07
1982,3.1037510339615437e-09,1.0056153576520899e-07
1983,3.157658134966823e-09,9.788739552263337e-08
1984,8.69851302098823e-09,1.043821538093681e-07
1985,1.0828004270990732e-08,1.1249093290199852e-07
1986,5.994485352545098e-09,1.0310515241584994e-07
1987,3.6664902225425067e-09,1.0388388815840699e-07
1988,2.99827696004229e-09,1.1153590362411592e-07
1989,1.0976243913773942e-08,1.1744581285277889e-07
1990,9.262707045820662e-09,3.007655209330551e-07
1991,3.5168792322792797e-09,1.1605701466521623e-07
1992,5.509944056569793e-09,1.0744391376604767e-07
1993,4.985286850001103e-09,1.4069586651288546e-07
1994,5.802419433820205e-09,1.2132331045355826e-07
1995,4.337960657352369e-09,1.4369494899524327e-07
1996,1.067618438099771e-09,9.288280367059087e-08
1997,4.794894259418925e-09,1.1603644711755123e-07
1998,0.0,1.177727917411886e-07
1999,5.484241505371301e-09,1.4533239278691212e-07
2000,3.97622823555821e-09,1.2149586670062718e-07
2001,1.7524847129024579e-09,1.515899341608673e-07
2002,3.066854992184176e-09,9.901560255043407e-08
2003,1.6667691671301554e-09,1.3417491279144045e-07
2004,5.726228824443069e-09,1.3786997232756448e-07
2005,2.702249757291497e-09,1.0899073821235561e-07
2006,1.6471559671771274e-09,1.7418674591596073e-07
2007,1.997239706952314e-09,2.0491679109113647e-07
2008,2.1287198670449925e-09,2.0648582754745348e-07
2009,1.430457752249481e-09,2.0264817690573977e-07
2010,9.447586046817946e-10,2.7350761389044465e-07
2011,1.1471915639660324e-09,3.5104063877966496e-07
2012,2.0425516833455504e-09,4.255315824153172e-07
2013,8.367375126105969e-10,4.1585853161052455e-07
2014,1.5158115873603606e-09,4.5019605199314583e-07
2015,1.10828768384863e-09,4.0164346604143475e-07
2016,1.2428040818690533e-09,4.641873090349691e-07
2017,7.54683426862357e-10,4.208617738754583e-07
2018,3.3559066636712487e-09,4.912531048617552e-07
2019,2.2958890344426663e-09,4.390250065711143e-07
