year,les_DET oeufs_NOUN,les_DET jeux_NOUN
1901,1.6095568655671855e-07,4.273708626101325e-06
1902,2.1605248967659918e-07,4.136914114383217e-06
1903,2.65150816858295e-07,4.0744662825886735e-06
1904,2.1874724076553775e-07,4.209943824662332e-06
1905,2.4720036384540123e-07,4.532178621730054e-06
1906,2.3097389312276562e-07,4.066477863773343e-06
1907,3.0497060254930375e-07,4.371931034086174e-06
1908,2.603036168835615e-07,4.512584368399075e-06
1909,4.692339121703526e-07,4.446444926031745e-06
1910,2.6987960999314e-07,4.262494634588165e-06
1911,3.89983427995233e-07,4.19883925673048e-06
1912,4.282144366873908e-07,4.757243672770528e-06
1913,2.837099453145697e-07,5.457306798462014e-06
1914,4.151981181643727e-07,4.503560205648682e-06
1915,3.2750518208501944e-07,3.296257169438377e-06
1916,2.3293419881831312e-07,3.323707311153612e-06
1917,3.0705989151336155e-07,3.96436237792841e-06
1918,2.83713492699178e-07,3.816922756527674e-06
1919,2.9649270938403305e-07,4.318480883114262e-06
1920,3.7936880126210326e-07,4.918164407285985e-06
1921,2.726189037294269e-07,4.510328267315344e-06
1922,2.847883099899029e-07,4.4592241152940915e-06
1923,4.554241823662153e-07,6.384431074479835e-06
1924,3.699896127251634e-07,6.461281941483321e-06
1925,5.290123736845231e-07,5.578275647621922e-06
1926,4.6813781517940356e-07,5.802679524435916e-06
1927,4.2701530234001694e-07,5.090736124202522e-06
1928,5.633038279162506e-07,4.9691854684397185e-06
1929,8.789780379103718e-07,5.298377431017798e-06
1930,5.840003525214854e-07,5.072190177202174e-06
1931,7.481913923967909e-07,4.973876116309839e-06
1932,6.257895375227918e-07,4.913160353225976e-06
1933,7.387106162326518e-07,5.445123420599884e-06
1934,8.950240175664703e-07,5.420466870020846e-06
1935,8.114496772293478e-07,5.213384639546348e-06
1936,7.638570274082213e-07,5.710740694553351e-06
1937,6.408879105190834e-07,5.07799787641261e-06
1938,5.28980734770812e-07,5.200347651168613e-06
1939,1.049171872935517e-06,5.577740139983689e-06
1940,8.063789493917284e-07,5.053815236522041e-06
1941,1.0005593633621856e-06,5.114954163332186e-06
1942,6.614581877784076e-07,4.6241386968404186e-06
1943,3.629043916486552e-07,6.796473712711304e-06
1944,3.566636674889878e-07,6.056855873737277e-06
1945,7.014783127701207e-07,4.897276909332504e-06
1946,6.180970544278352e-07,5.128534922960171e-06
1947,3.8504414412443566e-07,5.7625488381063406e-06
1948,1.057834707829386e-06,5.700130969898964e-06
1949,5.566243777010982e-07,5.092082091096017e-06
1950,4.626382323902334e-07,5.573993085761231e-06
1951,7.633563519071629e-07,4.850937926903498e-06
1952,7.497355831720398e-07,4.946567351282738e-06
1953,6.011795739002679e-07,5.2016038409874454e-06
1954,5.511710292616101e-07,5.613344882249294e-06
1955,8.034080436480906e-07,5.848172250466632e-06
1956,5.764674670949432e-07,5.518738618093266e-06
1957,7.72182288777401e-07,4.910514185496595e-06
1958,6.501983400575284e-07,5.806287902032636e-06
1959,4.828715949312112e-07,5.630918067822677e-06
1960,5.22522918933177e-07,6.097946339878035e-06
1961,6.982899829477418e-07,6.092146094260897e-06
1962,5.898019761474416e-07,5.851723393845987e-06
1963,6.737627499253662e-07,6.118826348711082e-06
1964,8.268112994258559e-07,5.953771250233331e-06
1965,5.554124030138219e-07,6.461935953439024e-06
1966,8.103666230274698e-07,6.029836555399015e-06
1967,4.595072743418527e-07,7.535524702007024e-06
1968,5.124705322046008e-07,7.042539920121271e-06
1969,4.777929254462521e-07,5.7898329259842285e-06
1970,6.718737441957501e-07,6.137918063586767e-06
1971,5.662513892223942e-07,6.748771312459212e-06
1972,5.740634398954114e-07,7.276600385353049e-06
1973,5.204464335606396e-07,6.751469129540055e-06
1974,6.328768321073319e-07,5.848907065342246e-06
1975,7.544865474606866e-07,6.884618088065508e-06
1976,6.833378223269904e-07,7.758397970292208e-06
1977,7.73384478236494e-07,7.148517482846728e-06
1978,6.986135150377493e-07,7.560590574939852e-06
1979,6.419614724251232e-07,7.295069792689901e-06
1980,6.111537174113835e-07,8.616982711373566e-06
1981,6.717733417316296e-07,8.050526645320133e-06
1982,6.362689918271158e-07,7.882286382709935e-06
1983,6.062703232778688e-07,8.086130662832147e-06
1984,7.82866140802696e-07,9.480798837557813e-06
1985,6.677269133170682e-07,8.468702418440444e-06
1986,6.695840271686571e-07,8.986932783727752e-06
1987,7.125212542757886e-07,8.283212338255908e-06
1988,9.246686110131463e-07,9.304252699848803e-06
1989,6.519889432787807e-07,8.134494976275164e-06
1990,5.889991832597197e-07,8.470472891985992e-06
1991,7.238909756068779e-07,9.395342800644357e-06
1992,5.835030778555961e-07,9.715684285538373e-06
1993,6.00450086096771e-07,8.934187405884586e-06
1994,6.646407415544786e-07,9.38462207500379e-06
1995,5.975540732228168e-07,9.690461695299746e-06
1996,6.448415177384703e-07,1.0154652926530616e-05
1997,5.341512370193868e-07,9.865016068033583e-06
1998,4.1673448558654513e-07,9.61254824005664e-06
1999,3.482493194650882e-07,9.226778900028876e-06
2000,3.4107201796196307e-07,1.0159705368550931e-05
2001,3.4085828362617754e-07,9.8936527024307e-06
2002,2.812744225866304e-07,1.0116240503066365e-05
2003,2.537656054180104e-07,1.0200210510902252e-05
2004,2.6076363504601296e-07,9.735469575389288e-06
2005,2.1122585680544148e-07,1.0101009706886543e-05
2006,1.8818757102634365e-07,1.078145959354515e-05
2007,1.7855323841686754e-07,1.0761127498426504e-05
2008,2.0435710545996244e-07,1.0950986307989297e-05
2009,9.679430590381344e-08,1.0475718823954594e-05
2010,1.610813472052719e-07,1.1179801106209197e-05
2011,4.672893813839618e-07,1.0839431325848636e-05
2012,1.0689353249770939e-07,1.1102970063348039e-05
2013,1.2021129158767963e-07,9.405208430735001e-06
2014,1.6305802340299547e-07,9.647924514410988e-06
2015,9.863760744299732e-08,9.48893739405321e-06
2016,5.136923367787816e-07,8.712884891792783e-06
2017,1.3383052352433644e-07,8.720114919924526e-06
2018,1.6314870038280915e-07,8.820613416560263e-06
2019,1.8596700579465164e-07,8.530758123015403e-06
