year,tes_DET oeufs_NOUN,tes_DET jeux_NOUN
1873,5.986004469882289e-10,1.915521447015678e-08
1874,0.0,2.0313671078575624e-08
1875,0.0,2.5746871912257774e-08
1876,0.0,1.813804395567331e-08
1877,0.0,3.401648807077606e-08
1878,0.0,2.0532900657510567e-08
1879,0.0,2.321543546290883e-08
1880,0.0,1.6044616302224313e-08
1881,6.972507571312292e-10,2.719278008322945e-08
1882,0.0,3.327692410515226e-08
1883,0.0,2.590928921408775e-08
1884,0.0,3.300848483434038e-08
1885,0.0,2.7071669461697923e-08
1886,0.0,1.6133660019068685e-08
1887,0.0,1.958677409152898e-08
1888,0.0,1.9655905125759432e-08
1889,0.0,2.192797943223468e-08
1890,6.554386478008212e-10,9.831579661501166e-09
1891,0.0,1.5935549768641977e-08
1892,0.0,1.4417578242387208e-08
1893,0.0,1.2932674542387446e-08
1894,0.0,2.0795079658242344e-08
1895,0.0,2.106515029076661e-08
1896,0.0,2.3588115682926514e-08
1897,0.0,1.1653426668090106e-08
1898,0.0,1.8672571377997826e-08
1899,5.527578395003729e-10,1.9899282222013426e-08
1900,0.0,8.824790675987515e-09
1901,0.0,1.1177477832191585e-08
1902,0.0,1.3748794824852695e-08
1903,0.0,1.566063789759653e-08
1904,5.374625189347171e-10,1.0749250378694342e-08
1905,0.0,1.3934049136743454e-08
1906,0.0,2.417766653550757e-08
1907,0.0,2.2114226339020604e-08
1908,0.0,2.161011192214346e-08
1909,0.0,1.4852655716435237e-08
1910,0.0,2.5117507629346392e-08
1911,0.0,1.2768897716952665e-08
1912,0.0,2.1879568379290504e-08
1913,0.0,2.863614512182977e-08
1914,0.0,1.4063161579702665e-08
1915,0.0,2.591767633841613e-08
1916,1.0987462051303964e-09,3.515987789803887e-08
1917,0.0,3.180263163926611e-08
1918,0.0,1.6080926812378493e-08
1919,0.0,2.4861191438851904e-08
1920,7.572231730534895e-10,3.483226462819289e-08
1921,0.0,3.180554092319099e-08
1922,0.0,2.7298361071625976e-08
1923,0.0,6.157249909932716e-08
1924,0.0,2.7072411201700675e-08
1925,0.0,4.6192347724627325e-08
1926,0.0,3.566764272822098e-08
1927,0.0,2.4528295283765544e-08
1928,0.0,4.7989372364831695e-08
1929,0.0,3.007909721297608e-08
1930,0.0,2.5208648168906223e-08
1931,1.1405356659111021e-09,4.790249974462313e-08
1932,0.0,2.7398840973802407e-08
1933,0.0,2.867665571670841e-08
1934,0.0,3.235026646564165e-08
1935,2.393656828303392e-09,1.795242621227544e-08
1936,0.0,3.031178552603819e-08
1937,0.0,2.2664012888640173e-08
1938,0.0,3.3709557256678124e-08
1939,0.0,2.5999884911698246e-08
1940,0.0,2.2822046474857416e-08
1941,2.9515025978810172e-09,2.9515025090631752e-08
1942,0.0,3.641054280301148e-08
1943,0.0,2.322588166236983e-08
1944,0.0,1.2852744646352221e-08
1945,0.0,2.3963544926175473e-08
1946,1.3921104269343232e-09,4.5939644088832665e-08
1947,0.0,1.311295849681926e-08
1948,0.0,1.522064296821668e-08
1949,9.817008317369869e-10,2.2579119796084512e-08
1950,1.0635361480382244e-09,4.892266236566911e-08
1951,0.0,1.8124383438511416e-08
1952,0.0,3.585233332437099e-08
1953,0.0,2.154765532669245e-08
1954,9.772536113672459e-10,2.4431340284181147e-08
1955,1.8771215692936494e-09,3.75424318299622e-08
1956,1.744228317335228e-09,2.7907652411229833e-08
1957,0.0,1.76700756249204e-08
1958,0.0,3.308897444931347e-08
1959,0.0,2.0151944668533872e-08
1960,0.0,2.4222916228389124e-08
1961,0.0,2.5013373317062104e-08
1962,6.341956404476434e-10,2.02942609384138e-08
1963,0.0,2.0044764514892677e-08
1964,6.083968329129164e-10,1.8251904654320583e-08
1965,5.472043373977442e-10,3.502107748243333e-08
1966,1.1078149508847446e-09,3.3788354447672475e-08
1967,9.860671168482327e-10,3.352628280550718e-08
1968,1.3474247273492779e-09,4.356673216632245e-08
1969,4.5417578031781147e-10,2.3617141076126558e-08
1970,0.0,2.6212732651131887e-08
1971,0.0,3.596878273004478e-08
1972,0.0,2.6163748834129308e-08
1973,0.0,2.2052814963036127e-08
1974,7.313243344242437e-09,2.475251587030769e-08
1975,0.0,1.4849848017917111e-08
1976,2.856763492431469e-09,2.0568696745826287e-08
1977,2.3507127355770763e-09,2.7620874143430285e-08
1978,7.128709622605811e-09,1.6039596761885377e-08
1979,0.0,2.45782879604306e-08
1980,1.7055452605774235e-09,2.330911752501663e-08
1981,6.325549528618524e-10,2.150686878588104e-08
1982,0.0,3.289976158171726e-08
1983,1.89459470334441e-09,1.894594892082324e-08
1984,4.639206796497319e-09,2.029652917956426e-08
1985,3.0077789148208467e-09,1.9249785432329247e-08
1986,1.7983456945813714e-09,2.5776287992940183e-08
1987,2.4443267410134695e-09,1.711028652096047e-08
1988,2.398621523624911e-09,2.038828278427829e-08
1989,1.0976244357863152e-09,1.9208427626260516e-08
1990,1.6345953479657283e-09,2.6153524679273232e-08
1991,2.9307325455363298e-09,1.641210245484359e-08
1992,1.1019888335184191e-09,2.2039777225479895e-08
1993,1.661762283333701e-09,1.606370197970719e-08
1994,1.0549853213248639e-09,1.6879764863642066e-08
1995,2.1689803286761844e-09,1.8436333071303324e-08
1996,5.338092190498855e-10,2.402141485724485e-08
1997,4.79489448146353e-10,2.061804638131548e-08
1998,9.536258449571733e-10,1.9072516455054256e-08
1999,0.0,1.7366764415438496e-08
2000,1.3254094488601709e-09,1.8113928579310823e-08
2001,4.3812117822561447e-10,3.066848242028186e-08
2002,0.0,2.4972963252878344e-08
2003,4.1669229178253886e-10,1.9167845810574846e-08
2004,0.0,2.4226351369449617e-08
2005,9.007499190971657e-10,2.6572121947232574e-08
2006,8.235779835885637e-10,3.459027464458586e-08
2007,0.0,3.634976275534996e-08
2008,1.7029758714315335e-09,3.746546928251604e-08
2009,0.0,2.7178697958873954e-08
2010,0.0,3.9207481039582603e-08
2011,0.0,2.676780386234867e-08
2012,3.404252713057332e-10,4.0510607757227035e-08
2013,0.0,5.215663678725946e-08
2014,4.330890368553497e-10,5.976628786319438e-08
2015,6.649726325136385e-10,5.851759143915558e-08
2016,2.0713400439298368e-10,5.675471670407717e-08
2017,7.54683426862357e-10,6.590901502345758e-08
2018,1.5488800242380307e-09,8.3123230909532e-08
2019,7.65296326310505e-10,7.346844499434013e-08
