year,premiers_ADJ ans_NOUN,premiers_ADJ gens_NOUN
1846,1.5514429207996727e-07,1.7563503984519002e-09
1847,8.359496916909848e-08,1.6179670936367074e-09
1848,1.1906928421012708e-07,1.6090443422100975e-09
1849,1.340706319297169e-07,0.0
1850,1.5954140053509036e-07,0.0
1851,1.1157528945204831e-07,6.449438760824933e-10
1852,1.7578472011336999e-07,0.0
1853,1.528814550511015e-07,1.1943863675867306e-09
1854,1.917200194156976e-07,5.195664343204953e-09
1855,1.57085338514662e-07,6.368324534378189e-09
1856,1.7809530561407882e-07,0.0
1857,1.6206610098379315e-07,0.0
1858,1.5757636617763637e-07,4.404308473482388e-09
1859,1.537836311626961e-07,1.5276520048956854e-09
1860,1.5242022755046492e-07,9.154367819341758e-10
1861,1.4006411674927222e-07,0.0
1862,1.396057740521428e-07,1.8071945051545413e-09
1863,1.423466926553374e-07,1.048870412745373e-08
1864,1.5918496387712366e-07,9.589455896019672e-10
1865,1.1814179146085735e-07,1.4120533631256649e-09
1866,1.591055394101204e-07,4.865612912574591e-10
1867,1.1258522647494829e-07,4.85281148598915e-10
1868,1.3337660220713587e-07,1.4819622196071691e-09
1869,1.3185501757106977e-07,1.953407657850903e-09
1870,1.61126777697973e-07,1.1468097582678638e-09
1871,2.0605084216640535e-07,0.0
1872,1.30622524352475e-07,2.4189357183956872e-09
1873,1.1792428722401382e-07,0.0
1874,1.2666171755881805e-07,0.0
1875,9.898241870587299e-08,0.0
1876,1.0217765122888522e-07,0.0
1877,2.1461310950599e-07,0.0
1878,1.5218503790492832e-07,0.0
1879,9.713826898405387e-08,0.0
1880,1.367001232210896e-07,1.2835692508872398e-09
1881,1.2132163362821302e-07,4.183504653809678e-09
1882,1.024929332515967e-07,3.3276925659464496e-09
1883,9.984555759956493e-08,1.8958017378167824e-09
1884,8.648223115415021e-08,3.9610181801208455e-09
1885,9.732909944659696e-08,0.0
1886,1.1099957930582605e-07,0.0
1887,7.573552807116357e-08,0.0
1888,9.827952851537702e-08,0.0
1889,1.0650732207295732e-07,0.0
1890,8.455158706510701e-08,6.554386478008212e-10
1891,8.159001652074949e-08,0.0
1892,9.402768341715273e-08,6.268512375839919e-10
1893,1.0346139589501036e-07,0.0
1894,8.192001388351855e-08,0.0
1895,9.810341339289153e-08,6.018614495673091e-10
1896,6.250850503874972e-08,2.358811590497112e-09
1897,6.059782009515402e-08,0.0
1898,8.940200757479033e-08,0.0
1899,7.793885714590942e-08,5.527578395003729e-10
1900,9.291984781611973e-08,1.5573159428683425e-09
1901,8.662545525339738e-08,0.0
1902,7.365425602756659e-08,0.0
1903,7.34429974613704e-08,0.0
1904,6.449550227216605e-08,1.6123875568041512e-09
1905,1.0682771289793891e-07,1.5482277682110634e-09
1906,1.033981078535362e-07,1.0288369045596824e-09
1907,9.925688004841504e-08,0.0
1908,6.090122184332358e-08,0.0
1909,1.1222006435218645e-07,8.801573692096554e-09
1910,9.13849760308949e-08,1.068830135508847e-09
1911,8.24657959697106e-08,5.320374141248863e-10
1912,1.2190045595161791e-07,0.0
1913,9.863560990197584e-08,2.6514948014977335e-09
1914,7.567320636781005e-08,4.018046340092951e-09
1915,4.7123048574349014e-08,1.1780761921542648e-09
1916,7.031975712834537e-08,9.888715624128963e-09
1917,4.496234140560773e-08,0.0
1918,7.236417332023848e-08,0.0
1919,1.2154359296800976e-07,8.287063479883727e-09
1920,8.708066445706208e-08,0.0
1921,1.029893681447902e-07,7.572747429129834e-10
1922,9.443757420513066e-08,2.2133805899215986e-09
1923,8.068120394000289e-08,1.0615948120573648e-09
1924,1.2118127301619097e-07,6.445812328337297e-09
1925,1.033828738172815e-07,3.299453377181294e-09
1926,6.464760105018286e-08,0.0
1927,1.1818178080602593e-07,1.1149224876660924e-09
1928,6.170062505361784e-08,1.1426041224282812e-09
1929,6.572840050012019e-08,5.570202965543558e-09
1930,5.671945757512731e-08,0.0
1931,7.413481739604322e-08,0.0
1932,6.02774505864545e-08,0.0
1933,7.11181087353907e-08,0.0
1934,5.751158482780738e-08,0.0
1935,7.89906735576551e-08,0.0
1936,8.608547119592913e-08,0.0
1937,7.428759829508635e-08,0.0
1938,4.2785206488815675e-08,0.0
1939,8.411727492330101e-08,0.0
1940,3.550096039361961e-08,0.0
1941,7.083606590185809e-08,0.0
1942,4.8547388331598995e-08,0.0
1943,8.709705667797607e-08,0.0
1944,8.675602458652065e-08,3.2131861615880553e-09
1945,6.971212940243277e-08,0.0
1946,7.238973864787113e-08,0.0
1947,5.4836007734593295e-08,0.0
1948,6.84928949112873e-08,0.0
1949,3.6322930441201606e-08,0.0
1950,5.636741562398129e-08,0.0
1951,6.503454841322309e-08,0.0
1952,6.010538555756284e-08,0.0
1953,3.016671712430252e-08,2.1547654771580937e-09
1954,4.9839933069506515e-08,0.0
1955,4.035811329572425e-08,0.0
1956,3.401245152190313e-08,8.72114158667614e-10
1957,3.710716001137371e-08,2.6505113659425206e-09
1958,6.204182767532984e-08,0.0
1959,5.735553543217975e-08,0.0
1960,6.021124931976374e-08,2.076250060767393e-09
1961,5.558527504945232e-08,6.948159270159238e-10
1962,4.94672605100277e-08,0.0
1963,4.4615767080813384e-08,0.0
1964,6.38816644027429e-08,1.2167936658258327e-09
1965,6.019247678068496e-08,0.0
1966,5.206730335771681e-08,0.0
1967,7.29689659806354e-08,1.4791006197611978e-09
1968,8.893003666798904e-08,3.1439910674890825e-09
1969,4.723428048691858e-08,3.6334062425424918e-09
1970,6.438214938953024e-08,9.197450023812337e-10
1971,7.347908592691965e-08,0.0
1972,3.5911028817281476e-08,5.130146862875051e-10
1973,4.3554308604143444e-08,1.6539611902288698e-09
1974,2.418995848074701e-08,0.0
1975,2.6843956391076063e-08,2.2845920710778955e-09
1976,4.1137393935741784e-08,2.856763492431469e-09
1977,3.2322301279918975e-08,5.876781838942691e-10
1978,3.9207904478644195e-08,3.5643548113029055e-09
1979,3.5111838769807946e-08,5.851973350345929e-10
1980,3.865902442612423e-08,5.685150683554241e-10
1981,3.28928564385933e-08,1.8976649140967083e-09
1982,2.9175261317959666e-08,0.0
1983,2.5892795463278162e-08,1.2630632095778083e-09
1984,2.7835241667162336e-08,1.1598016991243298e-09
1985,2.8874678648094232e-08,0.0
1986,2.8773531113301942e-08,5.994485463567401e-10
1987,3.238733015109574e-08,4.277571630240118e-09
1988,2.878345739532051e-08,0.0
1989,3.457516939420202e-08,0.0
1990,3.596109721115681e-08,3.2691906959314565e-09
1991,3.106576684785978e-08,0.0
1992,2.7549720726938176e-08,3.30596661157756e-09
1993,2.8803878393546256e-08,5.539207426075166e-10
1994,3.3759530282395644e-08,1.0549853213248639e-09
1995,5.476675468685244e-08,1.0844901643380922e-09
1996,3.096093337262573e-08,1.067618438099771e-09
1997,3.5002731380018304e-08,3.3564262480467733e-09
1998,2.6701524546979272e-08,4.768129224785866e-10
1999,3.0163327835452947e-08,0.0
2000,2.2531960297555997e-08,7.068850393920911e-09
2001,2.2344179839706158e-08,1.095302959441824e-08
2002,3.1544793444027164e-08,0.0
2003,3.2918691772465536e-08,1.6667691671301554e-09
2004,2.5988267537968568e-08,8.809582507929292e-10
2005,2.296912349208924e-08,4.053374524914943e-09
2006,2.5530917824312382e-08,2.4707338397433887e-09
2007,2.6363563776499177e-08,3.994479469415779e-10
2008,2.5118893631770334e-08,2.1287198670449925e-09
2009,2.574823909640145e-08,1.430457752249481e-09
2010,2.0784689525044087e-08,3.3066551718974324e-09
2011,1.5678285336662157e-08,1.911985902935953e-09
2012,2.2127641940983267e-08,2.0425516833455504e-09
2013,3.0680375573410856e-08,1.1156500168141292e-09
2014,3.009968807532459e-08,1.0827225782605865e-09
2015,4.3888192635677115e-08,6.649726325136385e-10
2016,6.193306489876704e-08,1.0356699942093428e-09
2017,1.5848351964109497e-08,1.0062445321423752e-09
2018,3.8205708818850326e-08,5.162933414126769e-10
2019,3.1122048937959335e-08,2.806086474294034e-09
