year,six_DET oeufs_NOUN,six_DET jeux_NOUN
1971,5.138397485282553e-10,2.5178147566862208e-08
1972,1.0260293725750103e-09,2.8215807912346236e-08
1973,0.0,1.1577728109557484e-08
1974,1.6876715580593782e-09,7.313243344242437e-09
1975,9.709516746170266e-09,2.056132819561185e-08
1976,1.142705374768127e-09,9.71299568552908e-09
1977,2.938390863960194e-09,1.586731068758951e-08
1978,2.3762365408686037e-09,1.3663360221016774e-08
1979,4.681578680276743e-09,9.363157360553487e-09
1980,5.685150683554241e-10,1.5349906234973787e-08
1981,2.5302198114474095e-09,2.0241758491579276e-08
1982,4.345251713999687e-09,1.3656505259973528e-08
1983,5.052252838311233e-09,7.578379146444547e-09
1984,8.118611560803402e-09,2.0296530678365343e-08
1985,2.4062232206745193e-09,7.2186695510012555e-09
1986,1.7983456945813714e-09,1.0790073723399018e-08
1987,4.277571630240118e-09,1.099947066762752e-08
1988,4.797243047249822e-09,1.8589317196671118e-08
1989,5.488122178931576e-10,1.0427432473036902e-08
1990,5.44865097484859e-10,4.90378582185258e-09
1991,2.344586080837985e-09,1.4067516596050211e-08
1992,7.162927584403178e-09,1.763182155833931e-08
1993,1.1632335983335906e-08,1.218625611532076e-08
1994,2.1099706426497278e-09,1.1077346095955676e-08
1995,3.253470381991974e-09,7.049186012686448e-09
1996,1.067618438099771e-09,1.0142375161947825e-08
1997,9.58978896292706e-10,1.8220599695695228e-08
1998,3.337690568372409e-09,1.001307092796111e-08
1999,4.113180906983871e-09,1.1882523409667556e-08
2000,1.7672125984802278e-09,1.060327570190367e-08
2001,1.3143635069212678e-09,4.381211837767296e-09
2002,0.0,1.1829298207644001e-08
2003,4.583615265119079e-09,1.0833999308790254e-08
2004,3.0833537945085254e-09,1.1452457482352685e-08
2005,1.8014998381943315e-09,1.0808999029165989e-08
2006,2.0589450144825605e-09,8.647569049724524e-09
2007,3.994479469415779e-10,1.2782333969063586e-08
2008,2.9802078582719105e-09,1.7881246872075707e-08
2009,1.907277002999308e-09,6.675469510497578e-09
2010,9.447586046817946e-10,6.140930874920514e-09
2011,1.1471915639660324e-09,8.795135286732148e-09
2012,6.808505426114664e-10,9.191482353010372e-09
2013,2.789125042035323e-10,7.251725164802991e-09
2014,1.0827225782605865e-09,1.017759210242275e-08
2015,4.433150790905671e-10,8.42298653047635e-09
2016,6.214020409345267e-10,1.3256576725240166e-08
2017,2.515611330355938e-10,7.546833963312238e-09
2018,5.162933192082164e-09,8.518839800242262e-09
2019,4.08158040698936e-09,5.867271724024903e-09
