year,six_DET oeufs_NOUN,six_DET jeux_NOUN
1800,5.973912209356058e-08,6.288328968651058e-09
1801,4.286128785224719e-08,3.5717739876872656e-08
1802,4.2518962573012686e-08,3.8043282302169246e-08
1803,5.265915774543828e-07,1.5602713787643552e-08
1804,7.415552971679062e-08,0.0
1805,5.685755510853596e-08,2.2743021688143017e-08
1806,1.4408345627714425e-08,1.4408345627714425e-08
1807,1.1387820464392462e-08,0.0
1808,4.5321479902327155e-09,0.0
1809,6.7770917766551975e-09,9.036122072814123e-09
1810,4.680253518074551e-09,1.8721014072298203e-08
1811,2.5070767684098882e-09,3.760615285841595e-08
1812,0.0,0.0
1813,1.7254450312975678e-08,8.627225156487839e-09
1814,3.1466771410748606e-09,1.2586708564299443e-08
1815,3.236668177919455e-08,0.0
1816,2.3176038865813098e-09,1.3905623319487859e-08
1817,3.269434145636296e-08,9.341240669868967e-09
1818,5.96058882251782e-08,1.1921177378582115e-09
1819,1.8631890696951814e-08,3.1053151161586356e-09
1820,1.6613073583471305e-08,2.1359666035891678e-08
1821,4.930744257336528e-09,0.0
1822,6.015369535816717e-09,8.02049271442229e-09
1823,5.435477845594505e-08,8.894418535021487e-09
1824,6.736890156844311e-09,1.0105335235266466e-08
1825,1.1447076175841175e-08,1.0566531427613768e-08
1826,1.6735169694470642e-08,9.688782665051576e-09
1827,9.217273166939322e-09,9.217273055917019e-10
1828,1.0089530988466322e-08,8.255071293206129e-09
1829,0.0,0.0
1830,3.1310507520032616e-09,2.0873671680021744e-09
1831,4.677361609140007e-09,0.0
1832,1.3529969367098715e-09,6.764984572527055e-09
1833,1.1583628500844156e-09,6.950177322551099e-09
1834,5.600718555598405e-09,5.600718555598405e-09
1835,4.5378527602224494e-09,1.8907719834260206e-08
1836,4.032449929525228e-09,4.70452493628315e-09
1837,4.87052354003481e-09,9.045257876039159e-09
1838,6.943378316748294e-09,1.8936485712828244e-09
1839,4.194885327990505e-09,2.7965900706306e-09
1840,3.821813088222825e-09,7.0066574764382494e-09
1841,5.778493683550323e-09,6.420548537278137e-10
1842,1.341653010911159e-09,2.0795621225033756e-08
1843,5.906911071384968e-10,5.906911071384968e-10
1844,3.841992946007622e-09,3.841992834985319e-09
1845,1.674068439427856e-09,1.674068439427856e-09
1846,4.6836010625384006e-09,5.854501328173001e-09
1847,5.9325460100012606e-09,7.011190739092399e-09
1848,1.045878850192139e-08,9.65426583121598e-09
1849,3.3517659758786067e-09,1.005529792763582e-08
1850,4.073397619208663e-09,1.1541293254424545e-08
1851,1.2898877521649865e-09,2.579775504329973e-09
1852,0.0,2.6042181744401205e-09
1853,7.763511611358354e-09,1.2541057081705276e-08
1854,3.63696517347023e-09,1.0910895298366086e-08
1855,2.653468555990912e-09,0.0
1856,1.0354378465748937e-09,5.694908100650764e-09
1857,3.905207268672939e-09,0.0
1858,2.4468380654951716e-09,3.4255731584664773e-09
1859,5.092173349652285e-09,1.018434669930457e-09
1860,4.577183909670879e-10,1.373155189554609e-08
1861,1.4147891747029462e-09,8.488734437595014e-09
1862,3.6143890103090826e-09,1.671654992208005e-08
1863,3.995696662428827e-09,9.489779628779615e-09
1864,2.3973640850272204e-09,6.233146221390484e-09
1865,3.765475486972036e-09,8.943004559114343e-09
1866,3.8924903300596725e-09,7.298419313350735e-09
1867,2.426405742994575e-09,1.94112459439566e-09
1868,9.87974813071446e-10,2.2723421366777075e-08
1869,9.767038289254515e-10,5.371870948067681e-09
1870,1.7202146374017957e-09,2.8670243956696595e-09
1871,0.0,0.0
1872,6.047339295989218e-10,0.0
1873,5.986004469882289e-10,4.190203295451056e-09
1874,1.1949218281515073e-09,1.1949218281515073e-09
1875,1.716458086775674e-09,1.716458086775674e-09
1876,0.0,1.0882827083946722e-08
1877,0.0,6.184815992682502e-10
1878,1.8117265465633636e-09,1.2078177569208037e-08
1879,3.665595160740054e-09,6.109325489944695e-09
1880,1.2835692508872398e-09,7.701415505323439e-09
1881,6.972507571312292e-10,7.669758161910067e-09
1882,3.3276925659464496e-09,4.6587693702804245e-09
1883,1.2638677882037541e-09,3.159669414998234e-09
1884,2.6406787867472303e-09,9.902545450302114e-09
1885,6.445635691854079e-10,1.933690763067375e-09
1886,1.2906927748801422e-09,3.872078213618124e-09
1887,6.528924623161458e-10,3.9173548849191775e-09
1888,1.9021844099853524e-09,5.706553229956057e-09
1889,1.1903759755682586e-08,7.51816386923565e-09
1890,3.9326319978272295e-09,2.6217545912032847e-09
1891,2.5496880162734215e-09,8.286486163910922e-09
1892,1.2537024751679837e-09,3.1342561879199593e-09
1893,2.463366621796581e-09,1.1700991287000306e-08
1894,1.8904617871129403e-09,1.5753848003896564e-08
1895,1.2037228991346183e-09,3.611168697403855e-09
1896,0.0,7.666137447071009e-09
1897,0.0,5.2440420894583895e-09
1898,5.6583548957434e-10,6.7900258748920805e-09
1899,1.6582735185011188e-09,1.0502398950507086e-08
1900,5.191053142894475e-10,5.710158568206225e-09
1901,0.0,6.706486921359556e-09
1902,2.455141867585553e-09,5.401312119790447e-09
1903,1.0800440541913758e-09,5.940242076007962e-09
1904,1.0749250378694342e-09,2.1498500757388683e-09
1905,5.160759042333041e-10,3.6125313851442797e-09
1906,2.0576738091193647e-09,6.173021205313489e-09
1907,5.142843373384665e-10,1.0285686968813934e-08
1908,2.9468334439286537e-09,1.964555629285769e-09
1909,1.265226234892225e-08,6.601180213561264e-09
1910,5.344150677544235e-10,4.275320542035388e-09
1911,7.448523575703803e-09,3.1922244847493175e-09
1912,1.0418842455450772e-09,3.646594803896619e-09
1913,7.954484182448596e-09,5.833288518886093e-09
1914,1.7411533548283842e-08,2.0090231700464756e-09
1915,1.4136913861761968e-08,0.0
1916,0.0,6.592477008737774e-09
1917,1.0966424435210342e-09,1.4256352209862655e-08
1918,0.0,2.2972752589112133e-09
1919,0.0,9.207848705727883e-09
1920,1.514446346106979e-09,1.4387239843927091e-08
1921,0.0,5.300923255902035e-09
1922,1.696925089333945e-08,5.902348387820666e-09
1923,1.0615948120573648e-09,5.307974060286824e-09
1924,1.289162443462999e-09,1.289162443462999e-09
1925,2.1996355847875293e-09,1.6497267552040284e-08
1926,3.343841648018042e-09,2.2292276136148814e-08
1927,1.1149224876660924e-09,4.459690061686672e-09
1928,1.1426041224282812e-09,1.1426041224282812e-09
1929,8.912325100141061e-09,1.1140406375176326e-09
1930,1.0503603542488804e-09,8.402882833991043e-09
1931,2.2810713318222042e-09,2.2810713318222042e-09
1932,4.383814644626227e-09,1.2055490383744427e-08
1933,0.0,1.7205992852709073e-08
1934,0.0,1.7972370258689807e-08
1935,2.393656828303392e-09,1.6755597798123745e-08
1936,7.274828739411987e-09,2.424942913137329e-09
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,0.0,5.186085783037697e-09
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,1.2678914806940611e-08,5.0715658339584024e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,0.0,1.2852744646352221e-08
1945,6.535512131478072e-09,2.178504043826024e-09
1946,0.0,0.0
1947,0.0,8.344609447874518e-09
1948,2.174377566888097e-09,8.697510267552389e-09
1949,0.0,2.945102384188658e-09
1950,0.0,1.1698897850465073e-08
1951,0.0,8.529121631184466e-09
1952,0.0,7.381362632230548e-09
1953,3.232148326759443e-09,8.619061908632375e-09
1954,9.772536113672459e-10,1.07497895029951e-08
1955,2.815682353940474e-09,1.595553378308523e-08
1956,8.72114158667614e-10,6.104799332717903e-09
1957,0.0,8.835037701437898e-09
1958,6.617794756635931e-09,4.9633461784992505e-09
1959,2.325224457422337e-09,1.0851047171911432e-08
1960,2.076250060767393e-09,1.522583353841256e-08
1961,1.3896318540318475e-09,7.642975308197464e-09
1962,1.9025869768540815e-09,9.512934440181198e-09
1963,2.5864212993553792e-09,5.819447923549603e-09
1964,1.2167936658258327e-09,1.2776333657704697e-08
1965,5.472043373977442e-10,1.586892572902343e-08
1966,2.215629901769489e-09,6.092982118843793e-09
1967,4.930335584241163e-10,7.395503320850594e-09
1968,1.3474247273492779e-09,1.122853987567396e-08
1969,2.7250546263957176e-09,1.77128555989281e-08
1970,1.3796175313274261e-09,1.6095537708205043e-08
