year,nombreux_ADJ oeufs_NOUN,nombreux_ADJ jeux_NOUN
1995,2.1689803286761844e-09,6.886512693426994e-08
1996,2.6690460952494277e-09,6.672615171510188e-08
1997,4.79489448146353e-10,7.09644365493034e-08
1998,2.3840645013706308e-09,6.103205407725909e-08
1999,1.3710603763428253e-09,5.941261607689263e-08
2000,0.0,6.494506266108147e-08
2001,0.0,9.594853675465309e-08
2002,0.0,8.543381824210883e-08
2003,8.333845835650777e-10,7.66713839084332e-08
2004,0.0,7.135761848076072e-08
2005,1.8014998381943315e-09,9.412836932121138e-08
2006,1.2353669198716943e-09,8.688747499263627e-08
2007,1.1983438685803094e-09,9.227247876886224e-08
2008,4.257439678578834e-10,1.1154492279841222e-07
2009,4.76819250749827e-10,1.234961908291865e-07
2010,0.0,1.3840713353197032e-07
2011,3.82397197240536e-10,1.8316826411179932e-07
2012,0.0,1.8076582186665746e-07
2013,0.0,1.3555147093669007e-07
2014,0.0,1.0567372688008447e-07
2015,0.0,1.2191164611152772e-07
2016,0.0,1.2179478914298159e-07
2017,0.0,1.1571811953103861e-07
2018,0.0,1.3217110117480502e-07
2019,2.55098775436835e-10,1.1479444905759806e-07
