year,rares_ADJ joies_NOUN
1943,3.193558839598154e-08
1944,9.639558484764166e-09
1945,8.714016175304096e-09
1946,1.6705325123211878e-08
1947,1.907339353124371e-08
1948,1.7395020535104777e-08
1949,4.908504269707237e-09
1950,2.2334258886758107e-08
1951,1.1727541604500402e-08
1952,9.490323193972472e-09
1953,1.4005975934594517e-08
1954,7.818028890937967e-09
1955,6.569925492527773e-09
1956,1.831439710997529e-08
1957,1.0602045463770082e-08
1958,9.926692356998501e-09
1959,5.425523585955716e-09
1960,6.2287499602575735e-09
1961,7.64297514166401e-09
1962,8.244543714397423e-09
1963,1.6165133231993423e-08
1964,3.041984220075733e-09
1965,1.0396882466068291e-08
1966,4.985167390003653e-09
1967,6.409436092980059e-09
1968,1.0779397818794223e-08
1969,6.358460868938209e-09
1970,8.277704743875347e-09
1971,1.1818314327172175e-08
1972,6.156176013405457e-09
1973,3.3079223804577396e-09
1974,5.625571564138454e-09
1975,4.569184142155791e-09
1976,3.9994687561772935e-09
1977,6.464460078348111e-09
1978,4.158414057542359e-09
1979,4.681578680276743e-09
1980,6.253665585376211e-09
1981,1.8976649140967083e-09
1982,1.3035754697909852e-08
1983,6.946847541655643e-09
1984,5.219107812592938e-09
1985,4.812446441349039e-09
1986,5.994485352545098e-09
1987,6.110816741511371e-09
1988,7.795519785247507e-09
1989,5.488121956886971e-09
1990,7.628111475810329e-09
1991,2.9307325455363298e-09
1992,3.856960972825618e-09
1993,5.539207315052863e-09
1994,4.2199412852994556e-09
1995,6.506940763983948e-09
1996,4.804283193493575e-09
1997,6.7128524960935465e-09
1998,2.3840645013706308e-09
1999,5.484241505371301e-09
2000,3.092622158362701e-09
2001,8.762423564512289e-10
2002,4.81934359086722e-09
2003,1.6667691671301554e-09
2004,7.047666006343434e-09
2005,2.251874686720612e-09
2006,2.8825228870488218e-09
2007,7.190063211481856e-09
2008,5.960415716543821e-09
2009,5.721831008997924e-09
2010,5.196172381261022e-09
2011,3.82397197240536e-10
2012,7.148930780687124e-09
2013,6.693900100884775e-09
2014,8.661780626084692e-09
2015,3.989835573037226e-09
2016,7.871092222444531e-09
2017,5.7859059765519305e-09
2018,8.26069346260283e-09
2019,4.08158040698936e-09
