year,quelques_DET oies_NOUN,quelques_DET joies_NOUN
1963,8.405868778815773e-09,1.9398159301076134e-08
1964,1.2776333657704697e-08,1.3993127434552832e-08
1965,6.0192477668863376e-09,1.6963333848707407e-08
1966,7.200797069728537e-09,1.6617224929404983e-08
1967,4.930335695263466e-09,1.8242242272314968e-08
1968,7.635406917838594e-09,1.4372530610096135e-08
1969,7.720988265402795e-09,1.4987800667221052e-08
1970,4.59872487312829e-09,6.898087434592526e-09
1971,7.193756479395574e-09,1.1818314438194477e-08
1972,2.5650733759263744e-09,1.2312352026810913e-08
1973,2.7566018356850464e-09,1.1577728331602088e-08
1974,4.500457340128605e-09,7.313243344242437e-09
1975,1.7134440533084216e-09,1.9419032604162112e-08
1976,6.856232359631065e-09,1.9425991482080462e-08
1977,2.3507127355770763e-09,1.5279632226139483e-08
1978,2.3762365408686037e-09,1.4257419356233925e-08
1979,5.851973350345929e-09,1.287434159280565e-08
1980,4.548120602354544e-09,6.822180653731635e-09
1981,5.69299452024552e-09,8.223214609248686e-09
1982,9.932003885992913e-09,1.4898005162855554e-08
1983,2.526126308133314e-09,1.6419821502466903e-08
1984,5.219107646059484e-09,8.69851302098823e-09
1985,7.820225467192188e-09,6.617113967877231e-09
1986,4.795588426365072e-09,9.591176797218992e-09
1987,3.055408426266837e-09,1.099947066762752e-08
1988,1.7989661427186832e-09,1.3792073927376691e-08
1989,6.036934285802431e-09,8.780995486290522e-09
1990,9.262707045820662e-09,1.525622306264296e-08
1991,6.447611611282156e-09,4.689171995142516e-09
1992,6.611932834577061e-09,1.5978838030505926e-08
1993,7.75489034099408e-09,1.4401939196773128e-08
1994,4.2199412852994556e-09,1.0549853324270941e-08
1995,4.337960546330066e-09,1.1387146947594573e-08
1996,3.2028553142993132e-09,9.608566164942545e-09
1997,2.876936688878118e-09,1.630264168106521e-08
1998,5.2449422582867555e-09,9.059445305048541e-09
1999,7.769341975327748e-09,1.371060315280559e-08
2000,5.743440834038438e-09,1.0603275812925972e-08
2001,4.381211921034023e-09,1.708672597855454e-08
2002,5.695587723675288e-09,1.1391176002462089e-08
2003,5.000307723435071e-09,1.7501075977310876e-08
2004,3.9643121285681815e-09,1.2333415899679068e-08
2005,5.404499625605297e-09,9.457873928475635e-09
2006,2.4707338397433887e-09,1.8530505130343045e-08
2007,5.991719120856942e-09,1.3181781888249589e-08
2008,5.960415716543821e-09,1.5326782676350348e-08
2009,6.675469732542183e-09,1.6211854969583328e-08
2010,9.919965127114239e-09,1.558851697724961e-08
2011,1.56782850591064e-08,2.1414242601380806e-08
2012,1.3957436206801788e-08,1.7021263509775508e-08
2013,1.3666712872506537e-08,3.151711347459951e-08
2014,1.2776126934177512e-08,1.8839373394641257e-08
2015,1.0639561565106703e-08,1.7954260078667517e-08
2016,1.5120782848043746e-08,2.0920533971846567e-08
2017,7.798395401659164e-09,1.7860841028394248e-08
2018,1.3165480483579017e-08,1.6263240754099684e-08
2019,9.693753133532823e-09,1.811201366663795e-08
