year,aucuns_ADJ ans_NOUN,aucuns_ADJ gens_NOUN
1892,2.5074049503359674e-09,2.5074049503359674e-08
1893,0.0,1.847524977449666e-08
1894,0.0,2.142523314319078e-08
1895,0.0,3.1296796265678495e-08
1896,0.0,2.299841384001411e-08
1897,0.0,1.4566784223291052e-08
1898,2.8291773368493978e-09,3.5647634177848886e-08
1899,0.0,1.4371703827009696e-08
1900,0.0,1.4015843263770478e-08
1901,3.912117296778206e-09,8.38310842965484e-09
1902,4.910283846193408e-10,2.6024505217492333e-08
1903,4.860198465905796e-09,1.9980815224585058e-08
1904,0.0,1.3974025492302644e-08
1905,0.0,1.4966200723165457e-08
1906,2.572092316910357e-09,1.594697174311932e-08
1907,2.057137349353866e-09,1.3885677496716653e-08
1908,1.964555629285769e-09,1.6698722404839828e-08
1909,0.0,1.4852655993990993e-08
1910,0.0,1.0153886620400954e-08
1911,0.0,1.1172785363555704e-08
1912,0.0,1.8232973686416187e-08
1913,0.0,1.3787773589513108e-08
1914,1.3393487430235496e-09,8.705766774141921e-09
1915,0.0,1.5314990164938536e-08
1916,0.0,3.186363883855847e-08
1917,0.0,5.483212106582869e-09
1918,0.0,1.1486376294556067e-09
1919,0.0,1.1970202606903513e-08
1920,7.572231730534895e-10,7.572231730534895e-09
1921,0.0,1.3630945261411398e-08
1922,0.0,2.2133805899215986e-09
1923,0.0,7.431163684401554e-09
1924,0.0,7.734974438733389e-09
1925,0.0,9.898360353588487e-09
1926,0.0,5.57306911730393e-09
1927,0.0,7.804457524684949e-09
1928,0.0,4.570416489713125e-09
1929,0.0,5.570202965543558e-09
1930,0.0,1.155396367469308e-08
1931,0.0,7.983749661377715e-09
1932,0.0,1.3151444377967891e-08
1933,2.2941324395731044e-09,9.176529758292418e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,2.393656828303392e-09,7.180970484910176e-09
1936,0.0,1.4549657478823974e-08
1937,0.0,5.0364472592434595e-09
1938,0.0,6.482607339819424e-09
1939,0.0,1.5294050470515685e-09
1940,0.0,7.607348528892999e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,2.730790527039062e-08
1943,0.0,2.9032352077962287e-09
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,0.0
1947,1.1920870957027319e-09,0.0
1948,4.348755133776194e-09,2.174377566888097e-09
1949,0.0,3.9268033269479474e-09
1950,2.1270722960764488e-09,1.0635361480382244e-09
1951,0.0,3.1984206394497505e-09
1952,0.0,1.0544803918932644e-09
1953,0.0,1.0773827385790469e-09
1954,2.9317608341017376e-09,1.9545072227344917e-09
1955,0.0,5.631364707880948e-09
1956,0.0,0.0
1957,0.0,2.6505113659425206e-09
1958,0.0,8.272243445794913e-10
1959,7.750747821333448e-10,8.525822714489095e-09
1960,0.0,4.152500121534786e-09
1961,0.0,2.779263708063695e-09
1962,0.0,1.9025869768540815e-09
1963,1.939815863494232e-09,5.819448034571906e-09
1964,0.0,1.2167936658258327e-09
1965,0.0,8.755269398363907e-09
1966,0.0,9.970334780007306e-09
1967,9.860671168482327e-10,1.627010703941778e-08
1968,4.4914158503495116e-10,1.1228539653629355e-08
1969,9.083515606356229e-10,8.629339909305145e-09
1970,9.197450023812337e-10,8.7375777724219e-09
1971,0.0,7.193756701440179e-09
1972,2.565073486948677e-09,4.104117490300041e-09
1973,5.513203782392395e-10,2.7566018356850464e-09
1974,0.0,8.438357679274588e-09
1975,5.711480177694739e-10,6.8537762132336866e-09
1976,0.0,5.713526984862938e-09
1977,0.0,6.464460078348111e-09
1978,0.0,1.0693064211864112e-08
1979,0.0,2.925986564150662e-09
1980,0.0,5.116635559687666e-09
1981,0.0,3.1627747087981106e-09
1982,0.0,3.7245013739806154e-09
1983,0.0,6.315316047889041e-10
1984,0.0,2.8995041922996734e-09
1985,0.0,6.015558051686298e-10
1986,0.0,2.3977941854269602e-09
1987,0.0,6.110816852533674e-10
1988,0.0,2.398621523624911e-09
1989,0.0,2.1952488715726304e-09
1990,0.0,1.089730194969718e-09
1991,0.0,3.5168792322792797e-09
1992,0.0,7.162927584403178e-09
1993,0.0,2.2156829704300662e-09
1994,1.0549853213248639e-09,7.384897138251745e-09
1995,0.0,5.422450821690461e-10
1996,1.067618438099771e-09,6.4057106285986265e-09
1997,5.753873377756236e-09,3.3564262480467733e-09
1998,0.0,1.43043876743576e-09
1999,0.0,2.285100553223174e-09
2000,0.0,3.092622158362701e-09
2001,0.0,6.571817839917671e-09
2002,8.76244299341522e-10,4.8193434798449175e-09
2003,4.1669229178253886e-10,2.9168460979889232e-09
2004,4.404791253964646e-10,1.7619165015858584e-09
2005,0.0,4.5037495954858286e-10
2006,0.0,7.412201963319376e-09
2007,0.0,2.7961355453243186e-09
2008,0.0,3.8316958494988285e-09
2009,0.0,3.814554005998616e-09
2010,0.0,1.4171379625338432e-09
2011,0.0,1.529588788962144e-09
2012,0.0,2.7234021704458655e-09
2013,5.578250084070646e-10,1.3945624655065103e-09
2014,0.0,2.1654451842767486e-10
2015,0.0,1.10828768384863e-09
2016,0.0,3.72841224560716e-09
2017,0.0,5.031222660711876e-10
2018,0.0,5.162933414126769e-10
2019,2.55098775436835e-10,1.7856913725466939e-09
