year,beaux_ADJ oeufs_NOUN,beaux_ADJ jeux_NOUN
1864,9.589455896019672e-10,1.2945765348604255e-08
1865,0.0,1.7886009118228685e-08
1866,0.0,9.731225603104576e-09
1867,0.0,3.639608436856179e-08
1868,0.0,1.2349684830326169e-08
1869,0.0,1.0743741896135361e-08
1870,0.0,1.9495766334642894e-08
1871,0.0,1.4869648623516696e-08
1872,0.0,9.071008832961525e-09
1873,0.0,5.387403856360606e-09
1874,1.1949218281515073e-09,1.1351757756017378e-08
1875,0.0,1.4303817408301e-08
1876,0.0,1.632424040387548e-08
1877,0.0,3.7108895734050407e-08
1878,0.0,3.623453315171332e-08
1879,0.0,6.109325489944695e-09
1880,0.0,1.6686399817444908e-08
1881,0.0,1.673401861523871e-08
1882,0.0,4.791877472598571e-08
1883,6.319338941018771e-10,1.2638677659992936e-08
1884,6.601696966868076e-10,3.9610181801208455e-09
1885,0.0,1.4824961702686323e-08
1886,0.0,1.0970888586481209e-08
1887,6.528924623161458e-10,1.4363633837888301e-08
1888,0.0,6.974675947901687e-09
1889,6.265136742733546e-10,1.628935564212952e-08
1890,1.3108772956016423e-09,7.865263995654459e-09
1891,0.0,1.2748440525456317e-08
1892,6.268512375839919e-10,1.56712811616444e-08
1893,0.0,7.390100087434348e-09
1894,0.0,8.822155450616265e-09
1895,0.0,8.426060515986933e-09
1896,0.0,2.1229304536518612e-08
1897,0.0,1.0488084400961384e-08
1898,0.0,1.3014216371232123e-08
1899,0.0,7.185851913504848e-09
1900,0.0,9.863001082521805e-09
1901,5.588738916095792e-10,7.824234593556412e-09
1902,0.0,4.419255628107521e-09
1903,0.0,6.480264325148255e-09
1904,1.0749250378694342e-09,4.837162670412454e-09
1905,0.0,1.4966201444810423e-08
1906,0.0,1.1317205839134203e-08
1907,1.5428529565042481e-09,2.3142794347563722e-08
1908,9.822778146428846e-10,9.331639461152008e-09
1909,1.6502950117569526e-09,7.701377313651392e-09
1910,0.0,1.977335806202518e-08
1911,5.320374141248863e-10,1.5961122645791193e-08
1912,5.209421227725386e-10,1.5107321948981678e-08
1913,0.0,9.545381374209683e-09
1914,6.696743715117748e-10,1.7411533548283842e-08
1915,1.1780761921542648e-09,2.3561524287174507e-08
1916,0.0,6.592477230782379e-09
1917,0.0,5.483212106582869e-09
1918,0.0,1.4932289182922887e-08
1919,1.8415696745321952e-09,7.366278698128781e-09
1920,0.0,2.953170330499688e-08
1921,0.0,2.0446417892117097e-08
1922,2.2133805899215986e-09,1.6969252392140532e-08
1923,1.0615948120573648e-09,5.201814445854325e-08
1924,0.0,1.5469948877466777e-08
1925,0.0,2.1996356736053713e-08
1926,2.229227691330493e-09,1.89484357093761e-08
1927,1.1149224876660924e-09,2.118352704361115e-08
1928,1.1426041224282812e-09,2.6279895593006586e-08
1929,0.0,1.893869061575515e-08
1930,2.100720708497761e-09,1.1553964007759987e-08
1931,1.1405356659111021e-09,1.9389105432310316e-08
1932,0.0,2.6302888755935783e-08
1933,1.1470662197865522e-09,1.605892663292252e-08
1934,4.7926320689839486e-09,1.0783422155213884e-08
1935,2.393656828303392e-09,1.4361940969820353e-08
1936,0.0,1.576212937948185e-08
1937,2.5182236296217297e-09,1.510934133364117e-08
1938,0.0,1.4261735792331365e-08
1939,0.0,3.058810094103137e-09
1940,0.0,1.5214697057785997e-08
1941,0.0,2.3612020783048138e-08
1942,0.0,1.517105907566929e-08
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,0.0,2.3963544037997053e-08
1946,0.0,6.960552134671616e-09
1947,0.0,2.7418003867296648e-08
1948,1.0871887834440486e-09,2.9354097819123126e-08
1949,9.817008317369869e-10,1.2762110479513922e-08
1950,0.0,9.571825110299415e-09
1951,1.0661401761424827e-09,1.0661401650402524e-08
1952,2.1089607837865287e-09,1.8980646387944944e-08
1953,0.0,1.723812381726475e-08
1954,9.772536113672459e-10,2.8340354063516315e-08
1955,9.385607846468247e-10,1.5016972554349195e-08
1956,2.616342476002842e-09,1.4825940475304833e-08
1957,8.835037701437898e-10,1.1485549400447326e-08
1958,0.0,2.8125628048769613e-08
1959,3.100299128533379e-09,9.300897829689347e-09
1960,2.076250060767393e-09,1.5225833038812198e-08
1961,2.779263708063695e-09,1.737039845295385e-08
1962,6.341956404476434e-10,1.1415521694591035e-08
1963,0.0,1.5518526907953856e-08
1964,6.083968329129164e-10,1.9468698653213323e-08
1965,0.0,2.6265809083270142e-08
1966,4.985167390003653e-09,1.0524241922382771e-08
1967,0.0,1.035370456037299e-08
1968,1.3474247273492779e-09,2.290622133638287e-08
1969,4.5417578031781147e-10,1.1808570121729645e-08
1970,9.197450023812337e-10,7.817832603507213e-09
1971,0.0,2.003974941544584e-08
1972,5.130146862875051e-10,1.3338381399385923e-08
1973,1.102640756478479e-09,9.923766697284009e-09
1974,0.0,7.313243344242437e-09
1975,5.711480177694739e-10,7.4249242310031605e-09
1976,0.0,1.1427053914214724e-08
1977,5.876781838942691e-10,9.990529292736028e-09
1978,5.940591352171509e-10,1.128712323605896e-08
1979,5.851973350345929e-10,9.948355028654987e-09
1980,5.685150683554241e-10,8.527726136353664e-09
1981,0.0,1.581387426563552e-08
1982,0.0,1.3656505259973528e-08
1983,6.315316047889041e-10,8.209910973278056e-09
1984,5.799008495621649e-10,8.69851302098823e-09
1985,3.609334831011779e-09,8.421781161338515e-09
1986,0.0,1.7384007122700496e-08
1987,0.0,1.649920555735207e-08
1988,2.99827696004229e-09,1.199310784016916e-08
1989,1.6464366536794728e-09,1.3171493229435782e-08
1990,5.44865097484859e-10,9.80757164370516e-09
1991,2.344586080837985e-09,1.4067516929117119e-08
1992,0.0,7.713922001162388e-09
1993,0.0,1.1632335372713243e-08
1994,5.274926606624319e-10,1.7934750518033837e-08
1995,2.1689803286761844e-09,9.760411145975922e-09
1996,1.6014276571496566e-09,8.007138063703678e-09
1997,4.79489448146353e-10,1.4864173003559245e-08
1998,9.536258449571733e-10,1.0489884183506604e-08
1999,9.140402323914998e-10,1.4167623435534793e-08
2000,4.4180314962005696e-10,1.2370488633450805e-08
2001,1.3143635069212678e-09,6.571817756650944e-09
2002,0.0,2.146798444568887e-08
2003,0.0,1.3334153337041244e-08
2004,1.3214374039449694e-09,1.321437381740509e-08
2005,0.0,1.2160123796789435e-08
2006,4.1178899179428186e-10,1.6059770735488144e-08
2007,0.0,1.677681460421354e-08
2008,8.514879357157668e-10,2.3841662866175284e-08
2009,0.0,1.0966842545201416e-08
2010,4.723793023408973e-10,2.0784689525044087e-08
2011,0.0,1.414869643667771e-08
2012,0.0,1.327658516458996e-08
2013,2.789125042035323e-10,8.088462455368983e-09
2014,0.0,1.342575989271566e-08
2015,4.433150790905671e-10,1.3077795207872e-08
2016,2.0713400439298368e-10,1.4085112631789798e-08
2017,2.515611330355938e-10,7.2952728302766445e-09
2018,1.0325866828253538e-09,1.4714360063727838e-08
2019,2.55098775436835e-10,1.4795728808802977e-08
