year,six_DET îles_NOUN,six_DET iles_NOUN
1959,7.750747821333448e-10,0.0
1960,2.076250060767393e-09,0.0
1961,2.779263708063695e-09,6.948159270159238e-10
1962,8.24454354786397e-09,0.0
1963,8.405868889838075e-09,0.0
1964,7.909158661334459e-09,0.0
1965,1.0944086747954884e-09,0.0
1966,3.3234448526542337e-09,5.539074754423723e-10
1967,2.465167847631733e-09,9.860671168482327e-10
1968,1.796566312384229e-09,4.4914158503495116e-10
1969,4.541757636644661e-09,4.5417578031781147e-10
1970,5.058597540852361e-09,0.0
1971,2.0553589941130213e-09,1.541519245584766e-09
1972,4.1041173792777386e-09,2.5650733759263744e-09
1973,7.1671650836435674e-09,0.0
1974,6.188128898187983e-09,0.0
1975,4.569184142155791e-09,0.0
1976,3.9994687561772935e-09,0.0
1977,1.7630346071939584e-09,1.1753563677885381e-09
1978,4.1584139465200565e-09,0.0
1979,2.3407893401383717e-09,0.0
1980,5.116635559687666e-09,5.685150683554241e-10
1981,6.325549417596221e-09,0.0
1982,1.1794254461960918e-08,6.207502289967692e-10
1983,1.1999100379966876e-08,1.89459470334441e-09
1984,7.538710988796993e-09,5.799008495621649e-10
1985,1.2031116103372597e-09,1.2031116103372597e-09
1986,1.1988970705090196e-08,5.994485463567401e-10
1987,1.8332451112712533e-09,6.110816852533674e-10
1988,1.679035033230747e-08,0.0
1989,9.329808037250586e-09,1.0976244357863152e-09
1990,7.628111253765724e-09,1.634595292454577e-09
1991,8.7921980806982e-09,1.1722930404189924e-09
1992,1.4876849085965205e-08,1.1019888335184191e-09
1993,9.416652346772025e-09,0.0
1994,9.494868002946077e-09,0.0
1995,5.422450655157007e-09,5.422450821690461e-10
1996,5.3380921904988554e-09,0.0
1997,6.233362936924891e-09,0.0
1998,5.72175506974304e-09,0.0
1999,1.0511462644746672e-08,0.0
2000,7.95245647111642e-09,4.4180314962005696e-10
2001,8.762423675534592e-09,0.0
2002,4.81934359086722e-09,4.38122149670761e-10
2003,7.083768960303161e-09,0.0
2004,5.285749615779878e-09,4.404791253964646e-10
2005,5.854874363109275e-09,0.0
2006,8.64756888319107e-09,1.2765458912156191e-08
2007,7.589511241690161e-09,0.0
2008,7.2376473703172906e-09,0.0
2009,9.059565542202108e-09,0.0
2010,7.085689368580006e-09,0.0
2011,1.0707121411712706e-08,0.0
2012,1.4297861339329643e-08,3.404252713057332e-10
2013,1.0598675437289984e-08,0.0
2014,1.2559581652471508e-08,0.0
2015,1.1526192111865896e-08,0.0
2016,1.3463710590855271e-08,0.0
2017,1.0314006537726073e-08,0.0
2018,8.776986804015507e-09,0.0
2019,9.183556137770665e-09,0.0
