year,certains_DET ans_NOUN,certains_DET gens_NOUN
1934,0.0,1.0783422155213884e-08
1935,8.377798899061872e-09,1.555876938397205e-08
1936,0.0,1.33371855781661e-08
1937,1.2591118148108649e-09,1.1332006444320086e-08
1938,3.8895642262559704e-09,3.8895642262559704e-09
1939,0.0,7.647025235257843e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,8.854508237732261e-09
1942,0.0,1.8205270624349623e-08
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,2.3963544037997053e-08
1946,0.0,1.6705325123211878e-08
1947,0.0,4.7683483828109274e-09
1948,0.0,4.348755133776194e-09
1949,0.0,1.472551280912171e-08
1950,0.0,5.317680740191122e-09
1951,1.0661401761424827e-09,4.264560704569931e-09
1952,0.0,9.490323193972472e-09
1953,0.0,6.464296653518886e-09
1954,9.772536113672459e-10,9.772536113672459e-10
1955,1.8771215692936494e-09,2.815682353940474e-09
1956,0.0,7.849027205963921e-09
1957,0.0,1.1485548956358116e-08
1958,0.0,4.136121722897457e-09
1959,0.0,3.1002992395556817e-09
1960,1.3841666701708277e-09,6.920833461876441e-09
1961,1.3896318540318475e-09,1.3201502779836005e-08
1962,0.0,6.976152100435229e-09
1963,0.0,1.2932106052687686e-08
1964,6.083968329129164e-10,9.125952327160292e-09
1965,1.0944086747954884e-09,1.0396882743624047e-08
1966,5.539074754423723e-10,8.862519607077957e-09
1967,1.4791006197611978e-09,1.3311905799895385e-08
1968,4.4914158503495116e-10,1.3025105438657647e-08
1969,9.083515606356229e-10,9.991866889436096e-09
1970,9.197450023812337e-10,1.1036940084085956e-08
1971,0.0,1.5415192122780752e-08
1972,1.0260293725750103e-09,6.669190699692962e-09
1973,2.205281512956958e-09,1.2680368866035963e-08
1974,5.625571675160757e-10,1.0126029126311664e-08
1975,1.7134440533084216e-09,1.028066431985053e-08
1976,1.142705374768127e-09,1.542652272590317e-08
1977,0.0,1.8218024422367307e-08
1978,3.5643548113029055e-09,1.9009892548993435e-08
1979,0.0,1.2289143924704149e-08
1980,0.0,1.0801786354264209e-08
1981,0.0,8.223214553737535e-09
1982,6.207502289967692e-10,9.311253656996143e-09
1983,0.0,1.5788290230744906e-08
1984,5.799008495621649e-10,1.0438215625185876e-08
1985,6.015558051686298e-10,1.0828004826102244e-08
1986,2.3977941854269602e-09,6.593933954412989e-09
1987,6.110816852533674e-10,1.649920555735207e-08
1988,0.0,1.679035038781862e-08
1989,5.488122178931576e-10,9.878620144121442e-09
1990,1.089730194969718e-09,1.4166492201539427e-08
1991,1.1722930404189924e-09,1.758439527321798e-08
1992,1.1019888335184191e-09,1.4325854946761751e-08
1993,1.1078414852150331e-09,1.1078414630105726e-08
1994,0.0,1.1077345707377617e-08
1995,0.0,2.1689802398583424e-08
1996,5.338092190498855e-10,1.81495130036069e-08
1997,4.79489448146353e-10,1.870008814464086e-08
1998,0.0,1.144350969539687e-08
1999,0.0,1.27965633645033e-08
2000,0.0,1.1928684928719235e-08
2001,1.3143635069212678e-09,2.365854312458282e-08
2002,0.0,1.5334275627054694e-08
2003,1.6667691671301554e-09,1.7084383518994883e-08
2004,0.0,1.9821560393040727e-08
2005,1.8014998381943315e-09,1.3060873937931206e-08
2006,8.235779835885637e-10,1.2765458912156191e-08
2007,7.988958938831558e-10,1.5179022039291112e-08
2008,1.7029758714315335e-09,1.4475294907168035e-08
2009,4.76819250749827e-10,1.2874119770245329e-08
2010,4.723793023408973e-10,2.3618965894200983e-08
2011,0.0,1.797266846459422e-08
2012,0.0,1.8042539462470586e-08
2013,0.0,1.0040850373371768e-08
2014,0.0,2.2520629805455883e-08
2015,0.0,1.3077795291138727e-08
2016,2.0713400439298368e-10,2.42346778200897e-08
2017,0.0,1.1068690186633035e-08
2018,0.0,1.0584013443448725e-08
2019,0.0,1.836711183145212e-08
