year,vos_DET oies_NOUN,vos_DET joies_NOUN
1800,0.0,4.7162468153061354e-08
1801,0.0,5.2386017301842e-08
1802,2.2378401354217203e-09,3.8043282302169246e-08
1803,3.900678446910888e-09,2.145373123596528e-08
1804,0.0,4.696516731073075e-08
1805,0.0,2.2743021466098412e-08
1806,2.305335300434308e-08,1.152667650217154e-08
1807,2.8469551160981155e-09,3.131650672116848e-08
1808,1.1330369531492579e-08,9.064295980465431e-09
1809,0.0,2.710836710662079e-08
1810,1.6380887757350138e-08,6.084329839950442e-08
1811,1.504245972228091e-08,2.2563691359778204e-08
1812,1.0668832928217853e-08,2.400487453257938e-08
1813,0.0,2.0130190847567064e-08
1814,1.2586708564299443e-08,2.2026739543434815e-08
1815,0.0,5.3944472000466703e-08
1816,0.0,1.62232268507978e-07
1817,6.227493631882908e-09,1.0898113522728181e-08
1818,0.0,2.1458118837358597e-08
1819,4.140420006848444e-09,3.5193569503100264e-08
1820,3.5599443393152796e-09,6.526564533260171e-08
1821,5.9168927535324656e-09,6.7058117281249e-08
1822,4.010246357211145e-09,4.8122956286533736e-08
1823,9.882686891060644e-10,5.0401702367253165e-08
1824,1.6842225392110777e-09,3.2842340402794434e-08
1825,5.283265824829186e-09,3.169959583715354e-08
1826,9.688783109140786e-09,4.0516726751427257e-08
1827,6.452091305675367e-09,4.055600300034712e-08
1828,0.0,5.961995697134626e-08
1829,0.0,3.772197487705853e-08
1830,3.1310507520032616e-09,5.5315229730013016e-08
1831,0.0,7.795603096383275e-08
1832,0.0,7.306183236188701e-08
1833,2.3167257001688313e-09,7.645194699534841e-08
1834,6.534171426153534e-09,1.0174638731541563e-07
1835,1.285724948729694e-08,7.789980571715205e-08
1836,2.016224964762614e-09,1.0417162810139047e-07
1837,6.957891152126194e-09,9.741046946842857e-08
1838,1.8936485712828244e-09,8.521418237705802e-08
1839,9.788065469251706e-09,7.341049201858851e-08
1840,0.0,9.745623819057414e-08
1841,1.2841097074556274e-09,9.309795379053298e-08
1842,3.3541325272778977e-09,1.0196562838515888e-07
1843,5.906911071384968e-10,9.451058025078396e-08
1844,2.195424508855126e-09,1.015383865876629e-07
1845,3.348136878855712e-09,1.0490828872278257e-07
1846,5.854501328173001e-10,1.047955733302075e-07
1847,3.235934187273415e-09,6.3640040792734e-08
1848,6.43617736884039e-09,6.114368744647436e-08
1849,4.1897072478036534e-09,7.709061833338637e-08
1850,0.0,5.5669765686161554e-08
1851,1.9993260380601896e-08,5.159551053068867e-08
1852,3.2552727180501506e-09,1.0351767087968256e-07
1853,6.569124799682413e-09,1.0689757967696778e-07
1854,1.558699391779328e-09,9.715892690387307e-08
1855,3.714855978387277e-09,1.2365163826189018e-07
1856,5.694908100650764e-09,1.7136496821557046e-07
1857,2.4407544874094356e-09,1.0251168824915169e-07
1858,1.9574704079872163e-09,1.1010770939456904e-07
1859,4.073738679721828e-09,7.841946736419914e-08
1860,2.288591982591015e-09,1.212953706364317e-07
1861,4.715963730639317e-10,9.620566238099926e-08
1862,1.3553959066214816e-09,1.5225613492209078e-07
1863,9.989241656072068e-10,1.0838327058060315e-07
1864,0.0,9.973034020838156e-08
1865,1.4120533631256649e-09,1.0449194498551861e-07
1866,4.865612801552288e-09,1.2407313265683229e-07
1867,4.367530337390235e-09,1.135557923248598e-07
1868,1.4819622196071691e-09,8.101393511594779e-08
1869,9.767038289254515e-10,9.083345875460225e-08
1870,0.0,8.142349550155359e-08
1871,2.1242354542039266e-09,4.142259002470894e-08
1872,1.8142017887967654e-09,9.433849423867713e-08
1873,5.986004469882289e-10,5.566984045968226e-08
1874,2.9873046258899194e-09,4.839433243031266e-08
1875,1.1443054281912168e-09,6.694186777123079e-08
1876,6.04601479992084e-10,6.650616057868319e-08
1877,1.1132669008873108e-08,8.658742378653272e-08
1878,6.039088673581716e-10,6.944952157805773e-08
1879,4.887460214320072e-09,8.430868880804354e-08
1880,1.2835692508872398e-09,7.123809098175116e-08
1881,1.3945015142624584e-09,7.600033058441369e-08
1882,7.986462158271479e-09,9.184431504216661e-08
1883,3.159669414998234e-09,5.750598425224851e-08
1884,0.0,6.997798607244476e-08
1885,3.86738152613475e-09,5.5432465728699754e-08
1886,6.4534639854230136e-09,6.066256069692244e-08
1887,1.3057849246322917e-09,5.419007464979586e-08
1888,0.0,1.0335202116351638e-07
1889,1.2530273485467092e-09,6.515742229096233e-08
1890,3.2771931834929546e-09,4.85024592156158e-08
1891,4.461953917456185e-09,5.673055980537356e-08
1892,1.2537024751679837e-09,6.456567880341879e-08
1893,1.847525021858587e-09,5.7273272346947124e-08
1894,3.780923574225881e-09,6.9947086567268e-08
1895,0.0,5.47693903563129e-08
1896,0.0,7.253345302160596e-08
1897,3.4960281336537946e-09,7.166857907137114e-08
1898,5.6583548957434e-10,5.6583550400723936e-08
1899,9.39688327150634e-09,8.291367592505594e-08
1900,1.5573159428683425e-09,6.073531833017398e-08
1901,2.794369402536745e-09,6.594711998708647e-08
1902,4.910283735171106e-09,7.905556814735704e-08
1903,5.400220270956879e-10,6.96628439378344e-08
1904,0.0,7.094505072302582e-08
1905,1.0321518084666081e-09,5.057543878139725e-08
1906,5.144184633820714e-09,7.561950954304564e-08
1907,1.5428529565042481e-09,4.628558930575011e-08
1908,9.822778146428846e-10,5.942780934020675e-08
1909,0.0,1.0011790418928967e-07
1910,0.0,9.031614833787671e-08
1911,3.7242617878519013e-09,6.916486539054745e-08
1912,1.0418842455450772e-09,6.615965142398039e-08
1913,6.363587878865928e-09,5.196930097373098e-08
1914,4.68772043404897e-09,5.8931346247348415e-08
1915,3.534228465440492e-09,4.2410742917553534e-08
1916,0.0,4.504859418830165e-08
1917,1.0966424435210342e-09,4.496234051742931e-08
1918,0.0,6.31750713964152e-08
1919,5.524709134618888e-09,5.616787668305534e-08
1920,3.786115865267448e-09,4.846228263133412e-08
1921,2.2718242842501013e-09,2.877644078580488e-08
1922,0.0,5.6072309462251724e-08
1923,0.0,7.643482557995185e-08
1924,3.867487219366694e-09,5.6723148622594977e-08
1925,0.0,5.82903416646019e-08
1926,1.1146138456652466e-09,2.8979959765251806e-08
1927,6.689535148041159e-09,8.473410695319927e-08
1928,0.0,3.3135519106330946e-08
1929,1.1140406375176326e-09,6.238627658916585e-08
1930,1.0503603542488804e-09,4.4115133435163045e-08
1931,1.1405356659111021e-09,4.448089274688982e-08
1932,1.4247397928102146e-08,2.082311922890767e-08
1933,0.0,2.982372171445036e-08
1934,0.0,3.4746584276490466e-08
1935,1.196828414151696e-09,6.462873614054843e-08
1936,1.2124714565686645e-09,2.0612015205756506e-08
1937,1.2591118148108649e-09,3.273690651894867e-08
1938,1.2965214457594243e-09,3.1116513810047763e-08
1939,3.058810094103137e-09,2.9058696782158222e-08
1940,0.0,2.7893612308815818e-08
1941,2.9515025978810172e-09,4.132103725851266e-08
1942,3.034211770724937e-09,4.854738722137597e-08
1943,1.4516175816936538e-08,3.4838823381733164e-08
1944,1.2852744646352221e-08,2.8918675454292497e-08
1945,0.0,5.010559434026618e-08
1946,0.0,3.897909195416105e-08
1947,2.3841741914054637e-09,6.198853230721113e-08
1948,4.348755133776194e-09,4.1313175103141475e-08
1949,0.0,2.1597418964347526e-08
1950,0.0,4.5732053255420624e-08
1951,1.0661401761424827e-09,4.051332780363737e-08
1952,0.0,5.2724018928529404e-08
1953,1.0773827385790469e-09,4.632745742583211e-08
1954,0.0,3.713563812013376e-08
1955,2.815682353940474e-09,3.566530892840092e-08
1956,3.488456634670456e-09,4.622205174165117e-08
1957,0.0,3.445664731316356e-08
1958,2.4816730892496253e-09,3.557064687242928e-08
1959,0.0,3.797866310328857e-08
1960,6.2287499602575735e-09,4.6369585060546115e-08
1961,6.948159270159238e-10,3.404598203360365e-08
1962,2.5367825617905737e-09,4.122271590745186e-08
1963,0.0,3.556329353227028e-08
1964,3.041984220075733e-09,5.232212701988814e-08
1965,2.188817349590977e-09,3.064344211711756e-08
1966,5.539074754423723e-10,4.431259692516676e-08
1967,2.465167847631733e-09,4.092178407244518e-08
1968,2.245707841908029e-09,4.985471713236933e-08
1969,3.6334062425424918e-09,3.360900702187308e-08
1970,2.2993624781975086e-09,3.3570691476692005e-08
1971,5.138397485282553e-10,3.3399583654336595e-08
1972,0.0,3.591102809563651e-08
1973,2.205281512956958e-09,1.7642251715077606e-08
1974,2.812785782069227e-09,2.1377172976233538e-08
1975,1.7134440533084216e-09,2.056132863970106e-08
1976,1.7140580066410394e-09,2.171140239815017e-08
1977,1.1753563677885381e-09,2.5270162518076233e-08
1978,1.7821774056514528e-09,2.6138601616487733e-08
1979,2.3407893401383717e-09,2.2822695289193007e-08
1980,1.7055452605774235e-09,2.2172087332794632e-08
1981,1.2018544381930951e-08,2.4037088375283844e-08
1982,3.1037510339615437e-09,2.1726258569998436e-08
1983,4.4207211225000265e-09,2.9050454486423405e-08
1984,1.739702604197646e-09,1.797692661398287e-08
1985,1.8046674155058895e-09,2.767156781491309e-08
1986,1.7983456945813714e-09,2.9372978826991414e-08
1987,6.110816852533674e-10,2.1387859316934765e-08
1988,0.0,2.5785181934079304e-08
1989,1.0976244357863152e-09,2.798942233539492e-08
1990,5.44865097484859e-10,2.778812047132817e-08
1991,1.1722930404189924e-09,2.520429964736337e-08
1992,5.509944167592096e-10,2.369276075331328e-08
1993,1.1078414852150331e-09,3.268132475753305e-08
1994,1.0549853213248639e-09,2.3737170395943252e-08
1995,1.0844901643380922e-09,2.7654498579998688e-08
1996,1.6014276571496566e-09,1.9217132551929694e-08
1997,9.58978896292706e-10,2.061804593722627e-08
1998,1.43043876743576e-09,2.7655150058869538e-08
1999,1.8280804647829996e-09,2.9249288102661808e-08
2000,1.7672125984802278e-09,2.2531960297555997e-08
2001,8.762423564512289e-10,2.6725391677473453e-08
2002,2.1906108038649563e-09,3.285916044815096e-08
2003,2.083461403401543e-09,2.5834921757450502e-08
2004,8.809582507929292e-10,1.7619164266458043e-08
2005,1.3511248786457486e-09,3.332774867192967e-08
2006,1.2353669198716943e-09,2.2648393716018234e-08
2007,3.994479469415779e-10,2.8360803844273974e-08
2008,3.405951742863067e-09,3.193079933794252e-08
2009,4.76819250749827e-10,2.956279376853388e-08
2010,2.8342759250676863e-09,3.590082542359596e-08
2011,1.1471915639660324e-09,4.512286894131634e-08
2012,2.382976926895708e-09,5.4127617832300245e-08
