year,aux_ADP îles_NOUN,aux_ADP iles_NOUN,aux_ADP gilles_NOUN
1911,1.9802432476012655e-06,6.703671369123754e-07,0.0
1912,1.7336953987978632e-06,5.271934462314221e-07,5.209421227725386e-10
1913,2.0421812578774734e-06,6.671161010274318e-07,5.30298971401777e-10
1914,2.157021128823544e-06,6.830678502822707e-07,0.0
1915,2.1617699204057317e-06,6.161338568233532e-07,0.0
1916,1.5206647923093897e-06,5.372868945308085e-07,0.0
1917,1.369706385645486e-06,4.6497639694109694e-07,1.0966424435210342e-09
1918,1.6793081840660307e-06,6.616152852245705e-07,1.1486376294556067e-09
1919,1.6150565969041963e-06,5.994309371093465e-07,0.0
1920,1.675734843331611e-06,7.829687658222895e-07,0.0
1921,1.7417319213564042e-06,7.459156026179414e-07,6.815472630705699e-09
1922,1.9994205331386183e-06,8.528893555848072e-07,7.377935484775833e-10
1923,1.9013163452541448e-06,7.930113130605321e-07,3.1847844361720945e-09
1924,1.8190082613500635e-06,7.876782353033462e-07,0.0
1925,1.5749391053532236e-06,7.379777275939858e-07,2.1996355847875293e-09
1926,1.5827516293143162e-06,7.902611951493554e-07,6.687683296036084e-09
1927,1.8318177055220985e-06,8.183531017280643e-07,5.574612327308159e-09
1928,2.293206556203131e-06,9.96350798310175e-07,2.2852082448565625e-09
1929,2.018641623635631e-06,1.1753128541514002e-06,8.912325100141061e-09
1930,2.258274832911411e-06,9.915401992799389e-07,1.0503603542488804e-09
1931,2.298179481385887e-06,2.5251458932729065e-06,0.0
1932,2.6554957699431725e-06,1.154039190431888e-06,0.0
1933,2.198926019048031e-06,8.866821714637041e-07,0.0
1934,2.36995663271955e-06,1.2520751386801976e-06,1.1981580172459871e-09
1935,3.211090557897478e-06,1.3978955859528241e-06,1.196828414151696e-09
1936,2.1109128454099846e-06,1.3252312900391416e-06,0.0
1937,2.0624252314860314e-06,1.1508282140582082e-06,1.2591118148108649e-09
1938,1.8643978378918291e-06,9.827632705405875e-07,2.5930428915188486e-09
1939,1.6945807637114285e-06,1.5309345098302174e-06,3.058810094103137e-09
1940,2.1351291508153736e-06,1.2476051773901986e-06,0.0
1941,2.19591782979478e-06,1.8092710778461196e-06,0.0
1942,1.8569375512811348e-06,1.3775321696662957e-06,0.0
1943,1.7941993242232002e-06,1.0596808586171846e-06,0.0
1944,1.6355117651301043e-06,1.1792393532772394e-06,0.0
1945,2.1567189207871706e-06,9.84683832250255e-07,0.0
1946,1.6955904982296488e-06,9.605562079073593e-07,0.0
1947,1.4865325717039468e-06,8.43997646438055e-07,0.0
1948,1.7710305399987192e-06,1.326370261400811e-06,2.174377566888097e-09
1949,1.8789753397641107e-06,9.817008227441804e-07,1.9634016634739737e-09
1950,1.9654148175618502e-06,9.146410953064787e-07,3.190608444114673e-09
1951,2.2996644588602067e-06,1.1269101973798712e-06,0.0
1952,1.7820718696270887e-06,1.1029865116807258e-06,1.0544803918932644e-09
1953,1.946830657573173e-06,1.147412604485254e-06,3.232148326759443e-09
1954,1.882190403534878e-06,1.1678180444896213e-06,0.0
1955,2.176522471586395e-06,1.1835251845226935e-06,0.0
1956,1.7250418480330154e-06,1.0700840507027465e-06,1.744228317335228e-09
1957,1.8650764559424715e-06,7.589297261745287e-07,8.835037701437898e-10
1958,1.7280716875234248e-06,9.777791920573264e-07,0.0
1959,1.8423527095023928e-06,2.5709230482284795e-06,7.750747821333448e-10
1960,1.5627241367610623e-06,6.415612696653028e-07,4.844583401109048e-09
1961,1.5577772813912816e-06,6.81614410025233e-07,0.0
1962,2.0465492411858577e-06,8.599692598032505e-07,0.0
1963,1.8615767061191946e-06,7.442427027992693e-07,6.466053248388448e-10
1964,2.0971439553818527e-06,7.945662472419457e-07,1.825190498738749e-09
1965,1.4342226037911132e-06,8.268257518651012e-07,2.73602163147757e-09
1966,2.113710948492553e-06,8.419393860981117e-07,5.539074754423723e-10
1967,2.0860250415921655e-06,9.096468933655899e-07,0.0
1968,1.4138977633137984e-06,6.561958676432056e-07,2.6948494546985557e-09
1969,1.6531998241475776e-06,6.104122467487372e-07,1.3625273409534344e-09
1970,1.8086785189552756e-06,9.4963669283743e-07,4.5987250119061684e-10
1971,1.3534539533566203e-06,5.534054201561389e-07,1.0276794970565106e-09
1972,1.874042609983917e-06,7.084733066875515e-07,0.0
1973,1.6506532389826134e-06,6.919070558719653e-07,1.102640756478479e-09
1974,1.6511052578493945e-06,6.863197712370095e-07,0.0
1975,1.809968090071834e-06,9.943686949398511e-07,0.0
1976,1.542652228181396e-06,6.17632265109691e-07,0.0
1977,1.3169868076090552e-06,7.839626867678362e-07,0.0
1978,1.927721875460975e-06,7.669303219159929e-07,0.0
1979,1.5010311074092897e-06,6.934588563378696e-07,0.0
1980,1.5662589696319174e-06,8.038803046561682e-07,2.2740602734216964e-09
1981,1.4308392479733811e-06,6.39513066613695e-07,6.325549528618524e-10
1982,2.0435096459436863e-06,7.132420325461908e-07,1.2415004579935385e-09
1983,1.6123001671530801e-06,6.473198892464893e-07,0.0
1984,1.930489929691248e-06,7.817063516490919e-07,0.0
1985,1.5995369011534422e-06,7.892412163812423e-07,1.8046674155058895e-09
1986,1.5106103319340036e-06,5.371058897640779e-07,0.0
1987,1.6682529704326043e-06,1.2887712936837659e-06,1.8332451112712533e-09
1988,1.5225250180606054e-06,6.64418171092418e-07,1.559103945947271e-08
1989,1.7068059818825532e-06,5.521050919776727e-07,2.1952488715726304e-09
1990,1.808407283476754e-06,4.4460992021377876e-07,2.1794604454505873e-09
1991,1.4512988286696782e-06,6.752407770704849e-07,1.1722930404189924e-09
1992,1.8574021609651936e-06,4.804671458469301e-07,1.65298330578878e-09
1993,1.8057816646432912e-06,8.641163876110802e-07,5.539207426075166e-10
1994,1.4659020521889943e-06,3.9983942978771836e-07,3.164955852952289e-09
1995,1.7492825961085146e-06,4.918163029610234e-07,2.7112254663563817e-09
1996,1.9169088929515965e-06,3.955526373111695e-07,2.135236876199542e-09
1997,1.5429970616764876e-06,2.939270228319302e-07,1.486417322560385e-08
1998,1.6440509078563537e-06,3.413980463884414e-07,7.152193948201102e-09
1999,1.6297337843695914e-06,3.5099146181161167e-07,2.285100553223174e-09
2000,2.248336279819796e-06,4.369433237449982e-07,2.2090156370779823e-09
2001,1.664422352831707e-06,2.7338762009776474e-07,8.762423564512289e-10
2002,1.697723376992144e-06,2.7908380983987513e-07,3.9430991805033955e-09
2003,1.7521910500306603e-06,2.3418106431805086e-07,2.083461403401543e-09
2004,1.7539879237915557e-06,3.250735942650351e-07,1.3214374039449694e-09
2005,1.6447693838017585e-06,2.1888223533661488e-07,2.702249757291497e-09
2006,1.70027673362938e-06,1.9354083063971572e-07,8.235779835885637e-10
2007,1.562240928620895e-06,2.1610133704719203e-07,6.7906151812735516e-09
2008,1.6361340726689377e-06,1.6987183604211253e-07,1.7029758436759579e-09
2009,1.69080103873398e-06,2.908597358519671e-07,9.53638501499654e-10
2010,1.316993490263485e-06,1.2990431086379317e-07,9.447586046817946e-10
2011,1.4859955115298362e-06,1.904338002844952e-07,1.147191591721608e-09
2012,1.6279136687558093e-06,6.774463059966429e-08,1.3617010852229328e-09
2013,1.4564810477679657e-06,9.706155190691845e-08,0.0
2014,1.4805148182972516e-06,1.1000461376531323e-07,0.0
2015,1.2935933852986636e-06,7.469859140962765e-08,1.773260274728905e-09
2016,1.420317925493464e-06,9.321030391973295e-08,2.0713400439298368e-10
2017,1.212021508933958e-06,7.244960703589598e-08,1.509366853724714e-09
2018,1.2127730855127083e-06,5.214562681654655e-08,5.162933414126769e-10
2019,1.0849351070874036e-06,4.821366744733879e-08,7.65296326310505e-10
