year,quels_DET ans_NOUN,quels_DET gens_NOUN
1800,0.0,6.288328657788611e-08
1801,0.0,3.571773810051582e-08
1802,0.0,1.1189200677108602e-08
1803,0.0,3.315576613260873e-08
1804,0.0,3.460591457837836e-08
1805,0.0,3.4114532976303735e-08
1806,0.0,9.22134111291939e-08
1807,2.8469551160981155e-09,5.693910054560547e-08
1808,0.0,7.7046517610313e-08
1809,0.0,1.581321384946932e-08
1810,0.0,3.978215623590131e-08
1811,0.0,4.262030373070047e-08
1812,0.0,1.8670457180292033e-08
1813,0.0,2.0130191291656274e-08
1814,0.0,5.97868634599763e-08
1815,0.0,7.821948599939788e-08
1816,0.0,3.7081662185300956e-08
1817,0.0,4.826307531402563e-08
1818,0.0,8.702459552978326e-08
1819,0.0,7.038714011642355e-08
1820,0.0,1.6138414071775742e-07
1821,0.0,7.59334568556369e-08
1822,0.0,9.925359734097583e-08
1823,0.0,7.609669250285833e-08
1824,9.263223965660927e-09,2.888441787973761e-07
1825,0.0,2.2894151641139615e-07
1826,0.0,2.8714027777709816e-07
1827,0.0,7.281645597601027e-08
1828,0.0,5.136488800960848e-08
1829,0.0,3.8579291761209333e-08
1830,0.0,1.0019362584046121e-07
1831,0.0,5.456921980950824e-08
1832,0.0,5.0060886991332154e-08
1833,0.0,3.1275796175123105e-08
1834,0.0,8.027696729584477e-08
1835,0.0,1.3235403883982144e-07
1836,0.0,1.2097350365891657e-07
1837,6.957890930081589e-10,1.7116411576978408e-07
1838,6.312161904276081e-10,1.6222255627695858e-07
1839,0.0,6.082583503541628e-08
1840,0.0,9.299745329371945e-08
1841,6.420548537278137e-10,8.410918539425438e-08
1842,0.0,6.574099975509284e-08
1843,0.0,8.86036692904213e-08
1844,0.0,5.2141331696731186e-08
1845,0.0,4.687391541580155e-08
1846,0.0,6.43995143878584e-08
1847,0.0,4.961765842637078e-08
1848,0.0,8.52793515804251e-08
1849,0.0,2.3462361609105642e-08
1850,0.0,5.974316596990548e-08
1851,0.0,5.095056643256157e-08
1852,0.0,7.812654700956045e-08
1853,5.3747388761848924e-09,8.241266069575204e-08
1854,0.0,7.9493663207586e-08
1855,1.0613874223963649e-09,5.253867740862006e-08
1856,0.0,6.367942861906783e-08
1857,0.0,5.5649205243923916e-08
1858,0.0,6.41071569162932e-08
1859,0.0,8.554851405051522e-08
1860,1.373155145145688e-09,6.865775681319519e-08
1861,0.0,6.932466511955226e-08
1862,0.0,6.596259982671882e-08
1863,0.0,6.992469181454908e-08
1864,4.794727948009836e-10,6.376988181955312e-08
1865,3.765475486972036e-09,7.060266682401561e-08
1866,0.0,3.941146609065527e-08
1867,9.7056229719783e-10,9.462982042407475e-08
1868,0.0,1.1213514206076525e-07
1869,0.0,1.1573940117415304e-07
1870,2.2936195165357276e-09,8.486391989137587e-08
1871,0.0,1.444480060008857e-07
1872,0.0,9.191955463450086e-08
1873,0.0,4.669083608632718e-08
1874,0.0,5.377148371010776e-08
1875,0.0,5.0921590055708066e-08
1876,0.0,6.771536398275657e-08
1877,0.0,6.555904974447913e-08
1878,0.0,3.321498720509908e-08
1879,0.0,7.697749815349653e-08
1880,0.0,6.482024605958259e-08
1881,2.091752326904839e-09,3.8348793474085596e-08
1882,0.0,6.056400603249301e-08
1883,1.2638677882037541e-09,4.9922777911604044e-08
1884,0.0,4.2250859699777266e-08
1885,2.5782542767416317e-09,4.1252068427866107e-08
1886,0.0,6.453463718969488e-08
1887,0.0,3.329751563363459e-08
1888,0.0,5.326116259141145e-08
1889,1.8795409673089125e-09,5.074760700551906e-08
1890,0.0,3.8015442349603745e-08
1891,0.0,4.079500826037474e-08
1892,0.0,3.949162952210372e-08
1893,0.0,4.434059963642767e-08
1894,1.2603078580752936e-09,3.0247389037896255e-08
1895,0.0,2.4074458426781575e-08
1896,0.0,2.2998413617969504e-08
1897,5.826713334045053e-09,3.612562426980048e-08
1898,0.0,2.4330926606808134e-08
1899,0.0,3.8693048765026106e-08
1900,0.0,2.4397949438537125e-08
1901,0.0,3.520905611509306e-08
1902,0.0,4.370152595356558e-08
1903,5.400220270956879e-10,1.9980815224585058e-08
1904,0.0,3.493506373075661e-08
1905,0.0,4.335037573355294e-08
1906,0.0,4.629766081620801e-08
1907,0.0,3.2914196701483434e-08
1908,0.0,5.009616721451948e-08
1909,0.0,2.9155212466491776e-08
1910,0.0,4.916618578931775e-08
1911,0.0,5.213966680628346e-08
1912,0.0,5.261515312326992e-08
1913,5.30298971401777e-10,4.2423918600320576e-08
1914,0.0,5.960101923108141e-08
1915,0.0,1.5314990609027745e-08
1916,1.0987462051303964e-09,2.0876178119522137e-08
1917,0.0,2.0836206759966558e-08
1918,0.0,4.2499593178035866e-08
1919,0.0,4.6960026978126734e-08
1920,0.0,2.4231141537711665e-08
1921,0.0,3.483463872910875e-08
1922,0.0,4.795658181677709e-08
1923,1.0615948120573648e-09,3.6094224054039614e-08
1924,0.0,7.219309772210636e-08
1925,0.0,2.4195990988573612e-08
1926,0.0,2.8979960653430226e-08
1927,0.0,6.020581544419201e-08
1928,0.0,2.3994686237927e-08
1929,0.0,4.233354378158083e-08
1930,0.0,3.886333299618627e-08
1931,0.0,2.9653927313688655e-08
1932,0.0,4.1646237569636924e-08
1933,0.0,3.326492059585462e-08
1934,0.0,3.71428985346256e-08
1935,0.0,2.99207103537924e-08
1936,0.0,2.5461900143852745e-08
1937,0.0,2.1404900518717795e-08
1938,0.0,2.3337386245714242e-08
1939,0.0,5.505858258203489e-08
1940,0.0,5.0715659227762444e-08
1941,0.0,4.132103725851266e-08
1942,0.0,3.034211815133858e-08
1943,0.0,4.935499831049128e-08
1944,0.0,3.534504777746861e-08
1945,0.0,6.535512397931598e-08
1946,0.0,4.037120149291695e-08
1947,1.1920870957027319e-09,4.52993091926146e-08
1948,1.0871887834440486e-09,4.892349636520521e-08
1949,9.817008317369869e-10,4.319483526415979e-08
1950,0.0,4.1477910439624566e-08
1951,0.0,2.7719643469481525e-08
1952,0.0,5.5887461769543734e-08
1953,2.1547654771580937e-09,2.693456746527545e-08
1954,0.0,4.299915978833724e-08
1955,0.0,2.440258128899586e-08
1956,0.0,5.5815304378370456e-08
1957,0.0,4.4175187952077977e-08
1958,8.272243445794913e-10,3.391619785020339e-08
1959,0.0,4.65044873720899e-08
1960,0.0,4.567749911643659e-08
1961,2.08444772553662e-09,2.64030051155828e-08
1962,6.341956404476434e-10,4.439369583053576e-08
1963,0.0,5.6254664926314035e-08
1964,0.0,3.22450315337619e-08
1965,1.0944086747954884e-09,4.760677896342713e-08
1966,5.539074754423723e-10,5.1513393550806086e-08
1967,0.0,8.578784083113078e-08
1968,1.3474247273492779e-09,4.5363298895040316e-08
1969,2.7250546263957176e-09,3.2246481040942854e-08
1970,4.5987250119061684e-10,3.7709544820074825e-08
1971,3.083038491169532e-09,4.2648699682956703e-08
1972,1.0260293725750103e-09,4.001514586349231e-08
1973,0.0,3.252790214958168e-08
1974,0.0,4.106667361725158e-08
1975,0.0,2.8557400888473694e-08
1976,5.713526873840635e-10,4.285145305260585e-08
1977,0.0,2.4094806150287695e-08
1978,1.1881182704343018e-09,2.316830549631277e-08
1979,5.851973350345929e-10,3.686743177411245e-08
1980,0.0,1.7623967174529298e-08
1981,0.0,3.6055631369436014e-08
1982,0.0,3.227901146374279e-08
1983,0.0,2.5892795463278162e-08
1984,0.0,3.537395087960249e-08
1985,1.2031116103372597e-09,2.947623389815135e-08
1986,5.994485463567401e-10,2.7574632355253925e-08
1987,0.0,2.8720839040374813e-08
1988,0.0,2.5785181101412036e-08
1989,0.0,2.4147738031388144e-08
1990,5.44865097484859e-10,2.5063794595325817e-08
1991,0.0,2.1687420748151e-08
1992,0.0,3.305966522759718e-08
1993,0.0,2.7696037463442735e-08
1994,0.0,3.2177052133874895e-08
1995,0.0,3.470368525881895e-08
1996,0.0,2.4555224520383945e-08
1997,4.79489448146353e-10,3.260528202986279e-08
1998,4.768129224785866e-10,1.9072516899143466e-08
1999,4.570201161957499e-10,3.1991408633302854e-08
2000,0.0,2.960081069147691e-08
2001,4.3812117822561447e-10,2.93541191354052e-08
2002,0.0,3.198291587125368e-08
2003,0.0,3.041853702256958e-08
2004,4.404791253964646e-10,2.7309705608047352e-08
