year,autres_ADJ oeufs_NOUN,autres_ADJ jeux_NOUN
1800,2.2009151834367913e-08,2.326681696196431e-07
1801,4.0480102825313224e-08,3.5003384368792467e-07
1802,3.5805442166747525e-08,5.527464850274555e-07
1803,5.655983770225248e-08,2.9840189696983543e-07
1804,9.887403784603066e-09,4.301020624097873e-07
1805,8.528632911009026e-09,4.520175576061547e-07
1806,8.645007376628655e-09,2.4494188544110784e-07
1807,0.0,4.868293217441533e-07
1808,0.0,4.124254573412145e-07
1809,2.259030518203531e-09,3.6596293284674175e-07
1810,0.0,5.148278674482754e-07
1811,0.0,5.891630507903756e-07
1812,0.0,2.960601093171533e-07
1813,0.0,3.623434423616345e-07
1814,0.0,2.7061423679697327e-07
1815,5.394447111228828e-09,1.5104451733805035e-07
1816,0.0,1.4600904130190884e-07
1817,6.227493631882908e-09,1.4634609613040084e-07
1818,3.5763532135746345e-09,1.8954672253990168e-07
1819,1.7596784473994376e-08,2.7119750822812705e-07
1820,0.0,2.2664978871489438e-07
1821,2.9584463767662328e-09,2.3470341803388806e-07
1822,2.0051231786055723e-09,2.3058916553964082e-07
1823,9.882686891060644e-10,2.885744440073168e-07
1824,9.263223965660927e-09,2.3579115282501562e-07
1825,3.522177216552791e-09,3.5750099969256155e-07
1826,1.7615968683770689e-09,3.8931290902155524e-07
1827,9.217273055917019e-10,3.732995632610425e-07
1828,3.668920500743411e-09,2.4490043415426044e-07
1829,8.57317605795771e-10,2.571952677499212e-07
1830,0.0,2.1812986972236104e-07
1831,0.0,2.2139512623198243e-07
1832,0.0,2.841293564870284e-07
1833,3.4750886612755494e-09,3.1623306995243183e-07
1834,9.334530925997342e-10,2.884370076117193e-07
1835,3.025235173481633e-09,4.515163496421337e-07
1836,2.688300027031687e-09,2.419469964376475e-07
1837,6.262101948095733e-09,2.824903846398996e-07
1838,4.418513555037862e-09,4.6520633945057455e-07
1839,3.4957374772659477e-09,2.006553434519276e-07
1840,0.0,2.6179420586913693e-07
1841,0.0,2.0032111835988076e-07
1842,0.0,3.1461764304907547e-07
1843,5.906911071384968e-10,2.1678363826271863e-07
1844,1.6465684371524958e-09,2.4533867748477434e-07
1845,2.7901139176833567e-09,1.8358950237828964e-07
1846,5.854501328173001e-10,2.271546546417369e-07
1847,0.0,3.079530790373042e-07
1848,5.63165514222419e-09,2.1480741452251095e-07
1849,1.6758829879393033e-09,3.5025953737388704e-07
1850,3.394498016007219e-09,2.2200017646412107e-07
1851,1.2898877521649865e-09,2.0702698577679257e-07
1852,1.9531636308300904e-09,2.454475520607957e-07
1853,5.971931837933653e-10,2.926246471801619e-07
1854,1.558699391779328e-09,2.888789435440131e-07
1855,0.0,2.1705372432734293e-07
1856,1.0354378465748937e-09,2.6817841103365936e-07
1857,9.763018171682347e-10,2.128338025819687e-07
1858,0.0,1.849809478926545e-07
1859,1.018434669930457e-09,2.1539892713917652e-07
1860,4.577183909670879e-10,2.5220282040550046e-07
1861,9.431927461278633e-10,1.876953614754484e-07
1862,4.517986262886353e-10,2.2364032073451945e-07
1863,4.994620828036034e-10,1.7431226295716584e-07
1864,9.589455896019672e-10,1.893917483952734e-07
1865,4.706844358715045e-10,2.2828194801149948e-07
1866,2.432806400776144e-09,2.1116759835182464e-07
1867,0.0,1.9605358758667535e-07
1868,4.93987406535723e-10,1.9759496117099928e-07
1869,4.883519144627257e-10,2.2366518015459746e-07
1870,5.734048791339319e-10,1.9553106778147367e-07
1871,0.0,1.1577082958957874e-07
1872,1.2094678591978436e-09,1.8867699225211254e-07
1873,0.0,1.5144590770344024e-07
1874,5.974609140757536e-10,1.5175506895559465e-07
1875,2.8607636259891933e-09,2.1512941383861062e-07
1876,3.627608879952504e-09,2.696522471978824e-07
1877,1.8554447978047506e-09,2.3749692912300446e-07
1878,1.8117265465633636e-09,1.636592963372152e-07
1879,3.0546627449723474e-09,1.9794214090040896e-07
1880,6.417846254436199e-10,1.6814756742533632e-07
1881,4.183504653809678e-09,1.7222093590119059e-07
1882,1.3310770263785798e-09,1.8501970866502404e-07
1883,2.5277355764075082e-09,1.706221491315496e-07
1884,1.9805090900604227e-09,2.0861362948210171e-07
1885,0.0,2.0561577374067497e-07
1886,6.453463874400711e-10,2.465223251091331e-07
1887,1.3057849246322917e-09,2.2981815089861968e-07
1888,1.9021844099853524e-09,1.673922234157743e-07
1889,0.0,1.7855639100616827e-07
1890,1.9663159989136147e-09,1.7827931336755753e-07
1891,3.824531802365527e-09,1.3895799710894607e-07
1892,0.0,2.005923922521191e-07
1893,1.4164357686752282e-08,1.3240595830854573e-07
1894,6.301539290376468e-10,1.3485294347859167e-07
1895,1.2037228991346183e-09,1.7815098707352206e-07
1896,2.358811590497112e-09,1.9755046620772987e-07
1897,0.0,1.7480140712677894e-07
1898,5.6583546736987955e-09,1.6409228842384493e-07
1899,0.0,1.2823981698772968e-07
1900,5.191053142894475e-10,2.1439049113780584e-07
1901,2.235495566438317e-09,1.6654442536179204e-07
1902,2.455141867585553e-09,2.0770500208655562e-07
1903,2.1600881083827517e-09,1.582264608224193e-07
1904,5.374625189347171e-10,1.3490309935804135e-07
1905,6.192911072844254e-09,1.517263156225468e-07
1906,5.144184522798412e-10,1.517534391481945e-07
1907,3.599990305858114e-09,1.5171388545454079e-07
1908,1.4734167219643268e-09,2.2101250518602455e-07
1909,4.400786846048277e-09,1.8373284893513642e-07
1910,3.740905363258662e-09,1.3467260373545287e-07
1911,7.448523575703803e-09,1.27156946083673e-07
1912,5.209421227725386e-10,1.4013343729857297e-07
1913,5.30298971401777e-10,1.6121088108889126e-07
1914,2.0090231700464756e-09,1.687579397335881e-07
1915,0.0,1.3783491681351734e-07
1916,0.0,1.219608236624481e-07
1917,2.1932848870420685e-09,9.431124681213987e-08
1918,0.0,1.0682330042754984e-07
1919,0.0,1.0957339885431239e-07
1920,1.514446346106979e-09,1.4462961939187835e-07
1921,3.7863738810983705e-09,1.597849730305967e-07
1922,5.164555005876537e-09,1.4165636075258448e-07
1923,2.1231896241147297e-09,1.6242400180388472e-07
1924,1.289162443462999e-09,1.8435022386409372e-07
1925,1.4297631523163545e-08,1.5287467647340236e-07
1926,1.1146138456652466e-09,1.437851857577499e-07
1927,1.2264147031260109e-08,1.638936022452242e-07
1928,0.0,1.2454385422966396e-07
1929,6.684243603061191e-09,1.8827286574207847e-07
1930,1.1553964007759987e-08,1.1869071769865513e-07
1931,9.124285327288817e-09,1.4142642701386876e-07
1932,2.1919073223131136e-09,1.391861190747079e-07
1933,3.4411986593596566e-09,1.6403046299018342e-07
1934,1.1981580172459871e-09,1.9050712829482563e-07
1935,4.787313656606784e-09,1.316511228921513e-07
1936,6.0623572828433225e-09,1.4913399404292704e-07
1937,1.2591118148108649e-09,1.460569654110344e-07
1938,7.779128452511941e-09,1.6336170705066877e-07
1939,6.117620188206274e-09,1.4070525811149537e-07
1940,0.0,1.6989745943440937e-07
1941,0.0,1.652841423727125e-07
1942,0.0,1.365395263519531e-07
1943,0.0,2.148394040446533e-07
1944,0.0,1.8957798886276578e-07
1945,6.535512131478072e-09,1.285317381416462e-07
1946,2.7842208538686464e-09,1.6148481218891675e-07
1947,3.5762612871081956e-09,2.3126489190339328e-07
1948,4.348755133776194e-09,2.206993248154987e-07
1949,7.853606653895895e-09,1.668891387307525e-07
1950,2.1270722960764488e-09,1.7335638502480322e-07
1951,6.396841278899501e-09,1.4499506550968988e-07
1952,2.1089607837865287e-09,1.5922653895383831e-07
1953,1.1851209791302608e-08,1.7992291301283103e-07
1954,6.840775057526116e-09,1.8958720371387017e-07
1955,1.8771215692936494e-09,1.8865071771401176e-07
1956,4.360570571293465e-09,1.613411149126165e-07
1957,7.068030161150318e-09,1.554966567174354e-07
1958,8.272243445794913e-10,1.4476425613807464e-07
1959,4.650448914844674e-09,1.960939188805355e-07
1960,2.076250060767393e-09,1.9862791889035947e-07
