year,autres_ADJ oeufs_NOUN,autres_ADJ jeux_NOUN
1961,3.47407969059077e-09,1.646713756464635e-07
1962,1.9025869768540815e-09,1.6489087217852472e-07
1963,7.759263453976928e-09,2.528226761278063e-07
1964,2.4335873316516654e-09,1.8130226331347643e-07
1965,5.47204326295514e-09,2.2982581993069573e-07
1966,3.8773522170743036e-09,1.5675581410690143e-07
1967,9.860671168482327e-10,2.5243316859047127e-07
1968,4.9405572410954335e-09,1.9582573157483907e-07
1969,3.1792304344691047e-09,1.9211635260418802e-07
1970,8.7375777724219e-09,2.2625726536773527e-07
1971,9.24911525146399e-09,2.5229530242754095e-07
1972,4.104117490300041e-09,2.3906483748170615e-07
1973,2.205281512956958e-09,1.8028175863271656e-07
1974,4.500457340128605e-09,2.036456955289978e-07
1975,7.996072248772634e-09,2.650126722514301e-07
1976,2.8567634369203176e-09,2.3425460082826532e-07
1977,1.1753563677885381e-09,2.380096595366865e-07
1978,1.7821774056514528e-09,2.613860137223867e-07
1979,7.022368020415115e-09,2.130118335053055e-07
1980,1.3075846627685905e-08,2.632224864740351e-07
1981,1.1385989262535645e-08,2.7010096559365593e-07
1982,1.5518755946963836e-08,2.731301034231137e-07
1983,1.326216336750008e-08,2.77873895893066e-07
1984,1.681712458179163e-08,2.7951222192346137e-07
1985,8.421781050316213e-09,2.7370788047154093e-07
1986,1.1988970927134801e-09,2.4637334905541763e-07
1987,6.110816852533674e-10,2.719313494381481e-07
1988,2.99827696004229e-09,2.4765766570844505e-07
1989,1.6464366536794728e-09,2.7056441265216336e-07
1990,5.448650863826288e-09,2.217601012821646e-07
1991,6.4476117778156095e-09,2.502845627416761e-07
1992,8.264916306899295e-09,2.6447730805401193e-07
1993,3.323524400133948e-09,3.0687210439417356e-07
1994,7.3848970827405935e-09,3.13858121714361e-07
1995,5.964695848348356e-09,3.079952066720182e-07
1996,2.135236876199542e-09,3.085417166204252e-07
1997,2.876936688878118e-09,3.284502827494151e-07
1998,1.43043876743576e-09,2.9037906523754486e-07
1999,3.199140841125825e-09,3.3728084436468464e-07
2000,3.0926220473403987e-09,3.565351351930701e-07
2001,8.762423564512289e-10,2.9310306448593337e-07
2002,2.628732898024566e-09,3.307822096232371e-07
2003,1.6667692226413067e-09,2.6876653391738614e-07
2004,8.809582507929292e-10,2.567993382385225e-07
2005,1.3511248786457486e-09,3.004000994621947e-07
2006,1.2353669198716943e-09,3.170775231264855e-07
2007,7.988958938831558e-10,2.999853956353604e-07
2008,1.7029758714315335e-09,3.0057522848458973e-07
2009,2.860915504498962e-09,2.713101503459825e-07
2010,1.8895172093635892e-09,3.22635052896203e-07
2011,1.529588788962144e-09,3.579237666251345e-07
2012,0.0,3.4416994587616045e-07
2013,2.789125042035323e-10,3.260487306810944e-07
2014,4.330890368553497e-10,3.3845908486984655e-07
2015,6.649726325136385e-10,3.1852189619208104e-07
2016,2.278474076078396e-09,2.875019915471455e-07
2017,0.0,3.189795286795416e-07
2018,1.8070267504555204e-09,3.123574785490746e-07
2019,1.53059265262101e-09,3.2218975709596975e-07
