year,certaines_DET oies_NOUN,certaines_DET joies_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,1.600324850414836e-08
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,2.384235475716423e-09
1819,0.0,3.1053151161586356e-09
1820,0.0,0.0
1821,0.0,8.875339574387908e-09
1822,0.0,1.0025615893027862e-09
1823,0.0,5.929612356680991e-09
1824,0.0,3.3684450784221553e-09
1825,0.0,1.1447076175841175e-08
1826,0.0,1.7615968683770689e-09
1827,0.0,1.8434546111834038e-09
1828,0.0,1.8344602503717056e-09
1829,0.0,2.571952872898464e-09
1830,7.305785310052215e-09,6.262101504006523e-09
1831,0.0,1.5591206103948707e-09
1832,0.0,1.3529969367098715e-09
1833,0.0,0.0
1834,0.0,4.667265685043276e-09
1835,0.0,2.2689263801112247e-09
1836,0.0,0.0
1837,0.0,3.478945576063097e-09
1838,0.0,5.049729523420865e-09
1839,0.0,2.0974426639952526e-09
1840,0.0,1.2739377552861697e-08
1841,0.0,3.2102742686390684e-09
1842,0.0,2.0124795163667386e-09
1843,0.0,5.906911071384968e-10
1844,4.390849017710252e-09,2.195424508855126e-09
1845,8.928364714222425e-09,8.37034175305007e-09
1846,0.0,2.9272506640865004e-09
1847,0.0,3.775256551818984e-09
1848,0.0,4.82713291560799e-09
1849,0.0,8.379414939696517e-10
1850,0.0,3.394498016007219e-09
1851,0.0,5.159551008659946e-09
1852,0.0,5.859490670445666e-09
1853,0.0,5.971931837933653e-10
1854,0.0,7.27393034694046e-09
1855,5.306937111981824e-10,7.960405667972736e-09
1856,2.0708756931497874e-09,1.7084724746041502e-08
1857,0.0,9.274867096564776e-09
1858,0.0,2.4468380654951716e-09
1859,0.0,6.619825576592575e-09
1860,0.0,7.781213007262977e-09
1861,0.0,2.8295783494058924e-09
1862,0.0,1.1294965962527215e-08
1863,0.0,7.491931519609807e-09
1864,0.0,8.630509973350797e-09
1865,0.0,1.0355057367128495e-08
1866,0.0,6.811858188626729e-09
1867,4.85281148598915e-10,9.7056229719783e-09
1868,0.0,5.433861360870651e-09
1869,0.0,1.4650557211837167e-08
1870,0.0,8.027668307875047e-09
1871,0.0,4.248470908407853e-09
1872,7.256807155187062e-09,3.0236697590169115e-09
1873,5.986004469882289e-10,2.9930022904522957e-09
1874,2.3898436563030145e-09,4.779687312606029e-09
1875,0.0,6.865832347102696e-09
1876,0.0,1.3905833817773328e-08
1877,6.184815992682502e-10,1.4843558382438005e-08
1878,1.8117265465633636e-09,5.435179861734696e-09
1879,1.832797580370027e-09,5.498392852132383e-09
1880,0.0,1.9253538763308597e-09
1881,2.091752326904839e-09,2.091752326904839e-09
1882,0.0,3.9932310791357395e-09
1883,0.0,1.8958017378167824e-09
1884,6.601696966868076e-10,2.6406787867472303e-09
1885,0.0,3.2228177904158883e-09
1886,0.0,3.872078213618124e-09
1887,0.0,7.834709769838355e-09
1888,0.0,6.974675947901687e-09
1889,0.0,1.1903759755682586e-08
1890,0.0,7.209825181320184e-09
1891,0.0,4.461953917456185e-09
1892,0.0,4.387958441043338e-09
1893,2.463366621796581e-09,3.695050043717174e-09
1894,6.301539290376468e-10,1.2603078580752936e-09
1895,1.2037228991346183e-09,5.416753268150387e-09
1896,0.0,2.3588115349859606e-09
1897,0.0,1.1070755867592652e-08
1898,0.0,1.3014216482254426e-08
1899,1.6582735185011188e-09,1.8241008703512307e-08
1900,5.191053142894475e-10,7.26747462209687e-09
1901,1.676621730339889e-09,7.824234593556412e-09
1902,0.0,1.0311595854961553e-08
1903,5.400220270956879e-10,9.18037423858209e-09
1904,0.0,9.13686282189019e-09
1905,0.0,1.3417973954155116e-08
1906,8.745113966313056e-09,1.2346042410626978e-08
1907,2.057137349353866e-09,8.228549397415463e-09
1908,0.0,6.384805573134145e-09
1909,0.0,7.151278680339601e-09
1910,0.0,7.481810726517324e-09
1911,0.0,9.576673676292558e-09
1912,0.0,2.1879568379290504e-08
1913,0.0,8.484783320383826e-09
1914,0.0,9.375441145653696e-09
1915,0.0,9.424609426211816e-09
1916,0.0,8.789969641043172e-09
1917,4.386569774084137e-09,5.483212106582869e-09
1918,0.0,4.594550517822427e-09
1919,0.0,1.7494911408455494e-08
1920,2.2716695191604686e-09,1.0601124422748853e-08
1921,7.572747429129834e-10,4.543648568500203e-09
1922,2.951174193910333e-09,4.279202769907897e-08
1923,0.0,2.3355085421172816e-08
1924,0.0,1.8048273875415077e-08
1925,0.0,1.539744931555731e-08
1926,0.0,1.7833821197577038e-08
1927,0.0,1.4493992672726108e-08
1928,0.0,1.7139061725401916e-08
1929,0.0,1.2254447234738564e-08
1930,0.0,1.7856126022230967e-08
1931,0.0,5.7026783295555106e-09
1932,0.0,6.575721966939341e-09
1933,0.0,6.882397540763918e-09
1934,0.0,1.7972370258689807e-08
1935,0.0,7.180970484910176e-09
1936,0.0,1.4549657034734764e-08
1937,0.0,2.392312481447334e-08
1938,0.0,2.852347158466273e-08
1939,1.5294050470515685e-09,1.3764645423464117e-08
1940,0.0,5.0715658339584024e-09
1941,0.0,8.854508237732261e-09
1942,0.0,1.517105907566929e-08
1943,8.709705845433291e-09,5.806470415592457e-09
1944,3.2131861615880553e-09,2.2492303131116387e-08
1945,0.0,1.5249527862692958e-08
1946,0.0,2.227376683094917e-08
1947,0.0,4.7683483828109274e-09
1948,1.0871887834440486e-09,9.784699273041042e-09
1949,0.0,1.6688914139528777e-08
1950,0.0,1.0635361036293034e-08
1951,0.0,8.529121409139861e-09
1952,1.0544803918932644e-09,4.2179215675730575e-09
1953,1.0773827385790469e-09,9.69644453618912e-09
1954,2.9317608341017376e-09,9.772536557761669e-09
1955,9.385607846468247e-10,8.447047505910632e-09
1956,0.0,6.976913269340912e-09
1957,0.0,5.301022620862739e-09
1958,8.272243445794913e-10,1.1581140491045971e-08
1959,7.750747821333448e-10,9.300897829689347e-09
1960,6.920833350854139e-10,9.689166413640038e-09
1961,2.08444772553662e-09,1.1811870759270704e-08
1962,0.0,1.331810883797857e-08
1963,6.466053248388448e-10,1.2285501505004959e-08
1964,0.0,9.125952438182594e-09
1965,5.472043373977442e-10,1.9699356201829943e-08
1966,1.1078149508847446e-09,1.0524241922382771e-08
1967,0.0,1.0846738507375164e-08
1968,4.4914158503495116e-10,1.3923389080572335e-08
1969,0.0,6.358460841182634e-09
1970,0.0,9.657322941336588e-09
1971,0.0,1.1304474023532407e-08
1972,0.0,6.669190977248718e-09
1973,0.0,4.410563025913916e-09
1974,5.625571675160757e-10,7.875800456247362e-09
1975,0.0,7.996072248772634e-09
1976,1.7140580066410394e-09,1.142705374768127e-08
1977,5.876781838942691e-10,4.7014254711541525e-09
1978,0.0,7.722768757822962e-09
1979,0.0,5.851973128301324e-09
1980,1.7055452605774235e-09,5.116635559687666e-09
1981,1.2651099057237047e-09,5.060439622894819e-09
1982,3.7245013739806154e-09,5.586751949948621e-09
1983,0.0,7.578379146444547e-09
1984,5.799008495621649e-10,6.958810416790584e-09
1985,0.0,6.015558051686298e-10
1986,0.0,5.3950369172106605e-09
1987,0.0,4.888653482026939e-09
1988,5.996553809062277e-10,7.195864348830128e-09
1989,5.488122178931576e-10,2.7440609784434855e-09
1990,0.0,7.083246433836621e-09
1991,0.0,4.68917216167597e-09
1992,0.0,6.61193322315512e-09
1993,5.539207426075166e-10,7.754890063438324e-09
1994,2.1099706426497278e-09,4.747434001473039e-09
1995,0.0,7.049186012686448e-09
1996,1.067618438099771e-09,3.2028553142993132e-09
1997,1.438468344439059e-09,5.274384040632185e-09
1998,0.0,2.86087753487152e-09
1999,0.0,7.312321859131998e-09
2000,0.0,6.185243983658495e-09
2001,0.0,4.8193330159929104e-09
2002,0.0,8.324320788233308e-09
2003,8.333845835650777e-10,1.0000615002780933e-08
2004,2.2023955992267474e-09,4.404791198453495e-09
2005,4.5037495954858286e-10,9.007498746882447e-09
2006,0.0,4.529678854225949e-09
2007,1.5977917877663117e-09,7.589511241690161e-09
2008,2.1287198670449925e-09,6.811903485726134e-09
2009,0.0,8.105927484791664e-09
2010,9.447586046817946e-10,4.2514138876015295e-09
2011,0.0,5.353560705856353e-09
2012,0.0,1.055318302189967e-08
2013,0.0,7.809550006676602e-09
2014,6.496335691608124e-10,9.961047819917468e-09
2015,4.433150790905671e-10,6.206411301556969e-09
2016,1.4499380585064614e-09,1.0770967895368244e-08
2017,0.0,9.559322777796808e-09
2018,2.0651733656507076e-09,7.744400343234759e-09
2019,5.1019755087367e-10,6.122370777017494e-09
