year,grandes_ADJ oies_NOUN,grandes_ADJ joies_NOUN
1939,0.0,2.3246957425726578e-07
1940,0.0,1.2678914629304927e-07
1941,0.0,2.3316870567668957e-07
1942,6.068423541449874e-09,2.8825010645050497e-07
1943,0.0,2.9903321774327196e-07
1944,0.0,1.9921753846574575e-07
1945,4.357008087652048e-09,2.701345067634975e-07
1946,1.3921104269343232e-09,2.784220782814373e-07
1947,1.1920870957027319e-09,2.8133254659223894e-07
1948,4.348755133776194e-09,2.5875093001559435e-07
1949,1.9634016634739737e-09,1.9732186729015666e-07
1950,0.0,1.6910225042465754e-07
1951,0.0,2.345508391954354e-07
1952,1.0544803918932644e-09,1.9507886861447332e-07
1953,2.1547654771580937e-09,2.3163728712916054e-07
1954,9.772536113672459e-10,1.8567818926840118e-07
1955,3.754243138587299e-09,1.961592062116324e-07
1956,6.104799332717903e-09,2.1890065227125888e-07
1957,2.6505113104313693e-09,1.8200177009930485e-07
1958,2.068060889204304e-08,1.9026160202884057e-07
1959,4.960478605653407e-08,1.7749212588569208e-07
1960,2.7683333403416555e-09,1.868624934786567e-07
1961,5.55852741612739e-09,2.1539294436934142e-07
1962,6.341956404476434e-10,1.775747762167157e-07
1963,0.0,2.107933312345267e-07
1964,0.0,1.5757477456190827e-07
1965,2.73602163147757e-09,1.7729421131207346e-07
1966,3.323444963676536e-09,2.0826921343086724e-07
1967,4.930335695263466e-09,1.528403998918293e-07
1968,1.3474247273492779e-09,1.7920748973665468e-07
1969,3.1792304344691047e-09,1.2626087197986635e-07
1970,2.7592350626548523e-09,1.4807893933266314e-07
1971,2.0553589941130213e-09,1.4541664938860777e-07
1972,8.721249500354133e-09,1.539044092169206e-07
1973,4.961883570686609e-09,1.3672745069470693e-07
1974,9.000914458212605e-09,1.1813700240281833e-07
1975,2.2845920710778955e-09,1.3421978906080767e-07
1976,7.427584769459372e-09,1.576933357227972e-07
1977,2.3507127355770763e-09,1.569100760434594e-07
1978,5.940591241149207e-09,1.710890273898258e-07
1979,5.266775904289034e-09,1.357657879452745e-07
1980,1.0233271119375331e-08,1.5577312240111496e-07
1981,8.223214109648325e-09,1.480178610790972e-07
1982,1.738100685599875e-08,1.4525555513955624e-07
1983,8.841442245000053e-09,1.2504325752615841e-07
1984,2.3196033982486597e-09,1.3163749201794417e-07
1985,6.015557829641693e-09,1.461780669842483e-07
1986,4.196139880008332e-09,1.684450410266436e-07
1987,5.49973533381376e-09,1.2588282061187783e-07
1988,1.139345240375178e-08,1.8229523846002849e-07
1989,1.0976243913773942e-08,1.2842205876495427e-07
1990,4.90378582185258e-09,1.3076761717911722e-07
1991,6.4476115557710045e-09,1.3422754818748217e-07
1992,6.611933001110515e-09,1.421565656301027e-07
1993,7.754890507527534e-09,1.4180371010752424e-07
1994,7.384897138251745e-09,1.5191788804713724e-07
1995,1.3556126887692699e-08,1.4911739754097653e-07
1996,1.3879040139386234e-08,1.4092563560552662e-07
1997,3.835915585170824e-09,1.5103917405667744e-07
1998,1.954933015468896e-08,1.2587861419888213e-07
1999,1.3710603319339043e-08,1.3573497881225194e-07
2000,1.2370488189361595e-08,1.2989012532216293e-07
2001,2.2344179839706158e-08,1.3012198962769617e-07
2002,1.4019908789464353e-08,1.4501843281777838e-07
2003,1.3750845795357236e-08,1.200073853624417e-07
2004,9.690540592188768e-09,1.3258421915907093e-07
2005,9.007499190971657e-09,1.3691398237369867e-07
2006,7.823991010624809e-09,1.4289078364981833e-07
2007,2.7961355453243186e-09,1.4220347566151759e-07
2008,5.108927503272298e-09,1.2133702398386959e-07
2009,5.721831008997924e-09,1.5591989210861357e-07
2010,5.668551850135373e-09,1.4360330169438384e-07
2011,9.55992973672437e-09,1.6137161651386123e-07
2012,5.106378986319271e-09,1.6782965417405649e-07
2013,1.1156500168141292e-08,1.7404140351118258e-07
2014,1.0394137106572998e-08,2.356004387138455e-07
2015,7.093041182182347e-09,2.0614150741948833e-07
2016,9.528164313099552e-09,2.0858394123024482e-07
2017,9.307762255383878e-09,1.665334679046282e-07
2018,8.26069346260283e-09,1.9774034853980993e-07
2019,7.90806181649728e-09,2.1147688755718264e-07
