year,aux_ADP iles_NOUN,aux_ADP gilles_NOUN
1850,4.2159665003538294e-07,2.7155984128057753e-09
1851,3.7342250625016504e-07,6.449438760824933e-10
1852,3.7956479936873677e-07,0.0
1853,4.269931452860476e-07,5.971931837933653e-10
1854,3.507073543795869e-07,1.0391328908454511e-09
1855,5.710264403546716e-07,5.306937111981824e-10
1856,4.2401179500828334e-07,1.0354378465748937e-09
1857,5.257385335966092e-07,3.905207268672939e-09
1858,3.7583431533594336e-07,0.0
1859,5.132910798621992e-07,5.092173349652285e-10
1860,3.6297067951274187e-07,0.0
1861,4.121752169017334e-07,1.8863854922557266e-09
1862,3.0541587481280885e-07,3.6143890103090826e-09
1863,3.9257719763874377e-07,4.994620828036034e-10
1864,4.315255180964428e-07,0.0
1865,4.344417311452631e-07,0.0
1866,3.6151503479686653e-07,0.0
1867,3.8337209851135867e-07,0.0
1868,3.467791616085236e-07,0.0
1869,3.628454621207311e-07,1.4650557433881772e-09
1870,3.3544185917833147e-07,5.734048791339319e-10
1871,3.228837925917105e-07,2.1242354542039266e-09
1872,3.192995086109818e-07,0.0
1873,6.907849074977435e-07,8.380406590902112e-09
1874,4.97087469852886e-07,5.974609140757536e-10
1875,6.247907595735569e-07,1.1443054281912168e-09
1876,5.616747644765496e-07,6.04601479992084e-10
1877,4.675720770563885e-07,2.4739263970730008e-09
1878,4.577629320046128e-07,1.8117265465633636e-09
1879,3.824437526667168e-07,6.10932526790009e-10
1880,4.7042813799968997e-07,6.417846254436199e-10
1881,5.180573050544979e-07,6.2752567586699115e-09
1882,4.525661880805387e-07,1.9966155395678697e-09
1883,4.916445659475244e-07,1.8958017378167824e-09
1884,5.202137112192418e-07,3.9610181801208455e-09
1885,5.865528489579219e-07,1.2891271383708158e-09
1886,7.014915244241138e-07,1.936039106809062e-09
1887,6.372230556550562e-07,1.3057849246322917e-09
1888,6.486448889120311e-07,1.9021844099853524e-09
1889,6.691165976846492e-07,6.265136742733546e-10
1890,8.828758542023252e-07,0.0
1891,8.3693510433136e-07,0.0
1892,6.801335876716053e-07,6.268512375839919e-10
1893,8.129109740906415e-07,6.158416554491453e-10
1894,6.944296506716796e-07,1.2603078580752936e-09
1895,1.0580724048026013e-06,0.0
1896,6.858244701035687e-07,0.0
1897,6.595839829870442e-07,5.826713556089658e-10
1898,7.893404943004612e-07,0.0
1899,8.534581006358621e-07,0.0
1900,8.061705569772926e-07,5.191053142894475e-10
1901,7.365957763738606e-07,5.588738916095792e-10
1902,8.720664377293019e-07,1.9641135939885146e-09
1903,7.171492546476088e-07,0.0
1904,6.890269501624857e-07,1.0749250378694342e-09
1905,7.503743866266177e-07,0.0
1906,7.16070473139041e-07,5.144184522798412e-10
1907,6.639410869979656e-07,0.0
1908,6.360248692161008e-07,0.0
1909,6.260119427281552e-07,1.1001967115120692e-09
1910,7.342863010961764e-07,0.0
1911,6.703671369123754e-07,0.0
1912,5.271934462314221e-07,5.209421227725386e-10
1913,6.671161010274318e-07,5.30298971401777e-10
1914,6.830678502822707e-07,0.0
1915,6.161338568233532e-07,0.0
1916,5.372868945308085e-07,0.0
1917,4.6497639694109694e-07,1.0966424435210342e-09
1918,6.616152852245705e-07,1.1486376294556067e-09
1919,5.994309371093465e-07,0.0
1920,7.829687658222895e-07,0.0
1921,7.459156026179414e-07,6.815472630705699e-09
1922,8.528893555848072e-07,7.377935484775833e-10
1923,7.930113130605321e-07,3.1847844361720945e-09
1924,7.876782353033462e-07,0.0
1925,7.379777275939858e-07,2.1996355847875293e-09
1926,7.902611951493554e-07,6.687683296036084e-09
1927,8.183531017280643e-07,5.574612327308159e-09
1928,9.96350798310175e-07,2.2852082448565625e-09
1929,1.1753128541514002e-06,8.912325100141061e-09
1930,9.915401992799389e-07,1.0503603542488804e-09
1931,2.5251458932729065e-06,0.0
1932,1.154039190431888e-06,0.0
1933,8.866821714637041e-07,0.0
1934,1.2520751386801976e-06,1.1981580172459871e-09
1935,1.3978955859528241e-06,1.196828414151696e-09
1936,1.3252312900391416e-06,0.0
1937,1.1508282140582082e-06,1.2591118148108649e-09
1938,9.827632705405875e-07,2.5930428915188486e-09
1939,1.5309345098302174e-06,3.058810094103137e-09
1940,1.2476051773901986e-06,0.0
1941,1.8092710778461196e-06,0.0
1942,1.3775321696662957e-06,0.0
1943,1.0596808586171846e-06,0.0
1944,1.1792393532772394e-06,0.0
1945,9.84683832250255e-07,0.0
1946,9.605562079073593e-07,0.0
1947,8.43997646438055e-07,0.0
1948,1.326370261400811e-06,2.174377566888097e-09
1949,9.817008227441804e-07,1.9634016634739737e-09
1950,9.146410953064787e-07,3.190608444114673e-09
1951,1.1269101973798712e-06,0.0
1952,1.1029865116807258e-06,1.0544803918932644e-09
1953,1.147412604485254e-06,3.232148326759443e-09
1954,1.1678180444896213e-06,0.0
1955,1.1835251845226935e-06,0.0
1956,1.0700840507027465e-06,1.744228317335228e-09
1957,7.589297261745287e-07,8.835037701437898e-10
1958,9.777791920573264e-07,0.0
1959,2.5709230482284795e-06,7.750747821333448e-10
1960,6.415612696653028e-07,4.844583401109048e-09
1961,6.81614410025233e-07,0.0
1962,8.599692598032505e-07,0.0
1963,7.442427027992693e-07,6.466053248388448e-10
1964,7.945662472419457e-07,1.825190498738749e-09
1965,8.268257518651012e-07,2.73602163147757e-09
1966,8.419393860981117e-07,5.539074754423723e-10
1967,9.096468933655899e-07,0.0
1968,6.561958676432056e-07,2.6948494546985557e-09
1969,6.104122467487372e-07,1.3625273409534344e-09
1970,9.4963669283743e-07,4.5987250119061684e-10
1971,5.534054201561389e-07,1.0276794970565106e-09
1972,7.084733066875515e-07,0.0
1973,6.919070558719653e-07,1.102640756478479e-09
1974,6.863197712370095e-07,0.0
1975,9.943686949398511e-07,0.0
1976,6.17632265109691e-07,0.0
1977,7.839626867678362e-07,0.0
1978,7.669303219159929e-07,0.0
1979,6.934588563378696e-07,0.0
1980,8.038803046561682e-07,2.2740602734216964e-09
1981,6.39513066613695e-07,6.325549528618524e-10
1982,7.132420325461908e-07,1.2415004579935385e-09
1983,6.473198892464893e-07,0.0
1984,7.817063516490919e-07,0.0
1985,7.892412163812423e-07,1.8046674155058895e-09
1986,5.371058897640779e-07,0.0
1987,1.2887712936837659e-06,1.8332451112712533e-09
1988,6.64418171092418e-07,1.559103945947271e-08
1989,5.521050919776727e-07,2.1952488715726304e-09
1990,4.4460992021377876e-07,2.1794604454505873e-09
1991,6.752407770704849e-07,1.1722930404189924e-09
1992,4.804671458469301e-07,1.65298330578878e-09
1993,8.641163876110802e-07,5.539207426075166e-10
1994,3.9983942978771836e-07,3.164955852952289e-09
1995,4.918163029610234e-07,2.7112254663563817e-09
1996,3.955526373111695e-07,2.135236876199542e-09
1997,2.939270228319302e-07,1.486417322560385e-08
1998,3.413980463884414e-07,7.152193948201102e-09
1999,3.5099146181161167e-07,2.285100553223174e-09
2000,4.369433237449982e-07,2.2090156370779823e-09
2001,2.7338762009776474e-07,8.762423564512289e-10
2002,2.7908380983987513e-07,3.9430991805033955e-09
2003,2.3418106431805086e-07,2.083461403401543e-09
2004,3.250735942650351e-07,1.3214374039449694e-09
2005,2.1888223533661488e-07,2.702249757291497e-09
2006,1.9354083063971572e-07,8.235779835885637e-10
2007,2.1610133704719203e-07,6.7906151812735516e-09
2008,1.6987183604211253e-07,1.7029758436759579e-09
2009,2.908597358519671e-07,9.53638501499654e-10
2010,1.2990431086379317e-07,9.447586046817946e-10
2011,1.904338002844952e-07,1.147191591721608e-09
2012,6.774463059966429e-08,1.3617010852229328e-09
2013,9.706155190691845e-08,0.0
2014,1.1000461376531323e-07,0.0
2015,7.469859140962765e-08,1.773260274728905e-09
2016,9.321030391973295e-08,2.0713400439298368e-10
2017,7.244960703589598e-08,1.509366853724714e-09
2018,5.214562681654655e-08,5.162933414126769e-10
2019,4.821366744733879e-08,7.65296326310505e-10
