year,mes_DET ans_NOUN,mes_DET gens_NOUN
1800,1.2262241444460642e-07,2.1757617929551998e-06
1801,2.809795489611133e-07,1.2096407715489477e-06
1802,9.622712582313397e-08,4.101960939806304e-06
1803,1.1897068930011301e-07,1.2033593321802982e-06
1804,2.0269178335752258e-07,1.7253520141480294e-06
1805,1.336152555264647e-07,1.3389954034437324e-06
1806,1.3832011802605848e-07,3.045924330535854e-06
1807,1.0533733885154106e-07,8.683212868731971e-07
1808,1.3143229082857033e-07,1.169294222336248e-06
1809,1.1746958961111886e-07,1.7055680814337393e-06
1810,2.1763179169909108e-07,3.3814830686651476e-06
1811,8.524061279047146e-08,2.0507887228404797e-06
1812,1.1468995486652034e-07,1.5896561578188084e-06
1813,2.875741715868685e-07,1.7599538324475361e-06
1814,1.3530711440168375e-07,2.6054485715576448e-06
1815,7.282503844407984e-08,8.846893528868804e-07
1816,1.0197456923322079e-07,1.6362283474791184e-06
1817,2.459860013459547e-07,1.136517610689225e-06
1818,1.1563542257064796e-07,1.863280004954504e-06
1819,2.111614219035829e-07,1.2493716852191028e-06
1820,2.4563615674821904e-07,2.4919610979168283e-06
1821,1.4397773084873222e-07,2.2996989912371646e-06
1822,1.87479017199621e-07,2.648767818413944e-06
1823,2.1445430964384116e-07,2.831389707580456e-06
1824,3.065284950309888e-07,2.1911734933155458e-06
1825,1.717061417494392e-07,3.4411671379075415e-06
1826,9.336463135944939e-08,2.895184522344607e-06
1827,9.032927539287527e-08,1.5558756487621395e-06
1828,1.2290883910637262e-07,1.196068097897296e-06
1829,8.74463982336593e-08,2.0575623267404808e-06
1830,1.544651753171422e-07,1.5644816926396743e-06
1831,1.4811645598911127e-07,1.1475127266180607e-06
1832,1.434176764014694e-07,1.7386010142672603e-06
1833,1.1699465085612815e-07,3.4067450656039e-06
1834,1.0734710209625575e-07,2.5809977728386002e-06
1835,9.302598158456021e-08,2.0654793502217217e-06
1836,9.879502327336809e-08,2.055877459383737e-06
1837,6.888311654407175e-08,1.5648296880499402e-06
1838,8.268932338850732e-08,2.277428094998868e-06
1839,6.711816002979987e-08,1.9345411175208937e-06
1840,5.0320539179971036e-08,1.377126658042016e-06
1841,8.346712876416973e-08,2.771750757801783e-06
1842,7.91575285319368e-08,1.8863641315647328e-06
1843,7.324569972766426e-08,1.2191864797728158e-06
1844,6.421616838281352e-08,1.543932235392731e-06
1845,7.031086912689943e-08,1.1913786366335444e-06
1846,4.6836011513562426e-08,1.341851685765505e-06
1847,4.853901458545806e-08,1.0737907842894856e-06
1848,4.98803736093123e-08,9.11523592606045e-07
1849,1.5250535856381475e-07,1.178145723201851e-06
1850,9.708264059327121e-08,1.983744638778262e-06
1851,4.4501126561513615e-08,1.104788807992918e-06
1852,5.664174484998341e-08,9.563991127947702e-07
1853,5.613615816635331e-08,1.1048073318420393e-06
1854,6.182840839308312e-08,1.3565879442012374e-06
1855,8.278821894691646e-08,1.076246835651773e-06
1856,7.558696424325717e-08,9.008309049818308e-07
1857,9.616573248827365e-08,1.3116614638875035e-06
1858,7.683071689967846e-08,1.8498095641916734e-06
1859,9.573285764119532e-08,1.4583984793148375e-06
1860,6.224969983925632e-08,1.1127134200705768e-06
1861,8.866011791397455e-08,1.116740179440967e-06
1862,8.764893544288554e-08,1.3495224919779503e-06
1863,6.84263046224487e-08,9.984247100192079e-07
1864,6.13725177345259e-08,1.7155537079815986e-06
1865,5.2245974213604995e-08,1.472300908744728e-06
1866,7.347075592356589e-08,9.872328305959854e-07
1867,4.124889763090778e-08,9.759003702924929e-07
1868,4.643481643640257e-08,1.6454720537240064e-06
1869,6.690421416877257e-08,1.1173491429872229e-06
1870,6.135432029097387e-08,8.836168987613746e-07
1871,3.9298356568906456e-08,1.0610556344659017e-06
1872,4.535504372071841e-08,9.173813779739248e-07
1873,5.6268441461782004e-08,9.290278839557686e-07
1874,4.600448944014346e-08,1.367588026823796e-06
1875,7.037478400029329e-08,1.3336879902681176e-06
1876,5.985554496490408e-08,8.936009834314973e-07
1877,1.1441909597564859e-07,1.5975379739074924e-06
1878,6.642997307793053e-08,1.2289545878729768e-06
1879,5.315112849846315e-08,1.7863667238771086e-06
1880,6.802917074111292e-08,1.1070784964317681e-06
1881,2.998178288970976e-08,1.3352352041806625e-06
1882,4.392554342480537e-08,1.015611751142842e-06
1883,5.940178687824371e-08,1.0667043710554935e-06
1884,4.8192386969958534e-08,1.0206223279851656e-06
1885,3.8673812818856845e-08,8.798292512324224e-07
1886,4.646494078386354e-08,9.228453379250823e-07
1887,4.047933110928881e-08,9.049089655377429e-07
1888,3.614150267949867e-08,5.985540560971003e-07
1889,4.63620102308937e-08,9.447826343489396e-07
1890,2.6217545023854427e-08,8.107776281462975e-07
1891,3.6970476458009216e-08,7.100881198596198e-07
1892,4.638699313552763e-08,6.826409801874433e-07
1893,2.8328715429015716e-08,5.955188875361728e-07
1894,4.852185342407722e-08,5.085342102972845e-07
1895,2.768562623600701e-08,8.245501632586638e-07
1896,4.540712200684638e-08,8.922204841610437e-07
1897,2.6802883135168543e-08,4.836172227129509e-07
1898,3.225262235062587e-08,4.956718839821406e-07
1899,5.085372123403431e-08,6.903945539704637e-07
1900,4.360484651133589e-08,6.649739212605255e-07
1901,2.51493244007861e-08,4.5939433590547196e-07
1902,3.093478850857423e-08,4.193382316941552e-07
1903,2.106085861264262e-08,5.76203518676266e-07
1904,2.042357571951925e-08,5.095144679501118e-07
1905,4.02539197530416e-08,5.645870544412901e-07
1906,3.5494874317532066e-08,4.21823123986087e-07
1907,6.274269059858284e-08,5.348556939566151e-07
1908,5.206072462016209e-08,5.584249223034021e-07
1909,3.740668841345496e-08,4.384283975866765e-07
1910,5.557916771259386e-08,4.6761319794086376e-07
1911,3.77746552926439e-08,3.937076904492187e-07
1912,5.365703970028335e-08,5.678269374698175e-07
1913,4.0302722548180014e-08,4.496935197551011e-07
1914,4.2859158888575166e-08,5.317214224476174e-07
1915,1.5314990164938536e-08,3.121902061309356e-07
1916,1.9777431248257926e-08,2.439216615357509e-07
1917,2.5222776423028392e-08,2.8622369185882235e-07
1918,5.972915850804839e-08,3.1128080024700466e-07
1919,6.997964874244644e-08,4.30006522833537e-07
1920,4.0890050456710014e-08,3.5210876347946396e-07
1921,6.285380305115496e-08,3.521327602840074e-07
1922,8.779743332354428e-08,5.127665332338438e-07
1923,1.252681860464122e-07,4.85148840212446e-07
1924,6.832561139091808e-08,8.095940060570683e-07
1925,4.5092530598367375e-08,4.784207447983135e-07
1926,5.907453304310195e-08,4.536478428462942e-07
1927,5.797596847045838e-08,6.533445748857503e-07
1928,3.9991142619655307e-08,5.438795476209179e-07
1929,5.570203187588163e-08,6.20520626881671e-07
1930,3.571225359877417e-08,4.211944997223327e-07
1931,5.47457119637329e-08,6.512458909924135e-07
1932,6.466126656334836e-08,6.345571534893679e-07
1933,3.555905236929391e-08,4.863560825185687e-07
1934,3.9539216345474415e-08,5.463600381006017e-07
1935,3.351119648442591e-08,3.817882578971421e-07
1936,4.849885826274658e-08,2.606813609418168e-07
1937,3.399601800069263e-08,4.6209404658270614e-07
1938,7.779128363694099e-08,2.6449037093811967e-07
1939,5.6587986740908036e-08,3.3952792577451874e-07
1940,2.2822046474857416e-08,2.71328765677481e-07
1941,7.083605924051994e-08,3.984528547107402e-07
1942,5.158160121254696e-08,3.944475324146879e-07
1943,6.967764676346633e-08,3.33872053559503e-07
1944,2.5705489292704442e-08,3.630900486939481e-07
1945,3.921307367704685e-08,3.4856065234123434e-07
1946,5.0115975369635635e-08,4.1902524117176654e-07
1947,6.556479115182867e-08,4.088858851503119e-07
1948,7.392884038281977e-08,3.120231788500405e-07
1949,3.926803215925645e-08,3.278880633672543e-07
1950,8.295581910289229e-08,3.148066909375302e-07
1951,5.117472801074996e-08,4.381836085087798e-07
1952,4.5342655408120436e-08,5.093140273970675e-07
1953,2.9089333830611963e-08,3.512267738869923e-07
1954,4.104465189946893e-08,2.5604044218141553e-07
1955,2.3464019616170617e-08,2.6842838352081344e-07
1956,6.45364459650466e-08,2.799486491511516e-07
1957,2.2971097746182778e-08,2.995077839074156e-07
1958,6.700517385382909e-08,4.119577337036162e-07
1959,4.417926346977907e-08,3.4025784145796933e-07
1960,6.021124887567453e-08,4.623116645063874e-07
1961,7.156603948343943e-08,4.856763311522627e-07
1962,5.2638239544933185e-08,4.972093883282014e-07
1963,5.496145316641332e-08,4.468042718031029e-07
1964,5.779770062552814e-08,4.283113739234068e-07
1965,8.043903410026587e-08,4.924839025477468e-07
1966,6.536108188015533e-08,3.9272040552873477e-07
1967,7.148986402860658e-08,5.162061462726797e-07
1968,9.027746100676026e-08,3.997360202845357e-07
1969,4.859680741153838e-08,4.655301637512821e-07
1970,6.990062084710758e-08,3.2099099378513074e-07
1971,5.6522371449929665e-08,4.1107178461174954e-07
1972,4.052815893995643e-08,4.1143778517493956e-07
1973,3.804110765281976e-08,2.833786698630547e-07
1974,4.5004571680440364e-08,2.632767621690846e-07
1975,4.283610222088896e-08,2.4559365208176587e-07
1976,3.4852513541849817e-08,2.0740102435468089e-07
1977,3.0559267116814226e-08,2.5035090267522264e-07
1978,4.8712848088605654e-08,3.8910873811914826e-07
1979,3.101546042216796e-08,3.675039295103488e-07
1980,4.2070113837056056e-08,3.7294587329483875e-07
1981,2.84649726012276e-08,2.631428746013853e-07
1982,2.545075850068912e-08,3.525861416164844e-07
1983,2.5261265079734585e-08,2.753477748029809e-07
1984,2.5515636714601442e-08,2.945896291350891e-07
1985,2.7070011343610645e-08,3.098012317792609e-07
1986,4.2560845514572065e-08,5.442992971893545e-07
1987,3.910922785621551e-08,3.299841146997551e-07
1988,2.3986215624827167e-08,2.680459481041453e-07
1989,3.2379922076941625e-08,2.8373591476338333e-07
1990,2.8877850832831342e-08,2.833298431426101e-07
1991,3.458264485889373e-08,2.5145686244343324e-07
1992,3.4712649255030925e-08,3.151688083846693e-07
1993,3.3789166409281535e-08,3.223818794140243e-07
1994,3.164955936219016e-08,3.154405980865249e-07
1995,3.904164591617132e-08,3.0148825302944715e-07
1996,3.5765218342476146e-08,3.128122010309653e-07
1997,2.8289877107567918e-08,3.222169056016355e-07
1998,2.5271084558298185e-08,2.6606162428777225e-07
1999,4.067479020264386e-08,3.1214473494856065e-07
2000,4.0204088058715115e-08,2.739179443267403e-07
2001,2.5411029003219454e-08,3.6407869075105737e-07
2002,4.600282615951912e-08,3.877381047345807e-07
2003,2.7918383604941255e-08,2.7335014252116707e-07
2004,2.7309704941913537e-08,3.017281926531723e-07
2005,2.38698731891418e-08,2.9229334330693746e-07
2006,2.5942706427528606e-08,3.0925353300403913e-07
2007,2.876025217979361e-08,3.051782346830123e-07
2008,1.660401513503551e-08,3.2654561366030066e-07
2009,2.5271420511785436e-08,2.660651379216006e-07
2010,2.3146586702882388e-08,2.4658200281635345e-07
2011,1.797266777070483e-08,3.575413849432607e-07
2012,2.7234022259570168e-08,4.6672305842321293e-07
2013,3.0122549399269616e-08,5.198929002858677e-07
2014,2.988314290464089e-08,4.796460970624139e-07
2015,3.635183642991535e-08,6.487916408559613e-07
2016,3.728412201198239e-08,8.225291310282046e-07
2017,2.6917040429896844e-08,4.69916191292441e-07
2018,2.71054010347882e-08,4.943508677968111e-07
2019,2.4234384055077385e-08,4.915753493150987e-07
