year,véritables_ADJ îles_NOUN,véritables_ADJ iles_NOUN
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,1.1189200677108602e-08,0.0
1803,3.900678446910888e-09,0.0
1804,1.730295728918918e-08,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,1.5862518409903714e-08,9.064295980465431e-09
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,5.3344164641089264e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,2.9584463767662328e-09,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,1.6842225392110777e-09,0.0
1825,0.0,2.641632912414593e-09
1826,2.642395191543301e-09,0.0
1827,0.0,0.0
1828,7.337841001486822e-09,9.172301251858528e-10
1829,2.571952872898464e-09,4.286587973467704e-09
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,1.7375443306377747e-08,0.0
1834,3.733812370398937e-09,0.0
1835,1.2100940693926532e-08,0.0
1836,4.032449929525228e-09,0.0
1837,6.957890930081589e-10,0.0
1838,6.312161904276081e-09,0.0
1839,1.3982949909063791e-08,1.3982950353153e-09
1840,1.9109065441114126e-09,1.2739377330817092e-09
1841,1.926164561183441e-09,0.0
1842,4.695785538189057e-09,0.0
1843,1.7720733769266417e-09,0.0
1844,8.232841963717874e-09,1.097712254427563e-09
1845,2.0646844234306627e-08,5.580227946389016e-10
1846,5.854501328173001e-09,2.3418005312692003e-09
1847,1.77976389181822e-08,0.0
1848,3.218088684420195e-09,0.0
1849,0.0,0.0
1850,2.7155984128057753e-09,6.788996032014438e-10
1851,2.192809134271556e-08,1.2898877521649865e-09
1852,7.161600201754936e-09,0.0
1853,5.971931837933653e-09,0.0
1854,1.9743524148907454e-08,5.195664454227256e-10
1855,4.776243400783642e-09,0.0
1856,3.054541508618058e-08,0.0
1857,2.147863931156735e-08,0.0
1858,7.34051397444091e-09,3.4255731584664773e-09
1859,1.3748867822016564e-08,5.092173349652285e-10
1860,1.1442959468865865e-08,0.0
1861,5.187560159214399e-09,4.715963730639317e-10
1862,8.584174260306554e-09,1.8071945051545413e-09
1863,8.490855130105501e-09,0.0
1864,1.2945765348604255e-08,4.794727948009836e-10
1865,1.4591217123438582e-08,2.3534221238463715e-09
1866,7.298419202328432e-09,0.0
1867,9.7056229719783e-09,1.455843445796745e-09
1868,2.420538258718352e-08,0.0
1869,1.953407657850903e-09,4.883519144627257e-10
1870,1.548193218070537e-08,5.734048791339319e-10
1871,7.434824311758348e-09,0.0
1872,2.3584624031514068e-08,0.0
1873,1.616221290134945e-08,5.986004469882289e-10
1874,1.7326366119618797e-08,0.0
1875,2.345826111138649e-08,1.1443054281912168e-09
1876,1.9951848173604958e-08,6.04601479992084e-10
1877,2.6594708657512456e-08,1.2369631985365004e-09
1878,3.01954443671093e-08,1.2078177347163432e-09
1879,1.710611030603104e-08,0.0
1880,1.7328185109022343e-08,0.0
1881,1.324776466304911e-08,0.0
1882,9.317538740560849e-09,0.0
1883,1.64302811356265e-08,1.8958017378167824e-09
1884,3.564916539744445e-08,6.601696966868076e-09
1885,9.023890079618013e-09,3.2228177904158883e-09
1886,1.097088819790315e-08,1.936039106809062e-09
1887,5.876032105334161e-09,0.0
1888,1.2047167707862627e-08,6.340614699951175e-10
1889,1.3156786771162388e-08,0.0
1890,1.7041404731799048e-08,6.554386478008212e-10
1891,6.3742202627281586e-09,0.0
1892,1.7551833764173352e-08,1.2537024751679837e-09
1893,8.005941687372342e-09,1.2316833108982905e-09
1894,6.301539290376468e-09,1.8904617871129403e-09
1895,1.9861428057765806e-08,1.2037228991346183e-09
1896,1.2973464080801023e-08,1.179405795248556e-09
1897,4.661370844871726e-09,0.0
1898,9.619203211741478e-09,5.6583548957434e-10
1899,2.7637891975018647e-09,0.0
1900,1.6092265298084385e-08,2.595526460424935e-09
1901,1.1736351446245408e-08,0.0
1902,4.910283735171106e-09,4.910283846193408e-10
1903,1.0260418292773466e-08,1.6200660812870638e-09
1904,1.3974025492302644e-08,5.374625189347171e-10
1905,1.4966200723165457e-08,1.5482277682110634e-09
1906,1.2346042410626978e-08,3.0865106026567446e-09
1907,0.0,5.142843373384665e-10
1908,4.4202499438483756e-09,4.911389073214423e-10
1909,9.351672325408344e-09,1.1001967115120692e-09
1910,5.878565634276356e-09,0.0
1911,7.448523575703803e-09,5.320374141248863e-10
1912,5.2094213387476884e-09,5.209421227725386e-10
1913,1.3787773589513108e-08,5.30298971401777e-10
1914,5.357394972094198e-09,6.696743715117748e-10
1915,0.0,0.0
1916,7.69122365795738e-09,0.0
1917,4.386569774084137e-09,1.0966424435210342e-09
1918,2.2972752589112133e-09,0.0
1919,3.6831393490643904e-09,0.0
1920,2.2716695191604686e-09,0.0
1921,9.844571380313027e-09,7.572747429129834e-10
1922,9.591316185719734e-09,0.0
1923,5.307974060286824e-09,1.0615948120573648e-09
1924,1.289162443462999e-09,0.0
1925,3.299453377181294e-09,0.0
1926,5.57306911730393e-09,2.229227691330493e-09
1927,1.2264147031260109e-08,0.0
1928,9.14083297942625e-09,0.0
1929,4.4561625500705304e-09,0.0
1930,7.352522590764465e-09,0.0
1931,1.0264820993199919e-08,0.0
1932,5.4797681947604815e-09,0.0
1933,5.735331320977366e-09,0.0
1934,5.990790086229936e-09,1.1981580172459871e-09
1935,1.0771455727365264e-08,0.0
1936,1.2124714565686645e-09,0.0
1937,6.295559185076627e-09,2.5182236296217297e-09
1938,9.075650453382877e-09,1.2965214457594243e-09
1939,9.176430282309411e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,6.068423541449874e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,4.177142187700156e-08,0.0
1945,6.535512131478072e-09,0.0
1946,6.960552134671616e-09,1.3921104269343232e-09
1947,7.152522574216391e-09,0.0
1948,3.2615663503321457e-09,0.0
1949,5.890204768377316e-09,0.0
1950,5.317680518146517e-09,2.1270722960764488e-09
1951,1.0661401761424827e-09,1.0661401761424827e-09
1952,1.0544804140977249e-08,0.0
1953,4.3095309543161875e-09,0.0
1954,1.3681550115052232e-08,0.0
1955,7.508486277174597e-09,1.8771215692936494e-09
1956,1.2209598665435806e-08,8.72114158667614e-10
1957,7.068030161150318e-09,0.0
1958,7.445019267748876e-09,0.0
1959,6.200598257066758e-09,0.0
1960,6.2287499602575735e-09,6.920833350854139e-10
1961,9.03260666262895e-09,0.0
1962,4.43936931660005e-09,0.0
1963,3.879631726988464e-09,0.0
1964,1.2167936880302932e-08,0.0
1965,7.660860390501512e-09,5.472043373977442e-10
1966,3.3234448526542337e-09,5.539074754423723e-10
1967,7.395503320850594e-09,9.860671168482327e-10
1968,6.737123747768692e-09,1.7965663401398047e-09
1969,7.72098829315837e-09,9.083515606356229e-10
1970,5.518470125309705e-09,4.5987250119061684e-10
1971,4.1107179882260425e-09,1.0276794970565106e-09
1972,6.156176013405457e-09,0.0
1973,5.513203671370093e-09,0.0
1974,7.875800456247362e-09,1.6876715580593782e-09
1975,3.998036124386317e-09,0.0
1976,6.8562320265641574e-09,5.713526873840635e-10
1977,4.7014254711541525e-09,0.0
1978,2.970295565063452e-09,0.0
1979,4.096381456264453e-09,0.0
1980,4.548120546843393e-09,0.0
1981,1.0753434587229549e-08,1.8976649140967083e-09
1982,4.966001831974154e-09,0.0
1983,3.78918940668882e-09,0.0
1984,2.8995041922996734e-09,0.0
1985,2.4062232206745193e-09,0.0
1986,2.997242676272549e-09,0.0
1987,7.944062296871834e-09,0.0
1988,4.797243047249822e-09,0.0
1989,4.390497743145261e-09,5.488122178931576e-10
1990,5.448650863826288e-09,5.44865097484859e-10
1991,3.5168792322792797e-09,0.0
1992,2.2039776670368383e-09,0.0
1993,5.539207315052863e-09,0.0
1994,7.384897138251745e-09,5.274926606624319e-10
1995,4.880205572987961e-09,0.0
1996,6.939520069693117e-09,0.0
1997,9.58978851883785e-09,0.0
1998,4.291316191284977e-09,0.0
1999,3.656160929565999e-09,0.0
2000,7.068850393920911e-09,0.0
2001,6.133696661692056e-09,0.0
2002,4.381221607729913e-09,0.0
2003,5.416999737661854e-09,0.0
2004,7.047666006343434e-09,0.0
2005,2.251874686720612e-09,0.0
2006,4.941467679486777e-09,0.0
2007,4.393927444112933e-09,0.0
2008,2.9802078582719105e-09,0.0
2009,8.582746957586096e-09,0.0
2010,2.8342759250676863e-09,0.0
2011,4.206369030868018e-09,0.0
2012,4.085103366691101e-09,0.0
2013,3.6258624991347688e-09,0.0
2014,6.496335469563519e-09,2.1654451842767486e-10
2015,6.428068743957738e-09,0.0
2016,7.45682449121432e-09,2.0713400439298368e-10
2017,3.2702947017071438e-09,0.0
2018,3.614053500911041e-09,0.0
2019,3.5713827450933877e-09,0.0
