year,nouveaux_ADJ oeufs_NOUN,nouveaux_ADJ jeux_NOUN
1800,0.0,9.432493897065797e-09
1801,0.0,1.1905912700171939e-08
1802,6.713520406265161e-09,2.3497321421928064e-07
1803,5.460949736857401e-08,3.9006784247064274e-08
1804,0.0,4.449331569844617e-08
1805,0.0,3.695740957709859e-08
1806,2.881669125542885e-09,2.5935023018064385e-08
1807,0.0,3.131650672116848e-08
1808,0.0,7.251436784372345e-08
1809,0.0,3.388545621874073e-08
1810,0.0,7.020380277111826e-09
1811,0.0,7.521229861140455e-09
1812,0.0,1.600324850414836e-08
1813,2.8757416448144113e-09,2.5881675469463516e-08
1814,0.0,2.5173417128598885e-08
1815,0.0,1.8880564667256294e-08
1816,0.0,1.1588019432906549e-08
1817,9.341240669868967e-09,1.4011860338669635e-08
1818,1.1921177378582115e-09,4.2916239895163244e-08
1819,1.035105001712111e-09,2.794783604542772e-08
1820,0.0,2.254631326081835e-08
1821,0.0,2.1695273910715684e-08
1822,0.0,3.408709403629473e-08
1823,2.9648061783404955e-09,6.917880490675543e-08
1824,0.0,3.536867509978947e-08
1825,8.805443041381977e-10,4.226612659863349e-08
1826,8.807984341885344e-10,5.108631029315802e-08
1827,1.8434546111834038e-09,2.396490950129504e-08
1828,0.0,1.742737271159811e-08
1829,0.0,3.8579291761209333e-08
1830,2.0873671680021744e-09,5.0096812032052185e-08
1831,0.0,1.4032085493553836e-08
1832,0.0,2.7059939511353548e-08
1833,0.0,2.4325620628928846e-08
1834,4.667265685043276e-09,4.760610927689868e-08
1835,0.0,2.4201881387853064e-08
1836,0.0,1.1425274948351216e-08
1837,6.957890930081589e-10,2.5744196552324183e-08
1838,0.0,5.554702497967412e-08
1839,0.0,3.146163862766116e-08
1840,0.0,1.4650283819417353e-08
1841,1.2841097074556274e-09,1.6693426641012366e-08
1842,6.708265054555795e-10,3.5553805677324135e-08
1843,1.1813822142769936e-09,1.5948660336828624e-08
1844,0.0,1.8661107548112454e-08
1845,0.0,1.5066615566272645e-08
1846,0.0,2.8101606375230404e-08
1847,7.011190739092399e-09,3.235934187273415e-08
1848,0.0,8.849743549088629e-09
1849,8.379414939696517e-10,1.92726548053912e-08
1850,0.0,2.1724786414267783e-08
1851,0.0,1.6123596680017727e-08
1852,0.0,5.0782253735448535e-08
1853,0.0,2.4484921423706396e-08
1854,0.0,2.0263091649042053e-08
1855,0.0,3.555647865027822e-08
1856,0.0,3.416944782674847e-08
1857,0.0,1.3668225717911042e-08
1858,4.893676019968041e-10,1.3702292411821304e-08
1859,0.0,2.7497735644033128e-08
1860,0.0,2.5174512335857102e-08
1861,1.4147891747029462e-09,1.839225838295988e-08
1862,0.0,2.1686334616966008e-08
1863,0.0,3.745965726498213e-08
1864,4.794727948009836e-10,2.8288895448369544e-08
1865,0.0,5.6952815630229026e-08
1866,0.0,4.0384586785791043e-08
1867,0.0,2.9602150064533816e-08
1868,1.975949626142892e-09,7.903798504571569e-09
1869,1.953407657850903e-09,2.6371003158942585e-08
1870,1.1468097582678638e-09,1.4335121978348297e-08
1871,0.0,1.6993883633631413e-08
1872,0.0,1.0280476914203973e-08
1873,0.0,1.6760811849536594e-08
1874,5.974609140757536e-10,2.1508592684682526e-08
1875,0.0,1.37316650272723e-08
1876,0.0,2.9625471409389093e-08
1877,0.0,1.48435581603934e-08
1878,0.0,1.5097721739465442e-08
1879,0.0,1.7717043387932563e-08
1880,2.5671385017744797e-09,1.7969969734465963e-08
1881,0.0,1.9523020977629812e-08
1882,0.0,2.7952617553950176e-08
1883,0.0,2.84370245129395e-08
1884,6.601696966868076e-10,1.386356363042296e-08
1885,0.0,1.2891271217174705e-08
1886,0.0,1.097088819790315e-08
1887,2.6115698492645834e-09,1.1099171637329874e-08
1888,1.9021844099853524e-09,2.789870467978517e-08
1889,0.0,4.5735498666044094e-08
1890,0.0,2.4906667783763936e-08
1891,1.2748440081367107e-09,1.4660706204594476e-08
1892,0.0,4.3879585520656406e-08
1893,0.0,2.4633666106943508e-08
1894,0.0,1.764431090123253e-08
1895,0.0,3.4306101959202806e-08
1896,0.0,3.892039063257968e-08
1897,0.0,1.340144106798391e-08
1898,0.0,1.2448381103702388e-08
1899,0.0,1.5477219506010442e-08
1900,0.0,1.4015843485815083e-08
1901,0.0,1.5089595406525547e-08
1902,1.4730852093691738e-09,1.0802624239580894e-08
1903,0.0,1.566063789759653e-08
1904,1.0749250378694342e-09,2.741058935384899e-08
1905,5.160759042333041e-10,1.1353670004154992e-08
1906,1.0288369045596824e-09,9.773950537805831e-09
1907,5.142843373384665e-10,1.7999951196223662e-08
1908,9.822778146428846e-10,7.858222517143076e-09
1909,1.1001967115120692e-09,2.8055016698669277e-08
1910,5.344150677544235e-10,1.336037680488289e-08
1911,0.0,2.0217422513901795e-08
1912,0.0,2.656804792833256e-08
1913,1.590896969716482e-09,1.8030165027660416e-08
1914,6.696743715117748e-10,1.674185934330552e-08
1915,1.1780761921542648e-09,3.062998121805549e-08
1916,0.0,3.2962386153911893e-09
1917,0.0,6.57985488317081e-09
1918,0.0,6.89182577673364e-09
1919,9.207848372660976e-10,9.207848372660976e-09
1920,0.0,1.0601124866838063e-08
1921,0.0,1.5902770267306465e-08
1922,7.377935484775833e-10,1.3280283539529592e-08
1923,0.0,2.441668023323018e-08
1924,0.0,2.1915761205804074e-08
1925,1.0998177923937646e-09,1.2097996160420621e-08
1926,0.0,3.232380241247057e-08
1927,0.0,8.919379901328739e-09
1928,1.1426041224282812e-09,2.0566873870642155e-08
1929,1.1140406375176326e-09,2.562293510699476e-08
1930,0.0,2.5208648724017735e-08
1931,0.0,4.5621426636444085e-09
1932,0.0,1.4247398039124448e-08
1933,0.0,3.2117854820157277e-08
1934,0.0,1.7972370258689807e-08
1935,1.196828414151696e-09,2.752705352548901e-08
1936,0.0,2.9099314513558738e-08
1937,0.0,1.76275650742852e-08
1938,0.0,1.8151300906765755e-08
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,0.0,3.803674331059881e-08
1941,0.0,4.7224042010185485e-08
1942,0.0,1.2136847082899749e-08
1943,0.0,2.6129116870166058e-08
1944,0.0,2.8918675454292497e-08
1945,2.178504043826024e-09,1.9606536838523425e-08
1946,0.0,1.9489545088902105e-08
1947,0.0,2.503382989793579e-08
1948,0.0,3.152847538601122e-08
1949,0.0,1.9634017078828947e-08
1950,0.0,2.1270722516675278e-08
1951,0.0,4.157946853489136e-08
1952,2.1089607837865287e-09,3.0579932142060784e-08
1953,0.0,1.7238124039309355e-08
1954,4.886268278880834e-09,2.5408593229414578e-08
1955,0.0,3.0972505449256005e-08
1956,0.0,2.0930739808022736e-08
1957,8.835037701437898e-10,2.0320586824329467e-08
1958,0.0,2.1507833070089077e-08
1959,0.0,3.797866421351159e-08
1960,0.0,4.983000123637282e-08
1961,6.948159270159238e-10,2.848745378480899e-08
1962,0.0,3.107558593784532e-08
1963,0.0,2.2631186591404173e-08
1964,6.083968329129164e-10,2.494427009391842e-08
1965,5.472043373977442e-10,3.666269060564886e-08
1966,5.539074754423723e-10,2.21562994617841e-08
1967,9.860671168482327e-10,3.6484484489118785e-08
1968,4.4914158503495116e-10,3.1889053286882074e-08
1969,4.5417578031781147e-10,2.8158897852348375e-08
1970,0.0,3.8629289655922605e-08
1971,0.0,4.470405701173519e-08
1972,0.0,3.231992512509052e-08
1973,5.513203782392395e-10,3.748978577577944e-08
1974,0.0,3.825388683598163e-08
1975,0.0,4.569184186564712e-08
1976,0.0,4.399415676203944e-08
1977,5.876781838942691e-10,7.28720920273318e-08
1978,0.0,7.663363155163694e-08
1979,0.0,5.9104929395203953e-08
1980,0.0,6.253665807420816e-08
1981,0.0,5.946016623514794e-08
1982,0.0,7.200702711873674e-08
1983,0.0,6.441622357744592e-08
1984,0.0,5.799008362394886e-08
1985,0.0,8.662403505610428e-08
1986,5.994485463567401e-10,7.672941493286345e-08
1987,0.0,6.7830063843477e-08
1988,1.1993107618124554e-09,7.795519924025385e-08
1989,5.488122178931576e-10,5.158835003626905e-08
1990,0.0,5.394164326322226e-08
1991,2.9307325455363298e-09,5.80285042794948e-08
1992,0.0,6.887429904178788e-08
1993,0.0,9.305868486908508e-08
1994,0.0,7.33214801096338e-08
1995,0.0,9.05549289442753e-08
1996,0.0,7.366567311706262e-08
1997,1.438468344439059e-09,7.863627182747024e-08
1998,0.0,8.916401295078202e-08
1999,4.570201161957499e-10,8.683382246577054e-08
2000,0.0,1.228212780368665e-07
2001,0.0,9.989162952361852e-08
2002,0.0,9.332001849049476e-08
2003,0.0,8.83387638594968e-08
2004,0.0,7.620288891563298e-08
2005,0.0,7.836524162918579e-08
2006,0.0,9.182894777914896e-08
2007,0.0,8.907689386106199e-08
2008,0.0,1.0217855472838266e-07
2009,0.0,8.248973060176468e-08
2010,0.0,9.400348394139613e-08
2011,7.64794394481072e-10,1.0707121461672742e-07
2012,3.404252713057332e-10,1.3548925703599224e-07
2013,0.0,1.1268065541747418e-07
2014,0.0,1.1909948860466812e-07
2015,0.0,9.863760748463068e-08
2016,0.0,8.38892684762449e-08
2017,0.0,1.086744128020456e-07
2018,5.162933414126769e-10,1.1874746952411641e-07
