year,certains_DET oeufs_NOUN,certains_DET jeux_NOUN
1800,0.0,2.0437069148115938e-07
1801,0.0,1.4287095462250932e-07
1802,0.0,3.312003400424146e-07
1803,0.0,2.9255089017965474e-08
1804,0.0,5.9324420931261557e-08
1805,0.0,1.02343598484822e-07
1806,0.0,3.458002950651462e-08
1807,0.0,6.263301344233696e-08
1808,0.0,8.384473559885919e-08
1809,0.0,7.00299480627109e-08
1810,0.0,4.44624070894406e-08
1811,0.0,5.891630667775871e-07
1812,0.0,6.401299401659344e-08
1813,0.0,2.1855635989886935e-07
1814,0.0,2.8320093292677484e-07
1815,0.0,9.710004889029733e-08
1816,0.0,3.0128852301913867e-08
1817,0.0,3.42512151974006e-08
1818,0.0,6.199011903795792e-08
1819,0.0,5.1755248864360226e-08
1820,0.0,8.543866414356671e-08
1821,0.0,8.973954379598581e-08
1822,0.0,7.719724237631453e-08
1823,0.0,4.842516432290722e-08
1824,0.0,6.06320114115988e-08
1825,0.0,6.956300202531907e-08
1826,0.0,1.2243097913255951e-07
1827,0.0,7.74250956681044e-08
1828,0.0,1.2474329658118677e-07
1829,0.0,4.543783438393234e-08
1830,0.0,6.888311365749189e-08
1831,0.0,6.392394635845733e-08
1832,0.0,1.1635773355944679e-07
1833,3.4750886612755494e-09,7.645194877170525e-08
1834,0.0,6.53417169260706e-08
1835,0.0,5.105084426304529e-07
1836,0.0,1.2635010049333317e-07
1837,1.3915781860163179e-09,5.98378634419916e-08
1838,0.0,8.07956708204216e-08
1839,0.0,6.43215712914369e-08
1840,6.369688665408546e-10,4.8409635411417185e-08
1841,0.0,8.025685671597671e-08
1842,0.0,4.561620370324704e-08
1843,0.0,7.442707716798225e-08
1844,0.0,6.86070138478101e-08
1845,0.0,8.705155929433772e-08
1846,5.854501328173001e-10,1.1591912940644988e-07
1847,5.393223645455691e-10,6.84939367445736e-08
1848,0.0,7.160247544879539e-08
1849,0.0,8.882180058122913e-08
1850,0.0,3.326608144504917e-08
1851,1.2898877521649865e-09,6.771910920910784e-08
1852,0.0,7.812654234662375e-08
1853,0.0,8.121827343998689e-08
1854,0.0,8.520889371865792e-08
1855,0.0,8.225752523571828e-08
1856,5.177189232874468e-10,7.558696396570141e-08
1857,4.881509085841174e-10,9.372497666859658e-08
1858,0.0,4.306434825407379e-08
1859,0.0,9.318677474112746e-08
1860,4.577183909670879e-10,6.957319773071013e-08
1861,4.715963730639317e-10,8.300096165925197e-08
1862,0.0,1.1294965687747016e-07
1863,0.0,9.240048370884324e-08
1864,0.0,6.568777166648943e-08
1865,4.706844358715045e-10,8.472319695806974e-08
1866,0.0,7.882292862859686e-08
1867,4.85281148598915e-10,8.346835755901338e-08
1868,0.0,5.186867602091638e-08
1869,0.0,6.543915986867432e-08
1870,0.0,9.518521215667874e-08
1871,0.0,6.26649443447036e-08
1872,6.047339295989218e-10,7.256807210698213e-08
1873,0.0,6.584604950177209e-08
1874,0.0,5.914863193678954e-08
1875,6.865832347102696e-09,7.266339707712177e-08
1876,6.04601479992084e-10,6.166935029305876e-08
1877,1.2369631985365004e-09,7.792868084166571e-08
1878,0.0,1.4071076281929606e-07
1879,6.10932526790009e-10,9.347267848625052e-08
1880,1.2835692508872398e-09,5.0700984077778344e-08
1881,0.0,7.948658464762559e-08
1882,0.0,8.585446975573063e-08
1883,6.951272724098345e-09,7.204046204023484e-08
1884,0.0,1.874881956354102e-07
1885,6.445635691854079e-10,1.173105674823205e-07
1886,0.0,8.389503336481141e-08
1887,6.528924623161458e-10,7.051238681832217e-08
1888,1.268122939990235e-09,6.91127002294678e-08
1889,0.0,1.0901338187707665e-07
1890,6.554386478008212e-10,6.947649772159892e-08
1891,1.2748440081367107e-09,5.8642825817578625e-08
1892,6.268512375839919e-10,7.208789210011446e-08
1893,1.847525021858587e-09,9.976634718356081e-08
1894,0.0,7.435816629097758e-08
1895,0.0,6.199172952747745e-08
1896,1.179405795248556e-09,7.902018817063095e-08
1897,1.7480140668268973e-09,7.283391667556316e-08
1898,1.13167097914868e-09,6.224190285397668e-08
1899,5.527578395003729e-10,8.457194944355706e-08
1900,0.0,8.3056850064267e-08
1901,5.588738916095792e-10,7.824234438125188e-08
1902,9.820567692386817e-10,8.003762941299897e-08
1903,5.940242076007962e-09,7.290297099338261e-08
1904,1.0749250378694342e-09,6.288311382718348e-08
1905,1.5482277682110634e-09,6.347733627620755e-08
1906,5.144184522798412e-10,8.179253274676057e-08
1907,1.028568674676933e-09,8.948547280951402e-08
1908,1.964555629285769e-09,9.92100621655112e-08
1909,3.300590023513905e-09,8.306485399511843e-08
1910,2.6720753387721174e-09,5.451033624481738e-08
1911,3.1922244847493175e-09,5.5863929704358384e-08
1912,1.5628263128064646e-09,6.824341686195723e-08
1913,3.181793939432964e-09,1.0552949808451118e-07
1914,1.3393487430235496e-09,7.500353227385403e-08
1915,1.1780761921542648e-09,5.536958258556268e-08
1916,0.0,2.966614776056531e-08
1917,3.289927441585405e-09,5.592876384241663e-08
1918,0.0,4.020231791912465e-08
1919,2.762354567309444e-09,9.576162490754214e-08
1920,4.543339038320937e-09,8.859511346770432e-08
1921,3.786373714564917e-09,8.102840048929139e-08
1922,2.2133805899215986e-09,8.853522448504236e-08
1923,4.246379248229459e-09,8.068120793680578e-08
1924,0.0,1.0700048047596056e-07
1925,2.1996355847875293e-09,9.788378396713426e-08
1926,3.3438415369957397e-09,1.0811754125317208e-07
1927,5.574612327308159e-09,7.915949318260118e-08
1928,4.570416489713125e-09,7.426926718068216e-08
1929,4.4561625500705304e-09,7.909688815033178e-08
1930,1.3654684494213143e-08,9.5582791459492e-08
1931,1.0264820993199919e-08,8.439963838924314e-08
1932,4.383814644626227e-09,9.096415576337336e-08
1933,3.4411986593596566e-09,8.488290292874012e-08
1934,2.3963160344919743e-09,7.428579884560804e-08
1935,8.377798899061872e-09,8.617164315438686e-08
1936,1.8187072292619177e-08,7.396075840659933e-08
1937,1.2591118148108649e-09,1.0324716548382185e-07
1938,7.779128452511941e-09,1.1020432211239495e-07
1939,6.117620188206274e-09,1.208229933880034e-07
1940,3.0429394115571995e-08,6.339457314652464e-08
1941,1.1806010391524069e-08,9.444808402037097e-08
1942,6.068423541449874e-09,1.1530004484505696e-07
1943,0.0,1.0741970357663888e-07
1944,0.0,8.032965403970138e-08
1945,4.357008087652048e-09,7.406913571372797e-08
1946,2.7842208538686464e-09,6.821340825524658e-08
1947,9.53669654357725e-09,1.1801662047616901e-07
1948,1.087188761239588e-08,1.1415482070731287e-07
1949,1.9634016634739737e-09,9.718837945538183e-08
1950,4.2541445921528975e-09,1.0103593206522987e-07
1951,1.0661401539380222e-08,8.315893396115825e-08
1952,7.381362854275153e-09,8.541291185437672e-08
1953,5.386913581872932e-09,1.0450612908385892e-07
1954,8.795282502305213e-09,1.1140691369426747e-07
1955,5.631364707880948e-09,1.2858282527616893e-07
1956,5.232684952005684e-09,1.107584948201179e-07
1957,2.6505113104313693e-09,8.835037768051279e-08
1958,4.9633461784992505e-09,1.1250251186201154e-07
1959,2.325224457422337e-09,1.4106360934906803e-07
1960,2.076250060767393e-09,1.6333166286131018e-07
1961,1.1811870925804158e-08,1.5355431431940403e-07
1962,4.439369427622353e-09,1.0083710799690948e-07
1963,2.5864211883330768e-09,1.2220840472920713e-07
1964,8.517555494247375e-09,1.0890303325794548e-07
1965,8.755269398363907e-09,1.3844269686202892e-07
1966,6.092982229866095e-09,1.1798229593296128e-07
1967,7.395503209828291e-09,1.814363490559856e-07
1968,2.69484942694298e-09,1.464201604406412e-07
1969,1.8167030935156703e-09,1.199024097786605e-07
1970,1.3796175313274261e-09,1.246254472120345e-07
1971,3.5968783507200897e-09,1.2897377665854748e-07
1972,1.0260293725750103e-09,1.6159962612505296e-07
1973,1.102640756478479e-09,1.3231688944514985e-07
1974,6.188128787165681e-09,1.0519819065857305e-07
1975,6.8537762132336866e-09,1.46785041010844e-07
1976,3.4281161798155324e-09,1.5655063245745282e-07
1977,2.3507127910882275e-09,1.4515651369784166e-07
1978,5.346532216954358e-09,1.7999992474315718e-07
1979,5.851973350345929e-10,1.2757302025878658e-07
1980,1.1370301367108482e-09,1.4099173673010057e-07
1981,3.795329828193417e-09,1.5434340522313406e-07
1982,3.724501262958313e-09,1.2663304738147474e-07
1983,4.420721011477724e-09,1.231486670416615e-07
1984,7.538711266352749e-09,1.3105759233411618e-07
1985,4.210890636180409e-09,1.7084185055527001e-07
1986,7.792831269171074e-09,1.3907206519725435e-07
1987,4.277571630240118e-09,1.5399258401771476e-07
1988,1.3792074093910145e-08,1.7210109243270821e-07
1989,1.317149311841348e-08,1.278732453258158e-07
1990,3.814055626882862e-09,1.4711357604335618e-07
1991,3.516879065745826e-09,1.418474502301592e-07
1992,1.65298330578878e-09,1.4215656363170126e-07
1993,2.769603768548734e-09,1.5454388702096367e-07
1994,2.1099706426497278e-09,1.5930278407516596e-07
1995,2.1689803286761844e-09,1.6267352032084403e-07
1996,0.0,1.4626372246695496e-07
1997,0.0,1.5391611896120594e-07
1998,0.0,1.807121002839196e-07
1999,0.0,1.494455830197694e-07
2000,1.3254094488601709e-09,1.4756225763523645e-07
2001,0.0,1.7831532569956288e-07
2002,0.0,1.4238970330593403e-07
2003,8.333845835650777e-10,1.7042714067772025e-07
2004,4.404791253964646e-10,1.3038182392066666e-07
2005,0.0,1.7294398713119108e-07
2006,4.1178899179428186e-10,1.6389202206479325e-07
2007,3.994479469415779e-10,1.6257532142738285e-07
2008,0.0,1.8988181471613075e-07
2009,4.76819250749827e-10,2.0980047210628072e-07
2010,0.0,2.565019660005774e-07
2011,3.82397197240536e-10,2.3517427905073163e-07
2012,3.404252713057332e-10,2.042551599523712e-07
2013,0.0,1.6985771683630801e-07
2014,2.1654451842767486e-10,1.6955436277221736e-07
2015,2.2165753954528356e-10,1.536086726289243e-07
2016,0.0,1.5079354845348725e-07
2017,0.0,1.4464764730437452e-07
2018,0.0,1.8121896455669528e-07
2019,0.0,1.747426594533863e-07
