year,dernières_ADJ oies_NOUN,dernières_ADJ joies_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,0.0
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,2.3176038865813098e-09
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,6.163809906922779e-09
1826,0.0,0.0
1827,0.0,9.217273055917019e-10
1828,0.0,0.0
1829,0.0,1.714635211591542e-09
1830,0.0,2.0873671680021744e-09
1831,0.0,1.247296466111436e-08
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,1.5868701908061666e-08
1835,0.0,0.0
1836,0.0,2.2850549896702432e-08
1837,0.0,1.1132625488130543e-08
1838,0.0,1.5780404538645598e-08
1839,0.0,5.5931801412612e-09
1840,0.0,1.7835128929277744e-08
1841,0.0,9.630822361827995e-09
1842,0.0,9.391571076378114e-09
1843,0.0,8.860366662588604e-09
1844,0.0,1.6465683927435748e-08
1845,0.0,9.48638767539478e-09
1846,0.0,1.6978054517835517e-08
1847,0.0,1.4022381478184798e-08
1848,0.0,1.6090443422100975e-09
1849,0.0,1.005529792763582e-08
1850,0.0,2.0366988096043315e-09
1851,0.0,1.2898877521649865e-09
1852,0.0,1.4974254725075298e-08
1853,0.0,6.569124799682413e-09
1854,0.0,1.610655964157104e-08
1855,0.0,4.776243400783642e-09
1856,0.0,6.212626857404757e-09
1857,0.0,1.0739319655783675e-08
1858,0.0,1.1255455012459947e-08
1859,0.0,1.5785737161877478e-08
1860,0.0,1.5104706818647173e-08
1861,0.0,3.159695793897299e-08
1862,0.0,1.626475132354699e-08
1863,0.0,1.6482248454963155e-08
1864,0.0,2.828889478223573e-08
1865,0.0,2.6358328852893465e-08
1866,0.0,1.0217787504984699e-08
1867,0.0,3.494024269912188e-08
1868,0.0,1.432563490055827e-08
1869,0.0,1.12320943657096e-08
1870,0.0,5.160643912205387e-09
1871,0.0,8.496941816815706e-09
1872,0.0,1.5723081503438152e-08
1873,0.0,8.979006871356887e-09
1874,0.0,1.0156835816843568e-08
1875,0.0,1.830888685105947e-08
1876,0.0,1.4510435519810017e-08
1877,0.0,1.4225077116236662e-08
1878,0.0,1.2078177569208037e-08
1879,0.0,1.1607718231054776e-08
1880,0.0,1.7969970178555172e-08
1881,0.0,2.6495528215875197e-08
1882,0.0,1.1314154946262533e-08
1883,0.0,1.1374810426900694e-08
1884,0.0,1.9805090900604227e-08
1885,0.0,1.4180398189012067e-08
1886,6.453463874400711e-10,1.871504551331782e-08
1887,0.0,2.8074375268971608e-08
1888,0.0,2.789870379160675e-08
1889,1.8795409673089125e-09,2.5060547415023393e-08
1890,0.0,1.8352281472289178e-08
1891,0.0,1.3385862196457765e-08
1892,6.268512375839919e-10,2.8835156484774416e-08
1893,0.0,1.7859408174558666e-08
1894,0.0,2.835692747282792e-08
1895,0.0,4.814891552129552e-08
1896,0.0,2.181900704556483e-08
1897,0.0,1.2818770045441852e-08
1898,0.0,3.3384292663640736e-08
1899,0.0,2.7637891975018647e-08
1900,0.0,3.529916225986085e-08
1901,0.0,3.5209055282425794e-08
1902,0.0,1.964113566232939e-08
1903,0.0,2.2680925582108102e-08
1904,0.0,2.4723275870996986e-08
1905,0.0,2.2191263937543226e-08
1906,0.0,3.035068729673185e-08
1907,0.0,3.599990350267035e-08
1908,4.911389073214423e-10,4.6167055955947944e-08
1909,0.0,3.245580160182726e-08
1910,1.068830135508847e-09,5.878565767503119e-08
1911,5.320374141248863e-10,5.799207669632267e-08
1912,0.0,3.0735584743979416e-08
1913,0.0,3.9242123439642285e-08
1914,0.0,4.018046340092951e-08
1915,0.0,4.358881966481931e-08
1916,0.0,4.1752354462687435e-08
1917,0.0,2.631941953268324e-08
1918,0.0,3.9053681177847466e-08
1919,0.0,4.1435317399418636e-08
1920,0.0,4.467616676606667e-08
1921,0.0,2.8776440008648763e-08
1922,0.0,3.39385017866789e-08
1923,0.0,4.24637929263838e-08
1924,1.289162443462999e-09,4.2542360745301266e-08
1925,1.0998177923937646e-09,4.8391983309414854e-08
1926,0.0,4.2355324580967135e-08
1927,0.0,4.3481975353643065e-08
1928,0.0,4.113374696412819e-08
1929,0.0,4.0105462062456354e-08
1930,0.0,5.04172987803031e-08
1931,0.0,2.167017854048936e-08
1932,0.0,3.835837958376942e-08
1933,0.0,5.6206243215228824e-08
1934,0.0,4.193552882725271e-08
1935,0.0,3.8298509252854274e-08
1936,0.0,5.8198630359385106e-08
1937,0.0,3.273690629690407e-08
1938,5.186085783037697e-09,5.0564334941327616e-08
1939,0.0,4.282334131744392e-08
1940,0.0,2.2822046474857416e-08
1941,2.9515025978810172e-09,3.24665290207804e-08
1942,0.0,3.944475324146879e-08
1943,0.0,5.8064703267746154e-08
1944,0.0,4.819779064746399e-08
1945,0.0,4.1391576388605245e-08
1946,0.0,4.5939643200654245e-08
1947,0.0,2.7418003867296648e-08
1948,0.0,3.4790041070209554e-08
1949,0.0,4.221313587571274e-08
1950,0.0,2.4461330738745346e-08
1951,0.0,4.264560615752089e-08
1952,0.0,2.4253049346611988e-08
1953,0.0,5.063698993446053e-08
1954,0.0,3.615838295445428e-08
1955,0.0,1.595553378308523e-08
1956,0.0,3.662879421995058e-08
1957,0.0,3.534015108330735e-08
1958,8.272243445794913e-10,2.8952852559882558e-08
1959,2.325224457422337e-09,3.410329085795638e-08
1960,0.0,2.8375417571169237e-08
1961,6.948159270159238e-10,5.0026746467590755e-08
1962,0.0,2.0928455413127267e-08
1963,0.0,1.5518526907953856e-08
1964,1.2167936658258327e-09,2.0685492374550307e-08
1965,0.0,3.173785145804686e-08
1966,5.539074754423723e-10,2.2710207048248776e-08
1967,0.0,2.3172576746333107e-08
1968,0.0,1.9313088434058656e-08
1969,1.3625273131978588e-09,1.862120768691966e-08
1970,9.197450023812337e-10,2.299362589219811e-08
1971,3.083038491169532e-09,3.083038535578453e-08
1972,0.0,1.333838212103089e-08
1973,5.513203782392395e-10,2.260413545229767e-08
1974,0.0,1.9689501584707614e-08
1975,5.711480177694739e-10,1.9419033492340532e-08
1976,0.0,1.8854638628162945e-08
1977,1.7630346071939584e-09,1.880570188461661e-08
1978,0.0,2.257424647211792e-08
1979,0.0,1.521513048885481e-08
1980,0.0,2.160357320812878e-08
1981,0.0,1.644642821929665e-08
1982,6.207502289967692e-10,1.6139505620849093e-08
1983,0.0,1.7682884490000106e-08
1984,5.799008495621649e-10,1.5077421977593986e-08
1985,0.0,1.4437339324047116e-08
1986,0.0,1.9182353483415682e-08
1987,0.0,1.4665960890170027e-08
1988,0.0,2.6384836981918625e-08
1989,0.0,1.2073869015694072e-08
1990,5.44865097484859e-10,1.198703181159999e-08
1991,0.0,1.1722930182145319e-08
1992,0.0,1.2121877335236064e-08
1993,5.539207426075166e-10,1.6617622167203194e-08
1994,0.0,1.1077346040444525e-08
1995,0.0,8.133675954979935e-09
1996,1.067618438099771e-09,1.4412848692302305e-08
1997,4.79489448146353e-10,8.630809844589749e-09
1998,0.0,1.4304387896402204e-08
1999,9.140402323914998e-10,9.140402212892695e-09
2000,8.836062992401139e-10,1.3254094155534801e-08
2001,4.3812117822561447e-10,1.1391150245287918e-08
2002,0.0,5.257465574004527e-09
2003,4.1669229178253886e-10,1.3334153337041244e-08
2004,0.0,2.026203915761471e-08
2005,0.0,1.2610498645315715e-08
2006,0.0,1.2353669365250397e-08
2007,3.994479469415779e-10,1.0385647009059085e-08
2008,0.0,1.0217855006544596e-08
2009,9.53638501499654e-10,6.675469510497578e-09
2010,9.447586046817946e-10,9.919965127114239e-09
2011,7.64794394481072e-10,7.265546830836911e-09
2012,1.0212758416727752e-09,1.565956264659718e-08
2013,2.789125042035323e-10,9.483025531498157e-09
2014,4.330890368553497e-10,1.4508482748532003e-08
2015,8.866301581811342e-10,1.0196246694182953e-08
2016,2.0713400439298368e-10,1.0563834251797743e-08
2017,0.0,9.05620045621447e-09
2018,2.5814667070633845e-10,1.6521387480317173e-08
2019,0.0,1.2244740943412324e-08
