year,petites_ADJ oies_NOUN,petites_ADJ joies_NOUN
1938,1.0372171566075394e-08,6.871563584809337e-08
1939,1.6823456405745674e-08,4.894096239382861e-08
1940,1.7750480196809804e-08,5.5787225505810056e-08
1941,1.4757512545315876e-08,8.854507882460894e-08
1942,0.0,6.675266206457309e-08
1943,5.806470415592457e-09,6.67744117777147e-08
1944,1.2852744646352221e-08,5.46241629706401e-08
1945,2.178504088234945e-08,9.367567344042982e-08
1946,3.201854070766785e-08,1.0580039599972224e-07
1947,3.5762612871081956e-09,9.05986183852292e-08
1948,1.3046265179283978e-08,8.153915587172378e-08
1949,2.945102384188658e-09,5.1048442806234107e-08
1950,8.508289184305795e-09,5.211327192000681e-08
1951,1.0661401650402524e-08,6.290227205774102e-08
1952,4.2179215675730575e-09,7.4868104604775e-08
1953,7.54167928107563e-09,9.373230147602385e-08
1954,2.4431340062136542e-08,7.622578124255597e-08
1955,3.0972505449256005e-08,5.9129330765017585e-08
1956,1.2209598665435806e-08,7.325758955012418e-08
1957,6.272876690305296e-08,6.361226995155178e-08
1958,1.6544486669545222e-08,6.948684438956576e-08
1959,2.712761748568937e-08,4.805463582613356e-08
1960,6.2287499602575735e-09,5.1214165852631055e-08
1961,2.709782043197606e-08,6.878677999422322e-08
1962,6.341956293454132e-09,6.849313011203506e-08
1963,5.819448034571906e-09,8.405868934246996e-08
1964,7.909158994401366e-09,7.483280828335381e-08
1965,7.113656441681826e-09,7.332537887982937e-08
1966,8.862519385033352e-09,7.699314097386889e-08
1967,1.6763141097442258e-08,6.162919352625806e-08
1968,1.3025105854991281e-08,7.63540717318989e-08
1969,4.995933389206897e-09,6.222208526196482e-08
1970,1.0577067582895339e-08,4.2768141472748766e-08
1971,1.9012070140433934e-08,7.399292734078244e-08
1972,6.669190977248718e-09,7.233506793546951e-08
1973,6.064524049609332e-09,6.615844228008427e-08
1974,1.0688586071783135e-08,5.681827563996933e-08
1975,1.1422960355389478e-08,6.968005505925134e-08
1976,1.3712464830284432e-08,4.113739210387379e-08
1977,5.876781727920388e-09,4.4075864069625936e-08
1978,1.2475242172627077e-08,7.069303920026471e-08
1979,1.8141118163228498e-08,4.740098236144519e-08
1980,6.822180653731635e-09,6.367368521331684e-08
1981,3.1627747087981106e-09,5.186950446933736e-08
1982,1.3035754697909852e-08,6.455802514793163e-08
1983,6.94684787472255e-09,5.494324906152315e-08
1984,6.958810416790584e-09,6.320919343494324e-08
1985,1.6843562544721635e-08,7.218669650921328e-08
1986,5.9944854635674005e-09,6.114374972998604e-08
1987,2.1387859316934765e-08,5.0108698745887637e-08
1988,7.195864737408186e-09,5.15703635350917e-08
1989,9.329808037250586e-09,5.5430035672543454e-08
1990,1.0352437129768077e-08,7.083246306160973e-08
1991,8.20605094986604e-09,5.802850522318437e-08
1992,1.322386644631024e-08,6.1160379427605e-08
1993,1.0524493720964756e-08,1.0413710249679298e-07
1994,1.1604838645595805e-08,6.646407507693297e-08
1995,1.1929391696696712e-08,4.663307695551566e-08
1996,9.074756723848054e-09,5.871901587184425e-08
1997,1.006927830005111e-08,5.7059243996349096e-08
1998,1.4781200263769279e-08,6.246249606434162e-08
1999,2.1936965133306785e-08,6.535387764294853e-08
2000,1.6346715980830595e-08,7.952456493320881e-08
2001,2.0591695903959817e-08,5.9584479128460544e-08
2002,1.5334274738876275e-08,5.8270244962521645e-08
2003,1.791776843562687e-08,6.542068736736795e-08
2004,1.4535811221350059e-08,5.550036821788673e-08
2005,1.3511249008502091e-08,5.944949466041294e-08
2006,1.0706513675629026e-08,6.506266170269726e-08
2007,8.38840705230659e-09,6.231388241517699e-08
2008,3.8316958494988285e-09,5.4920970216087994e-08
2009,8.582746957586096e-09,6.770833516078767e-08
2010,1.4643758206034363e-08,6.613310060687994e-08
2011,7.647943611743813e-09,6.577231548288154e-08
2012,1.1574459224394928e-08,1.0110630910276086e-07
2013,1.1993237514218436e-08,1.1797998983320568e-07
2014,1.3425759975982388e-08,1.1476859151926533e-07
2015,1.751094576285528e-08,1.0196246780225238e-07
2016,9.942432044329763e-09,9.258889921426317e-08
2017,1.106868996458843e-08,9.232293565752947e-08
2018,1.4972507067501084e-08,9.990276156335298e-08
2019,1.862220994075514e-08,9.336615308663809e-08
