year,petites_ADJ oies_NOUN,petites_ADJ joies_NOUN
1800,3.144164484325529e-09,3.144164484325529e-09
1801,1.6668277424969347e-08,1.1905912700171939e-08
1802,4.475680270843441e-09,1.7902721083373763e-08
1803,0.0,5.851017448321727e-09
1804,0.0,0.0
1805,0.0,4.264316544322355e-08
1806,2.881669125542885e-09,5.76333825108577e-09
1807,0.0,0.0
1808,0.0,9.064295980465431e-09
1809,0.0,4.518061036407062e-09
1810,0.0,3.042164919975221e-08
1811,0.0,1.2535384286138651e-08
1812,0.0,5.3344164641089264e-09
1813,0.0,8.627225156487839e-09
1814,0.0,0.0
1815,2.4275012222574333e-08,3.776112933451259e-08
1816,4.6352077731626196e-09,1.8540831092650478e-08
1817,0.0,3.113746815941454e-09
1818,0.0,8.344824387052086e-09
1819,0.0,4.140420006848444e-09
1820,0.0,7.119888678630559e-09
1821,0.0,2.9584464655840748e-08
1822,0.0,3.0076847679083585e-09
1823,0.0,6.917880934764753e-09
1824,0.0,5.221090049190025e-08
1825,0.0,1.1447076175841175e-08
1826,0.0,2.642395191543301e-09
1827,0.0,3.6869092223668076e-09
1828,0.0,3.668920500743411e-09
1829,0.0,1.5431716349212365e-08
1830,3.1310507520032616e-09,3.339787468803479e-08
1831,0.0,1.4032085715598441e-08
1832,0.0,1.488296597074168e-08
1833,9.266902800675325e-09,1.1583628500844156e-09
1834,5.600718555598405e-09,1.213489042584115e-08
1835,0.0,1.5882484660778573e-08
1836,0.0,9.409050427677812e-09
1837,3.478945576063097e-09,2.0177884252348122e-08
1838,0.0,1.199310784016916e-08
1839,2.0974426639952526e-09,1.6080392128969834e-08
1840,1.9109065441114126e-09,7.64362617644565e-09
1841,3.852329122366882e-09,2.118781061710706e-08
1842,0.0,1.6770663080478698e-08
1843,0.0,3.7804230856863796e-08
1844,0.0,2.6345094994439933e-08
1845,5.580227946389016e-10,1.2834524387717039e-08
1846,1.1709002656346001e-09,8.781752214304106e-09
1847,4.853901280910122e-09,1.941560512364049e-08
1848,0.0,1.206783295515379e-08
1849,8.379414939696517e-10,1.005529792763582e-08
1850,1.3577992064028876e-09,1.1541293254424545e-08
1851,1.2898877521649865e-09,6.449438760824933e-09
1852,0.0,7.161600201754936e-09
1853,5.971931837933653e-10,3.4637203327747557e-08
1854,0.0,2.1302223984775992e-08
1855,0.0,2.600399184871094e-08
1856,5.177189232874468e-10,3.572260709461261e-08
1857,1.4644527812635033e-09,2.3431243667548785e-08
1858,4.893676019968041e-10,3.0830159314376715e-08
1859,0.0,2.8516170313963585e-08
1860,0.0,2.9293977188427078e-08
1861,2.8295783494058924e-09,2.2165028923382124e-08
1862,5.873382252774562e-09,2.84633134839396e-08
1863,9.989241656072068e-10,2.2475793670651e-08
1864,4.794727948009836e-10,1.102787461348953e-08
1865,9.41368871743009e-10,2.8711750810206382e-08
1866,3.8924903300596725e-09,1.6543083347642096e-08
1867,0.0,1.9896527092555516e-08
1868,1.4819622196071691e-09,1.877152122631287e-08
1869,3.4184632902167778e-09,2.9301115644919662e-08
1870,0.0,1.6628741050794815e-08
1871,0.0,1.593176635061866e-08
1872,3.628403577593531e-09,1.9351485636143195e-08
1873,5.387403856360606e-09,2.6937019725892242e-08
1874,8.364452408482492e-09,1.7326366119618797e-08
1875,4.00506905418041e-09,2.4030413214859436e-08
1876,1.209203004393089e-08,2.0556450763820067e-08
1877,6.184815992682502e-10,1.9172929910382663e-08
1878,6.039088673581716e-10,1.6305539085603726e-08
1879,1.0385853066452455e-08,1.8327975581655664e-08
1880,0.0,1.3477476912271413e-08
1881,0.0,2.8587281875047665e-08
1882,0.0,1.5972924094498353e-08
1883,6.319338941018771e-10,3.09647596452578e-08
1884,1.3203393933736152e-09,4.291103028464249e-08
1885,1.4180398189012067e-08,2.513797880965285e-08
1886,6.4534639854230136e-09,5.679048342699389e-08
1887,6.528924512139156e-09,2.9380161414849226e-08
1888,6.340614699951175e-10,3.804368686743942e-08
1889,8.771191772893872e-09,3.947036120166558e-08
1890,1.1797895549392479e-08,2.0318598359381213e-08
1891,1.0198752065093686e-08,2.2947192590550003e-08
1892,2.5074049503359674e-09,2.8835156484774416e-08
1893,1.2316833108982905e-09,3.387129154930335e-08
1894,5.671385139294216e-09,3.276800342177921e-08
1895,1.023164486468886e-08,3.851913255026318e-08
1896,1.1794058174530164e-08,5.779088296797852e-08
1897,5.2440420894583895e-09,4.078699333831537e-08
1898,9.05336783318944e-09,3.791097757943618e-08
1899,7.185851913504848e-09,3.924580482816964e-08
1900,7.26747462209687e-09,4.9315005412609025e-08
1901,6.14761275219422e-09,5.924063378737188e-08
1902,1.3748794991386148e-08,4.468358272280426e-08
1903,3.7801539676252105e-09,4.3741785304973746e-08
1904,2.1498500757388683e-08,4.6759240923677226e-08
1905,1.7030505006232488e-08,5.88326547479312e-08
1906,1.6975809202790515e-08,3.3951618128025274e-08
1907,1.131425531042396e-08,6.017126830126784e-08
1908,1.3260750719723546e-08,6.335692059877829e-08
1909,1.7603147384193107e-08,6.491160647881244e-08
1910,1.817011197058349e-08,8.978173204887696e-08
1911,1.5961122201701983e-08,8.565802289695057e-08
1912,8.335073964360618e-09,8.64763922692191e-08
1913,1.1666577037772186e-08,6.8938866282231e-08
1914,1.4063161857258422e-08,6.027069182623634e-08
1915,1.767114277129167e-08,5.301343009023185e-08
1916,1.538244687182555e-08,6.262853702310167e-08
1917,1.864292187292449e-08,8.55381117048637e-08
1918,2.412139021856774e-08,1.1141784739265859e-07
1919,4.5118457636661446e-08,8.10290639585709e-08
1920,5.6791737979011714e-08,8.783789029465083e-08
1921,5.452377993542257e-08,4.4679211053111345e-08
1922,3.762747152746826e-08,8.927301714534153e-08
1923,1.1677542932631013e-08,1.433152929664061e-07
1924,3.093989897617888e-08,8.121723737986031e-08
1925,1.8696901804560184e-08,8.578578558626759e-08
1926,1.0031524944054127e-08,5.461607699430715e-08
1927,2.1183527820767267e-08,8.919379568261832e-08
1928,6.8556245125250825e-09,6.284322751071159e-08
1929,2.3394852943781075e-08,9.135132961191061e-08
1930,1.260432402894196e-08,5.566909833110145e-08
1931,1.1405356659111021e-08,7.641588872786542e-08
1932,1.4247398039124448e-08,8.219652158913959e-08
1933,1.261772819560747e-08,7.914756605664763e-08
1934,1.677421224144382e-08,5.391711255242626e-08
1935,9.574627313213568e-09,6.223507398317452e-08
1936,1.6974599503782883e-08,6.183604739362636e-08
1937,1.3850230295986421e-08,6.799203500218454e-08
