year,ses_DET oeufs_NOUN,ses_DET jeux_NOUN
1888,2.4728396663675767e-08,4.026290287839629e-07
1889,3.445825286219062e-08,4.4106564089929634e-07
1890,2.6872984115744458e-08,4.2406880140788417e-07
1891,2.42220359325529e-08,4.4300829671328756e-07
1892,4.2625884599800656e-08,4.613624966509633e-07
1893,4.865149016985981e-08,3.787426137158434e-07
1894,3.843939100356408e-08,4.770265267239893e-07
1895,2.1065151400989635e-08,4.1227509317565136e-07
1896,2.6536631059226323e-08,4.004082669872844e-07
1897,4.836172218247725e-08,4.364208332496844e-07
1898,2.4330926717830437e-08,4.1249407001231475e-07
1899,4.69844163575317e-08,4.311511094812204e-07
1900,3.6856476093305446e-08,4.282618899509316e-07
1901,2.4590450786732276e-08,4.610709725128004e-07
1902,3.0934789674308405e-08,3.172043365751165e-07
1903,2.8081145186931167e-08,3.8341563524113553e-07
1904,3.9772227289347484e-08,4.1868329514471725e-07
1905,3.044847735056422e-08,4.938846593915969e-07
1906,3.240836221607424e-08,4.192510436595853e-07
1907,3.599990411329301e-08,4.541130720348008e-07
1908,3.3397444809679655e-08,4.1157439234495996e-07
1909,3.850688656825696e-08,5.352456842189213e-07
1910,3.420256600161764e-08,5.483098757252947e-07
1911,3.2454281040372734e-08,4.836220193205065e-07
1912,3.854971808436858e-08,5.782457623837445e-07
1913,4.4014814126747126e-08,5.398443736481795e-07
1914,3.415339328016742e-08,4.5939662562943795e-07
1915,4.712304846332671e-08,2.9334095941191407e-07
1916,2.8567400889301098e-08,4.2631353736055644e-07
1917,3.618920063619413e-08,4.002744864450847e-07
1918,2.6418664589300533e-08,4.732387095529589e-07
1919,4.143531701084058e-08,5.248473762264894e-07
1920,6.284952558388568e-08,6.739286440016201e-07
1921,3.634918815942356e-08,5.793151913735528e-07
1922,3.762747063928984e-08,5.503939686235526e-07
1923,4.0340601970001444e-08,5.96616263059957e-07
1924,4.1253197746726755e-08,5.723881226771255e-07
1925,7.258797296572084e-08,6.708888684592296e-07
1926,3.678225690695314e-08,6.397883591802156e-07
1927,1.4493991917774451e-07,6.154371909872225e-07
1928,3.770593604013328e-08,5.838707282102007e-07
1929,1.3034275525569683e-07,6.004678798632312e-07
1930,5.461873797685257e-08,5.041729633781245e-07
1931,7.413481917240006e-08,5.02976228666796e-07
1932,4.38381477785299e-08,5.381132570647651e-07
1933,5.735331098932761e-08,5.33385768441974e-07
1934,7.66821095510295e-08,4.804613666919977e-07
1935,5.385727686046948e-08,5.792649284686036e-07
1936,4.9711331051582874e-08,5.140878798215454e-07
1937,3.903246770242674e-08,5.023856299857243e-07
1938,2.722695080503712e-08,5.925103181425584e-07
1939,7.799965739963e-08,5.291741729251953e-07
1940,4.3108308034334186e-08,4.7672719460933877e-07
1941,8.559357667081713e-08,5.696400062760176e-07
1942,9.102635334379272e-08,5.613291556016975e-07
1943,4.064529335323641e-08,7.112926168062472e-07
1944,5.462416652335378e-08,7.454591823830015e-07
1945,7.406913615781718e-08,6.295876571194015e-07
1946,5.0115975369635635e-08,6.278418283045539e-07
1947,4.8875572700168846e-08,6.520716127056403e-07
1948,1.5111924422939182e-07,6.631851796612409e-07
1949,7.362756315743013e-08,5.929472912669098e-07
1950,4.1477910883713776e-08,5.424034412726542e-07
1951,6.610068936652169e-08,5.224086887523072e-07
1952,1.02284600345115e-07,5.251312344967118e-07
1953,6.24881977273617e-08,4.90209142611775e-07
1954,4.1044653453781166e-08,6.049199825497453e-07
1955,7.790054246115119e-08,5.406109888639321e-07
1956,3.924513802822105e-08,5.555367099674413e-07
1957,6.272876690305296e-08,5.619083767172128e-07
1958,7.693186110380168e-08,5.037796197981947e-07
1959,3.100299217351221e-08,5.231754540702127e-07
1960,4.083291771372899e-08,5.19754559391572e-07
1961,3.265634873628187e-08,6.211654532961575e-07
1962,3.868593267952747e-08,5.663366824393279e-07
1963,3.620989685870768e-08,7.241979602667925e-07
1964,4.441296730384181e-08,5.086197569781348e-07
1965,2.3529786674636455e-08,5.482987326388411e-07
1966,2.880318916709257e-08,6.032052661808507e-07
1967,3.056808001167255e-08,5.788214210156184e-07
1968,3.2338192984537883e-08,6.274507811099284e-07
1969,2.7704722072030563e-08,4.973224756454897e-07
1970,3.081145827366072e-08,4.7596802676963534e-07
1971,4.419021948365298e-08,5.89374174353452e-07
1972,5.797065866230966e-08,5.627771031413431e-07
1973,4.686223320504723e-08,4.873672194705136e-07
1974,4.2191788784951e-08,4.702978042558925e-07
1975,5.9399392515757654e-08,5.157466587135673e-07
1976,6.970503108050252e-08,5.187882408108635e-07
1977,6.81706687766237e-08,4.960003758824882e-07
1978,5.287126392250485e-08,5.649502403670681e-07
1979,5.500854882711792e-08,5.547670642869207e-07
1980,7.78865623107805e-08,5.543021970311202e-07
1981,5.503227940018007e-08,5.964993254892192e-07
1982,5.648826939541607e-08,5.623997321180241e-07
1983,7.01000100189475e-08,6.043757210250078e-07
1984,6.842829797237826e-08,5.74681743970018e-07
1985,4.7522909385477874e-08,5.161348699544988e-07
1986,6.414099584794997e-08,6.02445769715132e-07
1987,8.310711008263638e-08,5.408073198154284e-07
1988,1.0613900491840411e-07,5.402895020267806e-07
1989,6.530865059861668e-08,5.548491515128262e-07
1990,6.810813402147176e-08,5.388715953458245e-07
1991,8.909426851833047e-08,6.084200734335354e-07
1992,8.871009926636475e-08,6.02236875479889e-07
1993,6.480872372094382e-08,5.843863872811994e-07
1994,6.962903131846332e-08,6.045065923387938e-07
1995,9.868860217920883e-08,5.818289725567638e-07
1996,7.526710232852452e-08,5.492896875125552e-07
1997,6.712852496093547e-08,6.008002593205219e-07
1998,5.531029856342684e-08,6.551409432731248e-07
1999,5.484241394348999e-08,6.174341695697194e-07
2000,4.108769169341997e-08,6.030613022289799e-07
2001,3.417345140199757e-08,5.783199421571794e-07
2002,3.154479494282825e-08,6.199428614905855e-07
2003,2.6668306674082487e-08,6.012870041871565e-07
2004,3.171449841632423e-08,5.682180841404261e-07
2005,3.87322452999328e-08,5.908919522568112e-07
2006,3.829637512664519e-08,6.444497513413694e-07
2007,2.1170741604237264e-08,6.57491337818783e-07
2008,4.12971665753048e-08,6.207346849862461e-07
2009,3.099325018851573e-08,6.699310293178939e-07
2010,1.5588516699693855e-08,7.180165226827739e-07
2011,2.1414243683848255e-08,7.762663356558619e-07
2012,1.838296517786553e-08,8.071483144078684e-07
2013,2.370756352343406e-08,7.633835013010071e-07
2014,2.2953719730489652e-08,8.250346290594734e-07
2015,1.1969507343612129e-08,8.150347872160069e-07
2016,1.5120782237421082e-08,8.386855672171123e-07
2017,2.4652991342799524e-08,7.667583319381777e-07
2018,1.7037679655995674e-08,8.596284200024229e-07
2019,1.68365186237196e-08,7.678473288308396e-07
