year,nos_DET oeufs_NOUN,nos_DET jeux_NOUN
1800,0.0,3.269931103666579e-07
1801,0.0,4.6909297424235774e-07
1802,0.0,2.8196785706313676e-07
1803,1.950339223455444e-09,3.003522337508002e-07
1804,2.4718509461507665e-09,4.078554063369211e-07
1805,0.0,4.832892217532248e-07
1806,0.0,5.359904360346945e-07
1807,0.0,3.3878764593708866e-07
1808,0.0,4.328201228531725e-07
1809,0.0,3.3885456485194254e-07
1810,0.0,5.990724698534677e-07
1811,0.0,5.866559469325239e-07
1812,0.0,3.4673707638432916e-07
1813,0.0,3.393375038740487e-07
1814,0.0,3.304011051419309e-07
1815,0.0,4.4504188778660136e-07
1816,0.0,3.128765246884768e-07
1817,0.0,3.5808088727495857e-07
1818,0.0,2.873003706049815e-07
1819,0.0,3.3433891388767734e-07
1820,0.0,3.9396716466910675e-07
1821,0.0,4.743375744409306e-07
1822,1.0025615893027862e-09,4.0904512843553675e-07
1823,0.0,3.953074827478531e-07
1824,1.6842225392110777e-09,4.2021352619769914e-07
1825,4.4027217427355936e-09,4.7549393578094623e-07
1826,0.0,3.990016956834097e-07
1827,0.0,2.995613661571639e-07
1828,0.0,2.4490044303604463e-07
1829,0.0,2.580525850781612e-07
1830,0.0,3.183234991155359e-07
1831,0.0,3.6639334144439317e-07
1832,0.0,3.598971751728186e-07
1833,0.0,2.8611561431191035e-07
1834,0.0,2.5669960201923914e-07
1835,0.0,2.4731296832669614e-07
1836,0.0,2.641254637225643e-07
1837,0.0,2.2404408817067178e-07
1838,6.312161904276081e-10,2.310251225878801e-07
1839,0.0,2.167357253668456e-07
1840,1.2739377330817092e-09,1.7007069419427978e-07
1841,0.0,2.2150891787475757e-07
1842,0.0,2.5155994443082363e-07
1843,1.1813822142769936e-09,2.0910464515466742e-07
1844,0.0,2.310684268369556e-07
1845,1.1160455892778032e-09,1.5289824961683962e-07
1846,1.1709002656346001e-09,1.721223430450891e-07
1847,0.0,1.4885297705546918e-07
1848,0.0,2.510109178288644e-07
1849,1.6758829879393033e-09,1.7429183074568755e-07
1850,0.0,1.7311939881636818e-07
1851,4.514607354622058e-09,1.5672135678101995e-07
1852,0.0,2.141969392965848e-07
1853,0.0,1.7438041233219792e-07
1854,5.195664454227256e-10,2.3276577065800552e-07
1855,5.306937111981824e-10,2.2342204886172112e-07
1856,0.0,2.2210142214262873e-07
1857,0.0,1.8208028595978476e-07
1858,0.0,1.8155538028530316e-07
1859,5.092173349652285e-10,2.5970083372683916e-07
1860,0.0,2.2931692134076087e-07
1861,1.4147891747029462e-09,1.6835990646058008e-07
1862,4.517986262886353e-10,2.295136960484001e-07
1863,0.0,1.9129397932360348e-07
1864,0.0,1.8219966557708744e-07
1865,4.706844358715045e-10,1.6238613143038094e-07
1866,0.0,1.595921050867588e-07
1867,1.94112459439566e-09,1.4412850468659144e-07
1868,0.0,1.5807597364414505e-07
1869,0.0,1.7971350052548019e-07
1870,0.0,1.5883315729325886e-07
1871,0.0,1.9542965734586915e-07
1872,1.2094678591978436e-09,1.4029827044570453e-07
1873,0.0,1.3468509685310437e-07
1874,5.974609140757536e-10,1.4697537964458718e-07
1875,5.721527140956084e-10,1.6363567095778464e-07
1876,0.0,1.3603533055572825e-07
1877,0.0,1.4101380108044737e-07
1878,6.039088673581716e-10,1.4735376185903704e-07
1879,0.0,1.832797540401998e-07
1880,0.0,2.021621581249633e-07
1881,6.972507571312292e-10,1.2759689005381603e-07
1882,6.655385131892899e-10,1.1913139186248145e-07
1883,0.0,1.8010116109579144e-07
1884,0.0,1.4655767177629286e-07
1885,6.445635691854079e-10,1.115095008552558e-07
1886,0.0,1.0261007354905871e-07
1887,6.528924623161458e-10,7.638841903467863e-08
1888,6.340614699951175e-10,1.0208389489285707e-07
1889,6.265136742733546e-10,1.3720649327808587e-07
1890,0.0,1.03559304243106e-07
1891,0.0,1.466070589373203e-07
1892,6.268512375839919e-10,1.27250803672041e-07
1893,0.0,1.1700991242591385e-07
1894,0.0,1.2035940422094882e-07
1895,0.0,1.4264115888451556e-07
1896,0.0,9.730098082805227e-08
1897,1.1653427112179315e-09,9.67234443649545e-08
1898,0.0,9.392868993707282e-08
1899,1.6582735185011188e-09,1.1773741981357944e-07
1900,1.5573159428683425e-09,1.1472227257058876e-07
1901,0.0,1.207167601435799e-07
1902,0.0,1.0311596243539611e-07
1903,1.0800440541913758e-09,1.009841175125814e-07
1904,0.0,1.0588011623013927e-07
1905,1.5482277682110634e-09,1.1405277833276273e-07
1906,0.0,1.0185485432856467e-07
1907,0.0,1.2394252424385854e-07
1908,4.911389073214423e-10,1.4193913822069248e-07
1909,1.1001967115120692e-09,1.5072694647955132e-07
1910,5.344150677544235e-10,1.2932844484225825e-07
1911,3.7242617878519013e-09,9.576673232203348e-08
1912,0.0,1.8389257228079714e-07
1913,1.060597942803554e-09,1.590896876457748e-07
1914,1.3393487430235496e-09,1.6875794628390395e-07
1915,0.0,8.71776384414602e-08
1916,1.0987462051303964e-09,1.2415831784906572e-07
1917,1.0966424435210342e-09,1.0527767158041712e-07
1918,2.2972752589112133e-09,1.263501383519383e-07
1919,1.8415696745321952e-09,1.3259301101520293e-07
1920,4.543339038320937e-09,1.46144077728394e-07
1921,0.0,1.4161037587001601e-07
1922,2.951174193910333e-09,1.4534532377652454e-07
1923,0.0,1.645471936484455e-07
1924,2.578324886925998e-09,1.7919357508944245e-07
1925,3.299453377181294e-09,1.781704832559683e-07
1926,0.0,1.905989739370284e-07
1927,1.1149224876660924e-09,1.6500852650924713e-07
1928,0.0,2.113817618720759e-07
1929,0.0,1.8715881999753492e-07
1930,1.470504518152893e-08,1.312950463905338e-07
1931,1.0264820993199919e-08,1.6081553511071434e-07
1932,2.1919073223131136e-09,1.249387140411784e-07
1933,3.4411986593596566e-09,1.537068685664167e-07
1934,2.3963160344919743e-09,1.353918541724397e-07
1935,2.393656828303392e-09,2.0585448989862698e-07
1936,1.2124714565686645e-09,1.1639726205103784e-07
1937,1.2591118148108649e-09,1.1332006377706705e-07
1938,0.0,1.4391388147849682e-07
1939,1.5294050470515685e-09,1.437640815282748e-07
1940,5.0715658339584024e-09,7.607348972982209e-08
1941,0.0,1.623326495447941e-07
1942,0.0,1.7901850024593102e-07
1943,0.0,2.496782238736728e-07
1944,3.2131861615880553e-09,1.8957798175733842e-07
1945,1.089252066321933e-08,1.721018203504343e-07
1946,2.7842208538686464e-09,1.5591637048117946e-07
1947,1.1920870957027319e-09,1.442425450193241e-07
1948,2.174377566888097e-09,1.6960145066136079e-07
1949,0.0,1.2565770468597748e-07
1950,0.0,1.8399174739336388e-07
1951,1.0661401761424827e-09,1.407304984768487e-07
1952,2.1089607837865287e-09,1.876975068704212e-07
1953,0.0,1.454466689310152e-07
1954,0.0,1.8372367249774868e-07
1955,2.815682353940474e-09,1.501697237671351e-07
1956,6.104799332717903e-09,1.7093438042792286e-07
1957,1.7670075402875796e-09,1.50195643033868e-07
1958,8.272243445794913e-10,1.4062814002180346e-07
1959,0.0,1.2556211448355725e-07
1960,1.3841666701708277e-09,1.6333166907855912e-07
1961,3.47407969059077e-09,1.6675582842351488e-07
1962,1.9025869768540815e-09,1.3635206724815774e-07
1963,6.466053248388448e-10,1.9010195861923762e-07
1964,3.6503808864551957e-09,1.8799462719876203e-07
1965,1.6416130677043839e-09,1.740109860648431e-07
1966,2.215629901769489e-09,1.501089310629311e-07
1967,0.0,1.6664534396859665e-07
1968,8.982831700699023e-10,2.3175705265998658e-07
1969,4.5417578031781147e-10,1.7531184615116047e-07
1970,1.3796175313274261e-09,1.9682543295207466e-07
1971,5.138397485282553e-10,2.0039749770717208e-07
1972,2.0520587451500205e-09,1.9494557895738396e-07
1973,5.513203782392395e-10,1.5602367353650948e-07
1974,6.1881286761433785e-09,1.1813700484530898e-07
1975,2.2845920710778955e-09,1.3022174405463716e-07
1976,2.856763492431469e-09,1.525511670319446e-07
1977,1.1753563677885381e-09,1.7630345416908e-07
1978,7.128709622605811e-09,1.5623755444948983e-07
1979,7.607565244427406e-09,1.4220295874167732e-07
1980,5.6851505725319385e-09,1.5577312284520417e-07
1981,3.795329828193417e-09,1.777479385900449e-07
1982,1.2415004579935385e-09,1.8436281123968001e-07
1983,7.57837881337764e-09,1.7998651047346215e-07
1984,5.219107812592938e-09,1.7570995858307015e-07
1985,1.2031115659283387e-08,1.6663095703250974e-07
1986,1.2588419195935785e-08,1.9781802462759401e-07
1987,1.8332451112712533e-09,1.9737939016550854e-07
1988,5.396898483667201e-09,1.583090198931103e-07
1989,4.390497743145261e-09,1.6574129313440267e-07
1990,2.179460389939436e-09,1.569211485197286e-07
1991,2.9307325455363298e-09,1.7643010813417348e-07
1992,4.4079553340736766e-09,2.1598980826098568e-07
1993,2.7696036575264316e-09,1.92764411544033e-07
1994,4.747434001473039e-09,2.0888710045019465e-07
1995,4.337960657352369e-09,1.9575047272013535e-07
1996,5.338092190498855e-10,2.1085463863812492e-07
1997,4.794894259418925e-09,1.898778174691529e-07
1998,3.337690568372409e-09,2.026454906101094e-07
1999,1.3710603763428253e-09,2.3125218584496565e-07
2000,1.7672125984802278e-09,1.9041716314838197e-07
2001,6.571817756650944e-09,1.6166671545914113e-07
2002,4.381221607729913e-09,2.0547928647474123e-07
2003,4.583615265119079e-09,1.9251183802637684e-07
2004,1.3214374039449694e-09,2.3037058749508788e-07
2005,1.3511248786457486e-09,2.1708072694970326e-07
2006,4.1178899179428186e-10,2.0960059687880062e-07
2007,3.595031605740928e-09,1.8494440523486588e-07
2008,8.514879357157668e-10,2.3245619962253272e-07
2009,1.907277002999308e-09,2.293500556138639e-07
2010,9.447586046817946e-10,3.2830360563451677e-07
2011,3.82397197240536e-10,3.001817948655727e-07
2012,1.3617010852229328e-09,3.407657080956028e-07
2013,5.578250084070646e-10,3.478038819171303e-07
2014,4.330890368553497e-10,4.1035186559845727e-07
2015,4.433150790905671e-10,3.3403791488417767e-07
2016,4.1426800878596737e-10,3.956259435611287e-07
2017,5.031222660711876e-10,3.494184266372713e-07
2018,0.0,3.856711285887826e-07
2019,7.65296326310505e-10,3.8392364887229746e-07
