year,leurs_DET iles_NOUN,leurs_DET gilles_NOUN
1800,1.8864987794131594e-08,0.0
1801,1.1905912700171939e-08,1.1905912700171939e-08
1802,1.1189200677108602e-08,0.0
1803,1.950339223455444e-09,0.0
1804,1.7302956178966156e-08,0.0
1805,5.685755422035754e-09,0.0
1806,0.0,0.0
1807,1.7081731584767113e-08,0.0
1808,1.5862518409903714e-08,1.5862518409903714e-08
1809,9.036122072814123e-09,2.259030518203531e-09
1810,6.786367867661625e-08,0.0
1811,1.2535384286138651e-08,0.0
1812,1.600324850414836e-08,0.0
1813,0.0,2.8757416448144113e-09
1814,3.1466771410748606e-09,0.0
1815,5.394447111228828e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,4.670620223912181e-09,9.341240336802059e-09
1818,3.5763532135746345e-09,0.0
1819,1.656168058250529e-08,8.280840013696888e-09
1820,2.254631414899677e-08,2.3732962262101864e-09
1821,2.5639868672655552e-08,1.0847637454958203e-08
1822,1.5038423839541792e-08,3.0076847679083585e-09
1823,1.087095569118901e-08,2.9648061783404955e-09
1824,3.3684450784221553e-09,0.0
1825,8.805443485471187e-09,3.522177216552791e-09
1826,3.435113882233054e-08,0.0
1827,1.474763688946723e-08,6.452091028119611e-09
1828,1.2841221419535032e-08,7.337841001486822e-09
1829,1.800366966620004e-08,3.429270423183084e-09
1830,8.349468672008697e-09,2.0873671680021744e-09
1831,4.677361831184612e-09,1.5591206103948707e-09
1832,8.117981842303834e-09,2.0294953273491956e-08
1833,8.57188530156705e-08,0.0
1834,1.8669062740173104e-08,1.213489042584115e-08
1835,1.8907719834260206e-08,3.781543966852041e-09
1836,1.7473950730817478e-08,0.0
1837,2.852735292435682e-08,0.0
1838,3.09295935529974e-08,5.049729523420865e-09
1839,1.887698375391267e-08,2.0974426639952526e-09
1840,2.1019971874203236e-08,2.5478754661634184e-09
1841,1.9903700465562224e-08,0.0
1842,1.609983613093391e-08,6.708265054555795e-10
1843,2.126488007903049e-08,5.906911071384968e-10
1844,1.8112251365387522e-08,5.488561272137815e-10
1845,8.37034219713928e-09,0.0
1846,1.8148954339380907e-08,2.3418005312692003e-09
1847,1.5101026207275936e-08,5.393223645455691e-10
1848,1.850400987990497e-08,0.0
1849,1.5920887719289567e-08,0.0
1850,1.5614690873633208e-08,0.0
1851,1.9348317170653218e-08,6.449438760824933e-10
1852,1.4974254503030693e-08,6.510545436100301e-10
1853,1.911018188138769e-08,1.1943863675867306e-09
1854,1.091089552041069e-08,0.0
1855,1.2736649068756378e-08,3.714855978387277e-09
1856,1.0354378687793542e-08,1.2425253714809514e-08
1857,5.369659827891837e-09,1.9526036343364694e-09
1858,1.125545512348225e-08,4.893676019968041e-10
1859,1.5785737605966688e-08,1.018434669930457e-09
1860,1.052752293673187e-08,0.0
1861,9.431927516789784e-09,4.715963730639317e-10
1862,1.2650361869148696e-08,9.035972525772706e-10
1863,4.994620939058336e-09,4.994620828036034e-10
1864,1.1986820425136102e-08,4.794727948009836e-10
1865,9.413688717430091e-09,4.706844358715045e-10
1866,1.2164032114903023e-08,0.0
1867,6.308654931785895e-09,0.0
1868,7.903798504571569e-09,9.87974813071446e-10
1869,4.395167230164532e-09,9.767038289254515e-10
1870,8.601073187008978e-09,2.2936195165357276e-09
1871,1.0621177271019633e-09,0.0
1872,2.1165687758006868e-08,1.8142017887967654e-09
1873,8.979006427267677e-09,5.986004469882289e-10
1874,4.182226565063729e-09,0.0
1875,8.58229043387837e-09,1.716458086775674e-09
1876,1.813804439976252e-09,2.418405919968336e-09
1877,8.04026067946495e-09,7.4217790801967e-09
1878,6.6429974854287366e-09,6.039088673581716e-10
1879,4.887460103297769e-09,0.0
1880,1.9253538763308597e-09,0.0
1881,6.275256814181063e-09,0.0
1882,3.9932310791357395e-09,1.0648616211028639e-08
1883,2.5277356319186595e-09,6.319338941018771e-10
1884,1.1222884843675729e-08,0.0
1885,7.090199150017185e-09,1.2891271383708158e-09
1886,6.453463874400711e-09,6.453463874400711e-10
1887,6.528924623161458e-09,3.9173548849191775e-09
1888,7.608737417896805e-09,1.268122939990235e-09
1889,6.265136742733546e-09,6.265136742733546e-10
1890,8.520702587944129e-09,0.0
1891,5.0993759215245404e-09,6.374220040683554e-10
1892,8.149066310636499e-09,0.0
1893,1.1700991287000306e-08,0.0
1894,6.9316932194141145e-09,0.0
1895,1.5648397688750038e-08,0.0
1896,5.307326134129653e-09,2.948514543632541e-09
1897,1.6314797735006437e-08,5.826713556089658e-10
1898,1.0750874412934763e-08,5.6583548957434e-10
1899,1.2160672469008205e-08,5.527578395003729e-10
1900,7.267474289029963e-09,1.038210628578895e-09
1901,3.912117352289357e-09,0.0
1902,7.856454153909453e-09,0.0
1903,9.180374016537485e-09,0.0
1904,1.9348650681649815e-08,1.0749250378694342e-09
1905,5.1607592088664944e-09,0.0
1906,1.3374879870298173e-08,0.0
1907,1.337139243773322e-08,5.142843373384665e-10
1908,6.3848060172233545e-09,4.911389073214423e-10
1909,3.85068837926994e-09,5.500983557560346e-10
1910,9.619471330601925e-09,0.0
1911,7.980561100850991e-09,0.0
1912,6.772247651554153e-09,0.0
1913,4.772690687104841e-09,0.0
1914,6.696743715117748e-09,0.0
1915,1.1780761921542648e-09,0.0
1916,3.2962386153911893e-09,0.0
1917,3.2899273305631027e-09,0.0
1918,1.1486376294556067e-09,0.0
1919,1.0128633542993981e-08,0.0
1920,1.0601124422748853e-08,0.0
1921,2.8019165654313838e-08,0.0
1922,6.640141769764796e-09,0.0
1923,4.246379248229459e-09,0.0
1924,1.0313299547703991e-08,0.0
1925,2.1996355847875293e-09,0.0
1926,2.229227691330493e-09,1.1146138456652466e-09
1927,8.919379901328739e-09,0.0
1928,1.0283436990832229e-08,0.0
1929,6.684243603061191e-09,0.0
1930,1.0503603542488804e-09,0.0
1931,4.5621426636444085e-09,0.0
1932,5.4797684168050864e-09,0.0
1933,2.2941324395731044e-09,0.0
1934,1.7972370258689807e-08,0.0
1935,9.574627313213568e-09,0.0
1936,6.0623572828433225e-09,0.0
1937,3.777335333410292e-09,0.0
1938,6.482607117774819e-09,2.5930428915188486e-09
1939,3.058810094103137e-09,0.0
1940,7.607348750937604e-09,0.0
1941,0.0,0.0
1942,6.068423541449874e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,1.2852744646352221e-08,0.0
1945,4.357008087652048e-09,0.0
1946,5.568441707737293e-09,0.0
1947,3.5762612871081956e-09,0.0
1948,4.348755133776194e-09,0.0
1949,1.9634016634739737e-09,1.9634016634739737e-09
1950,1.0635361480382244e-09,0.0
1951,7.462981344019681e-09,0.0
1952,9.490323416017077e-09,0.0
1953,3.232148326759443e-09,0.0
1954,2.9317608341017376e-09,0.0
1955,5.631364707880948e-09,9.385607846468247e-10
1956,2.0058625871399727e-08,0.0
1957,5.301022731885041e-09,0.0
1958,9.926692023931594e-09,8.272243445794913e-10
1959,7.750748043378053e-09,0.0
1960,6.228750071279876e-09,0.0
1961,4.168895617606694e-09,0.0
1962,3.805173953708163e-09,0.0
1963,5.1728423766661535e-09,0.0
1964,2.4335873316516654e-09,2.4335873316516654e-09
1965,1.6416130121932326e-09,0.0
1966,2.215629901769489e-09,0.0
1967,2.4651677366094304e-09,2.9582012395223956e-09
1968,5.838840411165336e-09,0.0
1969,4.541757803178115e-09,0.0
1970,4.1388525939822784e-09,9.197450023812337e-10
1971,2.5691987426412766e-09,5.138397485282553e-10
1972,2.0520587451500205e-09,0.0
1973,5.513203782392395e-09,0.0
1974,5.063014563155832e-09,0.0
1975,1.1422960355389478e-09,0.0
1976,2.856763492431469e-09,0.0
1977,5.289103821581875e-09,0.0
1978,4.1584139465200565e-09,0.0
1979,4.681578680276743e-09,0.0
1980,4.548120546843393e-09,0.0
1981,5.692994742290125e-09,0.0
1982,5.586752060970923e-09,6.207502289967692e-10
1983,3.789189739755727e-09,0.0
1984,2.319603453759811e-09,0.0
1985,3.609334831011779e-09,2.4062232206745193e-09
1986,2.9972427317837003e-09,0.0
1987,3.6664902225425067e-09,0.0
1988,4.797243047249822e-09,3.597932174415064e-09
1989,7.134558943633351e-09,0.0
1990,8.717841559757744e-09,0.0
1991,5.2753188484189195e-09,0.0
1992,2.754972139307199e-09,0.0
1993,1.6617622278225497e-09,0.0
1994,2.1099705871385765e-09,0.0
1995,1.0844901643380922e-09,0.0
1996,1.6014276571496566e-09,0.0
1997,2.397447240731765e-09,0.0
1998,2.86087753487152e-09,0.0
1999,1.3710603763428253e-09,9.140402323914998e-10
2000,4.4180314962005696e-10,0.0
2001,2.628727069353687e-09,4.3812117822561447e-10
2002,1.314366449012283e-09,0.0
2003,0.0,0.0
2004,0.0,0.0
2005,1.8014998381943315e-09,1.3511248786457486e-09
2006,8.235779835885637e-10,1.2353669198716943e-09
2007,7.988958938831558e-10,0.0
2008,1.7029758436759579e-09,8.514879357157668e-10
2009,2.860915504498962e-09,0.0
2010,4.723793023408973e-10,4.723793023408973e-10
2011,0.0,0.0
2012,1.3617010852229328e-09,0.0
2013,1.3945625210176615e-09,0.0
2014,8.661780875884872e-10,4.330890368553497e-10
2015,8.866301581811342e-10,0.0
2016,1.2428039986023265e-09,0.0
2017,1.0062445598979508e-09,5.031222660711876e-10
2018,2.5814667070633845e-10,2.5814667070633845e-10
2019,2.55098775436835e-10,0.0
