year,premières_ADJ oies_NOUN,premières_ADJ joies_NOUN
1981,1.8976649140967083e-09,8.855769451088236e-09
1982,6.207502289967692e-10,1.1794254461960918e-08
1983,0.0,1.2630632539867293e-08
1984,5.799008495621649e-10,9.858314442556804e-09
1985,1.2031116103372597e-09,1.503889535126035e-08
1986,0.0,1.3787316177626963e-08
1987,6.110816852533674e-10,1.1610552352880887e-08
1988,1.1993107618124554e-09,7.795519785247507e-09
1989,1.0976244357863152e-09,1.9757239066997556e-08
1990,1.089730194969718e-09,1.4711358076180403e-08
1991,5.861465202094962e-10,1.2895223833186975e-08
1992,0.0,1.652983222522053e-08
1993,1.661762283333701e-09,1.661762283333701e-08
1994,1.0549853213248639e-09,1.635227242502424e-08
1995,0.0,1.0302656505700725e-08
1996,1.067618438099771e-09,9.608566164942545e-09
1997,1.917957792585412e-09,8.151320507465698e-09
1998,4.768129224785866e-10,1.5258013741359377e-08
1999,0.0,1.1882523409667556e-08
2000,8.836062992401139e-10,1.0161472552283612e-08
2001,1.3143635069212678e-09,8.762423842068046e-09
2002,1.3143663935011318e-09,1.2267419968736704e-08
2003,1.2500769308587678e-09,1.8334460727409407e-08
2004,4.404791253964646e-10,1.1452456982752324e-08
2005,9.007499190971657e-10,2.07172475841233e-08
2006,4.1178899179428186e-10,1.523619275189958e-08
2007,7.988958938831558e-10,1.3581230584591708e-08
2008,0.0,1.0217855311855928e-08
2009,0.0,1.4781396551200032e-08
2010,0.0,2.1729448740348545e-08
2011,1.529588788962144e-09,1.0324724186716594e-08
2012,3.404252713057332e-10,1.2936160587173617e-08
2013,5.578250084070646e-10,1.6455838580675675e-08
2014,1.0827225782605865e-09,3.074932308777534e-08
2015,4.433150790905671e-10,3.3248629460747026e-08
2016,8.285360175719347e-10,3.1898637203875424e-08
2017,1.0062445321423752e-09,1.33327402451755e-08
2018,1.0325866828253538e-09,1.8844707683207673e-08
2019,5.1019755087367e-10,3.341793985978114e-08
