year,premières_ADJ oies_NOUN,premières_ADJ joies_NOUN
1800,3.144164484325529e-09,3.144164484325529e-09
1801,2.3811825844433088e-09,2.3811825844433088e-09
1802,0.0,0.0
1803,0.0,0.0
1804,2.4718509461507665e-09,2.4718509461507665e-09
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,0.0,0.0
1810,0.0,9.360507036149102e-09
1811,5.0141535368197765e-09,0.0
1812,0.0,0.0
1813,0.0,5.751483289628823e-09
1814,0.0,6.293354282149721e-09
1815,0.0,5.394447111228828e-09
1816,0.0,2.3176038865813098e-09
1817,0.0,1.401186100480345e-08
1818,4.768470951432846e-09,1.4305412854298538e-08
1819,0.0,0.0
1820,1.1866481131050932e-09,4.746592452420373e-09
1821,0.0,1.97229765852569e-09
1822,1.0025615893027862e-09,8.02049271442229e-09
1823,0.0,1.9765373782121287e-09
1824,0.0,1.51580028528997e-08
1825,8.805443041381977e-10,3.522177216552791e-09
1826,0.0,1.8496766784892316e-08
1827,0.0,1.2904182611350734e-08
1828,5.503380862137419e-09,1.0089530988466322e-08
1829,0.0,1.1145129263923081e-08
1830,2.0873671680021744e-09,1.6698937344017395e-08
1831,1.5591206103948707e-09,4.8332740476553226e-08
1832,0.0,8.117981842303834e-09
1833,0.0,3.1275796175123105e-08
1834,9.334530925997342e-10,3.9205030333278046e-08
1835,2.2689263801112247e-09,1.5126175867408165e-08
1836,6.720750067579218e-10,3.293167694096155e-08
1837,0.0,2.922314124020886e-08
1838,6.312161904276081e-10,5.5547026533986354e-08
1839,2.0974426639952526e-09,4.894032556990169e-08
1840,0.0,5.095751021144679e-08
1841,1.2841097074556274e-09,2.632424944692957e-08
1842,0.0,6.507016792056675e-08
1843,0.0,4.961805188941071e-08
1844,5.488561272137815e-10,4.665277231197251e-08
1845,0.0,3.459741454436838e-08
1846,5.854501328173001e-10,3.922516000898213e-08
1847,5.3932236454556914e-09,3.5055954583640414e-08
1848,0.0,4.183515400768556e-08
1849,8.379414939696517e-10,3.77073661184113e-08
1850,6.788996032014438e-10,3.190828223864628e-08
1851,0.0,7.223371767395292e-08
1852,0.0,3.320378283433456e-08
1853,5.971931837933653e-10,5.19558078782012e-08
1854,1.558699391779328e-09,3.948704829781491e-08
1855,0.0,5.837630823180007e-08
1856,0.0,6.05731106939622e-08
1857,0.0,4.4421732070532016e-08
1858,0.0,7.193704026908776e-08
1859,0.0,8.096555603742672e-08
1860,0.0,8.422018379916629e-08
1861,0.0,5.0932406736592384e-08
1862,0.0,4.743885639868495e-08
1863,0.0,6.742737923559616e-08
1864,0.0,7.479775376850739e-08
1865,0.0,8.613525181999648e-08
1866,0.0,6.3252969084715e-08
1867,4.85281148598915e-10,5.677789260971622e-08
1868,0.0,4.643481688049178e-08
1869,3.906815315701806e-09,5.81138793753766e-08
1870,8.601073631098188e-09,4.4152177469669596e-08
1871,3.18635318130589e-09,2.973929724703339e-08
1872,0.0,8.163907949665372e-08
1873,0.0,4.070482972906575e-08
1874,5.974609140757536e-10,2.6288279997288555e-08
1875,0.0,3.718992758194872e-08
1876,0.0,3.929909553335165e-08
1877,4.329371083855449e-09,3.587193120324628e-08
1878,6.039088673581716e-10,3.6838440686803864e-08
1879,6.10932526790009e-10,3.6655951940467446e-08
1880,1.2835692508872398e-09,4.556670951672004e-08
1881,0.0,6.48443219120054e-08
1882,0.0,5.324308216536622e-08
1883,3.791603475633565e-09,4.486730686981133e-08
1884,3.300848483434038e-09,5.6114422442021805e-08
1885,0.0,3.158361577826341e-08
1886,6.453463874400711e-10,5.485444365405101e-08
1887,3.9173548849191775e-09,5.419007559348543e-08
1888,0.0,4.12139939953704e-08
1889,0.0,6.515742168033967e-08
1890,1.3108772956016423e-09,6.94764992204e-08
1891,0.0,3.2508522318508426e-08
1892,6.268512375839919e-10,5.2655503068876897e-08
1893,0.0,3.1407923817283745e-08
1894,0.0,2.0164925951249302e-08
1895,0.0,4.814891552129552e-08
1896,0.0,4.7765934207966154e-08
1897,0.0,2.9133568446582103e-08
1898,0.0,4.809601494848437e-08
1899,0.0,3.2612710754165164e-08
1900,0.0,3.114631752509922e-08
1901,0.0,2.51493244007861e-08
1902,4.910283846193408e-10,1.9641134940684424e-08
1903,5.400220270956879e-10,2.4841012802312434e-08
1904,0.0,3.547252447333449e-08
1905,0.0,3.5093161820931584e-08
1906,0.0,4.218231453023691e-08
1907,5.142843373384665e-10,3.445705232252294e-08
1908,0.0,3.830883343880487e-08
1909,0.0,4.34577707153494e-08
1910,4.275320542035388e-09,4.9166185567273146e-08
1911,3.7242617878519013e-09,4.522317964550382e-08
1912,5.209421227725386e-10,4.3238195857053796e-08
1913,0.0,4.7196608399247e-08
1914,0.0,4.1519811866397305e-08
1915,0.0,4.241074325062044e-08
1916,0.0,3.4061130804730055e-08
1917,0.0,4.0575770299255964e-08
1918,0.0,5.168869421368072e-08
1919,9.207848372660976e-10,3.867296488602179e-08
1920,0.0,2.4231141537711665e-08
1921,0.0,4.6951035725939505e-08
1922,0.0,3.7627472693202435e-08
1923,0.0,2.866305948145964e-08
1924,2.578324886925998e-09,2.3204924204378585e-08
1925,1.0998177923937646e-09,3.299453288363452e-08
1926,0.0,4.346993875969929e-08
1927,0.0,3.233275180924977e-08
1928,5.713020723163709e-09,3.7705934374798744e-08
1929,0.0,3.6763341038081876e-08
1930,1.0503603542488804e-09,3.36115324461872e-08
1931,0.0,2.8513391647777553e-08
1932,0.0,2.1919072779041926e-08
1933,0.0,1.8353059516584835e-08
1934,1.1981580172459871e-09,1.677421224144382e-08
1935,0.0,3.4708024010399185e-08
1936,1.2124714565686645e-09,1.8187071404440758e-08
1937,0.0,2.392312481447334e-08
1938,0.0,3.500607925754906e-08
1939,1.5294050470515685e-09,2.2941076593951948e-08
1940,0.0,7.607348528892999e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,1.2136847082899749e-08
1943,0.0,3.193558839598154e-08
1944,0.0,3.534504600111177e-08
1945,0.0,4.357008043243127e-08
1946,0.0,3.7586982415405146e-08
1947,0.0,2.8610090296865565e-08
1948,1.0871887834440486e-09,2.391815279167986e-08
1949,9.817008317369869e-10,4.319483659642742e-08
1950,0.0,5.4240342217681814e-08
1951,1.0661401761424827e-09,3.731490594294229e-08
1952,0.0,2.8470970470095835e-08
1953,0.0,3.124409997390387e-08
1954,0.0,3.713563567764311e-08
1955,0.0,2.4402579956728232e-08
1956,0.0,4.7966277616495745e-08
1957,0.0,3.79906615055603e-08
1958,3.3088973783179654e-09,2.1507832959066775e-08
1959,1.0851047171911432e-08,2.40273186902229e-08
1960,0.0,2.214666694477785e-08
1961,0.0,2.5708188577944213e-08
1962,1.2683912808952869e-09,2.1562652552375994e-08
1963,0.0,2.9097240394904134e-08
1964,1.2167936658258327e-09,2.7986254980127967e-08
1965,1.0944086747954884e-09,2.7907420818706896e-08
1966,1.6617224263271169e-09,1.8278947022665193e-08
1967,1.9721342336964653e-09,2.169347623759421e-08
1968,1.7965663401398047e-09,2.87450615255036e-08
1969,0.0,1.9075383467237472e-08
1970,0.0,2.207388050123882e-08
1971,1.541519245584766e-09,2.1581269882275933e-08
1972,5.130146862875051e-10,1.9494558411992102e-08
1973,5.513203782392395e-10,2.0950174539624555e-08
1974,5.625571675160757e-10,1.2938814686336286e-08
1975,0.0,1.4278700000147637e-08
1976,0.0,1.9997344224975677e-08
1977,0.0,1.7042666666799988e-08
1978,5.940591352171509e-10,1.9603950907054468e-08
1979,0.0,1.0533551808578068e-08
1980,1.7055452605774235e-09,1.3644362084619388e-08
